run_id,handshake_type,duration_ms,success
1,full,2.34,1
2,full,2.48,1
3,full,2.32,1
4,full,2.06,1
5,full,2.42,1
6,full,2.16,1
7,full,2.04,1
8,full,2.14,1
9,full,1.89,1
10,full,2.15,1
11,full,2.01,1
12,full,2.25,1
13,full,1.98,1
14,full,1.92,1
15,full,2.23,1
16,full,2.13,1
17,full,1.99,1
18,full,1.84,1
19,full,1.86,1
20,full,1.92,1
21,full,1.92,1
22,full,2.16,1
23,full,1.91,1
24,full,2.27,1
25,full,1.96,1
26,full,1.89,1
27,full,1.80,1
28,full,1.88,1
29,full,1.91,1
30,full,2.27,1
31,full,2.25,1
32,full,1.83,1
33,full,1.90,1
34,full,2.24,1
35,full,2.09,1
36,full,2.12,1
37,full,2.05,1
38,full,1.84,1
39,full,1.91,1
40,full,1.88,1
41,full,1.91,1
42,full,1.93,1
43,full,2.12,1
44,full,1.98,1
45,full,1.92,1
46,full,2.12,1
47,full,1.99,1
48,full,2.08,1
49,full,1.96,1
50,full,1.83,1
51,full,2.14,1
52,full,1.86,1
53,full,2.16,1
54,full,1.91,1
55,full,1.96,1
56,full,2.03,1
57,full,2.42,1
58,full,2.10,1
59,full,1.92,1
60,full,2.09,1
61,full,2.15,1
62,full,1.85,1
63,full,2.21,1
64,full,1.81,1
65,full,1.89,1
66,full,1.90,1
67,full,2.28,1
68,full,1.94,1
69,full,2.19,1
70,full,1.80,1
71,full,1.89,1
72,full,1.93,1
73,full,1.98,1
74,full,1.93,1
75,full,1.86,1
76,full,1.94,1
77,full,1.91,1
78,full,1.88,1
79,full,2.26,1
80,full,2.06,1
81,full,1.94,1
82,full,1.96,1
83,full,2.10,1
84,full,2.08,1
85,full,1.89,1
86,full,1.97,1
87,full,2.01,1
88,full,1.88,1
89,full,1.94,1
90,full,2.01,1
91,full,2.07,1
92,full,1.96,1
93,full,1.99,1
94,full,2.06,1
95,full,2.00,1
96,full,1.87,1
97,full,2.15,1
98,full,1.89,1
99,full,2.01,1
100,full,1.95,1
101,full,1.67,1
102,full,1.87,1
103,full,1.84,1
104,full,2.14,1
105,full,2.09,1
106,full,1.85,1
107,full,2.05,1
108,full,2.01,1
109,full,1.84,1
110,full,1.86,1
111,full,2.22,1
112,full,1.68,1
113,full,1.91,1
114,full,1.88,1
115,full,1.99,1
116,full,1.79,1
117,full,2.01,1
