procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 8  0      0 15821760 233828 5602688    0    0   101   160 3733    6  8  2 89  1  0  0
 0  1      0 15813364 233832 5602716    0    0     0  1888 3780 7818  3  2 74 21  0  0
 0  1      0 15824196 233860 5600784    0    0     0   696 4534 7635  6  4 81  9  0  0
 0  1      0 15821772 233880 5602848    0    0     0  1712 5925 8302  8  5 76 10  0  0
 2  0      0 15798748 233900 5602860    0    0     0   480 7537 10474  5  4 84  8  0  0
 0  2      0 15790412 233912 5602840    0    0     0   820 11638 19309  7  6 81  6  0  0
 1  1      0 15791072 233956 5602872    0    0     0   876 3070 4446  4  3 81 11  0  0
 1  0      0 15799064 233968 5602964    0    0     0   300 5238 7975 10  4 82  4  0  0
 2  0      0 15802776 233968 5600924    0    0     0     4 1947 1639 13  1 86  0  0  0
 1  0      0 15804128 233968 5600932    0    0     0     0 2567 3775 13  1 86  0  0  0
 1  0      0 15822692 233968 5600932    0    0     0     0 2359 1616 13  1 86  0  0  0
 1  0      0 15826908 233972 5600924    0    0     0   160 1612 1045 13  1 84  3  0  0
 1  0      0 15818736 233972 5602988    0    0     0     0 2591 3903 13  1 86  0  0  0
 1  0      0 15832620 233972 5602996    0    0     0     0 1685 1151 13  1 87  0  0  0
 1  5      0 15845504 233980 5603008    0    0     0  1744 3515 6379 14  2 79  5  0  0
 4  1      0 15834388 234012 5603024    0    0     0   768 2987 4677 14  1 68 17  0  0
 5  1      0 15821372 234024 5603132    0    0     0   616 7063 13252 18  3 69 10  0  0
 5  1      0 15816260 234044 5601096    0    0     0  1584 6657 6196 25  3 55 18  0  0
 5  1      0 15799912 234068 5603256    0    0     0   804 9258 14814 27  4 59 10  0  0
 6  1      0 15785752 234100 5603276    0    0     0  1976 8987 12457 36  4 47 13  0  0
17  1      0 15776176 234132 5603448    0    0     0   808 9980 13420 38  5 49  8  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 7  2      0 15775048 234156 5603476    0    0     0  1956 10581 15344 44  6 41  9  0  0
 8  1      0 15765640 234172 5601392    0    0     0  1108 9958 13726 47  6 35 12  0  0
11  1      0 15748276 234204 5603564    0    0     0   580 11641 18857 51  7 37  6  0  0
 7  1      0 15753216 234212 5601544    0    0     0  1592 9803 12431 58  7 24 11  0  0
14  0      0 15755560 234240 5603624    0    0     0  1284 10507 13865 59  7 29  6  0  0
10  2      0 15747640 234272 5603728    0    0     0  1760 12230 18435 66  8 21  4  0  0
13  1      0 15735832 234288 5603736    0    0     0   724 10862 15352 70  8 17  5  0  0
10  1      0 15727232 234304 5603872    0    0     0   564 12842 19893 71  9 16  4  0  0
10  2      0 15710688 234340 5602360    0    0     0  2300 11184 13399 79  9  9  4  0  0
14  0      0 15724848 234376 5603940    0    0     0   796 11854 15441 81  9  8  2  0  0
11  2      0 15730436 234400 5604056    0    0     0  2064 12601 17126 83 10  7  1  0  0
 7  2      0 15717060 234420 5602040    0    0     0  1200 12561 15806 85  9  5  1  0  0
11  1      0 15713668 234444 5604132    0    0     0   564 13105 17650 84  9  6  1  0  0
13  1      0 15696216 234472 5602208    0    0     0  1824 13270 16746 89  9  2  0  0  0
18  0      0 15691864 234504 5604268    0    0     0  1408 12276 12746 89  9  1  1  0  0
13  0      0 15691988 234528 5604400    0    0     0   724 14427 18670 87 11  2  0  0  0
13  1      0 15701040 234552 5602404    0    0     0  2016 13758 17932 89 10  1  0  0  0
16  1      0 15678324 234588 5604528    0    0     0   484 14093 16654 89 10  1  0  0  0
10  9      0 15669160 234616 5604620    0    0     0  2016 14355 17587 89 10  1  0  0  0
14  1      0 15675384 234632 5604628    0    0     0  1232 12986 13420 91  9  1  0  0  0
21  0      0 15689184 234664 5604536    0    0     0   768 14844 17766 90 10  0  0  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
16  2      0 15677968 234684 5602796    0    0     0  1700 13551 18719 90 10  0  0  0  0
13  1      0 15663404 234696 5604872    0    0     0  1492 12176 13503 90 10  0  0  0  0
14  1      0 15680472 234724 5605008    0    0     0   716 14884 21231 88 11  0  0  0  0
21  0      0 15683096 234732 5603036    0    0     0  1472 11782 12503 90  9  0  0  0  0
17  0      0 15672272 234752 5605076    0    0     0  1220 12384 13635 90 10  0  0  0  0
18  2      0 15666696 234764 5605264    0    0     0  1804 13085 16806 88 11  0  0  0  0
13  1      0 15666628 234780 5603252    0    0     0  1264 12831 17028 89 10  0  0  0  0
15  1      0 15657972 234796 5605360    0    0     0   564 13325 17133 89 11  1  0  0  0
20  2      0 15652968 234832 5603444    0    0     0  1760 12812 16058 90 10  0  0  0  0
17  0      0 15649512 234868 5603488    0    0     0  1252 11667 12022 91  9  0  0  0  0
