sig_alg,kem_alg,num_clients,total_handshakes,success_rate,throughput_hs_s,total_time_ms,median_ms,mean_ms,p95_ms,p99_ms,min_ms,max_ms,std_ms,cpu_avg_pct,mem_avg_mib
mldsa65,hqc192,50,15944,100.0,71.86,347893,259.51,306.47,697.88,933.22,44.01,1332.40,197.52,37.55,5.2
