campaign,network_profile,protocol,auth_mode,sig_alg,kem,kem_class,pcap_file,total_bytes,total_packets,ClientHello_bytes,ServerHello_bytes,EncryptedExtensions_bytes,Certificate_bytes,CertificateVerify_bytes,Finished_bytes,CertificateRequest_bytes,NewSessionTicket_bytes
simple_loss1.3_delay62.51ms,tls,tls,single,ed25519,p256_hqc128_simple_loss1.3_delay62.51ms_20260826_133048,hybride,capture_tls_single_ed25519_p256_hqc128_simple_loss1.3_delay62.51ms_20260826_133048.pcap,9782,20,2665,4584,2,313,68,96,NA,458
simple_loss1.3_delay62.51ms,tls,tls,single,ed25519,p256_mlkem512_simple_loss1.3_delay62.51ms_20260826_132925,hybride,capture_tls_single_ed25519_p256_mlkem512_simple_loss1.3_delay62.51ms_20260826_132925.pcap,4404,16,1216,919,2,313,68,96,NA,458
simple_loss1.3_delay62.51ms,tls,tls,single,ed25519,x25519_hqc128_simple_loss1.3_delay62.51ms_20260826_133108,hybride,capture_tls_single_ed25519_x25519_hqc128_simple_loss1.3_delay62.51ms_20260826_133108.pcap,9716,20,2632,4551,2,313,68,96,NA,458
simple_loss1.3_delay62.51ms,tls,tls,single,ed25519,x25519_mlkem512_simple_loss1.3_delay62.51ms_20260826_132945,hybride,capture_tls_single_ed25519_x25519_mlkem512_simple_loss1.3_delay62.51ms_20260826_132945.pcap,4338,16,1183,886,2,313,68,96,NA,458
simple_loss1.3_delay62.51ms,tls,tls,single,ed25519,x25519_simple_loss1.3_delay62.51ms_20260826_132903,classique,capture_tls_single_ed25519_x25519_simple_loss1.3_delay62.51ms_20260826_132903.pcap,2778,16,391,118,2,313,68,96,NA,458
simple_loss1.3_delay62.51ms,tls,tls,single,mldsa44,P-256_simple_loss1.3_delay62.51ms_20260826_133603,classique,capture_tls_single_mldsa44_P-256_simple_loss1.3_delay62.51ms_20260826_133603.pcap,9125,20,424,151,2,3974,2424,96,NA,458
simple_loss1.3_delay62.51ms,tls,tls,single,mldsa44,hqc128_simple_loss1.3_delay62.51ms_20260826_133748,pq_pur,capture_tls_single_mldsa44_hqc128_simple_loss1.3_delay62.51ms_20260826_133748.pcap,15933,24,2600,4519,2,3974,2424,96,NA,458
simple_loss1.3_delay62.51ms,tls,tls,single,mldsa44,mlkem512_simple_loss1.3_delay62.51ms_20260826_133727,pq_pur,capture_tls_single_mldsa44_mlkem512_simple_loss1.3_delay62.51ms_20260826_133727.pcap,10687,22,1151,854,2,3974,2424,96,NA,458
simple_loss1.3_delay62.51ms,tls,tls,single,mldsa44,p256_hqc128_simple_loss1.3_delay62.51ms_20260826_133810,hybride,capture_tls_single_mldsa44_p256_hqc128_simple_loss1.3_delay62.51ms_20260826_133810.pcap,16063,24,2665,4584,2,3974,2424,96,NA,458
simple_loss1.3_delay62.51ms,tls,tls,single,mldsa44,p256_mlkem512_simple_loss1.3_delay62.51ms_20260826_133645,hybride,capture_tls_single_mldsa44_p256_mlkem512_simple_loss1.3_delay62.51ms_20260826_133645.pcap,10817,22,1216,919,2,3974,2424,96,NA,458
simple_loss1.3_delay62.51ms,tls,tls,single,mldsa44,x25519_hqc128_simple_loss1.3_delay62.51ms_20260826_133830,hybride,capture_tls_single_mldsa44_x25519_hqc128_simple_loss1.3_delay62.51ms_20260826_133830.pcap,15997,24,2632,4551,2,3974,2424,96,NA,458
simple_loss1.3_delay62.51ms,tls,tls,single,mldsa44,x25519_mlkem512_simple_loss1.3_delay62.51ms_20260826_133705,hybride,capture_tls_single_mldsa44_x25519_mlkem512_simple_loss1.3_delay62.51ms_20260826_133705.pcap,10751,22,1183,886,2,3974,2424,96,NA,458
simple_loss1.3_delay62.51ms,tls,tls,single,mldsa44,x25519_simple_loss1.3_delay62.51ms_20260826_133624,classique,capture_tls_single_mldsa44_x25519_simple_loss1.3_delay62.51ms_20260826_133624.pcap,9059,20,391,118,2,3974,2424,96,NA,458
simple_loss1.3_delay62.51ms,tls,tls,single,mldsa65,P-384_simple_loss1.3_delay62.51ms_20260826_133851,classique,capture_tls_single_mldsa65_P-384_simple_loss1.3_delay62.51ms_20260826_133851.pcap,11871,24,456,183,2,5503,3313,96,NA,458
simple_loss1.3_delay62.51ms,tls,tls,single,mldsa65,hqc192_simple_loss1.3_delay62.51ms_20260826_134037,pq_pur,capture_tls_single_mldsa65_hqc192_simple_loss1.3_delay62.51ms_20260826_134037.pcap,25631,31,4873,9064,2,5503,3313,96,NA,458
simple_loss1.3_delay62.51ms,tls,tls,single,mldsa65,mlkem768_simple_loss1.3_delay62.51ms_20260826_134016,pq_pur,capture_tls_single_mldsa65_mlkem768_simple_loss1.3_delay62.51ms_20260826_134016.pcap,13941,24,1535,1174,2,5503,3313,96,NA,458
simple_loss1.3_delay62.51ms,tls,tls,single,mldsa65,p384_hqc192_simple_loss1.3_delay62.51ms_20260826_134057,hybride,capture_tls_single_mldsa65_p384_hqc192_simple_loss1.3_delay62.51ms_20260826_134057.pcap,25957,33,4970,9161,2,5503,3313,96,NA,458
simple_loss1.3_delay62.51ms,tls,tls,single,mldsa65,p384_mlkem768_simple_loss1.3_delay62.51ms_20260826_133933,hybride,capture_tls_single_mldsa65_p384_mlkem768_simple_loss1.3_delay62.51ms_20260826_133933.pcap,14135,24,1632,1271,2,5503,3313,96,NA,458
simple_loss1.3_delay62.51ms,tls,tls,single,mldsa65,x448_hqc192_simple_loss1.3_delay62.51ms_20260826_134118,hybride,capture_tls_single_mldsa65_x448_hqc192_simple_loss1.3_delay62.51ms_20260826_134118.pcap,25941,34,4929,9120,2,5503,3313,96,NA,458
simple_loss1.3_delay62.51ms,tls,tls,single,mldsa65,x448_mlkem768_simple_loss1.3_delay62.51ms_20260826_133954,hybride,capture_tls_single_mldsa65_x448_mlkem768_simple_loss1.3_delay62.51ms_20260826_133954.pcap,14053,24,1591,1230,2,5503,3313,96,NA,458
simple_loss1.3_delay62.51ms,tls,tls,single,mldsa65,x448_simple_loss1.3_delay62.51ms_20260826_133912,classique,capture_tls_single_mldsa65_x448_simple_loss1.3_delay62.51ms_20260826_133912.pcap,11789,24,415,142,2,5503,3313,96,NA,458
simple_loss1.3_delay62.51ms,tls,tls,single,mldsa87,P-521_simple_loss1.3_delay62.51ms_20260826_134138,classique,capture_tls_single_mldsa87_P-521_simple_loss1.3_delay62.51ms_20260826_134138.pcap,15483,28,492,219,2,7461,4631,96,NA,458
simple_loss1.3_delay62.51ms,tls,tls,single,mldsa87,hqc256_simple_loss1.3_delay62.51ms_20260826_134240,pq_pur,capture_tls_single_mldsa87_hqc256_simple_loss1.3_delay62.51ms_20260826_134240.pcap,37799,42,7596,14507,2,7461,4631,96,NA,458
simple_loss1.3_delay62.51ms,tls,tls,single,mldsa87,mlkem1024_simple_loss1.3_delay62.51ms_20260826_134220,pq_pur,capture_tls_single_mldsa87_mlkem1024_simple_loss1.3_delay62.51ms_20260826_134220.pcap,18345,28,1919,1654,2,7461,4631,96,NA,458
simple_loss1.3_delay62.51ms,tls,tls,single,mldsa87,p521_hqc256_simple_loss1.3_delay62.51ms_20260826_134302,hybride,capture_tls_single_mldsa87_p521_hqc256_simple_loss1.3_delay62.51ms_20260826_134302.pcap,37933,40,7729,14640,2,7461,4631,96,NA,458
simple_loss1.3_delay62.51ms,tls,tls,single,mldsa87,p521_mlkem1024_simple_loss1.3_delay62.51ms_20260826_134159,hybride,capture_tls_single_mldsa87_p521_mlkem1024_simple_loss1.3_delay62.51ms_20260826_134159.pcap,18611,28,2052,1787,2,7461,4631,96,NA,458
simple_loss1.3_delay62.51ms,tls,tls,single,secp384r1,P-384_simple_loss1.3_delay62.51ms_20260826_133129,classique,capture_tls_single_secp384r1_P-384_simple_loss1.3_delay62.51ms_20260826_133129.pcap,3073,16,456,183,2,439,107,96,NA,458
simple_loss1.3_delay62.51ms,tls,tls,single,secp384r1,hqc192_simple_loss1.3_delay62.51ms_20260826_133316,pq_pur,capture_tls_single_secp384r1_hqc192_simple_loss1.3_delay62.51ms_20260826_133316.pcap,17295,30,4873,9064,2,438,108,96,NA,458
simple_loss1.3_delay62.51ms,tls,tls,single,secp384r1,mlkem768_simple_loss1.3_delay62.51ms_20260826_133254,pq_pur,capture_tls_single_secp384r1_mlkem768_simple_loss1.3_delay62.51ms_20260826_133254.pcap,5143,16,1535,1174,2,438,108,96,NA,458
simple_loss1.3_delay62.51ms,tls,tls,single,secp384r1,p384_hqc192_simple_loss1.3_delay62.51ms_20260826_133337,hybride,capture_tls_single_secp384r1_p384_hqc192_simple_loss1.3_delay62.51ms_20260826_133337.pcap,17488,30,4970,9161,2,439,106,96,NA,458
simple_loss1.3_delay62.51ms,tls,tls,single,secp384r1,p384_mlkem768_simple_loss1.3_delay62.51ms_20260826_133212,hybride,capture_tls_single_secp384r1_p384_mlkem768_simple_loss1.3_delay62.51ms_20260826_133212.pcap,5337,16,1632,1271,2,439,107,96,NA,458
simple_loss1.3_delay62.51ms,tls,tls,single,secp384r1,x448_hqc192_simple_loss1.3_delay62.51ms_20260826_133357,hybride,capture_tls_single_secp384r1_x448_hqc192_simple_loss1.3_delay62.51ms_20260826_133357.pcap,17404,30,4929,9120,2,437,106,96,NA,458
simple_loss1.3_delay62.51ms,tls,tls,single,secp384r1,x448_mlkem768_simple_loss1.3_delay62.51ms_20260826_133232,hybride,capture_tls_single_secp384r1_x448_mlkem768_simple_loss1.3_delay62.51ms_20260826_133232.pcap,5255,16,1591,1230,2,439,107,96,NA,458
simple_loss1.3_delay62.51ms,tls,tls,single,secp384r1,x448_simple_loss1.3_delay62.51ms_20260826_133151,classique,capture_tls_single_secp384r1_x448_simple_loss1.3_delay62.51ms_20260826_133151.pcap,2990,16,415,142,2,438,107,96,NA,458
simple_loss1.3_delay62.51ms,tls,tls,single,secp521r1,P-521_simple_loss1.3_delay62.51ms_20260826_133418,classique,capture_tls_single_secp521r1_P-521_simple_loss1.3_delay62.51ms_20260826_133418.pcap,3254,16,492,219,2,513,142,96,NA,458
simple_loss1.3_delay62.51ms,tls,tls,single,secp521r1,hqc256_simple_loss1.3_delay62.51ms_20260826_133521,pq_pur,capture_tls_single_secp521r1_hqc256_simple_loss1.3_delay62.51ms_20260826_133521.pcap,25835,34,7596,14507,2,514,142,96,NA,458
simple_loss1.3_delay62.51ms,tls,tls,single,secp521r1,mlkem1024_simple_loss1.3_delay62.51ms_20260826_133459,pq_pur,capture_tls_single_secp521r1_mlkem1024_simple_loss1.3_delay62.51ms_20260826_133459.pcap,6117,16,1919,1654,2,513,143,96,NA,458
simple_loss1.3_delay62.51ms,tls,tls,single,secp521r1,p521_hqc256_simple_loss1.3_delay62.51ms_20260826_133542,hybride,capture_tls_single_secp521r1_p521_hqc256_simple_loss1.3_delay62.51ms_20260826_133542.pcap,26102,34,7729,14640,2,514,143,96,NA,458
simple_loss1.3_delay62.51ms,tls,tls,single,secp521r1,p521_mlkem1024_simple_loss1.3_delay62.51ms_20260826_133438,hybride,capture_tls_single_secp521r1_p521_mlkem1024_simple_loss1.3_delay62.51ms_20260826_133438.pcap,6383,16,2052,1787,2,513,143,96,NA,458
simple_loss1.5833_delay83.52ms,quic,quic,single,ed25519,P-256_simple_loss1.5833_delay83.52ms_20260826_141234,classique,capture_quic_single_ed25519_P-256_simple_loss1.5833_delay83.52ms_20260826_141234.pcap,2701,3,459,119,115,313,68,96,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,ed25519,hqc128_simple_loss1.5833_delay83.52ms_20260826_141422,pq_pur,capture_quic_single_ed25519_hqc128_simple_loss1.5833_delay83.52ms_20260826_141422.pcap,11797,5,2635,4487,115,313,68,96,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,ed25519,mlkem512_simple_loss1.5833_delay83.52ms_20260826_141401,pq_pur,capture_quic_single_ed25519_mlkem512_simple_loss1.5833_delay83.52ms_20260826_141401.pcap,5483,4,1186,822,115,313,68,96,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,ed25519,p256_hqc128_simple_loss1.5833_delay83.52ms_20260826_141445,hybride,capture_quic_single_ed25519_p256_hqc128_simple_loss1.5833_delay83.52ms_20260826_141445.pcap,11862,5,2700,4552,115,313,68,96,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,ed25519,p256_mlkem512_simple_loss1.5833_delay83.52ms_20260826_141318,hybride,capture_quic_single_ed25519_p256_mlkem512_simple_loss1.5833_delay83.52ms_20260826_141318.pcap,5548,4,1251,887,115,313,68,96,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,ed25519,x25519_hqc128_simple_loss1.5833_delay83.52ms_20260826_141508,hybride,capture_quic_single_ed25519_x25519_hqc128_simple_loss1.5833_delay83.52ms_20260826_141508.pcap,11829,5,2667,4519,115,313,68,96,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,ed25519,x25519_mlkem512_simple_loss1.5833_delay83.52ms_20260826_141340,hybride,capture_quic_single_ed25519_x25519_mlkem512_simple_loss1.5833_delay83.52ms_20260826_141340.pcap,5515,4,1218,854,115,313,68,96,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,ed25519,x25519_simple_loss1.5833_delay83.52ms_20260826_141257,classique,capture_quic_single_ed25519_x25519_simple_loss1.5833_delay83.52ms_20260826_141257.pcap,3963,4,426,86,115,313,68,96,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,mldsa44,P-256_simple_loss1.5833_delay83.52ms_20260826_142012,classique,capture_quic_single_mldsa44_P-256_simple_loss1.5833_delay83.52ms_20260826_142012.pcap,11058,6,459,119,115,3974,2424,96,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,mldsa44,hqc128_simple_loss1.5833_delay83.52ms_20260826_142156,pq_pur,capture_quic_single_mldsa44_hqc128_simple_loss1.5833_delay83.52ms_20260826_142156.pcap,19338,7,2635,4487,115,3974,2424,96,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,mldsa44,mlkem512_simple_loss1.5833_delay83.52ms_20260826_142134,pq_pur,capture_quic_single_mldsa44_mlkem512_simple_loss1.5833_delay83.52ms_20260826_142134.pcap,20762,15,1186,822,115,3974,NA,48,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,mldsa44,p256_hqc128_simple_loss1.5833_delay83.52ms_20260826_142216,hybride,capture_quic_single_mldsa44_p256_hqc128_simple_loss1.5833_delay83.52ms_20260826_142216.pcap,19403,7,2700,4552,115,3974,2424,96,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,mldsa44,p256_mlkem512_simple_loss1.5833_delay83.52ms_20260826_142053,hybride,capture_quic_single_mldsa44_p256_mlkem512_simple_loss1.5833_delay83.52ms_20260826_142053.pcap,13089,6,1251,887,115,3974,2424,96,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,mldsa44,x25519_hqc128_simple_loss1.5833_delay83.52ms_20260826_142237,hybride,capture_quic_single_mldsa44_x25519_hqc128_simple_loss1.5833_delay83.52ms_20260826_142237.pcap,19370,7,2667,4519,115,3974,2424,96,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,mldsa44,x25519_mlkem512_simple_loss1.5833_delay83.52ms_20260826_142112,hybride,capture_quic_single_mldsa44_x25519_mlkem512_simple_loss1.5833_delay83.52ms_20260826_142112.pcap,13056,6,1218,854,115,3974,2424,96,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,mldsa44,x25519_simple_loss1.5833_delay83.52ms_20260826_142032,classique,capture_quic_single_mldsa44_x25519_simple_loss1.5833_delay83.52ms_20260826_142032.pcap,11025,6,426,86,115,3974,2424,96,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,mldsa65,P-384_simple_loss1.5833_delay83.52ms_20260826_142257,classique,capture_quic_single_mldsa65_P-384_simple_loss1.5833_delay83.52ms_20260826_142257.pcap,13594,6,491,151,115,5503,3313,96,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,mldsa65,hqc192_simple_loss1.5833_delay83.52ms_20260826_142440,pq_pur,capture_quic_single_mldsa65_hqc192_simple_loss1.5833_delay83.52ms_20260826_142440.pcap,29523,15,4908,9032,115,5503,3313,96,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,mldsa65,mlkem768_simple_loss1.5833_delay83.52ms_20260826_142418,pq_pur,capture_quic_single_mldsa65_mlkem768_simple_loss1.5833_delay83.52ms_20260826_142418.pcap,15831,6,1570,1142,115,5503,3313,96,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,mldsa65,p384_hqc192_simple_loss1.5833_delay83.52ms_20260826_142500,hybride,capture_quic_single_mldsa65_p384_hqc192_simple_loss1.5833_delay83.52ms_20260826_142500.pcap,29482,14,5005,9129,115,5503,3313,96,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,mldsa65,p384_mlkem768_simple_loss1.5833_delay83.52ms_20260826_142338,hybride,capture_quic_single_mldsa65_p384_mlkem768_simple_loss1.5833_delay83.52ms_20260826_142338.pcap,15946,6,1667,1239,115,5503,3313,96,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,mldsa65,x448_hqc192_simple_loss1.5833_delay83.52ms_20260826_142521,hybride,capture_quic_single_mldsa65_x448_hqc192_simple_loss1.5833_delay83.52ms_20260826_142521.pcap,29441,14,4964,9088,115,5503,3313,96,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,mldsa65,x448_mlkem768_simple_loss1.5833_delay83.52ms_20260826_142358,hybride,capture_quic_single_mldsa65_x448_mlkem768_simple_loss1.5833_delay83.52ms_20260826_142358.pcap,15904,6,1626,1198,115,5503,3313,96,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,mldsa65,x448_simple_loss1.5833_delay83.52ms_20260826_142318,classique,capture_quic_single_mldsa65_x448_simple_loss1.5833_delay83.52ms_20260826_142318.pcap,13553,6,450,110,115,5503,3313,96,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,mldsa87,P-521_simple_loss1.5833_delay83.52ms_20260826_142542,classique,capture_quic_single_mldsa87_P-521_simple_loss1.5833_delay83.52ms_20260826_142542.pcap,17035,6,527,187,115,7461,4631,96,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,mldsa87,hqc256_simple_loss1.5833_delay83.52ms_20260826_142645,pq_pur,capture_quic_single_mldsa87_hqc256_simple_loss1.5833_delay83.52ms_20260826_142645.pcap,54931,39,7631,14475,115,NA,NA,48,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,mldsa87,mlkem1024_simple_loss1.5833_delay83.52ms_20260826_142625,pq_pur,capture_quic_single_mldsa87_mlkem1024_simple_loss1.5833_delay83.52ms_20260826_142625.pcap,19734,6,1954,1622,115,7461,4631,96,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,mldsa87,p521_hqc256_simple_loss1.5833_delay83.52ms_20260826_142707,hybride,capture_quic_single_mldsa87_p521_hqc256_simple_loss1.5833_delay83.52ms_20260826_142707.pcap,46265,23,7764,14608,115,NA,NA,48,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,mldsa87,p521_mlkem1024_simple_loss1.5833_delay83.52ms_20260826_142603,hybride,capture_quic_single_mldsa87_p521_mlkem1024_simple_loss1.5833_delay83.52ms_20260826_142603.pcap,19879,6,2087,1755,115,7461,4631,96,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,secp384r1,P-384_simple_loss1.5833_delay83.52ms_20260826_141531,classique,capture_quic_single_secp384r1_P-384_simple_loss1.5833_delay83.52ms_20260826_141531.pcap,3963,4,491,151,115,438,107,96,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,secp384r1,hqc192_simple_loss1.5833_delay83.52ms_20260826_141718,pq_pur,capture_quic_single_secp384r1_hqc192_simple_loss1.5833_delay83.52ms_20260826_141718.pcap,27319,18,4908,9032,115,439,108,96,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,secp384r1,mlkem768_simple_loss1.5833_delay83.52ms_20260826_141656,pq_pur,capture_quic_single_secp384r1_mlkem768_simple_loss1.5833_delay83.52ms_20260826_141656.pcap,5949,4,1570,1142,115,438,107,96,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,secp384r1,p384_hqc192_simple_loss1.5833_delay83.52ms_20260826_141741,hybride,capture_quic_single_secp384r1_p384_hqc192_simple_loss1.5833_delay83.52ms_20260826_141741.pcap,19221,5,5005,9129,115,439,108,96,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,secp384r1,p384_mlkem768_simple_loss1.5833_delay83.52ms_20260826_141613,hybride,capture_quic_single_secp384r1_p384_mlkem768_simple_loss1.5833_delay83.52ms_20260826_141613.pcap,6403,4,1667,1239,115,439,107,96,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,secp384r1,x448_hqc192_simple_loss1.5833_delay83.52ms_20260826_141803,hybride,capture_quic_single_secp384r1_x448_hqc192_simple_loss1.5833_delay83.52ms_20260826_141803.pcap,19180,5,4964,9088,115,439,108,96,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,secp384r1,x448_mlkem768_simple_loss1.5833_delay83.52ms_20260826_141634,hybride,capture_quic_single_secp384r1_x448_mlkem768_simple_loss1.5833_delay83.52ms_20260826_141634.pcap,6403,4,1626,1198,115,438,106,96,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,secp384r1,x448_simple_loss1.5833_delay83.52ms_20260826_141552,classique,capture_quic_single_secp384r1_x448_simple_loss1.5833_delay83.52ms_20260826_141552.pcap,3963,4,450,110,115,438,107,96,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,secp521r1,P-521_simple_loss1.5833_delay83.52ms_20260826_141824,classique,capture_quic_single_secp521r1_P-521_simple_loss1.5833_delay83.52ms_20260826_141824.pcap,3963,4,527,187,115,512,143,96,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,secp521r1,hqc256_simple_loss1.5833_delay83.52ms_20260826_141929,pq_pur,capture_quic_single_secp521r1_hqc256_simple_loss1.5833_delay83.52ms_20260826_141929.pcap,30918,11,7631,14475,115,513,143,96,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,secp521r1,mlkem1024_simple_loss1.5833_delay83.52ms_20260826_141907,pq_pur,capture_quic_single_secp521r1_mlkem1024_simple_loss1.5833_delay83.52ms_20260826_141907.pcap,6603,4,1954,1622,115,514,143,96,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,secp521r1,p521_hqc256_simple_loss1.5833_delay83.52ms_20260826_141951,hybride,capture_quic_single_secp521r1_p521_hqc256_simple_loss1.5833_delay83.52ms_20260826_141951.pcap,31051,11,7764,14608,115,513,143,96,NA,NA
simple_loss1.5833_delay83.52ms,quic,quic,single,secp521r1,p521_mlkem1024_simple_loss1.5833_delay83.52ms_20260826_141845,hybride,capture_quic_single_secp521r1_p521_mlkem1024_simple_loss1.5833_delay83.52ms_20260826_141845.pcap,6734,4,2087,1755,115,513,142,96,NA,NA
simple_loss1.5833_delay83.52ms,tls,tls,single,ed25519,P-256_simple_loss1.5833_delay83.52ms_20260826_135744,classique,capture_tls_single_ed25519_P-256_simple_loss1.5833_delay83.52ms_20260826_135744.pcap,2844,16,424,151,2,313,68,96,NA,458
simple_loss1.5833_delay83.52ms,tls,tls,single,ed25519,hqc128_simple_loss1.5833_delay83.52ms_20260826_135928,pq_pur,capture_tls_single_ed25519_hqc128_simple_loss1.5833_delay83.52ms_20260826_135928.pcap,9652,20,2600,4519,2,313,68,96,NA,458
simple_loss1.5833_delay83.52ms,tls,tls,single,ed25519,mlkem512_simple_loss1.5833_delay83.52ms_20260826_135908,pq_pur,capture_tls_single_ed25519_mlkem512_simple_loss1.5833_delay83.52ms_20260826_135908.pcap,4274,16,1151,854,2,313,68,96,NA,458
simple_loss1.5833_delay83.52ms,tls,tls,single,ed25519,p256_hqc128_simple_loss1.5833_delay83.52ms_20260826_135950,hybride,capture_tls_single_ed25519_p256_hqc128_simple_loss1.5833_delay83.52ms_20260826_135950.pcap,9782,20,2665,4584,2,313,68,96,NA,458
simple_loss1.5833_delay83.52ms,tls,tls,single,ed25519,p256_mlkem512_simple_loss1.5833_delay83.52ms_20260826_135825,hybride,capture_tls_single_ed25519_p256_mlkem512_simple_loss1.5833_delay83.52ms_20260826_135825.pcap,4338,15,1216,919,2,313,68,96,NA,458
simple_loss1.5833_delay83.52ms,tls,tls,single,ed25519,x25519_hqc128_simple_loss1.5833_delay83.52ms_20260826_140011,hybride,capture_tls_single_ed25519_x25519_hqc128_simple_loss1.5833_delay83.52ms_20260826_140011.pcap,9716,20,2632,4551,2,313,68,96,NA,458
simple_loss1.5833_delay83.52ms,tls,tls,single,ed25519,x25519_mlkem512_simple_loss1.5833_delay83.52ms_20260826_135847,hybride,capture_tls_single_ed25519_x25519_mlkem512_simple_loss1.5833_delay83.52ms_20260826_135847.pcap,4338,16,1183,886,2,313,68,96,NA,458
simple_loss1.5833_delay83.52ms,tls,tls,single,ed25519,x25519_simple_loss1.5833_delay83.52ms_20260826_135805,classique,capture_tls_single_ed25519_x25519_simple_loss1.5833_delay83.52ms_20260826_135805.pcap,2712,15,391,118,2,313,68,96,NA,458
simple_loss1.5833_delay83.52ms,tls,tls,single,mldsa44,P-256_simple_loss1.5833_delay83.52ms_20260826_140506,classique,capture_tls_single_mldsa44_P-256_simple_loss1.5833_delay83.52ms_20260826_140506.pcap,9125,20,424,151,2,3974,2424,96,NA,458
simple_loss1.5833_delay83.52ms,tls,tls,single,mldsa44,hqc128_simple_loss1.5833_delay83.52ms_20260826_140653,pq_pur,capture_tls_single_mldsa44_hqc128_simple_loss1.5833_delay83.52ms_20260826_140653.pcap,15933,24,2600,4519,2,3974,2424,96,NA,458
simple_loss1.5833_delay83.52ms,tls,tls,single,mldsa44,mlkem512_simple_loss1.5833_delay83.52ms_20260826_140632,pq_pur,capture_tls_single_mldsa44_mlkem512_simple_loss1.5833_delay83.52ms_20260826_140632.pcap,10687,22,1151,854,2,3974,2424,96,NA,458
simple_loss1.5833_delay83.52ms,tls,tls,single,mldsa44,p256_hqc128_simple_loss1.5833_delay83.52ms_20260826_140714,hybride,capture_tls_single_mldsa44_p256_hqc128_simple_loss1.5833_delay83.52ms_20260826_140714.pcap,16243,26,2665,NA,NA,NA,NA,NA,NA,NA
simple_loss1.5833_delay83.52ms,tls,tls,single,mldsa44,p256_mlkem512_simple_loss1.5833_delay83.52ms_20260826_140550,hybride,capture_tls_single_mldsa44_p256_mlkem512_simple_loss1.5833_delay83.52ms_20260826_140550.pcap,10817,22,1216,919,2,3974,2424,96,NA,458
simple_loss1.5833_delay83.52ms,tls,tls,single,mldsa44,x25519_hqc128_simple_loss1.5833_delay83.52ms_20260826_140736,hybride,capture_tls_single_mldsa44_x25519_hqc128_simple_loss1.5833_delay83.52ms_20260826_140736.pcap,15997,24,2632,4551,2,3974,2424,96,NA,458
simple_loss1.5833_delay83.52ms,tls,tls,single,mldsa44,x25519_mlkem512_simple_loss1.5833_delay83.52ms_20260826_140611,hybride,capture_tls_single_mldsa44_x25519_mlkem512_simple_loss1.5833_delay83.52ms_20260826_140611.pcap,10751,22,1183,886,2,3974,2424,96,NA,458
simple_loss1.5833_delay83.52ms,tls,tls,single,mldsa44,x25519_simple_loss1.5833_delay83.52ms_20260826_140529,classique,capture_tls_single_mldsa44_x25519_simple_loss1.5833_delay83.52ms_20260826_140529.pcap,9133,21,391,118,2,3974,2424,96,NA,458
simple_loss1.5833_delay83.52ms,tls,tls,single,mldsa65,P-384_simple_loss1.5833_delay83.52ms_20260826_140757,classique,capture_tls_single_mldsa65_P-384_simple_loss1.5833_delay83.52ms_20260826_140757.pcap,11871,24,456,183,2,5503,3313,96,NA,458
