run_id,duration_ms,success,compress_negotiated
1,17,1,0
2,16,1,0
3,17,1,0
4,15,1,0
5,14,1,0
6,15,1,0
7,15,1,0
8,14,1,0
9,14,1,0
10,13,1,0
11,13,1,0
12,13,1,0
13,14,1,0
14,13,1,0
15,13,1,0
16,13,1,0
17,12,1,0
18,12,1,0
19,13,1,0
20,12,1,0
21,12,1,0
22,13,1,0
23,13,1,0
24,13,1,0
25,13,1,0
26,13,1,0
27,13,1,0
28,13,1,0
29,12,1,0
30,13,1,0
31,13,1,0
32,12,1,0
33,13,1,0
34,13,1,0
35,13,1,0
36,13,1,0
37,14,1,0
38,14,1,0
39,13,1,0
40,14,1,0
41,13,1,0
42,13,1,0
43,13,1,0
44,12,1,0
45,12,1,0
46,14,1,0
47,13,1,0
48,13,1,0
49,13,1,0
50,15,1,0
51,13,1,0
52,13,1,0
53,13,1,0
54,13,1,0
55,13,1,0
56,13,1,0
57,13,1,0
58,13,1,0
59,13,1,0
60,13,1,0
61,13,1,0
62,13,1,0
63,15,1,0
64,13,1,0
65,13,1,0
66,13,1,0
67,13,1,0
68,13,1,0
69,13,1,0
70,13,1,0
71,13,1,0
72,13,1,0
73,13,1,0
74,14,1,0
75,13,1,0
76,12,1,0
77,14,1,0
78,13,1,0
79,13,1,0
80,15,1,0
81,12,1,0
82,12,1,0
83,13,1,0
84,13,1,0
85,12,1,0
86,13,1,0
87,15,1,0
88,12,1,0
89,13,1,0
90,12,1,0
91,13,1,0
92,13,1,0
93,12,1,0
94,13,1,0
95,12,1,0
96,13,1,0
97,12,1,0
98,13,1,0
99,12,1,0
100,14,1,0
101,14,1,0
102,13,1,0
103,13,1,0
104,14,1,0
105,14,1,0
106,15,1,0
107,13,1,0
108,13,1,0
109,13,1,0
110,14,1,0
111,14,1,0
112,14,1,0
113,14,1,0
114,14,1,0
115,13,1,0
116,13,1,0
117,14,1,0
118,13,1,0
119,14,1,0
120,14,1,0
121,14,1,0
122,14,1,0
123,15,1,0
124,14,1,0
125,14,1,0
126,13,1,0
127,13,1,0
128,15,1,0
129,13,1,0
130,13,1,0
131,13,1,0
132,13,1,0
133,13,1,0
134,12,1,0
135,12,1,0
136,12,1,0
137,12,1,0
138,13,1,0
139,12,1,0
140,13,1,0
141,13,1,0
142,12,1,0
143,14,1,0
144,12,1,0
145,12,1,0
146,13,1,0
147,12,1,0
148,12,1,0
149,12,1,0
150,12,1,0
151,13,1,0
152,12,1,0
153,12,1,0
154,13,1,0
155,13,1,0
156,14,1,0
157,14,1,0
158,13,1,0
159,13,1,0
160,13,1,0
161,13,1,0
162,14,1,0
163,14,1,0
164,13,1,0
165,12,1,0
166,12,1,0
167,12,1,0
168,13,1,0
169,12,1,0
170,13,1,0
171,12,1,0
172,12,1,0
173,12,1,0
174,12,1,0
175,12,1,0
