procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 7  0      0 17066472  99096 4960872    0    0  1196   384 5447    6 13  3 80  4  0  0
 0  1      0 17061336  99128 4960908    0    0     0  1856 3939 7817  4  3 78 16  0  0
 0  1      0 17054296  99180 4958980    0    0     0  1340 4767 8355  5  4 80 10  0  0
 0  2      0 17050000  99224 4961048    0    0     0  1404 5996 8254  7  5 75 13  0  0
 0  1      0 17038188  99268 4961092    0    0     0   516 6345 12019  4  4 83  9  0  0
 0  1      0 17038188  99336 4961104    0    0     0  1216 3298 3995  4  4 80 12  0  0
 1  0      0 17039196  99372 4961140    0    0     0   492 5899 9750  7  4 82  7  0  0
 1  0      0 17039496  99372 4959116    0    0     0     4 2375 3558 13  1 85  1  0  0
 1  0      0 17051644  99372 4959120    0    0     0     0 2102 1620 13  1 87  0  0  0
 1  0      0 17060280  99372 4959128    0    0     0     0 2017 1364 13  1 86  0  0  0
 1  0      0 17057548  99372 4959128    0    0     0    84 2266 3181 13  1 86  0  0  0
 1  1      0 17075452  99376 4961180    0    0     0    60 2279 1683 13  1 86  0  0  0
 4  0      0 17076796  99380 4961276    0    0     0   472 1786 1338 13  1 86  1  0  0
 4  1      0 17071172  99380 4961192    0    0     0    76 3376 7737 14  1 84  1  0  0
 5  0      0 17060780  99424 4961216    0    0     0  1560 3359 3909 15  1 67 18  0  0
 7  0      0 17046800  99492 4961312    0    0     0  1000 5607 8917 17  3 70 11  0  0
 5  1      0 17014752  99528 4961324    0    0     0  1248 7928 13036 26  3 53 19  0  0
 5  1      0 17004904  99584 4961352    0    0     0   892 9040 11698 27  4 59 10  0  0
 8  0      0 17014292  99636 4961508    0    0     0  1380 9311 12936 35  4 49 12  0  0
 6  1      0 17017012  99692 4961552    0    0     0  1124 8603 9738 36  5 49 10  0  0
 7  2      0 17012184  99740 4961268    0    0     0  1424 12225 20362 45  7 41  7  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 8  1      0 17004892  99788 4959272    0    0     0   816 9083 11010 46  5 42  7  0  0
 8  1      0 17003356  99832 4961416    0    0     0   760 11906 19539 51  6 36  7  0  0
10  1      0 17005072  99864 4959468    0    0     0  1504 9802 11992 58  6 27  9  0  0
 8  1      0 16991020  99924 4961644    0    0     0   920 11929 18816 61  8 28  4  0  0
 8  2      0 16998908  99972 4961696    0    0     0  1380 11310 16384 68  7 20  6  0  0
 8  1      0 16991320 100028 4959680    0    0     0  1172 10399 13024 69  7 19  5  0  0
12  0      0 16980088 100064 4961792    0    0     0   632 12696 19617 72  9 16  3  0  0
10  2      0 16971980 100124 4959800    0    0     0  1420 10637 12373 76  8 11  5  0  0
15  0      0 16957888 100172 4961868    0    0     0   960 12413 17885 79  8 10  3  0  0
19  2      0 16955408 100220 4961928    0    0     0  1440 13789 19627 84 10  5  1  0  0
12  1      0 16948088 100252 4959948    0    0     0   992 11715 13612 85  9  5  1  0  0
17  0      0 16951156 100296 4962060    0    0     0   568 13473 18474 85 10  4  1  0  0
12  1      0 16946884 100328 4960140    0    0     0  1356 12332 14090 89  9  2  0  0  0
14  1      0 16919012 100380 4962188    0    0     0   836 14639 20128 89 10  1  0  0  0
15  2      0 16921824 100428 4962340    0    0     0  1444 13831 18897 89 10  1  0  0  0
13  1      0 16924484 100468 4960444    0    0     0  1036 12567 14049 89  9  1  0  0  0
21  0      0 16915092 100512 4962576    0    0     0   568 14849 18530 88 10  1  0  0  0
18  0      0 16910200 100512 4962852    0    0     0     4 14187 15898 90  9  1  0  0  0
15  0      0 16904820 100512 4960868    0    0     0     0 13813 13095 91  9  1  0  0  0
16  0      0 16923212 100512 4960916    0    0     0     0 14137 13606 90  9  1  0  0  0
12  0      0 16926468 100512 4960900    0    0     0     0 12620 11197 91  8  1  0  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
17  0      0 16936580 100520 4960908    0    0     0    56 11649 12730 90  9  1  0  0  0
25  0      0 16927948 100520 4960800    0    0     0     0 10962 10653 91  8  1  0  0  0
19  0      0 16934356 100520 4960828    0    0     0     0 10928 10478 91  8  1  0  0  0
16  0      0 16900940 100520 4963172    0    0     0  2048 11103 11560 89 10  1  0  0  0
14  1      0 16879600 100568 4974140    0    0     0 11360 10828 9653 91  8  0  0  0  0
17  0      0 16877400 100600 4961676    0    0     0  4736 11600 13002 90  9  1  0  0  0
23  0      0 16893844 100600 4961340    0    0     0     0 11306 11599 91  9  0  0  0  0
15  0      0 16905292 100600 4961364    0    0     0     0 10922 10774 92  8  1  0  0  0
19  0      0 16911200 100600 4961364    0    0     0     0 10920 10225 90  9  1  0  0  0
14  0      0 16896520 100600 4961376    0    0     0     0 11700 13539 91  9  1  0  0  0
13  0      0 16889932 100608 4961396    0    0     0   120 11241 11260 90  9  0  0  0  0
15  0      0 16907620 100624 4961404    0    0     0    92 11084 10723 91  9  1  0  0  0
16  0      0 16894680 100640 4961372    0    0     0    52 10888 9994 91  9  1  0  0  0
14  0      0 16898816 100640 4961424    0    0     0     0 11839 14109 90  9  1  0  0  0
16  0      0 16885192 100656 4961416    0    0     0    60 11039 10606 91  9  1  0  0  0
15  0      0 16883760 100656 4961432    0    0     0     0 11256 11171 91  9  1  0  0  0
18  0      0 16902132 100656 4961436    0    0     0     0 10890 10127 91  9  0  0  0  0
15  0      0 16897332 100656 4961448    0    0     0     0 11764 13773 91  9  0  0  0  0
15  0      0 16885636 100656 4961460    0    0     0     0 11395 11596 91  9  0  0  0  0
13  0      0 16902872 100664 4961464    0    0     0    36 10793 10537 88  9  3  0  0  0
13  0      0 16906760 100664 4961492    0    0     0     0 10827 9889 91  8  1  0  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
14  0      0 16905748 100664 4961488    0    0     0     0 11115 11031 90  9  1  0  0  0
19  0      0 16911652 100664 4961504    0    0     0     0 11793 12839 91  9  1  0  0  0
15  0      0 16904068 100664 4961516    0    0     0     0 10787 10088 89  8  3  0  0  0
13  0      0 16906356 100672 4961600    0    0     0   524 11313 11240 89 10  0  0  0  0
14  0      0 16889376 100672 4961528    0    0     0   796 11000 10075 91  8  1  0  0  0
18  0      0 16873640 100672 4961548    0    0     0    12 11690 13326 91  9  1  0  0  0
12  0      0 16871072 100672 4961556    0    0     0     0 10996 10413 90  8  1  0  0  0
