protocol,auth_mode,sig_alg,kem,kem_class,security_level,sig_family,network_profile,n_total,n_success,n_failed,success_rate_pct,n_blocks_pooled,n_files_pooled,mean_ms,stdev_ms,ci95_low_ms,ci95_high_ms,ci95_method,ci95_naive_low_ms,ci95_naive_high_ms,median_ms,p95_ms,p99_ms,min_ms,max_ms
quic,single,ed25519,P-256,classique,L1,classique,simple_loss1.5833_delay83.52ms,500,500,0,100.0,4,4,181.334,100.477,175.849,186.819,bootstrap_blocs,172.527,190.141,169.89,171.71,347.65,169.06,1169.43
quic,single,ed25519,hqc128,pq_pur,L1,classique,simple_loss1.5833_delay83.52ms,500,500,0,100.0,4,4,224.806,214.707,216.663,232.948,bootstrap_blocs,205.986,243.626,191.935,212.843,1648.75,182.87,1654.12
quic,single,ed25519,mlkem512,pq_pur,L1,classique,simple_loss1.5833_delay83.52ms,500,500,0,100.0,4,4,208.43,225.909,188.271,230.298,bootstrap_blocs,188.628,228.232,169.635,171.57,1362.173,168.84,2143.49
quic,single,ed25519,p256_hqc128,hybride,L1,classique,simple_loss1.5833_delay83.52ms,500,500,0,100.0,4,4,221.305,172.041,216.24,226.37,bootstrap_blocs,206.225,236.385,200.48,218.287,1652.728,189.73,1663.86
quic,single,ed25519,p256_mlkem512,hybride,L1,classique,simple_loss1.5833_delay83.52ms,500,500,0,100.0,4,4,195.928,131.206,183.059,208.796,bootstrap_blocs,184.427,207.428,180.07,191.712,1368.623,175.75,1380.4
quic,single,ed25519,x25519_hqc128,hybride,L1,classique,simple_loss1.5833_delay83.52ms,500,500,0,100.0,4,4,213.204,172.354,204.368,221.333,bootstrap_blocs,198.096,228.311,191.885,208.607,1650.212,184.31,1653.68
quic,single,ed25519,x25519_mlkem512,hybride,L1,classique,simple_loss1.5833_delay83.52ms,500,500,0,100.0,4,4,206.578,197.225,196.022,217.435,bootstrap_blocs,189.291,223.865,171.79,175.161,1364.572,170.31,1366.02
quic,single,ed25519,x25519,classique,L1,classique,simple_loss1.5833_delay83.52ms,500,500,0,100.0,4,4,177.073,78.593,172.721,179.729,bootstrap_blocs,170.184,183.962,169.715,171.39,336.701,168.8,1169.72
quic,single,mldsa44,P-256,classique,L1,pq,simple_loss1.5833_delay83.52ms,500,500,0,100.0,4,4,390.412,292.923,378.997,401.194,bootstrap_blocs,364.736,416.088,337.14,339.086,2439.554,336.22,2441.45
quic,single,mldsa44,hqc128,pq_pur,L1,pq,simple_loss1.5833_delay83.52ms,500,500,0,100.0,4,4,395.214,209.244,386.048,401.686,bootstrap_blocs,376.873,413.555,357.1,380.183,1853.542,350.12,1855.92
quic,single,mldsa44,mlkem512,pq_pur,L1,pq,simple_loss1.5833_delay83.52ms,500,500,0,100.0,4,4,378.367,256.732,354.129,402.605,bootstrap_blocs,355.864,400.871,337.09,338.63,2366.111,336.07,2367.62
quic,single,mldsa44,p256_hqc128,hybride,L1,pq,simple_loss1.5833_delay83.52ms,500,500,0,100.0,4,4,390.544,147.189,376.04,407.437,bootstrap_blocs,377.642,403.446,367.825,392.403,840.106,356.88,1865.86
quic,single,mldsa44,p256_mlkem512,hybride,L1,pq,simple_loss1.5833_delay83.52ms,500,500,0,100.0,4,4,378.934,226.095,352.62,405.248,bootstrap_blocs,359.116,398.752,348.025,358.92,2370.895,343.0,2378.28
quic,single,mldsa44,x25519_hqc128,hybride,L1,pq,simple_loss1.5833_delay83.52ms,500,500,0,100.0,4,4,401.94,228.838,385.893,416.136,bootstrap_blocs,381.881,421.998,359.46,391.232,1856.508,351.66,2417.69
