P-384,x448,p384_mlkem768,x448_mlkem768,mlkem768
10.96,5.09,17.98,6.54,4.89
9.73,5.03,15.76,6.29,4.43
9.02,4.92,15.42,6.07,4.44
9.05,5.04,15.69,6.14,4.67
8.63,5.24,15.98,5.99,4.85
8.68,5.46,16.9,6.31,5.0
8.78,5.14,15.42,6.56,4.47
10.26,4.93,16.48,6.76,4.45
9.7,5.06,16.67,6.33,4.42
8.61,5.14,15.6,6.23,4.55
9.91,5.11,15.52,6.81,4.79
8.59,5.15,15.48,6.72,4.84
8.88,5.1,15.63,6.06,4.44
10.37,5.8,17.49,6.01,4.37
8.88,5.9,16.45,5.97,4.42
8.99,5.83,15.34,5.93,4.45
9.11,5.26,15.3,6.09,5.12
8.84,5.25,16.23,5.92,4.77
8.57,5.06,16.44,6.66,4.69
10.62,5.09,17.25,5.92,4.57
8.79,6.46,15.63,6.1,4.56
9.39,5.18,15.63,6.28,5.9
8.94,5.46,15.89,6.19,4.41
10.53,5.65,15.8,6.13,4.41
8.88,5.33,16.05,7.11,5.0
11.22,5.08,15.59,5.95,5.09
9.23,5.1,16.02,6.37,5.43
9.16,5.17,15.69,6.43,4.82
9.69,5.05,15.3,6.49,4.41
9.68,5.15,15.42,6.41,4.5
9.52,5.49,15.43,6.45,4.38
8.74,5.28,15.0,6.19,4.55
8.77,5.17,15.57,6.16,4.46
8.92,4.94,15.12,6.03,4.96
8.63,4.95,15.34,7.32,5.5
9.21,4.86,15.11,6.2,4.44
9.69,4.92,14.69,6.76,4.55
9.64,5.15,15.32,6.8,4.45
9.16,5.55,16.23,6.35,4.34
8.9,5.32,17.29,6.58,4.4
8.81,4.95,16.62,7.01,4.52
8.59,5.05,15.4,6.11,4.95
9.01,4.94,15.52,5.96,5.18
9.53,4.95,15.78,6.58,4.42
8.74,5.4,16.44,5.96,4.52
8.82,5.66,15.73,5.98,4.42
8.81,4.93,15.49,6.11,4.82
9.33,4.98,15.94,5.99,4.4
8.57,5.12,16.65,5.99,4.96
8.77,4.93,16.39,6.24,6.66
8.86,5.0,15.38,5.91,4.53
8.85,5.76,15.77,6.06,5.63
8.59,5.32,15.74,6.32,5.53
9.14,5.12,15.58,6.32,4.67
8.89,5.1,15.75,5.96,4.44
9.15,4.95,17.61,6.9,4.38
10.78,4.87,15.19,6.03,4.54
8.9,5.29,16.51,6.89,4.8
8.88,5.76,15.16,6.97,4.68
8.59,5.28,14.95,6.29,5.36
9.05,5.96,14.95,6.59,4.43
8.61,7.79,15.27,6.42,4.46
8.74,6.26,15.25,6.41,5.23
8.65,5.07,14.92,6.11,4.49
9.1,5.33,15.11,6.36,4.73
9.49,5.46,18.58,6.04,4.45
9.09,5.02,16.01,6.04,4.49
9.83,5.0,19.17,6.06,5.23
8.54,5.21,15.16,6.15,5.81
9.72,5.09,15.34,5.9,4.8
8.35,5.43,14.99,6.07,4.83
8.95,5.67,15.18,5.8,4.42
9.17,6.17,14.61,6.0,4.46
8.84,6.2,15.43,5.9,4.43
9.61,5.75,16.64,6.54,4.6
8.9,5.73,16.04,5.89,4.52
8.54,5.15,15.33,6.02,5.09
9.31,5.79,20.55,6.12,5.71
9.17,6.22,14.83,7.9,4.32
8.32,7.14,19.01,6.15,5.39
8.75,5.87,15.22,6.33,4.48
8.58,5.91,14.38,5.99,4.36
8.86,5.16,15.6,6.25,4.39
9.58,5.7,18.06,6.34,5.42
9.34,5.19,14.96,6.73,4.47
9.34,5.2,16.01,6.18,4.46
8.77,6.67,15.15,6.21,4.55
9.79,5.14,14.99,6.13,4.46
8.44,5.2,15.84,6.24,4.96
9.63,5.34,15.03,6.19,5.05
9.59,5.29,14.85,7.06,4.55
