P-256,x25519,p256_mlkem512,x25519_mlkem512,mlkem512
19.84,3.07,23.34,3.75,8.47
7.46,2.75,11.9,3.07,6.3
6.33,2.69,9.99,2.98,7.08
6.64,2.87,11.53,2.97,7.02
6.45,2.12,10.89,3.79,8.19
6.85,2.08,16.67,3.64,4.08
7.26,2.07,26.64,3.83,3.68
6.04,2.16,24.48,3.0,3.22
8.39,2.22,21.84,3.13,4.64
6.71,2.25,18.37,4.09,5.11
6.16,2.13,20.88,3.58,5.58
7.72,2.21,18.41,3.78,5.01
6.67,2.62,18.0,3.95,7.65
6.93,3.11,25.0,3.2,6.48
7.15,2.73,24.83,4.02,6.37
6.75,4.93,26.29,3.23,7.86
6.2,4.5,13.55,3.76,7.83
6.23,5.99,11.69,3.58,9.03
6.29,5.16,11.02,2.95,5.98
6.91,5.52,10.53,2.87,6.8
6.3,5.33,11.81,4.62,6.33
6.34,5.86,10.77,3.56,6.08
7.61,5.49,11.15,3.53,6.4
6.65,5.6,16.92,3.96,7.41
6.61,5.63,22.0,3.53,6.71
6.84,5.41,24.5,3.63,8.16
6.42,6.41,28.93,3.86,8.28
7.28,6.21,14.89,3.41,6.3
6.16,6.26,15.99,3.36,6.31
6.87,5.71,12.98,3.9,8.05
6.81,5.39,10.7,5.81,6.6
5.51,5.5,10.52,5.08,6.23
5.39,7.05,11.12,5.07,6.24
6.04,7.02,10.86,5.09,6.57
5.71,7.38,10.22,5.31,2.98
6.44,6.25,12.99,6.0,3.01
6.43,6.51,10.34,7.04,2.55
5.75,5.06,11.5,5.18,3.86
2.45,6.6,12.19,5.72,5.38
2.45,7.53,10.49,7.05,9.54
2.28,5.2,16.87,7.11,8.48
2.34,5.27,29.14,3.53,7.17
2.29,5.53,31.68,3.11,8.94
2.48,5.43,31.0,4.11,5.68
2.36,5.83,27.23,3.73,6.37
2.64,5.1,26.28,4.84,5.87
2.85,5.78,26.83,3.71,6.42
3.5,5.37,40.24,3.61,6.37
6.68,5.73,26.37,4.07,9.37
5.52,7.06,28.42,5.91,7.03
6.87,5.15,25.36,8.63,6.77
5.66,4.99,26.11,12.36,6.19
5.37,5.01,29.64,11.36,5.15
7.08,5.9,25.92,10.23,6.04
9.52,5.46,26.14,8.49,7.17
5.95,6.48,10.36,8.99,6.82
5.75,5.21,10.07,3.51,5.43
5.65,5.21,10.01,3.42,5.21
6.26,5.38,13.7,3.08,6.46
5.99,5.36,13.04,4.89,6.58
6.44,6.21,25.86,5.52,5.08
5.42,2.67,25.74,9.38,2.83
5.78,2.92,31.77,9.03,5.35
7.16,3.32,10.65,8.55,10.31
5.64,4.05,10.39,10.0,7.5
5.32,4.12,10.63,9.22,6.83
4.9,4.12,9.62,10.66,5.31
3.77,6.16,9.9,6.18,7.03
3.77,4.09,14.88,6.63,5.13
4.42,6.07,13.76,4.54,9.16
3.83,6.38,10.95,3.48,5.87
4.03,5.9,11.09,3.18,6.41
3.77,5.31,9.65,5.01,6.5
4.08,4.53,13.0,10.35,6.15
6.47,5.07,12.67,7.59,5.66
5.65,4.88,13.78,8.69,6.5
6.0,4.38,11.16,7.09,5.22
5.7,3.98,10.73,8.75,5.93
6.58,4.36,11.32,11.84,5.41
7.52,4.76,12.0,7.61,5.41
5.76,5.23,12.41,8.03,6.74
5.73,4.23,15.39,12.01,5.38
6.28,5.13,13.16,10.28,5.46
8.12,3.0,18.13,10.29,6.18
4.34,3.62,10.68,9.43,5.3
4.09,2.99,227.86,8.76,5.47
3.7,2.96,28.25,9.35,5.3
4.06,6.0,25.4,10.97,5.58
3.64,5.85,27.93,9.19,5.98
6.75,7.47,18.76,11.07,1688.33
6.18,6.79,1036.14,9.85,5.9
5.59,1025.28,1252.14,10.23,7.24
4.75,5.5,26.08,10.84,7.4
4.95,5.04,26.91,7.36,210.14
6.85,5.02,13.35,8.78,6.0
5.5,1429.87,10.44,1066.71,6.31
4.83,5.51,12.29,1008.63,8.27
6.75,5.07,25.52,8.2,6.18
6.14,211.4,1050.05,7.19,5.83
5.05,1035.14,1043.65,1028.23,1040.66
5.42,1069.27,1055.44,10.21,6.18
6.23,4.56,1057.14,8.86,7.83
4.74,212.43,11.57,7.17,7.56
5.26,6.67,25.91,4.0,1046.83
5.05,415.52,22.5,3.55,1051.94
4.95,7.02,23.03,211.69,1045.78
5.93,6.46,21.81,418.82,5.99
4.89,6.51,22.77,211.71,6.35
5.6,6.47,23.09,8.15,6.02
6.44,5.72,1241.27,7.24,214.99
5.58,1672.4,22.37,216.25,1054.19
7.75,8.14,24.05,7.32,7.08
3.05,1067.79,24.29,1068.86,6.37
3.01,1053.53,25.37,6.08,1029.01
2.9,212.5,26.52,1024.95,8.36
3.39,211.21,28.86,7.19,5.93
2.88,5.99,11.04,6.81,6.69
2.95,6.54,10.75,7.56,6.19
4.26,209.26,10.39,1060.56,5.94
6.56,5.88,12.04,7.29,6.41
7.51,1023.01,10.74,8.06,8.66
6.34,5.85,12.41,1444.52,6.94
5.61,6.06,9.73,7.24,6.04
5.4,417.68,15.0,6.91,6.32
8.99,5.56,10.5,211.96,6.56
6.13,1050.12,10.84,7.69,1034.85
5.46,1051.62,1243.87,214.76,6.54
6.29,5.99,1249.09,8.26,7.19
5.78,212.33,23.68,7.21,6.13
5.7,210.55,27.99,213.4,419.14
5.66,5.34,26.02,7.31,5.98
5.41,5.51,25.83,8.58,1055.62
5.96,5.21,27.7,7.51,1046.79
5.77,210.88,27.51,9.05,416.45
6.25,5.79,235.63,7.0,1047.0
5.54,1036.99,24.81,7.51,213.91
5.59,5.61,30.24,7.29,6.01
5.59,209.11,230.15,7.45,6.65
5.92,5.72,233.74,8.61,6.05
5.31,5.77,30.14,7.68,3.01
5.59,5.8,31.73,6.39,213.86
3.99,6.91,34.18,417.91,6.16
3.04,1052.9,31.03,8.1,1212.57
3.01,5.76,34.48,2065.5,2.77
2.83,5.37,24.6,7.46,2.32
2.82,5.45,28.19,7.38,3.81
5.88,5.74,24.28,1031.99,1007.41
5.65,5.87,29.09,1053.3,7.28
6.0,1266.85,23.77,6.6,6.19
5.98,5.21,1246.42,6.17,5.88
5.7,5.04,27.88,6.05,1052.86
5.83,6.44,28.24,1019.33,7.31
5.47,5.61,28.53,6.08,6.64
5.32,6.27,26.89,207.87,1033.79
3.14,1047.67,25.71,212.14,1052.09
2.85,5.11,2064.84,1061.46,1466.2
2.84,5.63,647.56,1215.88,7.21
3.49,829.1,28.07,3.04,6.85
3.23,1213.86,33.48,6.19,6.28
3.07,2.81,27.64,5164.21,8.25
3.44,5.02,27.04,421.74,1032.41
3.6,5.0,19.88,10.22,6.41
3.52,3068.34,14.08,420.95,7.51
3.44,5.76,13.3,9.1,209.55
3.88,4.96,13.48,9.41,6.54
3.49,5.61,13.34,9.81,9.45
3.42,5.5,228.71,9.01,5.92
5.0,5.01,29.47,216.32,1010.65
6.01,5.0,32.69,9.75,420.87
5.95,4.99,31.25,208.55,212.73
5.42,5.09,27.36,6.85,2061.34
5.79,6.11,29.17,6.66,7.09
5.5,209.75,33.4,6.58,1068.54
5.59,208.33,33.55,6.86,6.66
4.86,5.13,232.28,6.27,212.83
4.87,422.39,3289.18,6.53,7.77
5.67,1244.73,26.82,7.03,421.84
5.46,1054.04,1046.72,7.0,211.3
5.29,1054.04,32.69,6.24,5.79
5.54,208.32,35.16,2067.95,6.42
5.53,5.22,650.2,2.5,208.57
5.46,5.6,27.56,2.73,8.63
5.92,6.06,28.79,3.6,1666.11
5.56,5.4,28.89,6.16,8.46
5.94,5.13,236.66,6.08,4555.49
6.76,2048.64,1082.18,6.03,2683.15
6.17,1059.98,29.33,6.35,6.66
5.35,2.99,28.71,6.05,208.19
5.7,1044.08,29.41,6.04,1018.22
5.53,2.98,233.26,6.11,6.12
7.24,7.06,30.87,1027.3,6.08
5.82,5.55,35.07,6.16,826.93
5.46,5.3,27.64,5.83,1068.43
5.4,5.27,32.08,1053.86,6.19
6.54,5.15,29.25,6.26,6.15
5.62,5.04,29.9,1847.57,1032.79
6.67,2684.45,28.9,7.79,6.48
4.87,5.17,33.14,7.59,6.33
5.98,5.07,21.29,1242.01,6.34
5.38,826.68,225.19,215.28,6.44
5.3,1234.94,30.7,7.27,7.91
5.4,2271.81,26.97,8.19,6.2
5.91,5.35,29.81,1023.87,8.41
5.49,5.26,25.06,7.3,6.43
5.45,5.38,13.74,210.89,211.98
5.42,1064.22,224.66,2.51,6.65
5.13,5.11,30.46,2.7,6.58
4.83,1022.18,26.82,1216.1,213.74
4.83,5.14,28.28,6.13,1022.29
4.85,4.94,27.91,207.56,6.73
4.87,5.85,27.45,6.43,6.33
4.89,5.87,26.81,6.37,5.92
3.7,5.58,27.35,6.96,416.88
2.81,4.99,31.88,6.93,6.06
3.03,8.16,1059.31,7.14,6.4
3.18,7.03,32.01,1666.72,212.93
3.98,6.31,28.15,1260.99,2.71
5.32,212.34,27.56,7.14,2.37
4.82,1030.44,2485.65,7.05,1008.02
5.19,5.24,1087.99,1020.71,3.29
4.84,5.14,26.88,6.09,1046.3
5.48,5.1,1054.48,214.38,2.77
3.53,5.3,29.8,8.79,2.79
3.9,2063.85,2082.78,6.17,2.75
3.44,3.26,30.9,6.17,4.13
5.74,208.88,1051.94,208.46,3.13
5.24,5.04,30.68,6.36,2.69
5.79,213.82,28.48,1239.12,3.24
5.86,208.89,27.54,6.17,3.71
5.38,6.04,27.61,6.15,2.92
5.36,5.72,1052.15,6.06,1658.96
7.4,6.13,29.56,6.19,207.45
5.47,6.23,23.28,6.7,3.89
5.51,1024.4,11.14,210.24,3.31
5.41,214.59,11.3,6.18,2.78
5.08,831.28,1264.47,6.72,1041.25
4.73,5.69,1051.49,421.92,3.82
4.88,5.59,27.89,2088.26,3.16
5.13,1224.06,33.74,6.07,1029.82
5.39,1246.03,28.69,6.08,5.76
5.14,5.15,27.37,7.66,209.51
4.96,5.2,1039.83,6.39,3.34
5.15,1237.28,1051.97,6.08,2.97
3.37,6.68,1052.06,6.29,3.47
2.68,5.64,27.41,7.02,3.03
2.69,1223.12,26.6,6.11,2.87
2.76,5.55,1252.33,6.12,2.96
2.84,5.75,27.91,6.21,205.51
3.53,417.59,28.5,1020.95,2.65
3.65,1023.07,28.73,6.03,2.85
3.62,5.14,241.25,6.41,1064.83
3.62,5.77,28.09,6.33,1214.57
5.13,5.12,32.26,6.34,5.21
3.09,5.6,19.59,6.16,6.73
3.3,5.05,11.31,6.15,1022.76
2.7,824.28,1076.59,6.12,419.81
2.73,1033.42,1052.26,6.23,1042.25
2.78,5.24,27.98,6.18,1256.41
2.72,5.98,27.04,1057.79,2060.35
2.73,207.28,239.9,6.08,7.49
2.74,6.15,28.35,6.23,5.95
2.75,5.76,28.65,6.1,7.23
2.92,6.12,237.45,1225.3,8.0
2.85,1058.93,1284.57,6.38,6.45
2.69,1011.74,231.54,6.05,8.04
2.71,1051.59,1040.68,6.29,210.13
2.69,213.49,25.66,6.26,6.77
2.51,4.98,23.68,6.3,6.18
2.5,5.12,23.83,6.08,829.79
2.63,5.75,24.75,6.07,6.93
2.83,5.13,24.98,828.68,5.95
2.88,5.16,24.49,6.5,7.91
3.49,419.75,24.5,8.6,6.22
3.33,4.98,28.63,6.28,6.24
2.75,5.3,24.55,1039.49,5.63
2.83,5.03,233.98,1059.57,209.55
2.44,1259.4,30.45,1880.9,212.21
2.44,5.02,27.95,7.35,7.52
2.46,4.95,1239.56,10.29,209.55
2.5,4.94,24.63,1233.65,6.64
2.49,4.94,24.93,5.29,1015.6
2.83,415.23,27.78,3.08,1052.53
2.89,3.57,24.48,3.89,6.63
2.88,211.41,24.7,821.92,6.11
3.34,1044.16,1086.99,1033.39,211.78
3.44,6.44,23.14,4.22,6.3
2.62,6.21,24.63,213.04,5.97
2.59,1019.92,23.98,4.2,5.9
2.57,5.94,27.89,416.5,212.14
2.54,1012.25,2107.0,211.33,7.15
2.55,1693.51,16.87,6.15,6.43
2.61,4.96,24.64,5.2,6.55
2.65,5.1,25.94,1419.88,6.57
2.46,5.08,24.03,213.8,212.73
2.6,5.52,23.31,4.08,416.98
2.92,5.04,24.37,4.01,6.17
3.21,5.19,1067.44,3.71,415.19
3.33,211.65,24.93,205.41,6.21
3.15,5.01,24.44,1027.6,418.89
3.11,209.57,26.72,415.3,6.54
3.06,7.15,19.56,1018.03,5.87
2.84,5.18,16.32,3.52,6.55
3.11,5.07,21.48,206.66,7.06
2.57,5.05,21.59,3.85,1050.28
2.74,4.98,1085.93,3.36,210.41
2.72,6.32,24.47,3.39,1065.22
2.81,2049.38,23.8,3.73,6.88
2.74,5.06,26.54,3.37,6.5
2.74,5.11,1085.37,3.4,1668.04
2.75,421.71,1251.9,3.37,6.07
2.81,5.01,1064.64,3.47,7.42
3.0,1019.05,25.79,210.99,4.81
3.15,4.98,23.76,5150.73,3.85
3.83,4.98,1889.12,215.21,4.16
3.17,5.0,13.6,7.57,6.07
3.03,5.02,23.98,215.99,215.23
2.77,4.52,25.18,211.74,7.8
2.67,5.04,24.45,9.47,6.5
2.59,5.02,232.96,7.02,6.54
2.58,5.09,24.14,7.6,1029.96
2.7,1044.38,23.27,210.64,6.66
2.59,5.11,23.75,7.84,6.48
2.63,5.18,1229.67,10.6,1238.08
2.62,5.07,26.45,8.32,7.25
3.0,3.08,24.36,9.26,6.92
2.72,210.84,25.53,213.8,6.17
2.6,5.2,26.24,7.1,6.83
2.6,6.09,647.91,7.36,6.74
2.45,6.82,29.46,7.53,2.96
2.42,4.99,28.25,10.75,2.98
2.31,5.33,27.72,7.5,416.11
2.88,5.0,31.52,7.55,1030.98
2.93,207.34,27.51,7.21,207.86
2.93,5.07,28.03,7.71,1058.3
2.95,5.24,30.25,5.17,7.83
2.83,1062.26,1063.35,3.08,6.39
2.62,5.89,237.23,2.73,5.85
2.68,5.97,29.17,2.53,7.02
2.62,5.65,27.23,2.7,6.23
2.66,5.08,1050.62,3.11,7.55
3.24,2.71,24.85,2.83,6.61
3.42,2.72,434.12,3.33,1064.82
2.65,1049.36,23.1,2.85,211.44
2.57,2.03,23.04,4.71,211.87
3.19,206.59,23.42,2.81,5.95
2.65,1017.78,23.82,1048.22,7.01
2.62,5.09,20.36,214.51,6.11
2.62,5.02,233.18,8.11,209.83
2.56,1263.72,27.32,216.62,214.8
3.92,1866.37,1044.49,7.11,6.76
3.28,5.15,24.36,8.02,417.08
2.69,4.96,24.57,8.07,1035.39
2.58,1269.89,29.09,214.74,3098.28
2.64,1042.43,24.75,7.79,7.1
2.65,2.55,10.52,1062.51,208.52
3.0,1057.51,13.59,7.15,421.83
2.58,210.88,12.71,6.87,7.99
2.46,4.4,12.39,7.01,6.2
2.71,6.73,1027.62,7.01,6.49
3.49,5.78,13.66,6.37,1063.45
2.97,6.32,1041.0,6.2,3.47
2.61,7.02,12.32,6.37,3.69
2.73,1060.77,12.0,6.23,207.12
2.58,8.08,13.04,1012.59,3.7
2.62,3.58,1065.51,1052.85,3.64
2.67,419.6,30.3,7.16,3.65
2.65,5.81,635.95,7.07,211.98
3.07,5.84,14.71,7.07,3.29
3.06,5.87,15.7,1264.65,414.73
2.95,6.08,11.26,210.72,209.04
3.23,1219.9,11.91,6.09,2.91
3.29,6.94,10.87,216.64,3.12
2.92,4.03,12.36,7.93,3.08
2.77,1029.15,1053.47,7.78,421.25
2.8,1045.7,11.02,1066.88,3.33
2.69,5.8,11.7,1056.66,2.8
2.85,1423.35,219.62,210.94,2.84
2.74,6.92,14.03,217.22,3.99
2.55,6.96,10.23,6.24,3.53
2.81,826.93,1674.67,4.27,2.55
2.78,1014.59,19.23,1019.16,5.14
3.2,1053.52,14.41,423.12,3.66
2.9,1041.07,12.27,1054.71,2.86
2.57,7.02,1059.51,7.27,3.34
2.75,7.5,17.46,7.16,3.23
3.13,7.78,12.93,7.79,3.99
3.15,6.52,7224.32,7.53,3.23
2.98,6.02,24.76,8.19,5.12
3.24,1069.75,25.53,7.57,3.41
2.9,7.78,26.37,7.3,2.7
2.95,6.22,24.71,9.0,3.76
2.95,1017.62,1279.45,423.3,2.91
3.0,7.62,1051.81,208.77,3.62
2.84,8.18,239.44,7.22,1047.67
2.81,6.58,28.51,1043.14,1274.03
3.13,209.34,28.61,2.53,420.16
3.23,3.06,238.59,2.54,1882.75
3.52,2.82,31.81,1049.35,2.78
3.08,3.59,31.34,1053.81,3.5
2.92,1059.48,36.6,1053.46,1041.62
3.32,3.03,13.45,7.36,1051.06
2.93,413.84,1029.1,7.55,1258.24
2.83,3.39,26.96,7.27,5.92
3.48,3.02,3318.54,7.04,6.23
2.79,3.02,31.0,211.98,6.72
2.82,3.11,29.08,8.05,6.31
2.85,2.89,1293.69,7.04,1054.36
2.72,4.01,647.74,9.41,6.14
2.83,3.11,36.69,8.19,1007.66
2.93,414.84,33.89,212.73,1049.24
3.18,3.17,31.47,6.99,3.12
4.09,3.08,1469.72,1041.85,1050.9
2.83,3.75,23.28,210.33,3053.91
3.22,3.5,23.11,7.28,2.53
2.73,2.95,22.95,8.09,2.57
3.16,2.49,1061.75,1040.08,2.35
2.66,2.57,23.12,1052.51,2.16
2.75,1026.86,23.09,417.27,2.46
2.92,1271.71,23.19,214.21,1043.4
3.2,4.04,232.78,9.24,210.9
3.13,3.57,25.5,8.42,2.17
2.84,3.51,31.47,5.21,2.33
3.24,827.13,19.05,3.74,2.55
2.83,1017.64,17.65,4.0,2.5
2.51,3.59,24.56,3.67,1257.1
2.93,3.3,1272.59,3.49,2.13
2.64,3.33,236.4,1227.19,2.07
2.98,4.04,23.04,215.04,1.94
2.73,4.33,231.42,9.31,2.1
3.03,3.33,23.26,213.72,2.17
3.73,3.45,230.41,7.09,1.92
3.37,421.16,23.68,425.16,207.31
3.33,3.91,1058.84,8.83,209.02
2.75,205.43,23.15,212.72,3.57
2.58,3.95,1073.24,10.2,2.52
2.57,3.9,27.8,8.1,2.37
2.64,4.14,1463.52,8.52,2061.69
2.58,1022.36,23.84,423.56,2.3
3.33,3.75,1243.1,8.19,1063.26
3.23,1041.31,33.38,8.33,1.99
3.0,1261.69,29.3,7.13,205.42
2.83,6.04,237.62,8.56,2.51
2.71,7.06,234.02,9.12,2.12
2.85,6.06,25.88,8.03,2.31
2.57,214.25,26.29,7.7,1057.35
2.61,7.47,30.81,7.44,1.98
2.52,8.01,24.68,1012.74,2.0
2.7,209.57,26.36,7.38,2.04
2.73,7.03,1033.42,1063.82,2.1
2.81,7.91,37.87,1045.87,2685.73
2.88,6.25,31.48,1049.04,3.2
2.69,4.45,15.12,7.18,1265.92
2.68,4.08,225.42,7.13,2089.83
3.21,2.23,240.42,7.46,1.9
2.89,2.31,26.54,7.36,2.31
2.88,2.45,5338.48,7.82,1.92
3.25,2.49,28.1,7.73,1.85
2.72,1033.32,27.03,2061.46,211.19
2.79,6.78,28.09,1051.63,208.77
2.74,6.46,27.25,8.56,3.78
2.7,5.79,29.21,416.49,2.08
2.63,5.99,29.14,7.3,2.03
2.7,6.3,1242.06,1012.74,1.85
2.72,7.2,27.62,10.11,207.9
2.7,5.84,24.0,7.3,3.21
3.02,6.67,25.38,7.6,2.16
2.9,5.72,24.14,8.06,1.93
2.85,1055.59,233.95,7.1,1028.06
2.74,2716.27,23.86,1012.82,3.27
2.93,5.06,24.0,1053.43,1.81
2.72,4.95,23.62,7.45,1031.89
2.67,5.03,25.51,8.51,420.25
2.71,4.82,23.51,7.29,2.95
2.64,5.14,23.87,7.5,1.72
2.75,5.02,23.44,7.12,1.71
