P-256,x25519,p256_mlkem512,x25519_mlkem512,mlkem512
1.88,1.81,9.66,2.11,1.87
1.55,1.44,6.86,1.7,1.46
1.55,1.77,7.58,1.76,2.73
1.56,1.51,6.95,1.75,1.37
1.69,1.42,9.44,1.7,1.38
1.49,2.16,7.43,1.78,2.35
1.7,1.39,7.73,1.85,1.5
2.38,1.47,7.86,1.68,1.44
1.61,1.81,8.08,1.74,2.24
1.58,1.41,8.69,1.8,1.5
2.38,1.46,8.61,1.76,1.44
1.61,1.83,7.43,1.7,1.86
1.67,1.53,7.38,2.76,1.44
2.35,1.41,7.24,2.07,1.43
1.65,1.6,7.87,1.74,1.9
1.58,1.45,7.87,1.89,1.43
2.38,1.45,7.27,1.91,1.43
1.61,1.46,7.5,1.78,1.64
1.55,2.36,7.16,1.74,1.5
2.35,1.49,7.46,1.85,1.44
1.59,1.5,6.88,1.68,1.54
1.57,1.85,7.29,1.79,1.47
1.97,1.46,6.85,1.76,1.46
1.67,1.47,6.95,1.77,1.53
1.56,1.91,7.07,1.83,1.77
2.06,1.58,7.55,1.77,1.43
1.72,1.44,6.9,2.51,1.49
1.74,1.96,6.92,1.74,1.7
2.0,1.86,6.89,1.68,1.82
1.85,1.41,6.96,1.87,1.5
1.5,1.44,6.74,1.81,1.5
1.67,2.28,7.16,1.68,1.49
1.7,1.43,6.76,1.71,1.58
1.51,1.44,7.76,1.7,1.6
1.84,1.44,6.87,1.71,1.35
1.52,1.38,7.3,1.71,1.71
1.56,1.5,6.81,1.75,1.45
2.02,1.53,7.23,1.67,2.25
2.02,1.43,6.82,1.7,1.47
1.51,1.4,7.01,1.7,1.49
1.61,1.55,6.8,2.35,2.63
1.62,1.52,7.1,1.72,1.48
1.55,1.41,6.78,1.76,1.58
1.55,1.53,8.33,2.06,1.72
1.52,2.21,7.0,1.75,1.74
1.75,1.44,8.4,1.71,1.48
1.58,1.49,8.19,2.1,1.55
1.83,1.75,7.42,1.75,1.62
1.57,1.42,7.91,1.74,1.43
1.57,1.49,7.97,2.89,1.39
1.95,1.87,8.05,1.7,2.1
1.55,1.41,7.75,1.63,1.46
1.65,1.57,8.05,1.73,2.35
1.8,1.5,7.37,1.88,1.46
1.45,1.44,7.62,1.73,1.68
1.6,1.45,7.88,1.77,1.49
1.62,1.49,7.48,2.4,1.46
1.52,1.55,7.8,1.97,1.39
1.54,1.53,7.4,1.77,1.48
1.84,1.49,6.96,1.75,1.61
1.52,1.46,7.03,2.5,1.8
