P-521,p521_mlkem1024,mlkem1024
10.83,19.31,1.79
10.63,17.5,1.49
10.56,17.39,1.8
10.99,17.92,1.64
10.66,17.27,1.53
10.48,17.41,1.64
11.39,17.27,1.57
10.88,18.14,1.91
11.37,17.28,1.75
10.8,17.14,1.54
10.83,17.32,1.7
10.84,18.4,1.64
10.91,17.97,1.61
11.52,17.78,1.53
11.0,17.72,1.62
11.12,17.3,1.56
10.79,17.71,1.66
10.88,18.57,1.52
10.93,18.28,1.52
10.54,17.79,1.81
10.39,18.41,1.58
10.27,19.18,1.93
11.07,18.82,1.55
10.57,18.3,1.57
10.65,17.38,1.63
10.96,18.43,1.61
11.02,19.13,1.55
10.7,18.44,1.62
11.45,18.28,1.58
10.88,17.97,1.57
12.06,18.14,2.05
10.82,18.35,1.59
10.71,17.74,1.57
10.85,18.4,1.77
13.16,17.93,1.62
11.69,17.22,1.9
10.11,17.78,1.62
10.13,18.26,1.74
10.11,17.82,1.59
10.1,17.84,1.62
10.57,18.89,1.65
10.6,18.29,1.92
10.57,17.64,1.57
10.42,18.23,1.56
11.04,17.96,1.53
10.47,17.81,1.53
10.47,18.25,1.75
10.52,17.74,1.54
10.55,18.41,1.68
10.69,18.0,1.66
10.59,17.41,1.53
10.89,17.34,1.56
10.48,17.42,1.55
10.54,17.35,1.54
10.18,17.33,1.93
10.4,17.33,1.54
10.51,17.58,1.54
10.97,17.52,1.49
10.95,17.16,1.46
10.45,17.41,1.81
10.88,17.55,1.74
10.46,17.29,1.52
10.62,17.76,1.72
11.04,17.81,1.57
11.06,17.6,1.6
10.52,17.35,1.94
10.59,17.88,1.59
10.79,17.41,1.59
10.4,17.21,1.55
10.5,17.82,1.56
11.25,18.02,1.51
10.88,18.86,1.54
10.98,17.34,1.48
10.65,17.33,2.02
10.56,17.45,1.5
10.81,17.57,1.65
11.4,18.98,1.64
11.41,19.32,1.58
10.5,19.83,1.62
10.41,17.2,1.61
10.59,17.3,1.54
10.61,17.83,1.79
10.77,17.35,1.65
11.09,17.56,1.79
11.31,17.57,1.56
10.69,17.11,1.57
10.17,20.69,1.69
10.18,17.78,1.62
10.32,17.98,1.59
10.68,17.28,1.7
10.62,17.2,1.49
10.79,18.22,1.56
10.81,17.68,3.85
10.21,18.45,1.49
10.19,17.67,1.59
10.33,17.22,1.51
10.27,17.71,1.51
10.36,17.21,1.83
10.68,17.7,1.55
10.27,17.2,1.54
10.76,18.76,1.58
10.32,20.31,1.54
10.15,17.22,1.85
10.14,17.79,1.53
10.31,17.44,1.58
11.09,17.67,1.51
10.75,17.27,1.5
10.7,17.25,1.82
10.24,17.69,1.52
10.6,19.45,1.54
10.09,17.36,1.52
10.77,17.65,1.5
10.39,17.95,1.8
12.94,18.58,1.53
11.4,17.91,1.55
10.72,18.22,1.8
10.84,18.86,1.45
11.01,17.7,1.62
10.46,18.14,1.53
10.43,19.2,1.57
10.56,18.53,1.56
10.27,18.38,1.7
10.51,18.23,1.52
10.76,18.09,1.62
10.83,17.24,2.07
11.1,17.34,1.58
11.04,17.46,1.58
10.8,17.12,1.61
10.72,17.27,1.61
10.8,17.29,1.69
11.16,17.59,1.68
11.06,19.84,1.47
10.85,17.29,1.76
10.8,17.27,1.56
10.73,17.28,1.64
11.38,17.59,1.55
11.7,17.77,1.53
10.9,17.67,1.6
10.87,17.3,1.56
10.42,17.81,2.0
10.45,18.39,1.68
10.49,17.62,1.53
10.54,17.82,1.64
10.46,19.11,1.94
10.88,17.36,1.74
11.51,18.03,1.63
10.44,18.0,1.6
10.43,17.25,1.58
10.55,17.24,1.54
11.31,17.87,1.77
10.67,18.99,1.69
10.49,17.26,1.68
10.9,17.78,1.88
10.11,17.16,1.71
10.23,18.46,1.58
11.44,18.65,1.63
10.28,17.18,1.66
10.24,21.57,1.54
10.2,17.58,1.62
10.78,17.59,1.54
10.21,17.62,1.83
10.41,17.72,1.6
10.42,17.33,1.58
11.92,17.32,1.61
10.62,21.25,1.59
11.06,20.49,1.68
10.76,17.36,1.61
11.31,17.68,1.56
10.43,17.26,1.9
11.13,17.34,1.6
10.53,17.22,1.59
10.8,17.16,1.71
10.62,17.42,1.52
10.92,17.33,1.72
10.54,17.66,1.52
10.44,17.01,3.17
11.06,17.29,1.52
10.76,17.33,1.51
10.93,17.33,1.53
10.59,17.34,1.71
10.57,17.95,1.52
10.42,17.25,1.63
11.06,17.37,1.74
10.62,18.24,1.56
10.87,22.07,1.55
10.68,17.72,1.81
10.47,17.3,1.46
11.04,17.09,1.58
10.57,17.82,1.49
12.86,17.26,1.52
10.36,17.64,1.79
10.2,17.41,1.53
12.84,17.49,1.55
10.85,17.51,1.53
10.79,18.78,1.53
10.51,17.68,1.63
10.6,17.57,1.52
10.44,17.45,1.56
10.42,17.28,1.59
10.53,18.52,1.46
10.32,17.96,1.63
10.25,17.8,1.58
10.55,18.01,1.67
10.3,17.89,1.62
10.13,21.81,1.65
10.18,17.87,1.54
10.18,19.01,1.57
10.12,19.0,1.43
10.19,17.21,1.81
10.18,22.24,2.06
10.25,25.57,1.84
10.46,17.54,1.62
10.22,20.52,1.6
10.44,20.32,1.61
10.34,18.17,1.89
10.56,19.73,1.61
10.19,18.76,1.64
11.96,224.86,2.69
10.73,2703.77,1.65
12.53,644.45,1.81
11.05,24.11,1.8
10.84,3714.87,1.64
10.69,3525.24,1.61
10.31,1285.42,1.74
10.12,4163.8,1.56
10.38,3131.6,1.93
10.32,19.44,1.63
10.59,2081.51,1.56
10.44,4346.81,1.8
10.56,20625.33,1.54
10.1,4318.17,1.95
10.21,7047.68,1.69
11.39,15845.05,1.57
13.54,1460.66,1.6
11.33,52882.04,1.56
10.5,5363.68,1.65
10.41,20.1,1.87
10.52,1468.26,1.52
12.98,8122.35,1.7
10.57,20.34,1.64
10.52,19.63,1.66
10.38,20.66,1.62
10.46,425.64,1.58
10.78,226.97,1.57
10.68,55634.09,1.63
10.64,15998.82,1.52
10.43,2474.19,1.6
10.41,1919.72,1.84
10.4,2717.31,1.59
10.5,22.6,1.61
10.74,23.18,1.63
10.56,1865.91,1.53
10.5,1048.88,1.7
12.39,1642.77,1.57
10.2,1036.98,1.58
10.39,11828.35,1.59
11.07,6033.51,1.54
10.43,2073.68,1.58
10.67,2490.25,1.89
11.16,4795.66,1.52
10.63,22.48,1.6
10.38,5015.98,2.17
10.93,857.64,1.72
11.6,20.06,1.79
10.11,221.56,1.81
10.06,28.04,1.62
10.04,18.76,1.59
10.16,17.83,1.62
10.38,851.48,1.57
10.78,1890.38,1.63
10.53,9073.98,1.57
10.54,632.66,1.64
10.5,432.43,1.79
10.38,224.26,1.54
10.43,2935.5,1.6
10.93,227.16,1.59
10.5,1045.31,1.51
10.69,220.57,1.66
10.55,224.12,1.59
10.51,26.0,1.54
10.59,218.68,1.67
10.17,642.25,1.56
10.19,5818.83,1.95
10.98,19.99,1.58
11.22,2318.07,1.6
10.32,9934.71,1.66
10.09,20.46,1.55
10.67,1046.39,1.63
10.14,1283.46,1.87
11.58,225.46,1.55
12.31,3747.94,1.58
11.07,20.97,1.81
11.48,11233.0,1.61
10.28,19.54,1.67
10.8,59722.35,1.56
10.79,1025.35,1.59
