P-521,p521_mlkem1024,mlkem1024
24.18,28.72,10.27
24.21,26.09,9.47
22.99,26.08,8.75
22.57,26.49,8.64
22.08,25.86,8.35
22.24,27.35,8.46
23.67,27.02,8.22
22.57,25.68,9.01
22.52,26.08,8.73
25.26,27.95,8.64
24.09,25.07,8.94
24.36,25.05,8.55
24.47,25.45,8.47
26.03,26.27,8.26
25.97,25.2,9.33
22.41,27.94,8.12
22.25,25.13,10.26
24.14,25.2,8.54
24.58,30.06,8.48
22.77,24.98,9.37
23.34,25.38,8.39
21.53,26.14,9.94
19.32,26.18,8.55
19.59,25.76,8.58
20.91,24.79,8.74
21.61,26.61,8.85
22.3,27.45,8.88
21.93,26.25,9.54
22.08,25.06,8.78
22.53,24.46,8.24
21.83,24.01,8.46
21.88,25.05,8.2
22.39,25.08,9.84
23.53,23.96,8.61
22.88,25.5,9.15
24.65,26.91,9.28
24.1,25.23,8.92
23.52,26.11,8.87
22.79,25.51,8.25
23.14,25.84,8.69
26.55,24.82,8.86
22.37,27.01,9.27
22.83,25.03,8.54
23.19,25.09,9.39
22.99,23.94,8.69
22.6,23.48,8.89
23.28,25.59,8.28
23.81,25.44,8.36
22.89,24.57,9.42
23.28,25.15,8.44
22.92,25.22,8.66
23.75,25.45,9.32
25.58,26.36,8.8
24.74,26.08,8.54
24.51,25.59,8.16
23.39,30.22,8.39
23.41,25.29,8.23
23.27,24.61,10.22
23.21,24.73,8.53
23.53,24.91,8.6
22.74,25.91,8.69
22.39,24.46,8.45
23.27,24.42,9.13
23.85,27.1,8.98
23.46,34.4,9.16
23.68,29.9,8.51
23.04,23.3,8.04
23.27,24.7,8.77
23.76,24.12,9.05
23.78,24.7,9.39
23.2,26.33,8.95
23.29,24.4,8.54
23.98,24.52,8.35
22.5,24.19,8.05
23.08,24.57,8.05
23.88,24.06,9.24
26.22,24.35,9.09
28.62,24.42,8.58
22.91,24.57,9.16
24.14,24.49,8.82
23.96,24.26,8.38
27.78,24.78,8.6
31.01,24.07,8.29
22.74,23.39,8.46
19.77,24.27,8.26
19.75,23.96,8.3
20.06,25.94,9.29
23.41,23.12,8.04
23.75,24.99,9.03
25.99,23.64,8.33
25.32,24.53,10.05
23.48,30.55,8.46
23.61,24.11,8.3
23.28,24.47,9.99
20.42,25.54,8.39
19.14,24.03,9.02
18.15,23.73,8.96
18.07,24.25,8.39
18.52,23.51,8.45
18.51,26.62,8.53
18.3,24.78,8.39
19.73,24.35,9.18
18.12,25.45,8.8
18.75,29.07,8.54
19.3,25.56,8.33
19.74,24.03,8.71
20.14,24.73,11.4
25.2,25.5,8.32
18.75,23.5,9.03
19.19,25.03,8.76
19.07,25.15,8.65
23.29,29.0,8.98
18.56,24.95,8.41
19.71,28.46,8.13
20.04,30.82,8.14
20.65,1093.91,8.26
18.26,30.16,8.6
18.9,1538.95,9.14
18.87,26.98,9.34
17.73,30.6,9.32
