P-384,x448,p384_mlkem768,x448_mlkem768,mlkem768
5.6,2.38,13.12,3.37,1.95
5.41,2.31,11.34,2.77,1.37
5.26,2.06,11.32,2.85,1.46
5.48,2.14,11.27,2.99,1.35
5.62,2.1,11.09,3.25,1.46
5.24,2.09,11.33,3.14,1.44
5.29,2.11,11.41,2.93,1.46
5.35,2.3,11.28,3.32,1.7
5.51,2.12,11.83,2.97,1.52
5.72,2.25,11.51,3.0,1.47
5.59,2.14,12.27,2.92,1.75
5.49,2.11,11.26,3.06,1.43
5.7,2.08,11.28,2.89,1.44
5.31,2.14,11.62,2.92,1.8
5.34,2.09,11.21,3.37,1.45
5.52,2.67,11.79,2.92,1.49
5.9,2.14,11.14,3.37,1.51
5.5,2.35,11.18,2.94,1.51
5.37,2.33,12.86,3.11,1.64
5.88,2.19,11.67,2.97,1.44
5.37,2.2,11.65,3.14,1.48
5.43,2.66,11.57,3.29,1.45
5.47,2.08,11.48,3.0,1.46
6.38,2.15,11.84,2.92,1.53
5.51,2.31,11.74,2.98,1.5
5.4,2.3,10.99,2.99,1.49
5.45,2.14,11.07,3.2,1.46
5.37,2.29,10.75,2.84,1.44
5.42,2.11,11.66,2.98,1.71
6.45,2.13,11.66,2.87,1.7
5.66,2.09,10.91,3.1,1.44
5.46,2.68,11.0,3.03,1.45
5.35,2.19,11.15,3.26,1.93
5.43,2.13,11.32,2.92,1.47
5.4,2.25,11.26,3.01,1.45
5.63,2.15,11.13,2.95,1.42
5.54,2.15,11.04,3.06,1.67
6.63,2.31,11.48,2.88,1.73
5.62,2.14,11.34,2.93,1.51
5.39,2.16,11.39,3.01,1.47
5.39,2.15,12.57,2.96,1.58
5.32,2.14,12.42,2.93,1.76
5.36,2.11,12.71,2.96,1.53
5.46,2.13,11.59,2.96,1.66
6.08,2.22,11.46,2.91,1.51
5.38,2.13,11.84,2.98,1.8
5.37,2.09,12.17,3.19,1.7
5.33,2.31,11.92,2.94,1.5
5.38,2.18,11.43,2.92,1.56
5.53,2.17,11.82,3.08,1.68
5.75,2.27,11.98,2.92,1.52
6.2,2.24,11.7,2.86,1.54
5.5,2.16,13.04,2.85,1.96
5.3,2.2,11.4,3.2,1.5
5.36,2.28,11.71,2.9,1.49
5.62,2.16,11.83,2.99,1.48
5.61,2.22,11.35,3.13,1.5
5.16,2.46,11.67,2.95,1.6
5.59,2.18,12.02,2.94,1.56
5.23,2.17,11.65,2.92,1.49
5.38,2.39,11.64,3.01,1.53
5.37,2.17,11.46,2.86,1.54
5.98,2.2,11.7,2.93,1.48
5.66,2.38,11.71,3.4,1.97
5.83,2.19,11.51,2.94,1.51
6.29,2.23,11.51,2.92,1.5
5.3,2.7,11.51,3.12,1.52
5.35,2.21,11.68,2.94,1.55
5.58,2.17,11.89,2.91,1.52
5.65,2.16,11.59,2.94,1.54
5.97,2.16,11.38,3.32,1.5
5.85,2.18,12.75,2.88,1.75
6.04,2.48,11.49,2.92,1.5
5.37,2.29,11.44,3.14,1.7
5.32,2.23,11.39,2.93,1.66
5.36,2.46,11.96,2.92,1.48
5.99,2.46,12.21,3.25,1.56
5.46,2.22,11.09,3.32,1.98
6.09,2.45,11.16,2.85,1.5
6.55,2.45,11.06,2.82,1.48
5.08,2.31,11.22,3.02,1.49
5.24,2.63,12.96,2.93,1.49
5.96,2.5,11.13,2.83,1.53
5.56,2.18,11.46,3.23,1.49
5.41,2.15,11.55,2.91,1.61
5.62,2.6,11.31,2.84,1.78
5.89,2.26,11.7,2.84,1.5
5.26,2.46,11.55,2.89,1.52
5.2,2.67,11.32,2.92,1.74
5.23,2.12,11.48,2.97,1.48
5.84,2.16,12.86,3.18,1.57
5.47,2.51,11.78,2.97,1.54
7.5,2.16,11.47,2.89,1.46
5.33,2.58,11.01,3.02,1.44
5.22,2.83,11.69,2.93,1.54
5.4,2.23,13.9,2.91,1.48
5.34,2.46,12.44,3.0,1.51
5.38,2.87,11.85,3.12,1.49
5.48,2.17,11.44,2.98,1.49
5.36,2.19,11.23,2.9,1.59
5.38,2.69,11.08,2.91,1.58
5.47,2.18,11.07,3.5,1.54
5.38,2.15,11.76,2.93,1.73
5.58,2.15,11.38,2.89,1.49
5.88,2.45,11.25,3.08,1.53
5.4,2.14,12.76,2.88,1.67
5.37,2.19,11.53,2.93,1.48
5.59,2.16,12.0,2.92,1.44
5.4,2.36,11.59,2.87,1.81
5.45,2.17,11.32,2.74,1.57
5.5,2.21,11.06,2.98,1.54
5.68,2.18,11.68,4.86,1.59
5.5,2.25,11.31,2.88,1.5
5.43,2.34,11.3,2.91,1.82
5.95,2.18,11.48,3.55,1.5
