P-256,x25519,p256_mlkem512,x25519_mlkem512,mlkem512
13.99,1.97,12.02,2.31,2.34
1.72,1.66,8.07,2.11,1.56
1.73,1.59,11.54,1.96,1.58
2.19,1.93,7.63,1.9,1.9
2.24,1.52,10.12,2.38,1.61
1.92,1.56,8.11,1.85,1.63
1.92,1.77,11.64,1.91,2.08
1.83,1.55,10.92,2.48,1.6
1.79,1.57,11.74,1.9,1.57
1.87,1.59,8.1,1.93,1.7
1.77,1.61,9.92,1.89,1.62
1.96,1.54,9.5,1.93,1.67
2.7,1.75,8.11,1.89,1.9
1.75,1.62,9.71,1.99,1.61
1.9,1.51,10.9,1.88,1.67
2.23,1.65,8.71,1.84,1.55
1.99,1.51,8.15,2.01,1.6
2.52,1.53,7.73,1.93,1.86
1.77,2.2,10.02,2.04,1.64
1.83,1.54,8.99,1.96,1.57
2.26,1.84,8.48,1.98,1.92
1.88,1.59,8.9,1.84,1.67
1.71,1.65,8.21,2.08,1.63
1.71,1.57,10.38,1.95,1.98
1.82,2.34,11.31,1.94,1.61
1.78,2.28,10.39,2.05,1.64
1.81,1.75,8.28,1.93,1.68
1.82,1.77,7.55,2.09,1.74
2.25,1.75,8.09,1.98,1.64
1.99,1.95,7.97,1.95,1.66
1.72,1.64,9.63,1.9,1.78
1.79,1.77,8.6,1.97,1.62
1.8,2.48,8.79,1.87,1.67
1.7,2.83,8.98,1.84,1.62
1.88,1.58,7.22,1.9,1.92
2.28,1.51,6.98,1.91,1.58
1.74,2.28,7.59,1.99,1.63
1.76,1.57,7.03,1.98,1.62
1.7,2.34,7.63,1.94,1.67
1.79,1.61,7.41,1.86,1.63
1.72,1.62,7.39,1.95,1.68
1.81,1.59,7.7,2.02,1.68
1.75,1.62,7.43,1.87,1.71
1.75,1.62,7.5,1.89,2.04
1.69,2.1,9.07,2.3,1.67
1.7,1.61,7.2,1.98,1.62
2.4,2.09,7.0,1.92,2.24
3.32,1.57,7.71,1.94,1.65
1.97,1.6,7.27,1.94,1.6
1.96,1.58,7.69,1.86,2.08
1.79,1.71,7.38,1.92,1.6
1.91,1.68,8.11,1.95,1.85
1.96,1.53,7.79,1.89,1.74
1.81,1.59,7.79,1.89,1.68
1.8,1.52,7.42,1.99,1.57
1.97,1.58,7.82,1.89,2.07
2.09,1.53,8.4,1.94,1.64
1.66,1.63,7.91,1.94,1.64
1.97,1.67,8.21,1.89,1.91
1.7,1.52,8.36,1.95,1.6
1.87,1.5,7.53,1.89,1.63
1.62,2.15,7.87,1.9,2.1
1.76,1.58,7.68,1.92,1.59
1.71,1.54,7.55,2.14,1.6
1.78,1.8,7.96,1.91,1.89
1.69,1.54,9.2,1.92,1.62
