P-384,x448,p384_mlkem768,x448_mlkem768,mlkem768
8.62,6.44,18.3,5.96,4.66
8.38,5.29,15.52,5.47,4.36
8.34,5.87,15.5,5.55,5.2
8.24,6.19,15.46,5.77,4.77
8.28,5.56,15.68,5.78,4.78
8.26,5.05,15.24,6.21,4.39
8.46,5.2,15.38,5.92,4.42
8.29,5.09,15.21,6.03,4.55
8.15,5.02,16.5,5.73,4.4
8.85,5.2,15.53,5.74,5.16
8.6,5.71,15.71,5.69,5.05
8.77,5.66,15.3,5.75,4.45
9.27,5.21,15.59,6.7,4.36
9.14,5.07,15.75,5.74,4.37
9.19,5.05,15.62,5.7,4.38
9.91,5.0,15.55,5.73,5.5
8.71,5.07,15.91,5.79,4.68
8.76,5.05,15.46,6.43,4.47
8.55,5.11,16.02,6.15,4.39
8.69,5.48,15.53,6.17,4.39
8.56,5.72,16.2,6.36,4.34
9.02,5.61,18.76,5.74,4.46
9.6,5.11,15.6,7.21,4.94
9.25,5.06,17.31,5.75,5.38
8.79,5.05,16.03,5.9,4.75
8.62,5.06,15.03,5.93,4.41
8.77,5.08,16.78,5.84,4.35
10.75,5.81,15.28,5.83,4.49
8.49,6.14,16.07,6.13,4.54
8.5,6.19,14.94,5.92,4.68
9.06,5.46,15.61,5.87,5.68
8.3,5.13,16.02,6.21,4.88
9.08,5.08,15.6,5.94,4.36
8.97,5.06,15.38,6.03,4.4
9.42,5.99,15.53,7.01,4.94
9.05,5.01,15.66,6.16,4.47
9.31,5.21,16.86,6.35,4.49
9.32,6.06,14.91,6.33,4.86
9.31,5.42,15.66,6.64,4.65
9.37,5.38,15.6,6.84,4.42
8.99,5.04,15.87,5.95,4.37
9.72,5.11,15.03,6.6,4.54
9.54,5.06,14.71,5.74,4.37
9.6,5.03,14.84,5.64,4.39
9.76,5.79,17.13,5.64,4.59
8.88,5.22,14.99,5.56,4.69
9.06,5.53,14.48,5.62,5.08
8.76,5.2,14.62,5.92,5.01
9.26,5.04,15.11,5.65,4.72
9.19,5.06,15.0,5.95,4.37
9.35,5.04,14.7,6.15,4.38
9.12,5.04,15.11,6.13,5.7
8.75,5.01,14.81,5.89,4.29
8.98,6.96,15.67,6.02,5.35
8.27,5.23,14.81,5.89,4.94
8.1,5.06,14.77,5.76,4.48
8.25,5.12,15.14,5.71,4.39
8.32,5.43,15.14,5.7,4.35
8.56,5.75,14.99,5.68,4.39
8.03,5.65,15.04,5.7,4.8
8.26,5.42,15.98,6.43,4.63
8.63,5.08,15.07,5.96,4.61
8.22,4.95,15.16,6.27,4.81
8.26,4.84,15.12,5.77,4.48
8.26,5.04,15.52,5.71,4.34
8.24,5.37,15.73,5.96,4.4
8.76,5.52,15.78,5.75,4.36
8.97,5.82,15.02,5.68,4.59
8.71,5.3,15.16,5.89,4.92
8.63,5.08,15.07,5.78,4.83
8.64,5.08,15.26,6.22,4.4
9.1,5.05,14.76,5.96,4.34
8.35,5.1,15.38,6.0,4.45
8.27,5.1,14.96,5.74,4.29
8.21,5.73,15.59,5.58,4.25
8.28,5.65,15.82,5.59,4.89
8.52,5.28,15.75,5.57,4.55
8.89,5.12,17.33,5.59,4.3
9.67,5.05,15.13,6.02,4.37
9.08,5.13,14.83,6.25,4.32
8.95,5.03,15.41,6.52,4.75
9.48,5.25,14.95,6.01,4.84
8.93,5.29,14.98,5.71,5.02
8.66,5.57,15.18,5.75,4.41
8.46,5.4,14.91,5.69,4.35
8.39,5.07,14.93,5.69,4.36
8.72,5.06,16.83,5.67,4.54
8.52,5.06,14.99,5.95,4.59
8.57,5.31,15.3,5.96,4.94
9.49,5.11,16.02,5.93,4.47
9.25,5.07,14.95,6.7,4.83
9.12,5.74,15.52,5.9,4.42
9.24,5.81,15.64,5.74,4.56
9.22,5.23,16.8,5.75,4.47
9.4,5.42,16.49,5.7,4.82
8.54,5.05,16.11,5.75,4.27
8.49,5.1,16.63,5.69,4.4
8.56,5.07,16.55,5.7,4.67
9.16,5.09,14.77,5.67,4.32
8.84,5.09,16.1,5.66,4.37
9.37,5.17,15.02,6.23,4.42
9.47,5.66,15.2,6.41,4.8
9.15,4.92,15.31,6.46,4.86
8.81,4.91,15.57,6.05,4.39
8.8,4.88,15.96,5.7,4.89
9.03,5.22,15.55,5.75,4.37
8.7,5.24,19.15,5.63,4.45
8.64,5.2,14.5,6.55,5.03
8.12,5.09,17.72,5.73,4.81
8.46,4.96,15.48,5.7,4.67
8.31,4.91,15.68,6.0,4.34
8.37,4.91,16.42,6.55,4.74
8.29,5.03,15.38,6.48,4.33
8.23,5.47,15.23,5.94,4.46
8.59,4.79,15.38,5.73,4.67
8.23,4.92,15.67,6.02,4.82
8.72,4.97,15.46,5.74,4.59
9.53,4.9,14.7,5.62,4.37
8.77,4.97,15.29,5.67,5.14
8.36,5.47,15.4,5.94,4.3
8.18,5.68,15.69,5.83,4.43
8.52,4.91,15.05,6.41,5.28
8.79,4.91,14.77,6.55,4.71
8.92,5.12,15.17,6.73,4.38
8.68,5.08,13.94,5.97,4.74
9.49,5.08,13.69,5.74,4.45
9.44,5.29,14.22,5.47,4.36
8.62,5.74,14.06,5.61,5.31
8.29,5.08,13.82,5.54,4.68
8.27,4.99,14.09,5.47,5.23
8.26,5.1,13.95,5.84,4.17
8.48,5.01,14.14,6.04,4.25
9.72,5.05,14.15,6.58,4.26
9.43,5.13,15.59,6.33,4.26
9.09,5.17,14.6,5.7,5.35
9.34,6.32,14.96,5.65,4.49
9.0,6.17,15.09,6.7,4.25
9.06,5.94,14.62,5.54,4.38
8.4,5.08,13.92,5.53,4.38
8.24,5.09,14.07,5.93,4.47
8.4,4.91,15.27,6.35,4.86
8.16,5.04,14.73,6.25,5.08
12.97,6.0,15.17,6.18,5.18
8.65,5.54,14.93,6.01,4.44
9.05,5.16,15.35,6.16,4.37
8.77,5.46,14.96,5.69,4.33
8.98,5.69,15.1,5.75,4.25
8.74,5.5,15.25,5.75,4.57
8.95,5.15,15.11,5.67,4.88
8.97,5.61,14.72,5.69,4.26
8.5,5.88,14.44,6.24,4.25
8.59,5.24,15.12,5.94,4.3
8.68,5.23,22.04,5.88,4.96
9.0,5.19,14.55,6.11,4.87
8.9,5.19,15.27,6.28,4.38
8.65,5.27,15.11,5.89,4.42
8.36,5.81,15.21,5.8,4.38
11.47,5.76,14.87,6.25,4.44
8.69,5.76,15.04,5.5,4.68
8.41,5.51,15.11,5.49,5.09
