P-521,p521_mlkem1024,mlkem1024
12.19,22.82,2.39
11.95,20.59,1.8
12.17,19.95,1.77
12.59,19.95,2.1
11.82,19.78,1.72
12.37,20.8,1.64
12.04,21.62,1.73
11.63,20.54,1.75
12.71,22.57,1.59
11.68,21.03,1.68
14.12,20.19,1.65
12.21,23.54,1.82
13.12,21.11,1.89
11.66,20.84,1.69
12.26,22.5,1.72
12.48,19.79,2.2
12.64,19.89,1.94
11.61,19.86,1.6
12.82,20.27,1.73
11.9,19.31,2.13
11.52,19.91,2.0
11.99,19.94,1.81
11.88,21.26,1.73
11.52,19.54,1.69
12.02,20.58,1.72
12.74,19.64,1.79
11.89,19.38,2.5
13.12,20.15,1.64
12.75,19.16,1.63
11.92,19.79,2.2
12.3,20.47,1.71
11.99,21.31,1.65
11.79,20.88,1.86
12.28,19.36,1.93
12.28,19.44,1.58
11.47,19.54,1.82
11.73,19.36,1.67
12.65,19.21,1.66
12.15,19.13,1.73
12.6,19.95,1.77
12.41,19.59,1.84
12.06,22.7,1.74
11.92,19.66,1.86
11.7,19.58,1.65
12.35,20.47,1.76
11.57,19.03,2.17
12.71,19.17,1.62
11.9,19.6,1.71
12.48,22.91,2.2
12.28,20.78,1.63
12.79,20.02,1.7
12.09,20.05,2.02
12.94,19.44,1.63
11.68,18.32,1.72
11.64,19.47,1.77
12.05,19.41,1.63
12.74,20.26,1.71
11.25,19.9,1.71
15.99,23.09,1.67
11.64,19.63,1.78
12.96,19.57,1.79
13.36,19.42,1.65
11.8,18.91,1.76
11.55,20.21,1.78
12.14,19.87,1.62
12.38,21.24,1.76
11.39,21.02,1.77
12.51,20.57,1.59
11.89,18.92,1.84
12.29,19.58,1.92
12.51,19.94,1.68
11.81,19.48,1.68
11.97,19.88,1.65
11.4,20.78,1.63
13.22,19.57,1.76
12.41,19.72,1.65
11.56,21.51,1.97
12.22,19.42,1.68
11.77,19.1,1.66
11.47,19.12,2.15
11.92,18.37,1.73
11.62,18.93,1.63
12.28,21.24,2.51
11.09,19.48,1.61
12.84,20.31,1.66
11.92,21.24,2.34
11.11,22.86,1.72
11.82,19.34,1.73
11.53,20.45,2.38
11.92,19.63,1.68
11.28,18.88,1.66
11.5,22.11,2.55
11.72,19.53,1.71
11.59,20.78,1.64
11.19,18.08,2.37
12.35,19.32,1.66
12.6,19.79,1.64
12.18,19.63,1.93
12.6,19.5,1.6
11.97,19.25,1.9
11.77,20.57,1.71
11.77,21.81,1.85
11.94,19.51,1.64
11.57,20.23,1.71
11.79,18.79,1.95
12.32,19.44,1.61
11.74,18.65,1.75
13.02,19.5,1.91
11.73,20.28,1.87
11.07,19.09,1.66
12.03,19.64,1.9
12.51,19.14,1.64
11.55,19.75,1.65
11.0,19.04,1.9
10.75,20.64,1.76
11.57,19.22,1.69
11.89,21.9,1.73
12.19,19.45,1.79
12.14,19.96,1.83
12.91,20.44,1.85
11.8,19.63,2.45
11.19,18.43,1.73
11.45,19.09,1.7
12.01,18.54,2.08
11.93,18.58,1.62
11.74,19.09,1.69
12.3,20.0,1.85
11.71,19.94,1.66
11.13,19.04,1.64
11.57,19.75,1.72
12.49,18.52,1.63
11.45,18.55,1.6
11.47,17.98,1.76
11.58,18.05,2.02
11.72,19.52,1.61
11.98,19.59,1.78
11.99,18.64,1.88
12.33,20.06,1.64
11.64,17.95,1.7
12.13,23.33,1.75
12.3,19.8,1.81
12.0,20.97,1.67
12.05,19.36,1.78
11.8,20.41,1.76
16.56,17.96,1.93
10.93,18.0,1.91
12.16,23.24,2.54
12.03,220.84,1.99
11.33,21.94,1.65
12.43,19.28,2.31
12.9,19.89,2.03
12.24,426.43,1.86
11.34,435.72,1.91
11.25,2091.79,1.85
11.14,22.09,2.11
11.51,21.52,1.68
11.07,1293.91,1.79
10.89,1099.83,1.63
11.07,39.7,2.33
11.88,223.47,1.63
11.1,27.17,1.68
3333.15,20.68,1.71
17.52,21.52,1.74
1094.19,219.14,1.78
1670.41,230.99,1.66
17.3,30.18,1.6
13.16,431.8,2.28
1098.27,28.72,1.96
846.32,20.25,1.63
20.37,224.37,1.71
17.38,26.59,1.67
12.4,21.77,1.61
2266.6,20.32,1.74
15.84,20.99,2.12
13.06,19.69,1.65
1873.69,429.89,1.76
215.16,2120.7,1.93
17.85,32.36,1.62
11.85,21.47,1.66
218.75,1256.53,1.75
218.85,26.09,1.65
20.32,225.14,1.68
426.89,228.63,1.68
20.11,229.83,1.64
19.88,1056.35,1.96
424.13,435.12,1.97
17.25,26.68,2.31
1050.3,19.9,1.83
2281.04,1104.11,1.67
17.01,20.17,2.23
428.08,20.46,1.68
217.85,449.71,1.57
16.0,222.51,1.98
216.6,228.44,1.68
1252.76,2936.9,1.71
15.98,28.7,2.27
12.43,645.34,1.67
1274.39,1077.58,1.56
1301.17,1898.43,1.89
18.99,1056.61,1.67
12.28,31.4,1.67
424.27,1088.44,1.91
18.14,1074.92,1.63
12.26,227.21,1.65
12.1,30.29,1.67
11.97,4123.72,1.76
11.88,1349.06,1.63
12.54,25.93,1.7
1230.34,1307.69,1.78
20.08,224.54,1.64
12.13,236.01,1.68
1472.82,25.74,1.64
428.15,19.81,1.63
20.68,20.12,2.03
15.74,20.01,1.73
15.18,20.48,1.53
1265.87,433.5,2.11
1105.09,3166.14,1.66
1052.41,25.41,1.61
215.41,21.48,1.78
17.38,21.68,1.71
11.89,21.67,1.57
15.03,1092.35,1.73
12.63,1683.26,1.67
11.58,27.31,1.66
1071.82,1314.6,1.82
23.65,25.0,1.89
14.04,1069.11,1.61
1073.62,22.89,1.71
20.52,221.93,2.13
1086.81,1654.64,1.66
18.03,1484.93,1.7
11.99,433.62,1.79
1064.37,1343.12,1.72
14.71,30.16,1.75
12.47,20.25,1.8
12.11,219.3,1.63
12.45,1255.96,1.87
216.23,227.45,1.7
1042.56,1101.74,1.8
17.45,30.4,1.71
1040.1,32.48,1.82
1042.75,21.23,1.64
428.38,20.62,1.64
1661.23,19.91,1.77
19.47,218.49,2.02
221.82,229.22,1.7
18.6,25.62,1.73
12.22,22.31,1.6
12.02,20.04,1.8
1095.24,19.67,1.58
2078.41,220.89,1.78
220.02,30.36,1.67
221.01,29.4,1.56
1279.62,20.52,1.61
16.77,20.13,1.67
11.79,1462.09,1.7
11.97,25.12,1.96
12.89,221.31,1.92
11.45,1240.28,1.99
2079.21,6400.45,2.37
1075.71,2118.52,1.69
28.45,20.82,1.65
22.05,223.54,2.4
1454.66,25.61,1.67
234.2,20.83,1.79
237.55,19.73,2.21
1087.57,21.44,1.74
225.1,629.23,1.62
17.17,23.87,1.94
217.47,1451.96,1.78
224.74,25.4,1.74
225.14,19.98,1.85
14.37,19.87,1.65
12.24,1675.54,1.62
1447.1,6605.01,1.69
17.12,26.49,1.64
425.82,19.91,1.59
222.91,20.13,1.7
220.46,19.55,1.66
19.03,23.59,1.64
215.95,222.65,1.7
17.73,1063.7,1.68
