P-521,p521_mlkem1024,mlkem1024
12.19,20.66,1.61
12.54,2744.85,2.32
12.55,226.63,1.65
11.96,1236.27,1.64
11.54,636.04,1.68
12.2,27.14,1.86
226.95,634.17,1.67
2499.99,25.05,1.71
1081.45,21.05,1.71
13.41,20.61,1.59
626.58,21.86,1.61
1087.0,20.07,1.78
20.0,20.35,2.04
12.02,216.86,1.96
2547.2,22.11,1.71
20.38,2918.24,1.94
429.1,25.23,1.96
19.93,222.62,1.57
12.49,25.92,1.58
12.93,22.55,1.9
216.23,19.9,1.61
20.07,20.2,2.02
14.36,229.21,1.63
1046.05,27.39,1.6
14.88,20.12,1.69
14.98,225.09,1.8
13.93,30.25,1.66
11.57,22.55,1.68
11.61,19.91,1.65
11.49,19.93,2.42
12.25,20.18,1.64
12.32,223.73,1.6
11.71,1322.14,1.83
12.23,27.6,1.7
12.43,19.96,212.53
211.76,431.45,1.73
1040.39,28.32,1.67
841.37,19.98,1007.27
20.35,1044.85,3.41
14.95,21.91,1.75
14.57,20.07,1.7
227.19,20.17,1.77
19.54,22.27,6.6
15.29,19.54,1628.19
12.14,19.46,3.36
11.56,1045.5,623.33
12.46,29.28,3.14
12.57,19.94,204.53
1502.26,20.19,4.53
425.75,20.14,209.61
427.43,20.23,4.39
19.31,23.35,2.53
18.17,20.09,1043.93
1286.92,20.67,6.72
1039.15,20.23,209.11
14.85,220.12,414.17
219.92,30.17,2.94
24.61,836.58,2.8
13.99,443.46,6.18
12.11,1060.31,1068.98
12.13,1073.49,4.2
12.44,21.12,2.49
11.72,1114.22,2.58
11.49,226.69,2.88
12.5,27.05,1.77
13.08,22.83,204.7
218.34,21.04,207.71
430.25,217.86,1009.36
216.15,1096.6,3.1
19.03,640.56,212.18
1266.47,5209.51,3.22
20.13,36.81,2.2
14.83,834.42,1235.01
14.86,443.72,1241.01
14.86,31.48,2.47
14.47,1096.62,3.12
14.54,1272.27,2.3
227.51,226.9,1443.78
16.2,439.08,1.75
12.25,637.61,828.45
13.75,846.9,2.11
13.27,435.99,2.01
12.27,1517.18,2.16
1278.49,1306.87,2.81
20.09,1314.13,210.85
13.37,21.41,3101.25
421.48,217.44,1944.03
837.87,226.88,420.25
429.06,26.01,414.5
20.09,22.18,5.09
1095.32,20.94,2.29
1250.43,1063.21,1466.1
19.07,230.48,1057.75
15.05,1052.71,3.69
14.67,29.93,2.56
16.61,22.67,3.05
428.28,848.96,2.9
1245.02,29.88,1.93
16.49,20.27,1248.62
12.57,20.14,1031.88
213.24,1511.55,2.75
17.14,25.36,1.95
1454.96,219.12,1.74
16.72,25.35,209.31
1080.89,21.41,208.06
219.1,219.05,826.37
17.14,229.99,2.92
12.18,25.04,2.39
13.0,21.26,2.89
220.3,1050.08,2.36
14.91,1484.04,2055.01
12.47,28.02,3.1
1079.85,1055.38,2.54
25.49,31.35,2.51
2725.59,429.14,2.74
840.23,25.22,2.21
18.28,431.22,1.71
17.95,25.31,203.8
17.1,20.84,1458.25
214.48,19.93,1017.32
220.62,1051.99,2.95
1052.95,1494.19,1247.15
14.88,1677.87,3.81
15.24,1296.09,1626.12
14.78,23.34,3.3
1061.17,220.51,209.56
14.8,231.14,1010.65
1661.8,25.89,2091.08
429.16,220.91,4.07
17.15,25.54,1021.11
215.77,218.7,3.11
215.05,30.49,2.0
429.75,19.75,2.02
20.99,220.61,2.03
215.89,24.01,2.17
1288.33,19.86,1680.85
223.24,21.28,3.45
19.76,20.19,2.21
15.6,1048.87,1240.81
1058.33,20.13,3.11
12.58,20.23,207.3
13.89,21.9,628.79
11.66,23.76,3118.48
13.52,21.43,5.38
12.45,19.98,2.4
12.24,20.46,2.08
12.92,242.76,1.74
12.04,2300.48,1262.85
11.63,225.37,3.19
11.89,29.3,2.01
12.01,20.62,1213.01
12.17,1070.9,3.63
226.19,25.66,2.08
20.95,20.63,1.73
15.0,629.43,1.72
1263.57,29.59,6.09
25.51,225.75,208.79
22.85,26.44,1464.9
12.89,21.77,3.65
217.28,223.83,1218.99
17.97,847.39,3.52
13.67,1068.88,3.02
623.0,1901.93,1.75
16.24,35.22,1061.83
215.95,30.0,2.93
21.55,1310.72,207.76
18.35,222.22,3.96
17.92,23.0,4.85
15.19,19.69,1016.83
13.06,19.69,2.82
12.36,223.16,1.8
11.6,39.78,1.78
1248.2,22.32,1655.59
22.89,629.16,1924.15
19.68,25.07,1018.84
15.75,19.84,1463.14
14.75,20.92,2.99
15.5,1678.94,208.72
11.8,23.91,823.38
11.87,20.38,4.36
11.9,20.79,1044.16
11.49,219.52,1463.82
12.36,1035.42,1229.0
12.39,20.07,3.65
1089.84,1063.01,2.32
1467.12,21.86,412.05
839.67,1061.07,4.28
836.0,21.1,2.42
224.38,19.97,2.5
15.27,20.09,2.47
15.81,20.32,1.74
12.11,221.99,6.13
11.9,223.59,1.88
11.5,24.6,1453.13
1046.0,20.38,2.49
20.32,7433.76,1.83
1898.13,3159.41,1267.92
17.84,25.87,1037.91
11.82,1260.41,418.02
1078.8,1056.77,4.41
16.55,430.4,2.31
12.23,1922.28,1016.17
11.71,24.43,413.53
11.98,20.27,2.97
424.98,20.07,1452.86
17.96,20.17,1222.94
13.3,20.35,421.24
1289.38,20.71,1030.34
22.59,19.71,3.91
15.05,1284.6,2.73
15.04,223.92,2.09
1097.74,2751.87,214.76
15.92,25.95,3.25
12.69,21.72,5.2
216.58,21.69,2.05
215.98,19.95,418.79
215.68,20.68,217.16
