Linux 6.17.0-19-generic (tolokoum-HP-ProBook-640-G4) 	03/06/2026 	_x86_64_	(8 CPU)

22:11:30     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
22:11:31     all    3,90    0,13    2,39   18,99    0,00    0,00    0,00    0,00    0,00   74,59
22:11:32     all    5,70    0,00    3,93    9,63    0,00    0,00    0,00    0,00    0,00   80,74
22:11:33     all    7,58    0,13    5,30   16,54    0,00    0,00    0,00    0,00    0,00   70,45
22:11:34     all    3,65    0,00    4,03   10,44    0,00    0,00    0,00    0,00    0,00   81,89
22:11:35     all    2,78    0,13    2,78   14,90    0,00    0,00    0,00    0,00    0,00   79,42
22:11:36     all    4,92    0,00    4,92   11,10    0,00    0,00    0,00    0,00    0,00   79,07
22:11:37     all    6,68    0,00    2,40    9,46    0,00    0,00    0,00    0,00    0,00   81,46
22:11:38     all   13,14    0,00    0,38    0,00    0,00    0,00    0,00    0,00    0,00   86,48
22:11:39     all   13,12    0,00    0,88    0,00    0,00    0,00    0,00    0,00    0,00   86,00
22:11:40     all   12,75    0,00    0,88    0,00    0,00    0,00    0,00    0,00    0,00   86,38
22:11:41     all   12,78    0,00    0,50    0,38    0,00    0,00    0,00    0,00    0,00   86,34
22:11:42     all   13,05    0,00    1,13    0,75    0,00    0,00    0,00    0,00    0,00   85,07
22:11:43     all   12,86    0,00    0,50    0,00    0,00    0,00    0,00    0,00    0,00   86,64
22:11:44     all   14,12    0,00    0,88   12,62    0,00    0,12    0,00    0,00    0,00   72,25
22:11:45     all   15,20    0,00    2,39   11,06    0,00    0,00    0,00    0,00    0,00   71,36
22:11:46     all   18,82    0,00    2,26   16,44    0,00    0,00    0,00    0,00    0,00   62,48
22:11:47     all   24,28    0,13    2,39   16,98    0,00    0,00    0,00    0,00    0,00   56,23
22:11:48     all   28,63    0,00    4,04    8,83    0,00    0,00    0,00    0,00    0,00   58,51
22:11:49     all   36,59    0,00    3,51   10,65    0,00    0,13    0,00    0,00    0,00   49,12
22:11:50     all   37,75    0,00    5,30    9,22    0,00    0,00    0,00    0,00    0,00   47,73
22:11:51     all   45,27    0,00    4,92    8,95    0,00    0,25    0,00    0,00    0,00   40,61
22:11:52     all   48,99    0,00    5,54    6,30    0,00    0,00    0,00    0,00    0,00   39,17
22:11:53     all   55,22    0,13    7,42    7,55    0,00    0,00    0,00    0,00    0,00   29,69
22:11:54     all   58,51    0,00    6,68    4,92    0,00    0,13    0,00    0,00    0,00   29,76
22:11:55     all   65,17    0,12    8,24    4,99    0,00    0,12    0,00    0,00    0,00   21,35
22:11:56     all   67,89    0,00    7,21    4,55    0,00    0,00    0,00    0,00    0,00   20,35
22:11:57     all   72,83    0,00    9,31    3,40    0,00    0,00    0,00    0,00    0,00   14,47
22:11:58     all   79,12    0,00    8,43    1,51    0,00    0,38    0,00    0,00    0,00   10,57
22:11:59     all   78,70    0,00    9,40    2,13    0,00    0,13    0,00    0,00    0,00    9,65
22:12:00     all   84,99    0,13    8,58    0,88    0,00    0,00    0,00    0,00    0,00    5,42
22:12:01     all   86,11    0,00    9,51    0,63    0,00    0,13    0,00    0,00    0,00    3,63
22:12:02     all   87,28    0,13    9,45    0,38    0,00    0,25    0,00    0,00    0,00    2,52
22:12:03     all   87,38    0,00   10,00    0,50    0,00    0,12    0,00    0,00    0,00    2,00
22:12:04     all   88,60    0,00    9,40    0,25    0,00    0,00    0,00    0,00    0,00    1,75
22:12:05     all   89,78    0,12    9,35    0,12    0,00    0,25    0,00    0,00    0,00    0,37
22:12:06     all   89,46    0,00    9,28    0,13    0,00    0,00    0,00    0,00    0,00    1,13
22:12:07     all   89,22    0,00    9,02    0,25    0,00    0,13    0,00    0,00    0,00    1,38
22:12:08     all   90,59    0,00    8,78    0,00    0,00    0,00    0,00    0,00    0,00    0,63
22:12:09     all   90,75    0,00    8,50    0,00    0,00    0,12    0,00    0,00    0,00    0,62
22:12:10     all   90,21    0,00    8,78    0,00    0,00    0,13    0,00    0,00    0,00    0,88
22:12:11     all   90,75    0,00    8,62    0,00    0,00    0,12    0,00    0,00    0,00    0,50
22:12:12     all   90,89    0,00    8,61    0,00    0,00    0,00    0,00    0,00    0,00    0,50
22:12:13     all   90,46    0,00    8,66    0,00    0,00    0,00    0,00    0,00    0,00    0,88
22:12:14     all   90,62    0,00    8,12    0,00    0,00    0,50    0,00    0,00    0,00    0,75
22:12:15     all   89,66    0,00    9,71    0,00    0,00    0,00    0,00    0,00    0,00    0,62
22:12:16     all   90,11    0,00    9,39    0,00    0,00    0,13    0,00    0,00    0,00    0,38
22:12:17     all   91,47    0,00    7,65    0,50    0,00    0,00    0,00    0,00    0,00    0,38
22:12:18     all   90,38    0,00    8,75    0,00    0,00    0,12    0,00    0,00    0,00    0,75
22:12:19     all   91,36    0,00    8,26    0,00    0,00    0,00    0,00    0,00    0,00    0,38
22:12:20     all   89,03    0,00    9,60    0,00    0,00    0,12    0,00    0,00    0,00    1,25
22:12:21     all   91,33    0,00    8,29    0,00    0,00    0,00    0,00    0,00    0,00    0,38
22:12:22     all   91,26    0,00    8,11    0,00    0,00    0,25    0,00    0,00    0,00    0,37
22:12:23     all   90,46    0,00    8,78    0,00    0,00    0,00    0,00    0,00    0,00    0,75
22:12:24     all   90,99    0,00    8,26    0,00    0,00    0,00    0,00    0,00    0,00    0,75
22:12:25     all   89,90    0,00    8,85    0,00    0,00    0,25    0,00    0,00    0,00    1,00
22:12:26     all   91,23    0,00    7,64    0,00    0,00    0,25    0,00    0,00    0,00    0,88
22:12:27     all   91,00    0,00    8,62    0,00    0,00    0,00    0,00    0,00    0,00    0,38
22:12:28     all   90,86    0,00    8,64    0,00    0,00    0,13    0,00    0,00    0,00    0,38
22:12:29     all   90,26    0,00    8,74    0,00    0,00    0,12    0,00    0,00    0,00    0,87
22:12:30     all   91,21    0,00    8,54    0,00    0,00    0,13    0,00    0,00    0,00    0,13
22:12:31     all   90,50    0,00    8,38    0,00    0,00    0,00    0,00    0,00    0,00    1,12
22:12:32     all   91,11    0,00    8,51    0,00    0,00    0,13    0,00    0,00    0,00    0,25
22:12:33     all   90,98    0,00    8,77    0,00    0,00    0,00    0,00    0,00    0,00    0,25
22:12:34     all   90,75    0,00    8,50    0,00    0,00    0,12    0,00    0,00    0,00    0,62
22:12:35     all   90,76    0,00    7,87    0,00    0,00    0,50    0,00    0,00    0,00    0,87
22:12:36     all   89,74    0,00    9,26    0,00    0,00    0,13    0,00    0,00    0,00    0,88
22:12:37     all   90,01    0,00    9,36    0,12    0,00    0,00    0,00    0,00    0,00    0,50
22:12:38     all   90,98    0,00    7,89    0,00    0,00    0,13    0,00    0,00    0,00    1,00
22:12:39     all   90,48    0,00    8,52    0,00    0,00    0,00    0,00    0,00    0,00    1,00
22:12:40     all   90,20    0,00    9,55    0,00    0,00    0,00    0,00    0,00    0,00    0,25
22:12:41     all   90,56    0,00    8,20    0,00    0,00    0,12    0,00    0,00    0,00    1,12
22:12:42     all   90,35    0,00    8,65    0,00    0,00    0,13    0,00    0,00    0,00    0,88
22:12:43     all   90,88    0,00    8,38    0,00    0,00    0,12    0,00    0,00    0,00    0,62
22:12:44     all   91,11    0,00    8,51    0,00    0,00    0,13    0,00    0,00    0,00    0,25
22:12:45     all   90,62    0,00    9,00    0,00    0,00    0,12    0,00    0,00    0,00    0,25
22:12:46     all   90,10    0,00    8,65    0,00    0,00    0,00    0,00    0,00    0,00    1,25
22:12:47     all   90,86    0,00    8,39    0,00    0,00    0,38    0,00    0,00    0,00    0,38
22:12:48     all   90,01    0,00    8,86    0,00    0,00    0,12    0,00    0,00    0,00    1,00
22:12:49     all   90,85    0,00    8,65    0,00    0,00    0,13    0,00    0,00    0,00    0,38
22:12:50     all   90,75    0,00    8,75    0,00    0,00    0,00    0,00    0,00    0,00    0,50
22:12:51     all   90,24    0,00    8,76    0,00    0,00    0,00    0,00    0,00    0,00    1,00
22:12:52     all   89,56    0,00    8,43    0,00    0,00    0,00    0,00    0,00    0,00    2,01
22:12:53     all   89,79    0,00    8,84    0,00    0,00    0,12    0,00    0,00    0,00    1,25
22:12:54     all   90,73    0,00    8,40    0,00    0,00    0,13    0,00    0,00    0,00    0,75
22:12:55     all   90,52    0,00    8,48    0,00    0,00    0,37    0,00    0,00    0,00    0,62
22:12:56     all   90,73    0,00    8,02    0,00    0,00    0,13    0,00    0,00    0,00    1,13
22:12:57     all   90,00    0,00    9,25    0,00    0,00    0,00    0,00    0,00    0,00    0,75
22:12:58     all   90,95    0,00    8,42    0,00    0,00    0,13    0,00    0,00    0,00    0,50
22:12:59     all   89,88    0,00    8,62    0,00    0,00    0,00    0,00    0,00    0,00    1,50
22:13:00     all   91,23    0,00    8,27    0,00    0,00    0,13    0,00    0,00    0,00    0,38
22:13:01     all   90,50    0,00    8,62    0,00    0,00    0,00    0,00    0,00    0,00    0,88
22:13:02     all   91,10    0,00    8,27    0,00    0,00    0,13    0,00    0,00    0,00    0,50
