procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  0      0 17127628  92636 4908080    0    0  1534   414 5697    6  9  3 84  5  0  0
 0  1      0 17120916  92668 4908132    0    0     0  1504 3950 8121  4  2 75 19  0  0
 0  1      0 17115696  92728 4906192    0    0     0   784 5267 8889  6  4 81 10  0  0
 0  3      0 17104092  92764 4908320    0    0     0  1732 5999 8252  8  5 71 16  0  0
 1  1      0 17097268  92808 4908244    0    0     0   536 6452 11883  4  4 82 10  0  0
 0  1      0 17096512  92868 4908260    0    0     0  1232 3203 3936  3  3 79 15  0  0
 0  2      0 17093716  92920 4913428    0    0  5064   600 5477 9120  5  5 79 11  0  0
 1  0      0 17081844  93084 4933352    0    0 22120     4 2468 2642  7  2 81  9  0  0
 1  0      0 17083048  93084 4933352    0    0     0     0 1914 1499 13  1 86  0  0  0
 1  0      0 17082308  93084 4933356    0    0     0     0 2348 3237 13  1 86  0  0  0
 1  0      0 17096120  93084 4933356    0    0     0     0 1998 1414 13  1 86  0  0  0
 1  1      0 17098124  93088 4933360    0    0     0   144 1513  930 13  1 86  1  0  0
 2  0      0 17085332  93092 4935496    0    0     0     4 2599 3525 13  1 85  1  0  0
 2  0      0 17092500  93092 4933388    0    0     0     0 1819 1290 13  1 87  0  0  0
 2  1      0 17092300  93128 4935440    0    0     0  1744 3520 6790 14  1 72 13  0  0
 2  1      0 17076216  93180 4935496    0    0     0   828 5271 9529 16  2 71 11  0  0
 3  3      0 17072084  93244 4946012    0    0 10448  1412 6549 10150 19  2 62 17  0  0
 3  1      0 17065696  93284 4943988    0    0     0   892 6696 6029 24  3 57 16  0  0
 4  1      0 17046420  93328 4946160    0    0     0   628 10112 17771 29  4 58  9  0  0
 4  1      0 17045072  93364 4944136    0    0     0  1476 8230 9166 36  4 49 11  0  0
 5  1      0 17032536  93424 4946288    0    0     0   856 9788 13725 38  5 48  9  0  0
