protocol,network,file,flightend_proxy_ms,confirmed_ms,delta_confirm_ms,client_finished_ms,note
tls,none,capture_tls_single_mldsa44_P-256_none_20260826_130750.pcap,,,,2.0879999999999788,
tls,none,capture_tls_single_ed25519_p256_hqc128_none_20260826_130242.pcap,,,,,Client Finished not found (decryption failed?)
tls,none,capture_tls_single_secp521r1_mlkem1024_none_20260826_130649.pcap,,,,4.149999999999987,
tls,none,capture_tls_single_mldsa87_hqc256_none_20260826_131418.pcap,,,,82.98099999999997,
tls,none,capture_tls_single_secp521r1_hqc256_none_20260826_130709.pcap,,,,84.06999999999998,
tls,none,capture_tls_single_secp384r1_x448_hqc192_none_20260826_130547.pcap,,,,52.16600000000005,
tls,none,capture_tls_single_ed25519_x25519_none_20260826_130101.pcap,,,,1.6570000000000196,
tls,none,capture_tls_single_mldsa87_mlkem1024_none_20260826_131358.pcap,,,,2.4450000000000305,
tls,none,capture_tls_single_mldsa65_x448_mlkem768_none_20260826_131136.pcap,,,,5.062000000000122,
tls,none,capture_tls_single_ed25519_x25519_hqc128_none_20260826_130304.pcap,,,,18.496999999999986,
tls,none,capture_tls_single_mldsa87_p521_mlkem1024_none_20260826_131338.pcap,,,,11.751000000000067,
tls,none,capture_tls_single_secp384r1_mlkem768_none_20260826_130446.pcap,,,,3.494999999999915,
tls,none,capture_tls_single_mldsa44_x25519_none_20260826_130811.pcap,,,,2.120000000000122,
tls,none,capture_tls_single_secp384r1_x448_mlkem768_none_20260826_130427.pcap,,,,4.75800000000004,
tls,none,capture_tls_single_ed25519_hqc128_none_20260826_130222.pcap,,,,16.361999999999988,
tls,none,capture_tls_single_secp384r1_P-384_none_20260826_130324.pcap,,,,4.6199999999999575,
tls,none,capture_tls_single_mldsa65_hqc192_none_20260826_131217.pcap,,,,47.26700000000006,
tls,none,capture_tls_single_mldsa65_p384_hqc192_none_20260826_131238.pcap,,,,53.64800000000014,
tls,none,capture_tls_single_ed25519_P-256_none_20260826_130040.pcap,,,,3.8670000000000093,
tls,none,capture_tls_single_mldsa65_P-384_none_20260826_131035.pcap,,,,2.7970000000000494,
tls,none,capture_tls_single_mldsa87_p521_hqc256_none_20260826_131439.pcap,,,,92.35199999999999,
tls,none,capture_tls_single_mldsa44_x25519_hqc128_none_20260826_131015.pcap,,,,17.40699999999995,
tls,none,capture_tls_single_secp384r1_p384_hqc192_none_20260826_130527.pcap,,,,59.004999999999974,
tls,none,capture_tls_single_ed25519_mlkem512_none_20260826_130202.pcap,,,,2.010999999999985,
tls,none,capture_tls_single_secp384r1_p384_mlkem768_none_20260826_130406.pcap,,,,12.61699999999999,
tls,none,capture_tls_single_secp521r1_p521_mlkem1024_none_20260826_130628.pcap,,,,12.581999999999983,
tls,none,capture_tls_single_secp384r1_x448_none_20260826_130345.pcap,,,,,Client Finished not found (decryption failed?)
tls,none,capture_tls_single_secp384r1_hqc192_none_20260826_130506.pcap,,,,53.34300000000014,
tls,none,capture_tls_single_mldsa65_x448_hqc192_none_20260826_131257.pcap,,,,46.87799999999997,
tls,none,capture_tls_single_mldsa44_mlkem512_none_20260826_130914.pcap,,,,2.055000000000029,
tls,none,capture_tls_single_mldsa65_x448_none_20260826_131057.pcap,,,,2.626000000000017,
tls,none,capture_tls_single_mldsa65_p384_mlkem768_none_20260826_131117.pcap,,,,11.355999999999922,
tls,none,capture_tls_single_secp521r1_p521_hqc256_none_20260826_130729.pcap,,,,,Client Finished not found (decryption failed?)
tls,none,capture_tls_single_ed25519_p256_mlkem512_none_20260826_130121.pcap,,,,,Client Finished not found (decryption failed?)
tls,none,capture_tls_single_secp521r1_P-521_none_20260826_130608.pcap,,,,4.477999999999982,
tls,none,capture_tls_single_mldsa44_x25519_mlkem512_none_20260826_130853.pcap,,,,2.3649999999999505,
tls,none,capture_tls_single_mldsa87_P-521_none_20260826_131318.pcap,,,,3.222999999999976,
tls,none,capture_tls_single_mldsa44_p256_mlkem512_none_20260826_130832.pcap,,,,10.575999999999919,
quic,none,capture_quic_single_secp384r1_mlkem768_none_20260826_131853.pcap,1.3290000000000246,3.311000000000064,1.9820000000000393,,
quic,none,capture_quic_single_secp521r1_p521_mlkem1024_none_20260826_132031.pcap,8.323999999999998,12.997999999999955,4.673999999999956,,
quic,none,capture_quic_single_secp384r1_x448_mlkem768_none_20260826_131834.pcap,4.969999999999919,7.601999999999998,2.6320000000000787,,
quic,none,capture_quic_single_mldsa87_p521_hqc256_none_20260826_132823.pcap,50.97700000000005,88.05400000000007,37.07700000000003,,
quic,none,capture_quic_single_secp384r1_x448_none_20260826_131755.pcap,2.5140000000001272,4.741000000000106,2.226999999999979,,
quic,none,capture_quic_single_mldsa44_p256_hqc128_none_20260826_132345.pcap,12.227999999999906,20.91899999999991,8.691000000000004,,
quic,none,capture_quic_single_mldsa44_x25519_hqc128_none_20260826_132403.pcap,13.85599999999998,21.133000000000013,7.277000000000033,,
quic,none,capture_quic_single_secp521r1_p521_hqc256_none_20260826_132130.pcap,40.55600000000004,79.42699999999991,38.87099999999988,,
quic,none,capture_quic_single_mldsa65_p384_hqc192_none_20260826_132622.pcap,53.543000000000006,54.75699999999995,1.2139999999999374,,
quic,none,capture_quic_single_mldsa44_mlkem512_none_20260826_132306.pcap,2.3479999999999057,2.869999999999928,0.5220000000000224,,
quic,none,capture_quic_single_mldsa44_p256_mlkem512_none_20260826_132227.pcap,10.212999999999916,10.610999999999926,0.39800000000000946,,
quic,none,capture_quic_single_ed25519_p256_hqc128_none_20260826_131657.pcap,11.84200000000013,20.534000000000052,8.691999999999922,,
quic,none,capture_quic_single_ed25519_mlkem512_none_20260826_131617.pcap,1.4359999999999928,2.4680000000000257,1.032000000000033,,
quic,none,capture_quic_single_ed25519_x25519_hqc128_none_20260826_131716.pcap,8.54099999999991,15.952999999999996,7.412000000000085,,
quic,none,capture_quic_single_mldsa65_hqc192_none_20260826_132603.pcap,47.952,48.99299999999995,1.0409999999999586,,
quic,none,capture_quic_single_mldsa44_x25519_mlkem512_none_20260826_132247.pcap,4.241999999999968,4.634000000000027,0.39200000000005897,,
quic,none,capture_quic_single_mldsa65_x448_mlkem768_none_20260826_132522.pcap,4.362000000000088,4.719000000000029,0.3569999999999407,,
quic,none,capture_quic_single_ed25519_x25519_mlkem512_none_20260826_131558.pcap,2.4129999999999985,3.5959999999999326,1.182999999999934,,
quic,none,capture_quic_single_ed25519_hqc128_none_20260826_131637.pcap,7.077999999999918,19.56799999999992,12.490000000000002,,
quic,none,capture_quic_single_mldsa87_p521_mlkem1024_none_20260826_132721.pcap,9.647999999999989,10.465000000000057,0.8170000000000677,,
quic,none,capture_quic_single_mldsa44_hqc128_none_20260826_132326.pcap,7.23000000000007,14.391000000000043,7.160999999999973,,
quic,none,capture_quic_single_secp384r1_hqc192_none_20260826_131913.pcap,19.66800000000002,50.93000000000003,31.26200000000001,,
quic,none,capture_quic_single_mldsa87_P-521_none_20260826_132701.pcap,3.3320000000000016,4.141999999999979,0.8099999999999774,,
quic,none,capture_quic_single_secp384r1_x448_hqc192_none_20260826_131952.pcap,33.38700000000006,69.60900000000004,36.22199999999998,,
quic,none,capture_quic_single_secp384r1_p384_mlkem768_none_20260826_131814.pcap,7.143999999999817,11.394999999999822,4.251000000000005,,
quic,none,capture_quic_single_mldsa44_x25519_none_20260826_132208.pcap,1.5490000000000226,2.1050000000000235,0.5560000000000009,,
quic,none,capture_quic_single_mldsa65_x448_hqc192_none_20260826_132641.pcap,42.480999999999995,43.31899999999989,0.8379999999998944,,
quic,none,capture_quic_single_mldsa87_hqc256_none_20260826_132802.pcap,34.37600000000002,69.44599999999996,35.069999999999936,,
quic,none,capture_quic_single_mldsa65_P-384_none_20260826_132424.pcap,3.5119999999999596,4.261999999999988,0.7500000000000284,,
quic,none,capture_quic_single_secp384r1_p384_hqc192_none_20260826_131932.pcap,26.414999999999967,49.23,22.81500000000003,,
quic,none,capture_quic_single_mldsa87_mlkem1024_none_20260826_132741.pcap,2.041000000000015,2.9779999999999807,0.9369999999999656,,
quic,none,capture_quic_single_ed25519_x25519_none_20260826_131519.pcap,1.0310000000000041,2.356999999999998,1.3259999999999939,,
quic,none,capture_quic_single_mldsa65_mlkem768_none_20260826_132543.pcap,2.958000000000016,3.379000000000021,0.4210000000000047,,
quic,none,capture_quic_single_mldsa65_p384_mlkem768_none_20260826_132502.pcap,10.245999999999977,10.677000000000048,0.4310000000000702,,
quic,none,capture_quic_single_mldsa65_x448_none_20260826_132443.pcap,2.9080000000000217,3.5540000000000016,0.6459999999999799,,
quic,none,capture_quic_single_mldsa44_P-256_none_20260826_132149.pcap,1.6289999999999916,2.2769999999999735,0.6479999999999819,,
quic,none,capture_quic_single_ed25519_p256_mlkem512_none_20260826_131538.pcap,5.64899999999996,8.11999999999996,2.471000000000001,,
quic,none,capture_quic_single_secp384r1_P-384_none_20260826_131735.pcap,2.27899999999992,5.120000000000013,2.8410000000000935,,
quic,none,capture_quic_single_ed25519_P-256_none_20260826_131459.pcap,1.0779999999999124,2.1420000000000883,1.064000000000176,,
quic,none,capture_quic_single_secp521r1_mlkem1024_none_20260826_132050.pcap,1.8129999999999535,5.327999999999999,3.515000000000046,,
quic,none,capture_quic_single_secp521r1_hqc256_none_20260826_132111.pcap,35.55500000000001,72.22699999999999,36.67199999999998,,
quic,none,capture_quic_single_secp521r1_P-521_none_20260826_132012.pcap,2.2759999999999447,6.9390000000000285,4.663000000000084,,
