protocol,auth_mode,network,level,sig,kem,inter_block_var,intra_block_var,inter_over_intra_ratio,mean_lag1_autocorr,max_abs_lag1_autocorr
tls,single,none,L3,mldsa65,x448_mlkem768,0.09769363360000005,0.0960276192,1.0173493252657884,-0.015221584647892892,0.07875883696499171
tls,single,none,L3,mldsa65,hqc192,21.904657521066653,2.4244224192,9.035000397453285,0.24467816877664791,0.3996450097518998
tls,single,none,L3,mldsa65,mlkem768,0.03257934666666669,0.04712528,0.6913348136428408,-0.03402387740489009,0.3126773802711203
tls,single,none,L5,secp521r1,P-521,0.3033166992000001,0.2645460512,1.1465553835490403,0.47673298683709475,0.6704251177950757
tls,single,none,L5,secp521r1,p521_hqc256,32.699144768000025,4.7478810144,6.887102829415006,0.16344823812622614,0.27750884215252736
tls,single,none,L5,secp521r1,p521_mlkem1024,0.7885561914666672,0.5259612960000001,1.4992665761981603,0.14809202140607886,0.267078481866803
tls,single,none,L5,secp521r1,hqc256,3.329619323733321,6.8412641216,0.4866965029490203,0.30538219144019824,0.5730212186204141
tls,single,none,L5,secp521r1,mlkem1024,0.10349130026666667,0.11612596480000001,0.8911986259481796,0.14380026189155362,0.2647847700479754
tls,single,none,L5,mldsa87,P-521,0.09202603733333331,0.056032694400000006,1.6423632366558711,0.012639067925886397,0.1013805805554685
tls,single,none,L5,mldsa87,p521_hqc256,29.465316315199996,3.6640180672000002,8.04180431831687,0.10333343796938449,0.3326913866885269
tls,single,none,L5,mldsa87,p521_mlkem1024,1.7727451535999998,0.6681558912000001,2.6531909348523,0.18284532188979208,0.2958940668635069
tls,single,none,L5,mldsa87,hqc256,22.820240215466637,7.861442588800002,2.902805681997609,0.29996792936897076,0.578076391280864
tls,single,none,L5,mldsa87,mlkem1024,0.04226121119999996,0.05297984,0.7976847646199,0.003921236463429716,0.17218749955718338
tls,single,simple_loss1.3_delay62.51ms,L1,ed25519,P-256,101.6738043008001,14496.89306808,0.007013489292038076,-0.024281611653580573,0.040636116536490616
tls,single,simple_loss1.3_delay62.51ms,L1,ed25519,x25519,43.2205689216001,7799.528057459201,0.005541433866663949,-0.012539741370430025,0.021758448172860295
tls,single,simple_loss1.3_delay62.51ms,L1,ed25519,p256_hqc128,29.47581976906672,11099.1789313632,0.0026556756991975537,-0.03385901088119936,0.045343591442387816
tls,single,simple_loss1.3_delay62.51ms,L1,ed25519,x25519_hqc128,199.09387742880003,16900.212498352,0.011780554679310357,0.08517737636272274,0.4786380641459779
tls,single,simple_loss1.3_delay62.51ms,L1,ed25519,p256_mlkem512,16.97407088213341,10585.313145807999,0.0016035492430240942,-0.014459835298973833,0.023980171071859326
tls,single,simple_loss1.3_delay62.51ms,L1,ed25519,x25519_mlkem512,277.24062526026654,29513.6584314432,0.00939363806436482,-0.02134159174972231,0.028661960378802528
tls,single,simple_loss1.3_delay62.51ms,L1,ed25519,hqc128,391.86034420479984,23533.605041340797,0.016651097165794625,-0.03314816882009224,0.045027535143828276
tls,single,simple_loss1.3_delay62.51ms,L1,ed25519,mlkem512,99.03450169386662,14345.7277723392,0.006903414261409628,-0.01960672135420343,0.027340593538693336
tls,single,simple_loss1.3_delay62.51ms,L1,mldsa44,P-256,136.6055480554667,16703.930018448,0.0081780483936773,-0.0324074799168757,0.04704613638911874
tls,single,simple_loss1.3_delay62.51ms,L1,mldsa44,x25519,113.06000700746667,25048.9026961344,0.004513571248169459,0.01888756667612894,0.16122793547939182
tls,single,simple_loss1.3_delay62.51ms,L1,mldsa44,p256_hqc128,307.6354342202671,36882.9856932448,0.008340849539103641,-0.020715704132851738,0.055511256851007336
tls,single,simple_loss1.3_delay62.51ms,L1,mldsa44,x25519_hqc128,238.51358180426718,25886.6503327264,0.009213767665518846,-0.032469069709325234,0.0682618776873806
tls,single,simple_loss1.3_delay62.51ms,L1,mldsa44,p256_mlkem512,130.68423063253354,30239.259528848,0.004321674295888822,-0.014951520405920394,0.039635085627204365
tls,single,simple_loss1.3_delay62.51ms,L1,mldsa44,x25519_mlkem512,326.39740866986693,24246.10174056,0.013461850987940642,0.004822865464758447,0.1301673660232755
tls,single,simple_loss1.3_delay62.51ms,L1,mldsa44,hqc128,263.5598213648007,24767.0142650528,0.010641566179282807,-0.04480619013207412,0.054151437763339055
tls,single,simple_loss1.3_delay62.51ms,L1,mldsa44,mlkem512,76.86223946399993,12007.8987002464,0.006400973341191055,-0.04036036451365881,0.05434620042413551
tls,single,simple_loss1.3_delay62.51ms,L3,secp384r1,P-384,72.02600687519995,9743.295085312,0.0073923663652329516,-0.01625775139022548,0.025675803249001636
tls,single,simple_loss1.3_delay62.51ms,L3,secp384r1,x448,150.87104442186666,21290.5498962336,0.007086291578056256,-0.03779292032967546,0.0481982144500104
tls,single,simple_loss1.3_delay62.51ms,L3,secp384r1,p384_hqc192,42.57142578079993,9450.91262624,0.004504477764676654,-0.023898488504789275,0.07754533828474629
tls,single,simple_loss1.3_delay62.51ms,L3,secp384r1,x448_hqc192,493.54647688106627,21214.3229694048,0.02326477623598249,0.056287325734021496,0.21043691054501534
tls,single,simple_loss1.3_delay62.51ms,L3,secp384r1,p384_mlkem768,354.3719175274663,23560.814396860802,0.015040732954234474,0.01168043659482881,0.13201256731364347
tls,single,simple_loss1.3_delay62.51ms,L3,secp384r1,x448_mlkem768,2.934854660266704,21402.2813044448,0.0001371281228631079,-0.031324188598555874,0.03762837938868565
tls,single,simple_loss1.3_delay62.51ms,L3,secp384r1,hqc192,98.71908484426685,17587.652999427202,0.005612976606229492,-0.04563853087312016,0.07951835218285504
tls,single,simple_loss1.3_delay62.51ms,L3,secp384r1,mlkem768,39.40919129759985,17043.2598910304,0.002312303605623023,-0.018329749040878737,0.02769537780831316
tls,single,simple_loss1.3_delay62.51ms,L3,mldsa65,P-384,239.66113889866716,17973.4275770656,0.013334192260828362,-0.0070900970603756065,0.11861469053554698
tls,single,simple_loss1.3_delay62.51ms,L3,mldsa65,x448,148.5714472106663,15889.8650365664,0.009350076093709272,-0.03526187762053362,0.05841446929044634
tls,single,simple_loss1.3_delay62.51ms,L3,mldsa65,p384_hqc192,463.4201220112002,28591.8249115232,0.016208133739110533,0.09373544946543007,0.2365850536242121
tls,single,simple_loss1.3_delay62.51ms,L3,mldsa65,x448_hqc192,56.82702474666678,33713.4734377344,0.0016855879549646797,0.07514695900617505,0.23171962719703385
tls,single,simple_loss1.3_delay62.51ms,L3,mldsa65,p384_mlkem768,293.15767925066643,21461.6971292864,0.013659575824067828,-0.01851965232818668,0.046045197433672434
tls,single,simple_loss1.3_delay62.51ms,L3,mldsa65,x448_mlkem768,160.14767338240006,24368.344621363198,0.0065719553736942014,-0.04024094878922466,0.0726549569982656
tls,single,simple_loss1.3_delay62.51ms,L3,mldsa65,hqc192,54.14719059359996,18161.0956665152,0.002981493605225299,0.0043588604953079145,0.045007066951559684
tls,single,simple_loss1.3_delay62.51ms,L3,mldsa65,mlkem768,457.3966718592001,24396.3891869152,0.01874853972671173,-0.005401016542899061,0.08566627298120269
tls,single,simple_loss1.3_delay62.51ms,L5,secp521r1,P-521,130.39704073546682,12248.332562223999,0.010646105506445352,-0.016881695501715095,0.038732809376716956
tls,single,simple_loss1.3_delay62.51ms,L5,secp521r1,p521_hqc256,158.53525231146617,16775.240594576,0.009450550137726546,-0.0339859936024495,0.06884260998465819
tls,single,simple_loss1.3_delay62.51ms,L5,secp521r1,p521_mlkem1024,120.44790069066663,20567.7195622336,0.005856162144092668,0.04740337243249878,0.2526971344265742
tls,single,simple_loss1.3_delay62.51ms,L5,secp521r1,hqc256,147.9707981162662,17303.5396632128,0.00855147565158885,-0.029343313851073676,0.08107867362041427
tls,single,simple_loss1.3_delay62.51ms,L5,secp521r1,mlkem1024,66.9611709845336,16344.344692944,0.004096901542552595,-0.018708722370915892,0.032352506405734574
tls,single,simple_loss1.3_delay62.51ms,L5,mldsa87,P-521,110.39840988746695,33187.915727743995,0.0033264640899150393,0.03728027755956682,0.1393926875674768
tls,single,simple_loss1.3_delay62.51ms,L5,mldsa87,p521_hqc256,135.73461882239977,22996.103086716797,0.005902505233628211,-0.032097846178336976,0.07983478491087694
tls,single,simple_loss1.3_delay62.51ms,L5,mldsa87,p521_mlkem1024,24.2049102528,10292.4128945568,0.002351723594921158,-0.030589315175407347,0.04209540828891768
tls,single,simple_loss1.3_delay62.51ms,L5,mldsa87,hqc256,158.15011001386634,23055.397178291198,0.006859569964935559,-0.05071638257329518,0.06804426625070459
tls,single,simple_loss1.3_delay62.51ms,L5,mldsa87,mlkem1024,140.17612557226673,18019.7498380544,0.0077790272801812445,-0.009984555360977882,0.09454869472536895
tls,single,simple_loss1.5833_delay83.52ms,L1,ed25519,P-256,90.28397442346665,21657.764445382403,0.004168665452574717,-0.000605701203521874,0.0862982499011946
tls,single,simple_loss1.5833_delay83.52ms,L1,ed25519,x25519,42.48141617226668,27554.462534598402,0.0015417254507840768,-0.03477787495980467,0.039544078598593886
tls,single,simple_loss1.5833_delay83.52ms,L1,ed25519,p256_hqc128,967.8657044608004,37165.6179279328,0.026041964547382796,-0.057107255580383244,0.0875125656691759
tls,single,simple_loss1.5833_delay83.52ms,L1,ed25519,x25519_hqc128,363.5588316693333,42127.9630451456,0.008629869696755398,0.01409029100479728,0.1893927992017558
tls,single,simple_loss1.5833_delay83.52ms,L1,ed25519,p256_mlkem512,289.14125271466696,29075.3747137504,0.009944540889370742,-0.03362593006252333,0.05704125512974932
tls,single,simple_loss1.5833_delay83.52ms,L1,ed25519,x25519_mlkem512,153.61037739306647,28104.779181795202,0.005465631891268059,-0.03512090866132816,0.057331649787304644
tls,single,simple_loss1.5833_delay83.52ms,L1,ed25519,hqc128,236.29694015733304,24262.9486661696,0.009739003424872569,0.019375957379437807,0.1129072971367964
tls,single,simple_loss1.5833_delay83.52ms,L1,ed25519,mlkem512,64.27442125013305,22392.1644166624,0.0028703978791038767,-0.04316719558884078,0.05487226968341884
tls,single,simple_loss1.5833_delay83.52ms,L1,mldsa44,P-256,37.720845028266744,38753.5662091872,0.0009733515833008516,0.009169028545119124,0.14154828138170597
tls,single,simple_loss1.5833_delay83.52ms,L1,mldsa44,x25519,163.2594172474666,29144.459918496003,0.005601730747594227,0.04549583307285014,0.24656253775987125
tls,single,simple_loss1.5833_delay83.52ms,L1,mldsa44,p256_hqc128,366.72724469973366,19830.7402292256,0.01849286715779114,0.0019990425602453114,0.06069320764989349
tls,single,simple_loss1.5833_delay83.52ms,L1,mldsa44,x25519_hqc128,545.9030445370665,40599.1214287776,0.01344617876755623,-0.030939874140337588,0.08843510897593425
tls,single,simple_loss1.5833_delay83.52ms,L1,mldsa44,p256_mlkem512,222.12287678880023,38440.0584897184,0.005778421925351951,-0.017531424531741138,0.038294821117980646
tls,single,simple_loss1.5833_delay83.52ms,L1,mldsa44,x25519_mlkem512,109.00965814186634,31085.484677295997,0.0035067704194904855,-0.03840998937434956,0.04998819394742966
tls,single,simple_loss1.5833_delay83.52ms,L1,mldsa44,hqc128,360.013832469333,33019.5515108896,0.010903050344296868,-0.047458698725552174,0.06786722061085165
tls,single,simple_loss1.5833_delay83.52ms,L1,mldsa44,mlkem512,205.77345761440026,26215.4958363168,0.007849306337717197,0.05073247629172806,0.25827835371061
tls,single,simple_loss1.5833_delay83.52ms,L3,secp384r1,P-384,252.6559396239997,20269.4610507296,0.012464857303885017,-0.02389121190330028,0.03287185871902381
tls,single,simple_loss1.5833_delay83.52ms,L3,secp384r1,x448,190.78133309013293,19674.634740448,0.009696817023897073,-0.030318108245230402,0.04955494625872794
tls,single,simple_loss1.5833_delay83.52ms,L3,secp384r1,p384_hqc192,2126.534426033066,23619.5200508736,0.09003292283047103,-0.05212790056796379,0.09606650849936736
tls,single,simple_loss1.5833_delay83.52ms,L3,secp384r1,x448_hqc192,2458.7431622869326,36252.8851088672,0.06782199968094516,0.022419946875695995,0.13892011798370746
tls,single,simple_loss1.5833_delay83.52ms,L3,secp384r1,p384_mlkem768,464.57269993813316,42115.9006989248,0.01103081478084104,-0.04158335739108006,0.05479710541572675
tls,single,simple_loss1.5833_delay83.52ms,L3,secp384r1,x448_mlkem768,123.13607951519967,18097.566541552,0.006804013082779903,-0.020725159309120028,0.032679482865827
tls,single,simple_loss1.5833_delay83.52ms,L3,secp384r1,hqc192,1122.4673760213334,36410.1631351296,0.03082840831708177,0.04355048780230703,0.320540961650071
tls,single,simple_loss1.5833_delay83.52ms,L3,secp384r1,mlkem768,35.69522816213316,16508.9093672384,0.002162179667238929,0.033471925330498684,0.19433171788172476
tls,single,simple_loss1.5833_delay83.52ms,L3,mldsa65,P-384,306.8421342314664,36506.1182418528,0.00840522490500467,-0.05628738017308079,0.08861511235701959
tls,single,simple_loss1.5833_delay83.52ms,L3,mldsa65,x448,394.5085637605333,30682.76452576,0.01285766031379995,-0.0036796559560753036,0.053717467693375924
tls,single,simple_loss1.5833_delay83.52ms,L3,mldsa65,p384_hqc192,1268.3775758607992,45830.824614352,0.027675207385721018,-0.04437203716757998,0.07656228687302497
tls,single,simple_loss1.5833_delay83.52ms,L3,mldsa65,x448_hqc192,1058.6667850426675,31097.704279702404,0.03404324562098507,-0.035308115227660405,0.049078053511476774
tls,single,simple_loss1.5833_delay83.52ms,L3,mldsa65,p384_mlkem768,49.994419734933466,59233.9832716512,0.0008440158330338102,0.017573056598046522,0.16731912023531975
tls,single,simple_loss1.5833_delay83.52ms,L3,mldsa65,x448_mlkem768,422.16803404533323,35352.4337046336,0.011941696505890064,-0.0004536231490303536,0.06874873758400145
tls,single,simple_loss1.5833_delay83.52ms,L3,mldsa65,hqc192,399.3538431504003,34846.2302051808,0.01146046045150175,-0.020078282079436613,0.04552411310080852
tls,single,simple_loss1.5833_delay83.52ms,L3,mldsa65,mlkem768,939.9056745856,53921.678426220795,0.01743094247097002,0.013614419810296693,0.07390450329127404
tls,single,simple_loss1.5833_delay83.52ms,L5,secp521r1,P-521,122.08214328959991,22152.3243941632,0.005511030856959042,-0.029278207523755942,0.04079392261190313
tls,single,simple_loss1.5833_delay83.52ms,L5,secp521r1,p521_hqc256,8088.630175637332,29118.9509808576,0.27777890010373957,-0.038852785302730175,0.06188758349564315
tls,single,simple_loss1.5833_delay83.52ms,L5,secp521r1,p521_mlkem1024,20.606590811199883,28729.649809152,0.0007172586839062525,-0.03057742010748237,0.037934423998177036
tls,single,simple_loss1.5833_delay83.52ms,L5,secp521r1,hqc256,5323.43994046453,32637.9749684512,0.1631057057188848,0.0494846457928038,0.0921707242115856
tls,single,simple_loss1.5833_delay83.52ms,L5,secp521r1,mlkem1024,246.70833507146645,35542.108507648,0.0069412971101131885,-0.003630892930694821,0.08367287226165443
tls,single,simple_loss1.5833_delay83.52ms,L5,mldsa87,P-521,255.14782481226663,50463.8401263008,0.005056052495681723,-0.03070471099643946,0.04749079257929223
tls,single,simple_loss1.5833_delay83.52ms,L5,mldsa87,p521_hqc256,5909.124162545069,41891.952667849604,0.14105630762540428,-0.03723071247241168,0.05086357949547781
tls,single,simple_loss1.5833_delay83.52ms,L5,mldsa87,p521_mlkem1024,764.7357539946674,35947.6680880416,0.021273584481800237,-0.006219794185823488,0.07356053576863905
tls,single,simple_loss1.5833_delay83.52ms,L5,mldsa87,hqc256,5141.990206363199,31653.055263696002,0.16244846393266585,-0.020792841147193934,0.04330355388382537
tls,single,simple_loss1.5833_delay83.52ms,L5,mldsa87,mlkem1024,75.3648911674669,39452.376524944,0.001910275065934672,-0.046631011340470735,0.060439678137745305
tls,single,stable,L1,ed25519,P-256,3351.560527421866,241845.47396467518,0.013858272691559268,0.0344188371722729,0.12716089663514551
tls,single,stable,L1,ed25519,x25519,872.5507312698657,231921.3018370272,0.0037622707545985298,0.04879496574257458,0.1699748883012912
tls,single,stable,L1,ed25519,p256_hqc128,4095.703732089599,432556.8680091872,0.009468590224771575,0.03951006658367828,0.0918961850633891
tls,single,stable,L1,ed25519,x25519_hqc128,1413.4736579648006,1940587.388602272,0.0007283741336600511,-0.05958687426998795,0.12277189887770024
tls,single,stable,L1,ed25519,p256_mlkem512,3409.2566642986662,708363.3803797856,0.004812864073338757,0.03138701788754448,0.11944654720962306
tls,single,stable,L1,ed25519,x25519_mlkem512,5889.214182021866,342768.1055441632,0.017181336556014785,-0.0540844127311412,0.11263093102997254
tls,single,stable,L1,ed25519,hqc128,724.1991788389333,840439.6063288383,0.0008616909214956445,-0.018426860522839268,0.044952921395118986
tls,single,stable,L1,ed25519,mlkem512,464.188705430933,270273.20540705917,0.0017174795582559402,-0.038585113561710446,0.0950002704705979
tls,single,stable,L1,mldsa44,P-256,482.3628585445334,476423.9519293472,0.0010124655920239437,0.03550013532451202,0.11431020637613229
tls,single,stable,L1,mldsa44,x25519,7114.604806521599,592206.0535434432,0.01201373198391273,0.07805814852360476,0.1763268220594835
tls,single,stable,L1,mldsa44,p256_hqc128,3091.305170540269,719181.0177355552,0.004298368692034848,0.08064283066982877,0.1686146457836305
tls,single,stable,L1,mldsa44,x25519_hqc128,3001.0561510847992,326573.04838008,0.009189540183953081,-0.06591621451480847,0.13657033896743112
tls,single,stable,L1,mldsa44,p256_mlkem512,3290.555810203198,375212.666041744,0.008769842033629828,-0.004113063882479234,0.11450131616311983
tls,single,stable,L1,mldsa44,x25519_mlkem512,1126.4702484864001,433529.2649074368,0.0025983718739885156,-0.009960591479205376,0.07854619952856834
tls,single,stable,L1,mldsa44,hqc128,2331.7417039888005,459745.99237570877,0.005071804306416398,-0.011603462979812323,0.13523230077270298
tls,single,stable,L1,mldsa44,mlkem512,6950.744196744537,1829533.555231408,0.0037991892397214733,0.010968986393136674,0.13251399421908244
tls,single,stable,L3,secp384r1,P-384,1125.0901811600002,420454.8596382176,0.00267588816104561,-0.045701173601158766,0.07068500232741695
tls,single,stable,L3,secp384r1,x448,4450.904561384,305149.634821072,0.014585973743648225,-0.08831941191411209,0.1684285306289271
tls,single,stable,L3,secp384r1,p384_hqc192,8884.352190772803,1386971.507071488,0.006405576571310834,-0.011745881125896078,0.06530238526176962
tls,single,stable,L3,secp384r1,x448_hqc192,58357.695387436805,6175086.6217841115,0.009450506359144165,-0.017956203776133318,0.06056602687015211
tls,single,stable,L3,secp384r1,p384_mlkem768,5667.025076421865,364539.016856432,0.015545729851610738,0.011778866965583671,0.14418357745289684
tls,single,stable,L3,secp384r1,x448_mlkem768,3547.769375330132,426361.003483136,0.008321045654613808,-0.06621648906277368,0.14173994460185696
tls,single,stable,L3,secp384r1,hqc192,199.0846410090668,480567.52214440325,0.0004142698618514733,0.002661086814063412,0.08030382767472705
tls,single,stable,L3,secp384r1,mlkem768,1269.2199138234669,323998.6308852928,0.003917361966485644,0.008961707968927965,0.05953396162675907
tls,single,stable,L3,mldsa65,P-384,3737.6868486928006,654114.95996632,0.005714113080191978,0.027835030686676237,0.16837608263678713
tls,single,stable,L3,mldsa65,x448,1674.0352260794677,441013.81485826883,0.0037958793345679253,0.014694034956947611,0.20601104871742737
tls,single,stable,L3,mldsa65,p384_hqc192,4273.653627148801,1336191.2794651648,0.0031983846121637688,0.02976503594532881,0.1013777450271693
tls,single,stable,L3,mldsa65,x448_hqc192,3315.099590811735,553527.6795011648,0.005989040320078084,-0.04827300519390021,0.10970765766491775
tls,single,stable,L3,mldsa65,p384_mlkem768,224.5765346090671,298451.5007836832,0.0007524724587390818,-0.026193648673622047,0.04764577106228615
tls,single,stable,L3,mldsa65,x448_mlkem768,3882.9837742186687,777721.7904019423,0.00499276710790354,-0.0006060739989223367,0.08431270937244663
tls,single,stable,L3,mldsa65,hqc192,4467.483274514668,579927.540506624,0.007703519771818182,-0.016283130979687723,0.09267166344370459
tls,single,stable,L3,mldsa65,mlkem768,3341.893334977601,672595.6623979424,0.004968651333645331,0.0021400390468298454,0.11873706017872483
tls,single,stable,L5,secp521r1,P-521,1988.306291205867,391386.255140192,0.005080163815394254,0.07049962768531091,0.15749060233316245
tls,single,stable,L5,secp521r1,p521_hqc256,120.0274044090668,509924.0800854432,0.00023538289148642468,-0.03734165413519482,0.14804894755192352
tls,single,stable,L5,secp521r1,p521_mlkem1024,2251.9548854378663,287271.9935026912,0.007839103485097546,-0.04488014291019837,0.14210121057886432
tls,single,stable,L5,secp521r1,hqc256,49307.98838435197,6876222.09581041,0.007170796361332579,-0.019644435941386606,0.05506418843914211
tls,single,stable,L5,secp521r1,mlkem1024,2187.9938530746686,415334.36195454403,0.005268029938043344,-0.029112247849878994,0.11459345524475113
tls,single,stable,L5,mldsa87,P-521,2571.581617597866,781182.7954368416,0.0032919076464809037,0.01477533515068552,0.10372995025295448
tls,single,stable,L5,mldsa87,p521_hqc256,8767.293779807997,974931.0758427904,0.008992731893615154,0.0006800591530846983,0.13805407219624552
tls,single,stable,L5,mldsa87,p521_mlkem1024,16664.153798998934,2005600.587184979,0.008308809792675823,-0.013042706048510891,0.059529081301710425
tls,single,stable,L5,mldsa87,hqc256,30128.33920982613,2895258.021132544,0.01040609817498779,0.02273607252332302,0.2096716261880942
tls,single,stable,L5,mldsa87,mlkem1024,1205.7300503226672,542647.8712856481,0.0022219382294194514,-0.016896903217038718,0.2215772239210259
tls,single,unstable,L1,ed25519,P-256,704029.358384958,34316812.86813626,0.020515581126085904,-0.028978037998073355,0.11291466687511788
tls,single,unstable,L1,ed25519,x25519,74789.8629326864,10328882.77054043,0.007240847301123279,-0.04467930921929701,0.11295578844684226
tls,single,unstable,L1,ed25519,p256_hqc128,853454.3874444959,48992650.960030995,0.017420049144529003,0.00827000220501328,0.12076954731391777
tls,single,unstable,L1,ed25519,x25519_hqc128,475805.78431155527,119158022.2087723,0.003993065472989421,-0.019995174933790792,0.049299367180124044
tls,single,unstable,L1,ed25519,p256_mlkem512,347221.5952936884,43166147.45833755,0.008043840271564991,-0.026409237818106363,0.07809092427278111
tls,single,unstable,L1,ed25519,x25519_mlkem512,199625.45496569385,10082768.15719353,0.0197986755079032,0.07259884035899174,0.12823071472167613
tls,single,unstable,L1,ed25519,hqc128,223864.5979921759,94000731.79895563,0.0023815197361544698,-0.000303719268670363,0.014082000122419955
tls,single,unstable,L1,ed25519,mlkem512,18759.193393515834,14226435.19824344,0.0013186151788630832,-0.006095698251901221,0.027807830252870373
tls,single,unstable,L1,mldsa44,P-256,269065.78226107004,37959760.92869676,0.007088184321457676,-0.00769467537447831,0.06993560836447782
tls,single,unstable,L1,mldsa44,x25519,723023.7174476304,69637390.14368953,0.010382694066445425,-0.054817895194341444,0.09459492189450502
tls,single,unstable,L1,mldsa44,p256_hqc128,1466286.8343525007,187364570.22872812,0.007825848998892956,0.010196419885056415,0.06318603348016878
tls,single,unstable,L1,mldsa44,x25519_hqc128,8244532.597371993,919910268.8308561,0.008962322605497423,-0.0045750847902142075,0.04218139706896421
tls,single,unstable,L1,mldsa44,p256_mlkem512,351440.6026315417,86506245.67016591,0.004062603802869066,-0.0031557959342219453,0.0562402802520398
tls,single,unstable,L1,mldsa44,x25519_mlkem512,370785.7238475683,69314643.9952875,0.00534931296585433,-0.037162401691076624,0.052277874926505874
tls,single,unstable,L1,mldsa44,hqc128,35184.80368394912,73871386.78331456,0.0004762981340414793,-0.07535038571008285,0.0980760112263586
tls,single,unstable,L1,mldsa44,mlkem512,480871.8736282293,116653372.5547385,0.004122228642833148,0.030933511659080655,0.15028661873947702
tls,single,unstable,L3,secp384r1,P-384,32334.42308470151,11114743.216213776,0.0029091471080981207,0.017079122839636432,0.12440378335232488
tls,single,unstable,L3,secp384r1,x448,212560.58864853551,36155766.27163733,0.005879023197892512,-0.007359060802594787,0.08252542797839599
tls,single,unstable,L3,secp384r1,p384_hqc192,1616205.4309635176,113322318.08829726,0.014262022329125143,0.02139061280256597,0.1349298740768134
tls,single,unstable,L3,secp384r1,x448_hqc192,1017782.2520862292,88581656.99305813,0.011489763080024452,-0.016349302238946678,0.0929033243248504
