protocol,auth_mode,network,level,sig,kem,n_attempts,n_success,success_rate,success_rate_ci95_low,success_rate_ci95_high,conditional_mean_ms,rmst_at_deadline_ms,deadline_ms,rmst_minus_conditional_mean
tls,mutual,none,L1,ed25519,p256_mlkem512,500,500,1.0,0.9926,1.0,11.653,11.653,5000.0,0.0
tls,mutual,none,L1,ed25519,x25519_mlkem512,500,500,1.0,0.9926,1.0,6.186,6.186,5000.0,0.0
tls,mutual,none,L1,ed25519,hqc128,500,500,1.0,0.9926,1.0,21.216,21.216,5000.0,0.0
tls,mutual,none,L1,ed25519,mlkem512,500,500,1.0,0.9926,1.0,6.047,6.047,5000.0,0.0
tls,mutual,none,L1,mldsa44,P-256,500,500,1.0,0.9926,1.0,22.025,22.025,5000.0,0.0
tls,mutual,none,L1,mldsa44,x25519,500,500,1.0,0.9926,1.0,21.926,21.926,5000.0,0.0
tls,mutual,none,L1,mldsa44,p256_hqc128,500,500,1.0,0.9926,1.0,43.209,43.209,5000.0,0.0
tls,mutual,none,L1,mldsa44,x25519_hqc128,500,500,1.0,0.9926,1.0,38.324,38.324,5000.0,0.0
tls,mutual,none,L1,mldsa44,p256_mlkem512,500,500,1.0,0.9926,1.0,29.518,29.518,5000.0,0.0
tls,mutual,none,L1,mldsa44,x25519_mlkem512,500,500,1.0,0.9926,1.0,23.486,23.486,5000.0,0.0
tls,mutual,none,L1,mldsa44,hqc128,500,500,1.0,0.9926,1.0,37.55,37.55,5000.0,0.0
tls,mutual,none,L1,mldsa44,mlkem512,500,500,1.0,0.9926,1.0,23.565,23.565,5000.0,0.0
tls,mutual,none,L3,secp384r1,P-384,500,500,1.0,0.9926,1.0,9.076,9.076,5000.0,0.0
tls,mutual,none,L3,secp384r1,x448,500,500,1.0,0.9926,1.0,8.634,8.634,5000.0,0.0
tls,mutual,none,L3,secp384r1,p384_hqc192,500,500,1.0,0.9926,1.0,59.18,59.18,5000.0,0.0
tls,mutual,none,L3,secp384r1,x448_hqc192,500,500,1.0,0.9926,1.0,53.78,53.78,5000.0,0.0
tls,mutual,none,L3,secp384r1,p384_mlkem768,500,500,1.0,0.9926,1.0,15.268,15.268,5000.0,0.0
tls,mutual,none,L3,secp384r1,x448_mlkem768,500,500,1.0,0.9926,1.0,10.119,10.119,5000.0,0.0
tls,mutual,none,L3,secp384r1,hqc192,500,500,1.0,0.9926,1.0,51.265,51.265,5000.0,0.0
tls,mutual,none,L3,secp384r1,mlkem768,500,500,1.0,0.9926,1.0,8.632,8.632,5000.0,0.0
tls,mutual,none,L3,mldsa65,P-384,500,500,1.0,0.9926,1.0,33.019,33.019,5000.0,0.0
tls,mutual,none,L3,mldsa65,x448,500,500,1.0,0.9926,1.0,31.12,31.12,5000.0,0.0
tls,mutual,none,L3,mldsa65,p384_hqc192,500,500,1.0,0.9926,1.0,83.922,83.922,5000.0,0.0
tls,mutual,none,L3,mldsa65,x448_hqc192,500,500,1.0,0.9926,1.0,76.294,76.294,5000.0,0.0
tls,mutual,none,L3,mldsa65,p384_mlkem768,500,500,1.0,0.9926,1.0,38.129,38.129,5000.0,0.0
tls,mutual,none,L3,mldsa65,x448_mlkem768,500,500,1.0,0.9926,1.0,33.933,33.933,5000.0,0.0
tls,mutual,none,L3,mldsa65,hqc192,500,500,1.0,0.9926,1.0,75.563,75.563,5000.0,0.0
tls,mutual,none,L3,mldsa65,mlkem768,500,500,1.0,0.9926,1.0,31.734,31.734,5000.0,0.0
tls,mutual,none,L5,secp521r1,P-521,500,500,1.0,0.9926,1.0,10.1,10.1,5000.0,0.0
tls,mutual,none,L5,secp521r1,p521_hqc256,500,500,1.0,0.9926,1.0,96.238,96.238,5000.0,0.0
tls,mutual,none,L5,secp521r1,p521_mlkem1024,500,500,1.0,0.9926,1.0,16.156,16.156,5000.0,0.0
tls,mutual,none,L5,secp521r1,hqc256,500,500,1.0,0.9926,1.0,91.848,91.848,5000.0,0.0
tls,mutual,none,L5,secp521r1,mlkem1024,500,500,1.0,0.9926,1.0,9.002,9.002,5000.0,0.0
tls,mutual,none,L5,mldsa87,P-521,500,500,1.0,0.9926,1.0,43.471,43.471,5000.0,0.0
tls,mutual,none,L5,mldsa87,p521_hqc256,500,500,1.0,0.9926,1.0,135.094,135.094,5000.0,0.0
tls,mutual,none,L5,mldsa87,p521_mlkem1024,500,500,1.0,0.9926,1.0,48.247,48.247,5000.0,0.0
tls,mutual,none,L5,mldsa87,hqc256,500,500,1.0,0.9926,1.0,126.204,126.204,5000.0,0.0
tls,mutual,none,L5,mldsa87,mlkem1024,500,500,1.0,0.9926,1.0,43.416,43.416,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L1,ed25519,P-256,500,500,1.0,0.9926,1.0,295.342,295.342,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L1,ed25519,x25519,500,500,1.0,0.9926,1.0,291.736,291.736,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L1,ed25519,p256_hqc128,500,500,1.0,0.9926,1.0,345.559,345.559,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L1,ed25519,x25519_hqc128,500,500,1.0,0.9926,1.0,340.109,340.109,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L1,ed25519,p256_mlkem512,500,500,1.0,0.9926,1.0,308.094,308.094,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L1,ed25519,x25519_mlkem512,500,500,1.0,0.9926,1.0,289.827,289.827,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L1,ed25519,hqc128,500,500,1.0,0.9926,1.0,346.737,346.737,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L1,ed25519,mlkem512,500,500,1.0,0.9926,1.0,282.04,282.04,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L1,mldsa44,P-256,500,500,1.0,0.9926,1.0,342.371,342.371,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L1,mldsa44,x25519,500,500,1.0,0.9926,1.0,340.084,340.084,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L1,mldsa44,p256_hqc128,500,500,1.0,0.9926,1.0,389.446,389.446,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L1,mldsa44,x25519_hqc128,500,500,1.0,0.9926,1.0,395.262,395.262,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L1,mldsa44,p256_mlkem512,500,500,1.0,0.9926,1.0,347.822,347.822,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L1,mldsa44,x25519_mlkem512,500,500,1.0,0.9926,1.0,332.874,332.874,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L1,mldsa44,hqc128,500,500,1.0,0.9926,1.0,363.865,363.865,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L1,mldsa44,mlkem512,500,500,1.0,0.9926,1.0,331.318,331.318,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L3,secp384r1,P-384,500,500,1.0,0.9926,1.0,302.976,302.976,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L3,secp384r1,x448,500,500,1.0,0.9926,1.0,299.686,299.686,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L3,secp384r1,p384_hqc192,500,500,1.0,0.9926,1.0,407.369,407.369,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L3,secp384r1,x448_hqc192,500,500,1.0,0.9926,1.0,400.73,400.73,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L3,secp384r1,p384_mlkem768,500,500,1.0,0.9926,1.0,317.582,317.582,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L3,secp384r1,x448_mlkem768,500,500,1.0,0.9926,1.0,298.07,298.07,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L3,secp384r1,hqc192,500,500,1.0,0.9926,1.0,404.748,404.748,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L3,secp384r1,mlkem768,500,500,1.0,0.9926,1.0,292.034,292.034,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L3,mldsa65,P-384,500,500,1.0,0.9926,1.0,362.612,362.612,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L3,mldsa65,x448,500,500,1.0,0.9926,1.0,363.56,363.56,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L3,mldsa65,p384_hqc192,500,500,1.0,0.9926,1.0,546.117,546.117,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L3,mldsa65,x448_hqc192,500,500,1.0,0.9926,1.0,520.999,520.999,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L3,mldsa65,p384_mlkem768,500,500,1.0,0.9926,1.0,359.525,359.525,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L3,mldsa65,x448_mlkem768,500,500,1.0,0.9926,1.0,360.3,360.3,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L3,mldsa65,hqc192,500,500,1.0,0.9926,1.0,541.289,541.289,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L3,mldsa65,mlkem768,500,500,1.0,0.9926,1.0,372.421,372.421,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L5,secp521r1,P-521,500,500,1.0,0.9926,1.0,299.241,299.241,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L5,secp521r1,p521_hqc256,375,375,1.0,0.9902,1.0,598.42,598.42,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L5,secp521r1,p521_mlkem1024,500,500,1.0,0.9926,1.0,320.54,320.54,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L5,secp521r1,hqc256,500,500,1.0,0.9926,1.0,611.849,611.849,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L5,secp521r1,mlkem1024,500,500,1.0,0.9926,1.0,298.304,298.304,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L5,mldsa87,P-521,500,500,1.0,0.9926,1.0,521.809,521.809,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L5,mldsa87,p521_hqc256,500,500,1.0,0.9926,1.0,665.49,665.49,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L5,mldsa87,p521_mlkem1024,500,500,1.0,0.9926,1.0,509.395,509.395,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L5,mldsa87,hqc256,500,500,1.0,0.9926,1.0,638.608,638.608,5000.0,0.0
tls,mutual,simple_loss1.3_delay62.51ms,L5,mldsa87,mlkem1024,500,500,1.0,0.9926,1.0,488.502,488.502,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L1,ed25519,P-256,500,500,1.0,0.9926,1.0,379.672,379.672,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L1,ed25519,x25519,500,500,1.0,0.9926,1.0,382.783,382.783,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L1,ed25519,p256_hqc128,500,500,1.0,0.9926,1.0,454.472,454.472,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L1,ed25519,x25519_hqc128,500,500,1.0,0.9926,1.0,434.052,434.052,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L1,ed25519,p256_mlkem512,500,500,1.0,0.9926,1.0,387.931,387.931,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L1,ed25519,x25519_mlkem512,500,500,1.0,0.9926,1.0,381.902,381.902,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L1,ed25519,hqc128,500,500,1.0,0.9926,1.0,432.58,432.58,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L1,ed25519,mlkem512,500,500,1.0,0.9926,1.0,383.221,383.221,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L1,mldsa44,P-256,500,500,1.0,0.9926,1.0,436.594,436.594,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L1,mldsa44,x25519,500,500,1.0,0.9926,1.0,424.079,424.079,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L1,mldsa44,p256_hqc128,500,500,1.0,0.9926,1.0,490.224,490.224,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L1,mldsa44,x25519_hqc128,500,500,1.0,0.9926,1.0,457.667,457.667,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L1,mldsa44,p256_mlkem512,500,500,1.0,0.9926,1.0,452.637,452.637,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L1,mldsa44,x25519_mlkem512,500,500,1.0,0.9926,1.0,440.156,440.156,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L1,mldsa44,hqc128,500,500,1.0,0.9926,1.0,471.367,471.367,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L1,mldsa44,mlkem512,500,500,1.0,0.9926,1.0,435.865,435.865,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L3,secp384r1,P-384,500,500,1.0,0.9926,1.0,394.95,394.95,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L3,secp384r1,x448,500,500,1.0,0.9926,1.0,392.158,392.158,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L3,secp384r1,p384_hqc192,500,500,1.0,0.9926,1.0,523.879,523.879,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L3,secp384r1,x448_hqc192,500,500,1.0,0.9926,1.0,511.258,511.258,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L3,secp384r1,p384_mlkem768,500,500,1.0,0.9926,1.0,402.818,402.818,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L3,secp384r1,x448_mlkem768,500,500,1.0,0.9926,1.0,387.314,387.314,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L3,secp384r1,hqc192,500,500,1.0,0.9926,1.0,489.545,489.545,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L3,secp384r1,mlkem768,500,500,1.0,0.9926,1.0,406.007,406.007,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L3,mldsa65,P-384,500,500,1.0,0.9926,1.0,466.304,466.304,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L3,mldsa65,x448,500,500,1.0,0.9926,1.0,438.531,438.531,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L3,mldsa65,p384_hqc192,500,500,1.0,0.9926,1.0,693.476,693.476,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L3,mldsa65,x448_hqc192,500,500,1.0,0.9926,1.0,655.324,655.324,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L3,mldsa65,p384_mlkem768,500,500,1.0,0.9926,1.0,455.637,455.637,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L3,mldsa65,x448_mlkem768,500,500,1.0,0.9926,1.0,453.834,453.834,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L3,mldsa65,hqc192,500,500,1.0,0.9926,1.0,681.591,681.591,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L3,mldsa65,mlkem768,500,500,1.0,0.9926,1.0,462.893,462.893,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L5,secp521r1,P-521,500,500,1.0,0.9926,1.0,390.358,390.358,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L5,secp521r1,p521_hqc256,500,500,1.0,0.9926,1.0,667.353,667.353,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L5,secp521r1,p521_mlkem1024,500,500,1.0,0.9926,1.0,422.128,422.128,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L5,secp521r1,hqc256,500,500,1.0,0.9926,1.0,727.515,727.515,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L5,secp521r1,mlkem1024,500,500,1.0,0.9926,1.0,393.014,393.014,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L5,mldsa87,P-521,500,500,1.0,0.9926,1.0,605.917,605.917,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L5,mldsa87,p521_hqc256,500,500,1.0,0.9926,1.0,735.563,735.563,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L5,mldsa87,p521_mlkem1024,500,500,1.0,0.9926,1.0,634.373,634.373,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L5,mldsa87,hqc256,500,500,1.0,0.9926,1.0,789.424,789.424,5000.0,0.0
tls,mutual,simple_loss1.5833_delay83.52ms,L5,mldsa87,mlkem1024,500,500,1.0,0.9926,1.0,609.528,609.528,5000.0,0.0
tls,mutual,stable,L1,ed25519,P-256,500,500,1.0,0.9926,1.0,267.898,267.898,5000.0,0.0
tls,mutual,stable,L1,ed25519,x25519,500,500,1.0,0.9926,1.0,339.579,318.491,5000.0,-21.088
tls,mutual,stable,L1,ed25519,p256_hqc128,500,500,1.0,0.9926,1.0,345.026,327.796,5000.0,-17.23
tls,mutual,stable,L1,ed25519,x25519_hqc128,500,500,1.0,0.9926,1.0,361.797,361.466,5000.0,-0.331
tls,mutual,stable,L1,ed25519,p256_mlkem512,500,500,1.0,0.9926,1.0,279.644,275.247,5000.0,-4.397
tls,mutual,stable,L1,ed25519,x25519_mlkem512,500,500,1.0,0.9926,1.0,275.742,275.742,5000.0,0.0
tls,mutual,stable,L1,ed25519,hqc128,500,500,1.0,0.9926,1.0,390.917,384.847,5000.0,-6.07
tls,mutual,stable,L1,ed25519,mlkem512,500,500,1.0,0.9926,1.0,304.321,301.576,5000.0,-2.745
tls,mutual,stable,L1,mldsa44,P-256,500,500,1.0,0.9926,1.0,595.445,429.18,5000.0,-166.265
tls,mutual,stable,L1,mldsa44,x25519,500,500,1.0,0.9926,1.0,406.113,406.113,5000.0,0.0
tls,mutual,stable,L1,mldsa44,p256_hqc128,500,499,0.998,0.9889,0.9999,576.583,473.655,5000.0,-102.928
tls,mutual,stable,L1,mldsa44,x25519_hqc128,500,500,1.0,0.9926,1.0,540.984,489.089,5000.0,-51.895
tls,mutual,stable,L1,mldsa44,p256_mlkem512,500,500,1.0,0.9926,1.0,396.912,384.159,5000.0,-12.753
tls,mutual,stable,L1,mldsa44,x25519_mlkem512,500,500,1.0,0.9926,1.0,377.77,377.77,5000.0,0.0
tls,mutual,stable,L1,mldsa44,hqc128,500,500,1.0,0.9926,1.0,485.535,456.443,5000.0,-29.093
tls,mutual,stable,L1,mldsa44,mlkem512,500,500,1.0,0.9926,1.0,458.395,444.373,5000.0,-14.022
tls,mutual,stable,L3,secp384r1,P-384,500,500,1.0,0.9926,1.0,346.866,342.447,5000.0,-4.419
tls,mutual,stable,L3,secp384r1,x448,500,500,1.0,0.9926,1.0,263.692,260.159,5000.0,-3.533
tls,mutual,stable,L3,secp384r1,p384_hqc192,500,500,1.0,0.9926,1.0,436.252,433.401,5000.0,-2.851
tls,mutual,stable,L3,secp384r1,x448_hqc192,500,500,1.0,0.9926,1.0,456.5,452.017,5000.0,-4.483
tls,mutual,stable,L3,secp384r1,p384_mlkem768,500,500,1.0,0.9926,1.0,306.791,300.71,5000.0,-6.081
tls,mutual,stable,L3,secp384r1,x448_mlkem768,500,500,1.0,0.9926,1.0,314.613,314.613,5000.0,0.0
tls,mutual,stable,L3,secp384r1,hqc192,500,500,1.0,0.9926,1.0,396.88,393.654,5000.0,-3.225
tls,mutual,stable,L3,secp384r1,mlkem768,500,500,1.0,0.9926,1.0,293.566,289.147,5000.0,-4.419
tls,mutual,stable,L3,mldsa65,P-384,500,500,1.0,0.9926,1.0,474.259,446.317,5000.0,-27.942
tls,mutual,stable,L3,mldsa65,x448,500,500,1.0,0.9926,1.0,432.402,423.945,5000.0,-8.457
tls,mutual,stable,L3,mldsa65,p384_hqc192,500,500,1.0,0.9926,1.0,551.984,530.844,5000.0,-21.139
tls,mutual,stable,L3,mldsa65,x448_hqc192,500,500,1.0,0.9926,1.0,656.712,557.301,5000.0,-99.41
tls,mutual,stable,L3,mldsa65,p384_mlkem768,500,500,1.0,0.9926,1.0,389.032,388.59,5000.0,-0.443
tls,mutual,stable,L3,mldsa65,x448_mlkem768,500,500,1.0,0.9926,1.0,437.36,392.764,5000.0,-44.596
tls,mutual,stable,L3,mldsa65,hqc192,500,500,1.0,0.9926,1.0,534.016,506.342,5000.0,-27.674
tls,mutual,stable,L3,mldsa65,mlkem768,500,500,1.0,0.9926,1.0,489.59,421.262,5000.0,-68.329
tls,mutual,stable,L5,secp521r1,P-521,500,500,1.0,0.9926,1.0,301.14,301.14,5000.0,0.0
tls,mutual,stable,L5,secp521r1,p521_hqc256,500,500,1.0,0.9926,1.0,520.241,509.226,5000.0,-11.015
tls,mutual,stable,L5,secp521r1,p521_mlkem1024,500,500,1.0,0.9926,1.0,313.285,307.255,5000.0,-6.03
tls,mutual,stable,L5,secp521r1,hqc256,500,500,1.0,0.9926,1.0,484.138,471.452,5000.0,-12.686
tls,mutual,stable,L5,secp521r1,mlkem1024,500,500,1.0,0.9926,1.0,302.423,283.837,5000.0,-18.585
tls,mutual,stable,L5,mldsa87,P-521,500,500,1.0,0.9926,1.0,491.586,478.406,5000.0,-13.18
tls,mutual,stable,L5,mldsa87,p521_hqc256,500,500,1.0,0.9926,1.0,651.063,580.78,5000.0,-70.283
tls,mutual,stable,L5,mldsa87,p521_mlkem1024,500,500,1.0,0.9926,1.0,475.546,467.818,5000.0,-7.728
tls,mutual,stable,L5,mldsa87,hqc256,500,500,1.0,0.9926,1.0,691.342,630.329,5000.0,-61.013
tls,mutual,stable,L5,mldsa87,mlkem1024,500,500,1.0,0.9926,1.0,431.6,422.078,5000.0,-9.523
tls,mutual,unstable,L1,ed25519,P-256,500,500,1.0,0.9926,1.0,1069.716,941.038,5000.0,-128.678
tls,mutual,unstable,L1,ed25519,x25519,500,499,0.998,0.9889,0.9999,1435.376,970.911,5000.0,-464.465
tls,mutual,unstable,L1,ed25519,p256_hqc128,500,499,0.998,0.9889,0.9999,3139.15,1383.441,5000.0,-1755.709
tls,mutual,unstable,L1,ed25519,x25519_hqc128,500,497,0.994,0.9826,0.9988,2964.211,1445.879,5000.0,-1518.332
tls,mutual,unstable,L1,ed25519,p256_mlkem512,500,499,0.998,0.9889,0.9999,1659.07,1129.825,5000.0,-529.245
tls,mutual,unstable,L1,ed25519,x25519_mlkem512,500,500,1.0,0.9926,1.0,1494.638,1030.575,5000.0,-464.063
tls,mutual,unstable,L1,ed25519,hqc128,500,498,0.996,0.9856,0.9995,2874.176,1375.462,5000.0,-1498.715
tls,mutual,unstable,L1,ed25519,mlkem512,500,499,0.998,0.9889,0.9999,1566.668,989.397,5000.0,-577.271
tls,mutual,unstable,L1,mldsa44,P-256,500,500,1.0,0.9926,1.0,3087.558,1597.026,5000.0,-1490.532
tls,mutual,unstable,L1,mldsa44,x25519,500,497,0.994,0.9826,0.9988,3347.571,1582.449,5000.0,-1765.122
tls,mutual,unstable,L1,mldsa44,p256_hqc128,500,497,0.994,0.9826,0.9988,3996.016,1842.631,5000.0,-2153.384
tls,mutual,unstable,L1,mldsa44,x25519_hqc128,500,496,0.992,0.9796,0.9978,4642.262,1926.707,5000.0,-2715.555
tls,mutual,unstable,L1,mldsa44,p256_mlkem512,500,499,0.998,0.9889,0.9999,4141.668,1687.979,5000.0,-2453.689
tls,mutual,unstable,L1,mldsa44,x25519_mlkem512,500,496,0.992,0.9796,0.9978,2997.358,1664.064,5000.0,-1333.294
tls,mutual,unstable,L1,mldsa44,hqc128,500,496,0.992,0.9796,0.9978,4197.801,1959.928,5000.0,-2237.874
tls,mutual,unstable,L1,mldsa44,mlkem512,500,497,0.994,0.9826,0.9988,3331.918,1555.087,5000.0,-1776.831
tls,mutual,unstable,L3,secp384r1,P-384,500,500,1.0,0.9926,1.0,1490.243,1000.735,5000.0,-489.508
tls,mutual,unstable,L3,secp384r1,x448,500,499,0.998,0.9889,0.9999,1007.675,878.457,5000.0,-129.218
tls,mutual,unstable,L3,secp384r1,p384_hqc192,500,498,0.996,0.9856,0.9995,3762.731,1778.827,5000.0,-1983.904
tls,mutual,unstable,L3,secp384r1,x448_hqc192,500,498,0.996,0.9856,0.9995,3546.287,1661.832,5000.0,-1884.456
tls,mutual,unstable,L3,secp384r1,p384_mlkem768,500,500,1.0,0.9926,1.0,1550.87,1072.951,5000.0,-477.919
tls,mutual,unstable,L3,secp384r1,x448_mlkem768,500,496,0.992,0.9796,0.9978,1900.332,1137.911,5000.0,-762.421
tls,mutual,unstable,L3,secp384r1,hqc192,500,498,0.996,0.9856,0.9995,4163.472,1873.765,5000.0,-2289.707
tls,mutual,unstable,L3,secp384r1,mlkem768,500,498,0.996,0.9856,0.9995,1450.861,1006.761,5000.0,-444.099
tls,mutual,unstable,L3,mldsa65,P-384,500,499,0.998,0.9889,0.9999,3273.394,1754.895,5000.0,-1518.499
tls,mutual,unstable,L3,mldsa65,x448,500,498,0.996,0.9856,0.9995,3612.152,1729.951,5000.0,-1882.2
tls,mutual,unstable,L3,mldsa65,p384_hqc192,500,499,0.998,0.9889,0.9999,6360.527,2285.033,5000.0,-4075.493
tls,mutual,unstable,L3,mldsa65,x448_hqc192,500,495,0.99,0.9768,0.9967,8650.944,2435.175,5000.0,-6215.768
tls,mutual,unstable,L3,mldsa65,p384_mlkem768,500,497,0.994,0.9826,0.9988,4322.472,1985.978,5000.0,-2336.494
tls,mutual,unstable,L3,mldsa65,x448_mlkem768,500,499,0.998,0.9889,0.9999,3814.303,1722.491,5000.0,-2091.811
tls,mutual,unstable,L3,mldsa65,hqc192,500,495,0.99,0.9768,0.9967,5913.03,2328.392,5000.0,-3584.639
tls,mutual,unstable,L3,mldsa65,mlkem768,500,499,0.998,0.9889,0.9999,4430.256,1823.042,5000.0,-2607.214
tls,mutual,unstable,L5,secp521r1,P-521,500,499,0.998,0.9889,0.9999,1404.406,936.763,5000.0,-467.644
tls,mutual,unstable,L5,secp521r1,p521_hqc256,500,497,0.994,0.9826,0.9988,4559.325,2040.291,5000.0,-2519.034
tls,mutual,unstable,L5,secp521r1,p521_mlkem1024,500,499,0.998,0.9889,0.9999,1574.246,1037.55,5000.0,-536.695
tls,mutual,unstable,L5,secp521r1,hqc256,500,495,0.99,0.9768,0.9967,4999.187,2127.867,5000.0,-2871.321
tls,mutual,unstable,L5,secp521r1,mlkem1024,500,498,0.996,0.9856,0.9995,1525.768,972.937,5000.0,-552.832
tls,mutual,unstable,L5,mldsa87,P-521,500,499,0.998,0.9889,0.9999,4565.244,1995.967,5000.0,-2569.277
tls,mutual,unstable,L5,mldsa87,p521_hqc256,500,495,0.99,0.9768,0.9967,7665.093,2770.615,5000.0,-4894.478
tls,mutual,unstable,L5,mldsa87,p521_mlkem1024,500,495,0.99,0.9768,0.9967,5585.021,2167.731,5000.0,-3417.29
tls,mutual,unstable,L5,mldsa87,hqc256,500,493,0.986,0.9714,0.9944,8111.959,2677.288,5000.0,-5434.671
tls,mutual,unstable,L5,mldsa87,mlkem1024,500,499,0.998,0.9889,0.9999,4483.794,2061.84,5000.0,-2421.955
quic,single,none,L1,ed25519,P-256,500,500,1.0,0.9926,1.0,2.222,2.222,5000.0,0.0
quic,single,none,L1,ed25519,x25519,500,500,1.0,0.9926,1.0,1.89,1.89,5000.0,0.0
quic,single,none,L1,ed25519,p256_hqc128,500,500,1.0,0.9926,1.0,26.968,26.968,5000.0,0.0
