P-521,p521_mlkem1024,mlkem1024
5.38,16.0,5.01
6.42,15.66,6.04
5.69,12.12,3.82
7.18,12.37,3.67
5.24,16.09,3.57
5.11,12.8,3.38
5.4,12.16,3.67
7.65,12.11,3.62
5.05,12.67,4.67
6.48,14.25,3.17
7.0,15.4,3.58
5.17,11.99,3.42
4.92,12.08,3.94
5.39,11.95,3.11
4.88,12.11,3.34
5.09,11.92,3.06
4.91,12.34,3.7
9.31,18.67,3.74
4.96,12.94,3.39
4.92,14.22,3.29
6.23,12.41,3.12
4.99,13.96,3.41
5.24,12.51,3.12
4.93,12.02,4.1
5.12,12.31,4.48
7.8,18.82,3.25
5.02,11.93,3.39
6.25,12.23,3.29
5.0,18.23,3.21
6.43,14.33,3.15
6.2,12.0,3.55
7.44,14.94,3.27
6.21,11.81,4.89
5.08,14.49,3.16
5.15,18.2,3.11
5.05,12.4,3.14
5.07,13.89,3.17
5.66,11.85,3.77
5.33,12.39,4.54
5.0,15.3,3.82
4.91,12.39,3.31
5.08,18.23,3.83
5.0,12.58,3.56
7.16,14.46,3.12
5.02,12.18,3.19
5.37,12.16,3.16
6.17,18.19,3.74
5.03,18.57,3.19
7.11,11.93,3.23
5.11,12.06,3.81
5.17,11.94,4.43
7.31,11.8,3.41
5.16,11.92,3.13
4.93,15.99,3.1
5.34,18.3,3.43
6.16,13.02,4.48
4.96,12.86,3.35
5.1,12.75,3.18
4.93,12.69,3.34
4.95,12.88,3.12
6.45,12.2,3.35
5.03,12.09,3.54
7.01,13.09,3.14
5.22,18.7,4.11
7.34,12.24,3.4
5.05,13.81,3.56
5.01,12.19,3.5
4.94,12.58,4.48
5.29,13.17,4.64
7.14,13.96,3.22
4.86,12.68,3.85
7.37,11.82,3.55
4.95,14.12,4.97
4.86,14.33,3.6
4.91,14.23,3.13
4.96,18.59,4.89
5.23,13.03,3.14
5.01,19.71,3.25
5.09,17.42,3.08
6.38,14.62,3.17
5.29,12.03,3.15
4.93,11.89,3.37
5.21,12.28,3.14
5.33,14.29,3.73
4.96,12.18,3.28
5.05,12.13,3.15
4.92,12.17,4.77
5.1,12.29,3.17
4.95,11.99,4.6
5.16,15.19,3.13
5.03,12.19,3.42
5.2,11.84,4.69
4.97,12.29,3.32
5.16,12.12,4.46
4.93,12.4,3.2
6.28,11.83,3.16
5.01,11.87,3.32
5.01,11.96,3.58
4.96,11.91,3.29
4.91,18.75,3.54
5.27,11.86,3.47
5.0,12.66,3.15
5.06,12.13,3.17
5.44,12.17,3.14
7.16,12.15,3.13
4.93,12.04,3.77
5.36,11.93,3.62
6.3,11.88,3.49
7.53,11.89,3.23
4.92,11.92,3.54
6.38,14.27,3.33
4.99,12.1,3.13
5.22,12.51,4.9
4.95,11.95,3.58
5.44,12.36,3.11
4.97,14.05,5.26
5.58,16.12,3.2
4.95,12.41,3.19
5.56,11.87,4.44
5.08,12.11,3.19
4.94,14.11,3.7
4.99,12.44,4.47
4.9,11.75,3.31
6.55,14.14,4.18
5.19,14.43,3.37
5.0,14.04,3.18
4.94,19.43,3.19
5.05,19.81,3.27
5.23,12.6,3.06
5.05,13.18,3.8
5.22,12.06,3.15
5.15,12.98,3.2
6.19,11.87,4.08
5.71,12.57,3.13
6.19,19.24,3.83
6.23,1034.9,4.08
6.33,12.39,3.14
5.18,18.63,3.15
5.15,12.09,3.09
7.04,12.72,3.63
5.04,18.15,3.14
5.06,11.95,3.2
5.43,1023.06,3.68
5.49,11.92,3.56
4.97,12.31,3.86
5.11,11.88,3.14
5.16,12.38,4.47
4.95,11.98,4.58
5.42,14.27,4.44
4.96,18.27,3.21
5.09,11.87,3.05
7.01,11.91,4.12
5.36,11.98,4.41
7.0,17.68,4.76
6.97,12.29,4.51
4.96,14.17,3.22
6.66,16.82,3.52
5.04,23.04,4.04
4.98,16.33,3.11
5.29,14.18,3.58
4.95,12.43,3.29
4.95,14.99,3.35
5.17,14.32,3.13
5.05,13.11,3.14
5.6,18.25,3.47
5.21,12.08,3.1
4.99,14.86,4.46
4.97,14.88,3.46
5.11,14.38,3.16
4.92,12.62,8.62
5.37,12.38,4.99
4.95,11.95,3.55
7.2,1037.7,4.85
5.15,15.23,3.12
5.1,14.03,3.72
4.97,11.79,4.44
5.24,11.92,3.98
4.91,12.02,3.23
5.27,1013.68,3.18
4.91,11.81,3.62
5.04,18.44,3.56
5.01,12.16,4.45
4.86,12.07,3.29
6.99,15.67,3.24
4.86,18.3,3.16
5.12,12.85,3.15
4.91,18.57,3.58
5.27,12.23,4.07
7.03,12.18,3.12
4.96,14.35,3.66
5.36,14.11,3.25
4.87,11.92,4.44
4.87,11.87,3.59
4.86,14.96,3.2
5.02,14.15,3.12
6.02,11.79,3.55
5.0,11.84,3.61
5.31,1038.64,3.15
4.94,14.21,3.32
4.87,18.59,3.12
5.62,13.92,3.33
5.22,12.5,3.37
5.01,12.4,3.18
5.1,12.83,1030.1
5.09,16.29,3.32
4.94,12.12,3.16
5.04,11.93,3.12
4.84,14.65,3.62
5.07,11.96,3.55
5.03,1012.89,4.44
5.37,15.47,3.56
5.1,1021.5,3.18
5.09,12.14,3.14
5.07,12.3,3.28
5.03,14.19,3.14
5.22,14.35,4.59
5.21,14.78,3.1
4.96,14.1,4.42
5.06,11.82,3.23
5.14,14.61,3.8
5.03,18.79,3.14
5.01,15.01,3.79
5.27,12.26,3.12
4.91,12.1,3.2
4.93,12.44,3.13
5.65,12.41,3.17
4.92,14.03,3.54
5.19,12.16,3.4
5.19,12.58,3.13
4.95,14.36,3.14
5.06,12.19,4.43
4.91,11.89,3.23
5.14,1013.33,3.17
4.98,18.2,3.25
7.16,12.19,3.17
4.97,16.95,3.56
4.86,12.48,3.61
7.01,14.05,3.6
5.17,1011.78,3.14
4.88,11.9,3.2
5.4,14.47,3.52
4.96,12.11,3.12
7.57,13.76,3.63
5.2,11.87,3.36
5.1,12.0,4.46
4.94,14.33,3.21
5.2,18.17,3.13
5.11,18.58,4.48
5.01,12.06,4.53
5.01,19.05,3.16
5.75,18.26,3.42
5.22,12.67,4.45
5.44,18.27,3.21
5.17,12.37,3.37
4.97,12.03,3.11
5.37,12.35,3.72
5.0,12.43,3.15
5.13,11.97,1011.84
5.84,13.04,1024.47
4.95,12.09,4.44
5.24,12.39,3.17
4.96,18.59,1008.42
4.97,12.62,3.67
7.46,12.03,3.13
4.87,12.69,3.28
6.08,11.81,3.81
4.94,13.32,3.16
7.04,1013.14,3.19
4.98,11.85,3.16
5.04,12.38,3.13
5.02,12.2,3.68
8.97,1014.65,3.64
4.84,11.84,3.16
5.2,12.18,3.13
5.78,11.9,1018.64
5.0,11.97,3.26
5.24,18.76,1008.39
4.94,11.84,4.47
7.23,11.92,3.28
4.94,13.88,3.16
4.99,12.04,3.51
4.91,18.19,3.14
4.95,12.03,3.18
5.14,11.92,3.46
5.27,11.87,4.47
7.09,1011.63,4.61
5.07,11.72,3.15
5.03,11.75,3.17
4.89,18.51,3.15
5.29,12.04,3.1
4.88,12.27,1008.47
5.12,12.02,3.19
5.27,12.24,3.77
4.95,13.19,4.44
7.05,14.13,3.56
4.96,12.0,3.11
7.42,11.8,3.2
4.86,12.15,3.12
5.19,11.91,1009.79
4.99,12.27,3.14
4.95,14.31,1027.6
7.3,11.87,3.14
5.01,12.01,3.14
5.7,18.64,4.44
4.91,11.86,4.75
5.1,12.06,3.63
4.92,11.87,3.14
5.97,12.46,4.59
4.97,11.83,3.37
5.02,12.28,3.13
4.9,11.81,3.96
4.96,12.59,3.52
5.59,11.95,1009.52
4.93,14.45,3.14
5.37,13.99,4.39
4.96,12.43,3.15
6.55,12.16,3.19
5.05,18.46,3.45
7.2,12.17,4.44
5.13,1037.12,3.45
7.02,11.9,3.1
5.79,18.39,1014.08
5.09,12.09,3.22
5.58,11.74,1008.52
4.89,18.7,3.19
5.09,11.97,3.17
4.91,1037.33,3.47
5.24,11.78,3.21
6.35,11.89,4.51
5.25,11.99,3.1
7.06,11.78,3.48
5.19,13.18,3.62
7.71,11.88,3.13
5.03,12.23,3.75
5.02,12.12,3.14
5.19,1013.53,4.03
7.14,18.19,3.13
5.15,12.31,3.15
5.07,1019.79,3.15
5.42,11.84,3.2
5.11,12.04,3.16
4.91,11.88,1027.22
5.13,11.84,3.14
3003.73,11.91,3.98
5.09,12.32,3.17
1004.63,11.84,3.88
7.05,12.32,3.76
5.02,11.77,3.56
1004.7,15.34,3.81
4.96,1013.07,3.13
5.01,11.9,1013.08
5.02,12.15,3.65
7.25,18.31,4.43
1004.8,12.11,3.26
4.94,12.02,3.58
5.63,12.21,3.15
4.94,11.79,4.02
5.32,18.57,1007.31
5.03,12.04,3.22
4.97,12.43,4.44
4.9,11.9,3.22
7.9,12.36,3.11
6.25,1035.57,3.1
6.17,11.93,3.88
5.01,11.95,4.39
4.89,12.29,4.12
5.3,18.28,3.15
4.9,12.42,3.22
5.89,11.95,3.59
4.97,12.56,3.05
6.64,1021.87,1007.79
1005.48,11.7,3.15
