Linux 6.17.0-19-generic (tolokoum-HP-ProBook-640-G4) 	03/06/2026 	_x86_64_	(8 CPU)

18:52:56     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
18:52:57     all    5,55    0,13    3,03   17,53    0,00    0,13    0,00    0,00    0,00   73,64
18:52:58     all    3,77    0,13    3,14   11,93    0,00    0,00    0,00    0,00    0,00   81,03
18:52:59     all    5,06    0,00    4,05    9,61    0,00    0,00    0,00    0,00    0,00   81,29
18:53:00     all    6,42    0,25    4,28   11,46    0,00    0,00    0,00    0,00    0,00   77,58
18:53:01     all    2,03    0,00    2,28   12,44    0,00    0,00    0,00    0,00    0,00   83,25
18:53:02     all    9,38    0,00    9,38    0,00    0,00    0,00    0,00    0,00    0,00   81,24
18:53:03     all    7,20    0,00    6,06    8,84    0,00    0,00    0,00    0,00    0,00   77,90
18:53:04     all    1,77    0,00    1,39   14,54    0,00    0,13    0,00    0,00    0,00   82,17
18:53:05     all    5,44    0,00    4,80    8,72    0,00    0,00    0,00    0,00    0,00   81,04
18:53:06     all   12,17    0,00    1,76    2,01    0,00    0,00    0,00    0,00    0,00   84,07
18:53:07     all   14,05    0,00    1,13    2,26    0,00    0,00    0,00    0,00    0,00   82,56
18:53:08     all   13,16    0,00    0,88    0,00    0,00    0,00    0,00    0,00    0,00   85,96
18:53:09     all   13,14    0,00    1,13    3,00    0,00    0,00    0,00    0,00    0,00   82,73
18:53:10     all   13,03    0,00    0,88    0,63    0,00    0,00    0,00    0,00    0,00   85,46
18:53:11     all   14,52    0,00    1,63   12,52    0,00    0,13    0,00    0,00    0,00   71,21
18:53:12     all   13,48    0,00    0,88   21,16    0,00    0,00    0,00    0,00    0,00   64,48
18:53:13     all   15,86    0,00    2,37   10,74    0,00    0,00    0,00    0,00    0,00   71,04
18:53:14     all   23,19    0,00    5,32   14,83    0,00    0,13    0,00    0,00    0,00   56,53
18:53:15     all   24,25    0,00    5,78   14,70    0,00    0,00    0,00    0,00    0,00   55,28
18:53:16     all   24,65    0,00    6,57    9,73    0,00    0,00    0,00    0,00    0,00   59,04
18:53:17     all   33,46    0,00    9,69   12,33    0,00    0,25    0,00    0,00    0,00   44,28
18:53:18     all   32,70    0,00    9,13    8,62    0,00    0,00    0,00    0,00    0,00   49,56
18:53:19     all   35,23    0,00   11,41    7,10    0,00    0,00    0,00    0,00    0,00   46,26
18:53:20     all   48,42    0,00   15,51    6,05    0,00    0,13    0,00    0,00    0,00   29,89
18:53:21     all   57,23    0,00   17,26    6,73    0,00    0,13    0,00    0,00    0,00   18,65
18:53:22     all   44,21    0,00   13,98    6,05    0,00    0,13    0,00    0,00    0,00   35,64
18:53:23     all   60,03    0,13   18,41    4,67    0,00    0,13    0,00    0,00    0,00   16,65
18:53:24     all   63,54    0,00   17,85    3,80    0,00    0,13    0,00    0,00    0,00   14,68
18:53:25     all   56,46    0,13   17,59    3,54    0,00    0,00    0,00    0,00    0,00   22,28
18:53:26     all   63,02    0,00   19,75    3,02    0,00    0,38    0,00    0,00    0,00   13,84
18:53:27     all   66,83    0,00   19,92    2,14    0,00    0,00    0,00    0,00    0,00   11,10
18:53:28     all   61,49    0,13   17,80    4,17    0,00    0,13    0,00    0,00    0,00   16,29
18:53:29     all   62,53    0,25   18,99    3,16    0,00    0,13    0,00    0,00    0,00   14,94
18:53:30     all   68,35    0,00   20,38    2,15    0,00    0,00    0,00    0,00    0,00    9,11
18:53:31     all   67,01    0,00   20,43    3,55    0,00    0,13    0,00    0,00    0,00    8,88
18:53:32     all   63,88    0,00   20,25    4,88    0,00    0,25    0,00    0,00    0,00   10,75
18:53:33     all   62,63    0,00   19,32    4,42    0,00    0,13    0,00    0,00    0,00   13,51
18:53:34     all   59,65    0,00   18,28    7,82    0,00    0,25    0,00    0,00    0,00   14,00
18:53:35     all   72,75    0,13   21,55    0,63    0,00    0,00    0,00    0,00    0,00    4,94
18:53:36     all   73,30    0,00   19,40    1,76    0,00    0,25    0,00    0,00    0,00    5,29
18:53:37     all   67,04    0,00   20,13    2,77    0,00    0,13    0,00    0,00    0,00    9,94
18:53:38     all   69,19    0,00   20,45    2,02    0,00    0,25    0,00    0,00    0,00    8,08
18:53:39     all   65,74    0,13   20,53    1,51    0,00    0,00    0,00    0,00    0,00   12,09
18:53:40     all   68,73    0,00   20,89    2,78    0,00    0,25    0,00    0,00    0,00    7,34
18:53:41     all   70,85    0,00   22,74    1,13    0,00    0,25    0,00    0,00    0,00    5,03
18:53:42     all   67,00    0,00   18,77    2,77    0,00    0,13    0,00    0,00    0,00   11,34
18:53:43     all   64,90    0,13   20,08    4,55    0,00    0,13    0,00    0,00    0,00   10,23
18:53:44     all   61,47    0,00   19,01    7,35    0,00    0,25    0,00    0,00    0,00   11,91
18:53:45     all   68,94    0,00   21,09    2,53    0,00    0,00    0,00    0,00    0,00    7,45
18:53:46     all   69,49    0,00   20,38    1,52    0,00    0,13    0,00    0,00    0,00    8,48
18:53:47     all   62,63    0,13   19,57    4,29    0,00    0,25    0,00    0,00    0,00   13,13
18:53:48     all   63,41    0,00   19,95    6,99    0,00    0,00    0,00    0,00    0,00    9,66
18:53:49     all   67,80    0,00   17,99    3,02    0,00    0,25    0,00    0,00    0,00   10,94
18:53:50     all   68,31    0,00   21,09    3,66    0,00    0,13    0,00    0,00    0,00    6,82
18:53:51     all   64,86    0,13   19,52    3,78    0,00    0,13    0,00    0,00    0,00   11,59
18:53:52     all   68,51    0,00   19,52    4,79    0,00    0,38    0,00    0,00    0,00    6,80
18:53:53     all   68,10    0,00   18,10    3,67    0,00    0,00    0,00    0,00    0,00   10,13
18:53:54     all   64,05    0,00   19,37    2,78    0,00    0,13    0,00    0,00    0,00   13,67
18:53:55     all   68,97    0,00   21,11    2,51    0,00    0,13    0,00    0,00    0,00    7,29
18:53:56     all   63,12    0,00   19,26    4,56    0,00    0,13    0,00    0,00    0,00   12,93
18:53:57     all   52,39    0,13   16,12    9,95    0,00    0,25    0,00    0,00    0,00   21,16
18:53:58     all   62,77    0,00   18,30    1,52    0,00    0,00    0,00    0,00    0,00   17,41
18:53:59     all   63,29    0,00   18,99    2,03    0,00    0,00    0,00    0,00    0,00   15,70
18:54:00     all   69,22    0,00   21,11    1,13    0,00    0,38    0,00    0,00    0,00    8,17
18:54:01     all   66,79    0,00   19,82    2,40    0,00    0,13    0,00    0,00    0,00   10,86
18:54:02     all   62,17    0,00   19,36    5,61    0,00    0,00    0,00    0,00    0,00   12,87
18:54:03     all   61,10    0,13   18,07    5,27    0,00    0,25    0,00    0,00    0,00   15,18
18:54:04     all   65,11    0,00   19,85    1,90    0,00    0,13    0,00    0,00    0,00   13,02
18:54:05     all   72,02    0,13   22,46    1,51    0,00    0,25    0,00    0,00    0,00    3,64
18:54:06     all   74,06    0,00   22,04    0,88    0,00    0,00    0,00    0,00    0,00    3,02
18:54:07     all   63,51    0,00   17,80   11,36    0,00    0,13    0,00    0,00    0,00    7,20
18:54:08     all   61,99    0,13   19,57    5,81    0,00    0,13    0,00    0,00    0,00   12,37
18:54:09     all   64,28    0,13   19,37    5,28    0,00    0,25    0,00    0,00    0,00   10,69
18:54:10     all   65,95    0,00   19,72    7,04    0,00    0,13    0,00    0,00    0,00    7,16
18:54:11     all   67,72    0,00   19,87    4,18    0,00    0,00    0,00    0,00    0,00    8,23
18:54:12     all   69,26    0,13   21,33    3,89    0,00    0,63    0,00    0,00    0,00    4,77
18:54:13     all   66,71    0,00   21,06    4,29    0,00    0,13    0,00    0,00    0,00    7,82
18:54:14     all   58,53    0,00   18,08   12,52    0,00    0,00    0,00    0,00    0,00   10,87
18:54:15     all   68,10    0,00   21,90    1,77    0,00    0,38    0,00    0,00    0,00    7,85
18:54:16     all   74,15    0,00   22,46    1,25    0,00    0,00    0,00    0,00    0,00    2,13
18:54:17     all   69,86    0,00   20,18    2,14    0,00    0,25    0,00    0,00    0,00    7,57
18:54:18     all   48,56    0,00   14,14   18,15    0,00    0,00    0,00    0,00    0,00   19,15
18:54:19     all   66,84    0,13   21,01    5,32    0,00    0,25    0,00    0,00    0,00    6,46
18:54:20     all   51,58    0,00   14,12   15,89    0,00    0,00    0,00    0,00    0,00   18,41
18:54:21     all   67,55    0,00   21,59    4,80    0,00    0,25    0,00    0,00    0,00    5,81
18:54:22     all   74,31    0,00   20,80    3,51    0,00    0,25    0,00    0,00    0,00    1,13
18:54:23     all   71,57    0,13   22,64    2,52    0,00    0,13    0,00    0,00    0,00    3,02
18:54:24     all   69,64    0,13   22,96    3,51    0,00    0,13    0,00    0,00    0,00    3,64
