procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 7  0      0 10993548 307160 7264424    0    0   111   495 7294   17 11  5 82  2  0  0
 1  1      0 10995612 307164 7264560    0    0     0  3200 4345 9219  6  3 74 18  0  0
 0  1      0 11006172 307164 7260412    0    0     0  1188 2655 3352  4  3 82 12  0  0
 1  0      0 11008644 307172 7264620    0    0     0   536 5868 9556  5  4 81 10  0  0
 0  1      0 11009080 307180 7268740    0    0     0  1864 5237 8658  6  4 78 11  0  0
 2  0      0 11032564 307196 7268744    0    0     0  1072 4265 7700  2  3 83 12  0  0
 1  0      0 10954888 307196 7268728    0    0     0     0 19452 27787  9  9 82  0  0  0
 0  2      0 10956620 307200 7268748    0    0     0  1324 11536 18876  7  6 78  9  0  0
 0  1      0 10961840 307208 7264672    0    0     0  1040 2006 2995  2  2 82 14  0  0
 0  1      0 10967032 307208 7268880    0    0     0   320 5642 9541  6  5 81  9  0  0
 1  0      0 10985384 307216 7268896    0    0     0   236 2972 2992 12  2 84  2  0  0
 1  0      0 10991028 307216 7264824    0    0     0     4 3279 6584 14  1 83  2  0  0
 1  0      0 11003160 307216 7264832    0    0     0     0 2243 1696 13  1 86  0  0  0
 1  1      0 11012896 307228 7268932    0    0     0   168 2511 2371 13  1 83  3  0  0
 1  0      0 11019060 307228 7264804    0    0     0     4 2240 3524 13  1 85  1  0  0
 1  2      0 11016100 307236 7268912    0    0     0  3056 4403 9140 14  2 71 13  0  0
 1  1      0 11022040 307236 7268924    0    0     0   728 2820 3668 14  1 64 21  0  0
 1  1      0 11025068 307248 7269012    0    0     0   576 5518 9389 16  2 71 11  0  0
 2  3      0 11016240 307264 7269068    0    0     0  2144 9804 16355 23  5 56 15  0  0
 2  1      0 11001148 307280 7269060    0    0     0  1624 10036 15802 24  6 55 14  0  0
 3  1      0 10979996 307292 7269188    0    0     0   512 10863 17023 25  7 59 10  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  2      0 10957472 307300 7265128    0    0     0  2116 11900 25221 33 10 44 12  0  0
 4  1      0 10938088 307308 7265136    0    0     0  1264 10361 17730 33  9 49  9  0  0
 6  0      0 10951452 307312 7269328    0    0     0   580 12141 23578 35 11 46  7  0  0
 8  2      0 10941376 307320 7269440    0    0     0  2144 12668 26327 48 16 30  6  0  0
 6  1      0 10936232 307328 7269536    0    0     0  1448 12235 22472 57 17 19  7  0  0
 5  0      0 10929336 307336 7269680    0    0     0   488 12181 26110 44 14 36  6  0  0
 5  2      0 10912840 307356 7269868    0    0     0  2492 13019 26064 60 19 17  5  0  0
 8  1      0 10873996 307360 7269892    0    0     0  1288 12627 24800 64 18 15  4  0  0
 6  1      0 10905632 307364 7269876    0    0     0   544 12202 25992 56 17 22  4  0  0
 8  2      0 10907324 307364 7270012    0    0     0  1520 14042 29113 63 20 14  3  0  0
 8  1      0 10901052 307364 7269932    0    0     0  1588 12133 23517 67 20 11  2  0  0
 6  2      0 10912336 307368 7270032    0    0     0   952 12180 24658 62 18 16  4  0  0
 7  1      0 10911384 307392 7269812    0    0     0   528 15170 31667 62 19 15  3  0  0
12  2      0 10919636 307408 7270124    0    0     0  2056 16159 31501 68 21  9  2  0  0
 7  4      0 10917036 307412 7270084    0    0     0  1208 14433 26326 67 20  9  4  0  0
 8  4      0 10917048 307416 7270260    0    0     0  2104 12931 20549 65 20 11  5  0  0
 8  2      0 10906332 307428 7270268    0    0     0   876 12999 23319 62 20 13  5  0  0
 8  1      0 10900904 307440 7270388    0    0     0   568 14137 26902 60 18 14  8  0  0
 9 10      0 10863956 307448 7266276    0    0     0  2052 15974 26716 73 22  5  1  0  0
 6  2      0 10875812 307448 7270320    0    0     0   572 13922 24666 73 20  5  2  0  0
 8  2      0 10881784 307448 7270348    0    0     0  2340 13546 24275 67 20 10  3  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
11  1      0 10875240 307468 7270400    0    0     0   788 12285 20316 69 21  8  2  0  0
 9  1      0 10886068 307468 7270480    0    0     0   496 13861 27020 66 21 12  2  0  0
 7  2      0 10886240 307476 7270468    0    0     0  2312 11931 20562 68 21  8  3  0  0
30  1      0 10905316 307476 7266108    0    0     0  1544 13107 21539 71 23  5  1  0  0
 6  2      0 10927956 307488 7270212    0    0     0  1144 12157 21227 67 19 11  3  0  0
 6  2      0 10910712 307492 7270644    0    0     0  2084 13844 26791 65 20 10  5  0  0
 8  1      0 10904660 307500 7270516    0    0     0   784 12097 23570 61 19 12  8  0  0
 7  1      0 10869688 307500 7266452    0    0     0  1984 12000 20963 69 21  7  2  0  0
10  1      0 10883980 307512 7266484    0    0     0  1292 11644 20047 70 20  8  2  0  0
 8  2      0 10900548 307516 7270544    0    0     0  1316 12323 23019 63 20 13  4  0  0
 6  3      0 10892104 307528 7266816    0    0     0  1576 13390 26345 63 20 10  7  0  0
12  0      0 10893920 307540 7266860    0    0     0   656 12451 25858 68 18 11  3  0  0
 7  3      0 10894324 307544 7266900    0    0     0  1912 12592 23123 69 21  7  3  0  0
12  3      0 10917176 307548 7266844    0    0     0  1200 12406 21591 65 19 12  4  0  0
 6 12      0 10920948 307552 7271028    0    0     0  1392 11395 19055 68 20  7  5  0  0
 8  1      0 10897456 307556 7271044    0    0     0  1320 13078 24876 68 18 10  4  0  0
 8  1      0 10884760 307564 7271028    0    0     0   500 14052 27923 64 20 14  3  0  0
10  2      0 10901488 307572 7266724    0    0     0  2068 12165 20753 69 21  7  3  0  0
11  3      0 10939808 307576 7266656    0    0     0  1072 12550 23762 63 19 13  4  0  0
11  1      0 10932388 307576 7266656    0    0     0  1252 10229 18567 53 16 21 10  0  0
 7  1      0 10915096 307580 7270776    0    0     0   480 12172 23299 63 18 17  2  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 8  1      0 10899940 307584 7270876    0    0     0   316 12538 24149 63 20 16  2  0  0
 9  2      0 10889248 307584 7266824    0    0     0  2448 12891 23035 70 21  8  1  0  0
 8  2      0 10906440 307584 7266844    0    0     0    16 11441 21442 66 20 11  2  0  0
 2  9      0 10923184 307584 7266768    0    0     0  2072 11719 21162 61 19 13  6  0  0
 8  1      0 10910380 307600 7270880    0    0     0  1168 12545 23947 62 18 15  4  0  0
14  1      0 10901180 307604 7271068    0    0     0   500 13367 25042 65 20 13  2  0  0
12  2      0 10908304 307616 7271100    0    0     0  2360 12767 19727 72 23  3  2  0  0
18  2      0 10917308 307616 7271276    0    0     0  1660 13771 21739 74 22  3  1  0  0
27 11      0 10876168 307616 7272980    0    0     0  1464 11693 17708 63 18  8 11  0  0
10  2      0 10875228 307632 7270952    0    0     0  1196 12659 26075 62 20 12  6  0  0
11  1      0 10885504 307656 7270988    0    0     0   736 12778 23258 64 20 11  5  0  0
11  2      0 10906064 307668 7271396    0    0     0  2344 13230 20587 65 20  8  8  0  0
10  2      0 10902016 307672 7271412    0    0     0   604 11757 21492 68 20  8  3  0  0
 9  3      0 10904400 307676 7271292    0    0     0  1880 14011 24280 70 22  5  4  0  0
14  2      0 10891788 307704 7271296    0    0     0  1184 12279 20469 68 21  8  4  0  0
11  2      0 10894384 307712 7271488    0    0     0  1208 10661 18278 58 18 11 13  0  0
10  1      0 10903152 307728 7271520    0    0     0   716 13895 25432 68 22  8  2  0  0
11 11      0 10896268 307728 7271544    0    0     0  2396 12448 18752 74 23  2  1  0  0
