protocol,auth_mode,sig_alg,kem,kem_class,security_level,sig_family,network_profile,n_total,n_success,n_failed,success_rate_pct,n_blocks_pooled,n_files_pooled,mean_ms,stdev_ms,ci95_low_ms,ci95_high_ms,ci95_method,ci95_naive_low_ms,ci95_naive_high_ms,median_ms,p95_ms,p99_ms,min_ms,max_ms
tls,single,ed25519,P-256,classique,L1,classique,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,275.537,120.84,266.903,284.171,bootstrap_blocs,264.945,286.129,256.465,257.552,1261.682,252.04,1308.47
tls,single,ed25519,hqc128,pq_pur,L1,classique,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,332.276,154.516,315.168,346.934,bootstrap_blocs,318.732,345.82,306.95,544.361,1322.109,267.8,1793.35
tls,single,ed25519,mlkem512,pq_pur,L1,classique,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,273.871,120.204,264.357,281.584,bootstrap_blocs,263.335,284.408,256.33,257.393,1265.845,252.14,1301.13
tls,single,ed25519,p256_hqc128,hybride,L1,classique,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,331.83,105.563,328.517,337.076,bootstrap_blocs,322.577,341.083,317.73,333.308,795.899,273.53,1357.61
tls,single,ed25519,p256_mlkem512,hybride,L1,classique,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,282.48,103.05,278.963,286.244,bootstrap_blocs,273.448,291.513,268.74,273.365,909.654,257.51,1416.07
tls,single,ed25519,x25519_hqc128,hybride,L1,classique,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,329.08,130.705,319.09,342.185,bootstrap_blocs,317.623,340.536,306.16,544.118,1285.295,267.85,1346.66
tls,single,ed25519,x25519_mlkem512,hybride,L1,classique,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,284.8,172.572,271.017,299.99,bootstrap_blocs,269.673,299.926,257.3,258.262,1283.725,253.0,2311.72
tls,single,ed25519,x25519,classique,L1,classique,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,266.141,88.587,260.562,270.998,bootstrap_blocs,258.376,273.906,255.97,256.741,636.134,251.98,1316.63
tls,single,mldsa44,P-256,classique,L1,pq,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,278.343,129.769,267.028,286.228,bootstrap_blocs,266.969,289.718,255.875,379.495,1263.809,252.08,1439.42
tls,single,mldsa44,hqc128,pq_pur,L1,pq,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,335.841,158.16,321.904,349.778,bootstrap_blocs,321.978,349.704,303.815,432.087,1316.084,265.92,1353.0
tls,single,mldsa44,mlkem512,pq_pur,L1,pq,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,276.477,109.953,268.618,282.733,bootstrap_blocs,266.839,286.114,255.66,381.2,762.729,251.98,1309.13
tls,single,mldsa44,p256_hqc128,hybride,L1,pq,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,345.129,192.842,330.897,359.362,bootstrap_blocs,328.226,362.033,314.325,445.641,1318.698,277.56,3385.81
tls,single,mldsa44,p256_mlkem512,hybride,L1,pq,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,302.081,174.35,294.348,313.671,bootstrap_blocs,286.798,317.363,269.11,393.524,1324.026,257.79,2337.39
tls,single,mldsa44,x25519_hqc128,hybride,L1,pq,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,332.473,161.61,320.521,344.606,bootstrap_blocs,318.307,346.639,303.935,433.785,1327.316,270.22,2296.72
tls,single,mldsa44,x25519_mlkem512,hybride,L1,pq,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,290.754,156.652,272.925,303.856,bootstrap_blocs,277.023,304.485,256.535,382.907,1293.804,252.11,1441.45
tls,single,mldsa44,x25519,classique,L1,pq,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,288.326,158.695,280.361,297.353,bootstrap_blocs,274.416,302.236,255.615,381.241,1260.674,252.0,1307.7
tls,single,mldsa65,P-384,classique,L3,pq,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,291.576,134.869,279.731,305.882,bootstrap_blocs,279.754,303.398,260.155,541.933,770.821,253.03,1505.77
tls,single,mldsa65,hqc192,pq_pur,L3,pq,simple_loss1.3_delay62.51ms,500,500,0,100.0,4,4,460.246,135.049,454.479,466.012,bootstrap_blocs,448.408,472.083,436.86,560.296,1420.945,400.43,1741.63
