protocol,auth_mode,sig_alg,kem,kem_class,security_level,sig_family,network_profile,n_total,n_success,n_failed,success_rate_pct,mean_ms,stdev_ms,ci95_low_ms,ci95_high_ms,median_ms,p95_ms,p99_ms,min_ms,max_ms
tls,mutual,ed25519,P-256,classique,L1,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,141.28,45.68,137.276,145.284,139.98,142.207,146.843,126.1,1149.12
tls,mutual,ed25519,hqc128,pq_pur,L1,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,191.629,69.163,185.566,197.691,187.72,190.94,311.006,139.79,1206.29
tls,mutual,ed25519,mlkem512,pq_pur,L1,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,141.974,47.513,137.809,146.138,140.03,141.506,143.862,125.46,1199.05
tls,mutual,ed25519,p256_hqc128,hybride,L1,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,193.8,67.744,187.862,199.738,192.35,199.593,330.608,144.17,1182.83
tls,mutual,ed25519,p256_mlkem512,hybride,L1,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,156.162,64.249,150.53,161.794,152.72,157.382,161.133,130.25,1171.58
tls,mutual,ed25519,x25519_hqc128,hybride,L1,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,197.657,117.785,187.332,207.981,187.645,191.523,1188.097,140.14,1337.32
tls,mutual,ed25519,x25519_mlkem512,hybride,L1,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,144.147,36.921,140.911,147.384,140.87,142.792,323.902,125.37,533.69
tls,mutual,ed25519,x25519,classique,L1,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,137.485,12.831,136.36,138.609,138.175,142.015,146.467,125.16,396.14
tls,mutual,mldsa44,P-256,classique,L1,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,169.855,94.043,161.612,178.098,159.57,176.435,240.827,143.48,1190.25
tls,mutual,mldsa44,hqc128,pq_pur,L1,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,196.15,67.105,190.268,202.032,193.505,211.244,245.59,157.38,1225.09
tls,mutual,mldsa44,mlkem512,pq_pur,L1,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,163.161,11.055,162.192,164.13,162.79,176.611,179.483,143.5,236.69
tls,mutual,mldsa44,p256_hqc128,hybride,L1,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,202.552,15.57,201.188,203.917,203.53,219.01,261.772,167.25,285.75
tls,mutual,mldsa44,p256_mlkem512,hybride,L1,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,186.706,69.691,180.597,192.815,182.6,185.845,245.094,146.52,1313.64
tls,mutual,mldsa44,x25519_hqc128,hybride,L1,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,206.672,89.906,198.791,214.552,204.835,213.984,431.251,156.41,1385.22
tls,mutual,mldsa44,x25519_mlkem512,hybride,L1,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,174.205,52.527,169.601,178.809,174.625,178.371,233.49,141.75,1310.53
tls,mutual,mldsa44,x25519,classique,L1,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,174.805,70.295,168.643,180.966,173.795,177.94,210.26,141.47,1319.91
tls,mutual,mldsa65,P-384,classique,L3,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,183.601,66.347,177.785,189.416,181.335,192.696,250.547,156.68,1206.82
tls,mutual,mldsa65,hqc192,pq_pur,L3,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,276.809,56.527,271.854,281.764,272.815,295.637,305.455,244.53,1396.44
