P-521,p521_mlkem1024,mlkem1024
5.27,20.82,3.59
6.46,12.05,4.29
5.24,11.96,3.83
4.98,18.52,3.62
4.99,18.73,4.67
5.33,12.42,3.55
5.18,12.46,3.19
5.14,18.26,3.78
4.97,14.42,4.49
5.03,12.62,3.67
7.54,11.98,3.63
7.52,12.38,3.42
7.04,11.84,4.28
5.6,12.33,3.4
5.24,11.93,3.34
5.01,14.48,4.65
7.38,14.33,3.13
5.06,12.1,4.08
7.49,18.27,3.09
4.95,13.15,4.64
5.12,18.18,3.18
4.98,14.39,3.23
7.62,14.1,4.4
5.06,12.48,3.15
5.02,11.88,3.44
6.25,14.49,3.53
4.97,12.08,3.68
4.95,13.52,3.15
5.39,12.52,3.73
5.15,12.61,3.22
5.42,12.75,3.54
5.09,14.07,3.07
7.37,14.58,4.53
6.26,13.14,4.43
5.16,14.12,4.12
6.24,11.92,3.81
5.12,13.45,3.13
6.31,11.89,3.54
4.89,19.02,4.38
5.42,18.98,4.1
6.53,12.36,3.12
5.02,12.26,3.59
5.22,12.1,3.15
5.19,12.38,3.48
5.39,12.28,3.06
5.66,18.68,3.42
5.1,12.89,3.12
4.91,12.48,3.27
5.16,11.99,3.27
4.98,12.59,3.1
5.58,14.52,3.28
4.96,12.41,3.13
7.22,18.74,4.96
4.92,11.95,3.13
5.05,12.68,3.39
4.92,12.03,5.02
5.16,14.72,3.21
5.07,11.98,4.54
4.94,13.0,3.17
5.69,14.25,3.61
4.93,14.57,3.17
5.38,11.9,3.23
5.07,18.6,3.9
5.18,12.36,3.06
4.96,12.09,3.31
5.09,12.52,3.12
4.95,11.87,3.15
5.64,11.71,3.27
4.93,11.8,3.19
7.37,11.88,3.33
4.93,18.41,3.17
7.0,12.98,5.15
5.04,12.36,3.12
5.19,11.97,3.17
4.94,12.87,3.14
7.25,12.78,3.12
4.96,11.99,3.26
5.19,12.85,3.13
4.97,18.21,3.47
5.03,12.12,3.33
7.04,11.82,4.45
5.07,11.92,3.14
5.03,11.95,3.16
4.95,12.46,3.31
5.56,12.03,3.51
4.91,11.76,3.13
5.5,11.8,3.46
4.92,12.38,3.15
5.0,11.94,3.15
4.95,13.11,3.15
5.01,12.09,4.41
4.97,12.1,3.68
6.99,14.04,3.25
7.33,15.53,3.28
5.07,12.61,3.2
6.99,14.08,3.13
5.69,12.04,3.59
6.57,12.62,3.13
5.02,12.71,4.53
7.07,11.88,3.23
5.0,12.21,3.95
5.35,11.81,3.17
7.03,12.43,4.48
5.24,11.88,3.21
5.27,11.91,4.52
5.2,12.87,3.39
4.92,12.09,3.11
5.16,11.86,3.37
4.97,12.15,4.42
4.91,11.99,3.52
5.67,12.03,3.19
4.92,11.9,3.26
5.47,12.4,3.46
4.89,12.21,3.14
4.9,11.83,3.21
4.91,12.91,3.25
5.24,18.97,4.99
5.42,12.14,3.11
5.11,18.53,3.78
5.45,18.25,4.79
4.95,18.27,3.23
5.45,12.53,3.65
5.22,11.88,3.13
5.05,12.52,3.36
4.92,12.08,3.15
5.21,12.52,3.31
5.14,11.94,3.57
5.35,12.01,3.18
4.91,18.19,5.01
7.74,12.19,3.14
4.98,12.77,4.62
6.99,13.28,3.15
5.01,13.48,3.13
4.92,20.69,4.91
5.23,18.36,3.04
4.94,19.05,3.66
5.0,19.13,3.27
4.97,20.26,3.12
5.15,12.41,3.39
5.31,12.52,3.13
4.93,11.91,3.51
