protocol,auth_mode,sig_alg,kem,kem_class,security_level,sig_family,network_profile,n_total,n_success,n_failed,success_rate_pct,n_blocks_pooled,n_files_pooled,mean_ms,stdev_ms,ci95_low_ms,ci95_high_ms,ci95_method,ci95_naive_low_ms,ci95_naive_high_ms,median_ms,p95_ms,p99_ms,min_ms,max_ms
tls,mutual,ed25519,P-256,classique,L1,classique,stable,500,500,0,100.0,4,4,267.898,523.181,243.676,292.12,bootstrap_blocs,222.039,313.757,6.245,1248.9,2267.278,5.05,4084.97
tls,mutual,ed25519,hqc128,pq_pur,L1,classique,stable,500,500,0,100.0,4,4,390.917,765.654,371.358,420.261,bootstrap_blocs,323.805,458.03,23.62,1529.651,3169.104,18.81,6603.39
tls,mutual,ed25519,mlkem512,pq_pur,L1,classique,stable,500,500,0,100.0,4,4,304.321,653.196,253.612,357.88,bootstrap_blocs,247.066,361.576,6.48,1452.374,3072.286,5.16,6372.72
tls,mutual,ed25519,p256_hqc128,hybride,L1,classique,stable,500,500,0,100.0,4,4,345.026,776.668,311.432,378.62,bootstrap_blocs,276.948,413.104,28.52,1451.374,2323.657,23.44,10768.26
tls,mutual,ed25519,p256_mlkem512,hybride,L1,classique,stable,500,500,0,100.0,4,4,279.644,610.616,270.821,288.467,bootstrap_blocs,226.121,333.167,12.17,1243.808,2120.437,10.18,7198.42
tls,mutual,ed25519,x25519_hqc128,hybride,L1,classique,stable,500,500,0,100.0,4,4,361.797,598.701,304.166,402.615,bootstrap_blocs,309.319,414.276,23.61,1310.013,2086.667,19.11,5165.51
tls,mutual,ed25519,x25519_mlkem512,hybride,L1,classique,stable,500,500,0,100.0,4,4,275.742,577.897,238.194,313.29,bootstrap_blocs,225.087,326.397,6.91,1293.375,2108.737,5.38,4545.81
tls,mutual,ed25519,x25519,classique,L1,classique,stable,500,500,0,100.0,4,4,339.579,823.469,304.947,383.985,bootstrap_blocs,267.399,411.76,6.915,1225.294,2248.636,5.09,13150.69
tls,mutual,mldsa44,P-256,classique,L1,pq,stable,500,500,0,100.0,4,4,595.445,2811.9,479.271,748.036,bootstrap_blocs,348.971,841.919,23.38,1501.687,3363.869,20.31,52543.85
tls,mutual,mldsa44,hqc128,pq_pur,L1,pq,stable,500,500,0,100.0,4,4,485.535,1068.345,388.976,596.286,bootstrap_blocs,391.891,579.18,38.95,1667.423,3364.102,34.57,16415.85
tls,mutual,mldsa44,mlkem512,pq_pur,L1,pq,stable,500,500,0,100.0,4,4,458.395,932.028,372.895,526.099,bootstrap_blocs,376.7,540.091,24.5,2080.069,4125.567,19.74,11451.25
tls,mutual,mldsa44,p256_hqc128,hybride,L1,pq,stable,500,499,1,99.8,4,4,576.583,2498.436,465.967,737.582,bootstrap_blocs,357.366,795.799,48.03,1719.167,3598.048,38.35,52836.01
tls,mutual,mldsa44,p256_mlkem512,hybride,L1,pq,stable,500,500,0,100.0,4,4,396.912,811.171,288.001,518.14,bootstrap_blocs,325.809,468.014,28.03,1494.536,3392.775,24.69,8486.25
tls,mutual,mldsa44,x25519_hqc128,hybride,L1,pq,stable,500,500,0,100.0,4,4,540.984,1468.076,473.32,646.941,bootstrap_blocs,412.301,669.666,39.56,1922.679,4124.693,34.36,27634.48
tls,mutual,mldsa44,x25519_mlkem512,hybride,L1,pq,stable,500,500,0,100.0,4,4,377.77,678.335,306.902,448.638,bootstrap_blocs,318.312,437.229,23.975,1497.089,3152.745,19.61,4170.5
tls,mutual,mldsa44,x25519,classique,L1,pq,stable,500,500,0,100.0,4,4,406.113,718.113,349.79,462.436,bootstrap_blocs,343.167,469.058,23.565,1698.894,3132.556,15.63,4403.36
tls,mutual,mldsa65,P-384,classique,L3,pq,stable,500,500,0,100.0,4,4,474.259,1006.462,415.714,527.494,bootstrap_blocs,386.039,562.48,33.91,1896.763,3776.227,28.34,12847.18
tls,mutual,mldsa65,hqc192,pq_pur,L3,pq,stable,500,500,0,100.0,4,4,534.016,1060.988,519.189,556.402,bootstrap_blocs,441.016,627.016,76.86,2148.713,4251.779,72.05,13591.7
tls,mutual,mldsa65,mlkem768,pq_pur,L3,pq,stable,500,500,0,100.0,4,4,489.59,1518.72,397.59,551.513,bootstrap_blocs,356.469,622.712,33.765,1899.195,3595.857,27.98,26633.36
tls,mutual,mldsa65,p384_hqc192,hybride,L3,pq,stable,500,500,0,100.0,4,4,551.984,1004.951,529.227,581.298,bootstrap_blocs,463.896,640.071,87.28,1950.303,4222.388,76.11,14115.44
tls,mutual,mldsa65,p384_mlkem768,hybride,L3,pq,stable,500,500,0,100.0,4,4,389.032,702.512,363.914,413.798,bootstrap_blocs,327.454,450.61,40.945,1522.114,3564.288,34.85,5221.28
tls,mutual,mldsa65,x448_hqc192,hybride,L3,pq,stable,500,500,0,100.0,4,4,656.712,2474.21,460.635,904.872,bootstrap_blocs,439.838,873.586,83.67,1967.626,3787.212,67.72,52772.62
tls,mutual,mldsa65,x448_mlkem768,hybride,L3,pq,stable,500,500,0,100.0,4,4,437.36,1363.708,359.722,535.438,bootstrap_blocs,317.826,556.894,35.32,1494.821,3381.621,27.62,26670.6
tls,mutual,mldsa65,x448,classique,L3,pq,stable,500,500,0,100.0,4,4,432.402,764.513,394.436,476.182,bootstrap_blocs,365.389,499.414,34.695,1532.449,3098.642,27.38,7219.08
tls,mutual,mldsa87,P-521,classique,L5,pq,stable,500,500,0,100.0,4,4,491.586,889.69,407.333,585.673,bootstrap_blocs,413.601,569.571,49.38,1768.437,4198.796,40.9,7660.85
tls,mutual,mldsa87,hqc256,pq_pur,L5,pq,stable,500,500,0,100.0,4,4,691.342,1329.257,564.11,818.575,bootstrap_blocs,574.828,807.857,147.545,2270.626,6490.395,119.66,15417.61
tls,mutual,mldsa87,mlkem1024,pq_pur,L5,pq,stable,500,500,0,100.0,4,4,431.6,749.972,370.358,473.404,bootstrap_blocs,365.862,497.338,46.545,1501.259,3207.488,38.76,9761.36
tls,mutual,mldsa87,p521_hqc256,hybride,L5,pq,stable,500,500,0,100.0,4,4,651.063,1525.774,556.047,783.796,bootstrap_blocs,517.323,784.803,136.995,1824.07,4698.613,125.42,26673.52
tls,mutual,mldsa87,p521_mlkem1024,hybride,L5,pq,stable,500,500,0,100.0,4,4,475.546,794.048,406.385,544.707,bootstrap_blocs,405.944,545.147,59.555,1890.795,3215.847,48.99,6662.29
tls,mutual,secp384r1,P-384,classique,L3,classique,stable,500,500,0,100.0,4,4,346.866,679.851,253.837,439.895,bootstrap_blocs,287.274,406.458,10.195,1288.364,3069.823,8.06,7209.49
