protocol,auth_mode,sig_alg,kem,kem_class,security_level,sig_family,network_profile,n_total,n_success,n_failed,success_rate_pct,n_blocks_pooled,n_files_pooled,mean_ms,stdev_ms,ci95_low_ms,ci95_high_ms,ci95_method,ci95_naive_low_ms,ci95_naive_high_ms,median_ms,p95_ms,p99_ms,min_ms,max_ms
tls,single,ed25519,P-256,classique,L1,classique,stable,500,500,0,100.0,4,4,292.722,494.822,242.054,345.343,bootstrap_blocs,249.349,336.095,2.415,1258.904,2039.877,1.59,2668.5
tls,single,ed25519,hqc128,pq_pur,L1,classique,stable,500,500,0,100.0,4,4,367.81,917.97,347.787,390.552,bootstrap_blocs,287.346,448.273,21.565,1306.074,3125.105,16.51,14357.39
tls,single,ed25519,mlkem512,pq_pur,L1,classique,stable,500,500,0,100.0,4,4,277.25,520.734,259.497,295.792,bootstrap_blocs,231.606,322.895,4.455,1235.728,2035.284,1.56,4100.99
tls,single,ed25519,p256_hqc128,hybride,L1,classique,stable,500,500,0,100.0,4,4,353.049,660.683,303.467,405.529,bootstrap_blocs,295.137,410.96,26.395,1324.557,3087.358,20.24,6443.51
tls,single,ed25519,p256_mlkem512,hybride,L1,classique,stable,500,500,0,100.0,4,4,298.464,844.005,245.346,344.224,bootstrap_blocs,224.483,372.444,11.695,1284.244,3108.591,6.62,12983.91
tls,single,ed25519,x25519_hqc128,hybride,L1,classique,stable,500,500,0,100.0,4,4,423.694,1394.826,388.857,456.825,bootstrap_blocs,301.432,545.956,20.06,1667.107,3323.638,15.88,27228.68
tls,single,ed25519,x25519_mlkem512,hybride,L1,classique,stable,500,500,0,100.0,4,4,305.793,589.814,243.477,365.531,bootstrap_blocs,254.094,357.493,2.885,1076.465,3110.668,1.78,4127.7
tls,single,ed25519,x25519,classique,L1,classique,stable,500,500,0,100.0,4,4,285.082,482.744,256.278,303.287,bootstrap_blocs,242.768,327.396,2.56,1224.833,1885.016,1.42,3099.28
tls,single,mldsa44,P-256,classique,L1,pq,stable,500,500,0,100.0,4,4,322.245,691.188,304.678,339.813,bootstrap_blocs,261.66,382.831,2.505,1453.32,3327.292,1.49,6357.45
tls,single,mldsa44,hqc128,pq_pur,L1,pq,stable,500,500,0,100.0,4,4,351.484,680.014,319.295,396.065,bootstrap_blocs,291.878,411.09,20.33,1476.031,3321.801,15.46,6404.53
tls,single,mldsa44,mlkem512,pq_pur,L1,pq,stable,500,500,0,100.0,4,4,384.287,1355.885,319.463,449.111,bootstrap_blocs,265.438,503.135,2.105,1473.396,3111.468,1.36,26353.77
tls,single,mldsa44,p256_hqc128,hybride,L1,pq,stable,500,500,0,100.0,4,4,472.921,850.262,419.185,520.049,bootstrap_blocs,398.392,547.45,27.42,2106.459,3525.463,20.17,6427.88
