protocol,auth_mode,sig_alg,kem,kem_class,security_level,sig_family,network_profile,n_total,n_success,n_failed,success_rate_pct,n_blocks_pooled,n_files_pooled,mean_ms,stdev_ms,ci95_low_ms,ci95_high_ms,ci95_method,ci95_naive_low_ms,ci95_naive_high_ms,median_ms,p95_ms,p99_ms,min_ms,max_ms
tls,single,mldsa44,p256_mlkem512,hybride,L1,pq,stable,500,500,0,100.0,4,4,330.715,615.173,287.14,378.042,bootstrap_blocs,276.793,384.637,8.805,1497.47,2938.583,6.74,3342.86
tls,single,mldsa44,x25519_hqc128,hybride,L1,pq,stable,500,500,0,100.0,4,4,356.025,574.006,303.936,399.654,bootstrap_blocs,305.711,406.339,32.91,1519.34,2133.198,15.8,3304.46
tls,single,mldsa44,x25519_mlkem512,hybride,L1,pq,stable,500,500,0,100.0,4,4,306.423,659.731,280.514,336.038,bootstrap_blocs,248.595,364.251,2.665,1447.651,2735.307,1.65,6369.65
tls,single,mldsa44,x25519,classique,L1,pq,stable,500,500,0,100.0,4,4,328.917,773.783,260.816,397.018,bootstrap_blocs,261.092,396.742,2.035,1431.376,4206.787,1.32,6623.27
tls,single,mldsa65,P-384,classique,L3,pq,stable,500,500,0,100.0,4,4,382.374,811.317,332.336,432.412,bootstrap_blocs,311.259,453.489,4.67,1448.468,3492.809,2.73,7655.4
tls,single,mldsa65,hqc192,pq_pur,L3,pq,stable,500,500,0,100.0,4,4,448.893,764.491,382.68,486.355,bootstrap_blocs,381.883,515.904,55.495,1902.783,3207.973,43.38,6639.68
tls,single,mldsa65,mlkem768,pq_pur,L3,pq,stable,500,500,0,100.0,4,4,395.202,822.469,344.203,446.916,bootstrap_blocs,323.109,467.294,2.775,1676.106,4083.455,1.4,6411.0
tls,single,mldsa65,p384_hqc192,hybride,L3,pq,stable,500,500,0,100.0,4,4,517.091,1158.482,456.239,568.657,bootstrap_blocs,415.546,618.637,62.84,1732.641,5427.334,49.44,13213.32
tls,single,mldsa65,p384_mlkem768,hybride,L3,pq,stable,500,500,0,100.0,4,4,288.308,547.009,276.675,300.308,bootstrap_blocs,240.361,336.256,10.76,1296.148,2092.307,8.06,3340.17
tls,single,mldsa65,x448_hqc192,hybride,L3,pq,stable,500,500,0,100.0,4,4,429.107,746.41,382.541,473.356,bootstrap_blocs,363.681,494.533,53.455,1710.921,3325.516,44.73,6431.83
tls,single,mldsa65,x448_mlkem768,hybride,L3,pq,stable,500,500,0,100.0,4,4,373.48,884.42,323.444,423.515,bootstrap_blocs,295.957,451.002,5.325,1484.477,4156.303,2.79,8237.97
tls,single,mldsa65,x448,classique,L3,pq,stable,500,500,0,100.0,4,4,362.892,665.699,328.715,393.807,bootstrap_blocs,304.54,421.243,9.065,1631.818,3118.155,2.18,4392.51
tls,single,mldsa87,P-521,classique,L5,pq,stable,500,500,0,100.0,4,4,406.859,885.822,366.265,447.454,bootstrap_blocs,329.214,484.505,4.995,1650.926,3087.587,2.67,13436.82
tls,single,mldsa87,hqc256,pq_pur,L5,pq,stable,500,500,0,100.0,4,4,594.928,1709.884,472.349,751.381,bootstrap_blocs,445.05,744.806,87.67,2164.278,4722.263,78.55,30474.04
tls,single,mldsa87,mlkem1024,pq_pur,L5,pq,stable,500,500,0,100.0,4,4,378.614,737.998,354.345,411.048,bootstrap_blocs,313.926,443.303,2.985,1661.885,3318.238,1.6,7415.56
tls,single,mldsa87,p521_hqc256,hybride,L5,pq,stable,500,500,0,100.0,4,4,577.818,991.702,491.381,658.547,bootstrap_blocs,490.891,664.744,140.015,2371.354,5968.462,84.45,6878.03
tls,single,mldsa87,p521_mlkem1024,hybride,L5,pq,stable,500,500,0,100.0,4,4,443.998,1422.021,341.627,554.015,bootstrap_blocs,319.353,568.644,13.55,1495.247,4342.043,8.2,26427.8
tls,single,secp384r1,P-384,classique,L3,classique,stable,500,500,0,100.0,4,4,310.077,649.725,283.516,336.638,bootstrap_blocs,253.126,367.028,5.45,1229.22,3057.541,3.79,6591.58
tls,single,secp384r1,hqc192,pq_pur,L3,classique,stable,500,500,0,100.0,4,4,362.034,694.032,349.898,372.548,bootstrap_blocs,301.199,422.868,51.23,1503.615,3210.868,44.28,6647.27
tls,single,secp384r1,mlkem768,pq_pur,L3,classique,stable,500,500,0,100.0,4,4,269.539,570.615,243.286,303.483,bootstrap_blocs,219.523,319.556,4.02,1254.891,2089.265,2.69,4728.83
tls,single,secp384r1,p384_hqc192,hybride,L3,classique,stable,500,500,0,100.0,4,4,550.895,1181.705,495.375,642.667,bootstrap_blocs,447.314,654.476,61.46,1761.612,6429.428,50.27,14456.8
tls,single,secp384r1,p384_mlkem768,hybride,L3,classique,stable,500,500,0,100.0,4,4,313.852,607.888,245.667,381.446,bootstrap_blocs,260.569,367.136,11.945,1253.218,3107.132,9.02,4145.55
tls,single,secp384r1,x448_hqc192,hybride,L3,classique,stable,500,500,0,100.0,4,4,556.047,2496.261,388.77,778.283,bootstrap_blocs,337.24,774.853,55.15,1546.505,3353.361,45.56,53564.02
tls,single,secp384r1,x448_mlkem768,hybride,L3,classique,stable,500,500,0,100.0,4,4,270.784,655.654,221.768,319.8,bootstrap_blocs,213.313,328.254,5.39,1255.883,2735.618,4.11,6386.23
tls,single,secp384r1,x448,classique,L3,classique,stable,500,500,0,100.0,4,4,268.95,555.973,210.423,318.079,bootstrap_blocs,220.217,317.683,5.02,1085.304,2093.376,3.35,6579.09
tls,single,secp521r1,P-521,classique,L5,classique,stable,500,500,0,100.0,4,4,294.935,627.427,259.981,329.889,bootstrap_blocs,239.939,349.931,6.04,1214.455,2108.312,3.75,6606.93
tls,single,secp521r1,hqc256,pq_pur,L5,classique,stable,500,500,0,100.0,4,4,709.147,2631.93,556.761,910.981,bootstrap_blocs,478.448,939.846,91.105,1975.287,4733.436,79.39,52798.92
tls,single,secp521r1,mlkem1024,pq_pur,L5,classique,stable,500,500,0,100.0,4,4,283.961,646.383,247.725,321.186,bootstrap_blocs,227.303,340.618,4.02,1435.075,2711.163,3.0,7210.38
tls,single,secp521r1,p521_hqc256,hybride,L5,classique,stable,500,500,0,100.0,4,4,446.586,714.868,440.758,457.485,bootstrap_blocs,383.925,509.246,94.1,1608.179,3182.111,85.19,7252.0
tls,single,secp521r1,p521_mlkem1024,hybride,L5,classique,stable,500,500,0,100.0,4,4,255.255,538.089,214.551,295.958,bootstrap_blocs,208.089,302.42,11.46,1276.65,2262.759,9.38,4145.76
