procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  1      0 17140680  83336 4886484    0    0  2387   491 5260    5  5  2 87  6  0  0
 4  0      0 17142496  83368 4886568    0    0     0  1548 2795 3572  3  2 76 19  0  0
 3  1      0 17128544  83448 4886880    0    0     0   848 5660 9462  5  4 79 11  0  0
 3  1      0 17122740  83500 4887168    0    0   152  1500 5620 7827  8  5 77 11  0  0
 4  1      0 17105924  83548 4887088    0    0     0   624 6853 12865  4  4 83 10  0  0
 2  1      0 17104916  83636 4887176    0    0     0  1320 3264 4941  4  3 78 15  0  0
 3  1      0 17113480  83684 4888596    0    0  1328   436 6231 9268  5  4 80 10  0  0
 1  0      0 17107532  83688 4890624    0    0  1896     4 2150 4066  2  2 94  2  0  0
 1  0      0 17115984  83688 4888580    0    0     0     0 1406 1823  1  1 98  0  0  0
 1  0      0 17123956  83688 4888592    0    0     0     0 1306 1889  2  1 96  0  0  0
 1  0      0 17124468  83696 4888576    0    0     0   196 2299 4211  2  2 96  1  0  0
 2  0      0 17128860  83696 4890628    0    0     0     0 1496 1874  1  1 98  0  0  0
 1  0      0 17130032  83696 4890644    0    0     0     0  540  953  1  1 98  0  0  0
 5  0      0 17120864  83696 4890644    0    0     0   468 1946 5047  2  2 97  0  0  0
 0  1      0 17125628  83764 4890736    0    0     0  1340 3304 6612  3  2 79 15  0  0
 7  0      0 17124204  83852 4891060    0    0     4   764 4988 8487  6  4 81  9  0  0
 1  1      0 17117536  83952 4892364    0    0  1196  1352 6802 12853 10  4 70 17  0  0
 2  0      0 17111272  84040 4892368    0    0     0   992 5435 6188 13  3 76  9  0  0
 4  2      0 17103680  84132 4892896    0    0     0  1268 8977 14433 18  4 66 12  0  0
 3  1      0 17091172  84224 4893036    0    0     0   920 7098 7009 18  3 66 12  0  0
 3  2      0 17073444  84320 4893572    0    0     0  1320 9945 18794 21  5 63 11  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  1      0 17062092  84412 4893580    0    0     0  1128 6694 6789 19  4 66 11  0  0
 2  2      0 17046340  84504 4894136    0    0     0  1436 9787 16478 21  5 63 11  0  0
 2  1      0 17038448  84580 4892176    0    0     0   820 6214 5066 18  3 67 12  0  0
 1  1      0 17034180  84804 4894544    0    0   124   852 10324 18666 21  5 65  9  0  0
 7  1      0 17035576  84952 4894716    0    0    52  1504 6880 7348 19  4 60 17  0  0
 2  1      0 17031960  85028 4895192    0    0     0   752 9570 15815 21  5 65 10  0  0
 1  1      0 17033632  85104 4893300    0    0     0  1408 6400 5367 18  4 63 15  0  0
 3  1      0 17028796  85164 4895792    0    0     0   624 10552 20181 22  5 64  9  0  0
11  2      0 17021672  85288 4895904    0    0     0  1568 6692 7238 18  4 65 12  0  0
 2  1      0 17015544  85356 4900688    0    0     0   672 16884 14885 23  5 63  9  0  0
 6  1      0 17000912  85432 4907776    0    0     0  1328 10873 13932 24  5 58 14  0  0
 2  1      0 17009516  85496 4901744    0    0     0   964 20274 23842 28  7 57  9  0  0
 2  3      0 17007772  85544 4899600    0    0     0  1240 17184 14964 21  4 63 12  0  0
 4  1      0 17013460  85620 4901720    0    0     0  1144 11759 9183 20  4 62 14  0  0
 4  0      0 16991212  85644 4902168    0    0     0   436 8183 10132 20  5 71  5  0  0
 2  0      0 16984892  85644 4902200    0    0     0     4 7122 11138 19  3 77  1  0  0
 2  0      0 16984836  85644 4899868    0    0     0     0 5699 5583 18  4 78  0  0  0
 1  0      0 16992424  85644 4899828    0    0     0     0 5751 5557 17  3 80  0  0  0
 2  0      0 17006944  85644 4899840    0    0     0     0 5176 3208 17  3 80  0  0  0
 2  0      0 17008232  85652 4899824    0    0     0    64 6829 10447 18  3 78  1  0  0
 3  0      0 16996588  85652 4899832    0    0     0     0 10455 6410 18  3 79  0  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 17004948  85652 4900304    0    0     0     0 16345 13125 23  4 72  0  0  0
 2  0      0 17005796  85652 4900324    0    0     0     0 16069 11261 23  4 73  0  0  0
 2  0      0 17003776  85652 4898544    0    0     0   148 16474 15217 22  4 74  1  0  0
 2  0      0 16990800  85660 4900608    0    0     0    16 15086 11572 21  4 74  0  0  0
 1  0      0 16998492  85660 4900364    0    0     0     0 11583 10247 21  4 75  0  0  0
 1  0      0 16990820  85660 4900556    0    0     0     0 15507 12949 25  4 71  0  0  0
 2  0      0 16988500  85660 4900572    0    0     0     0 15572 17794 24  4 71  0  0  0
 3  0      0 16979140  85660 4900340    0    0     0     0 15191 9357 20  4 76  0  0  0
 3  0      0 16990784  85668 4900340    0    0     0    16 15462 9038 20  3 76  1  0  0
 2  0      0 16987480  85668 4898400    0    0     0     0 14065 6332 19  3 78  0  0  0
 3  0      0 16979080  85668 4898272    0    0     0     0 19017 21512 29  8 63  0  0  0
 4  0      0 16969040  85668 4902516    0    0     0     0 13977 13862 25  6 68  0  0  0
 1  0      0 16982476  85668 4898424    0    0     0     0 17180 15623 25  4 71  0  0  0
 1  0      0 17001332  85676 4898440    0    0     0    40 15410 10277 22  4 73  1  0  0
 5  0      0 16993344  85676 4902544    0    0     0     0 13107 14861 22  4 74  0  0  0
 4  0      0 16986000  85676 4902552    0    0     0     0 13832 11715 23  4 73  0  0  0
 2  0      0 16977232  85676 4904564    0    0     0     0 14134 11787 23  4 73  0  0  0
 2  0      0 16993848  85692 4900788    0    0     0    44 11695 10865 21  4 74  1  0  0
 2  0      0 17004424  85692 4900728    0    0     0     0 12765 8879 21  4 75  0  0  0
 2  0      0 16992440  85708 4900740    0    0     0    60 18166 19624 25  5 70  1  0  0
 2  0      0 16981616  85708 4900748    0    0     0     0 7997 6438 18  3 79  0  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0      0 16990072  85708 4900788    0    0     0     0 14827 8651 19  4 78  0  0  0
 3  1      0 16977788  85716 4900804    0    0     0    60 12677 6597 18  4 77  1  0  0
 3  0      0 16973420  85724 4900816    0    0     0   888 6976 10673 19  3 76  2  0  0
 2  0      0 16973680  85724 4900376    0    0     0     4 12346 8485 19  3 77  0  0  0
 2  0      0 16978152  85724 4900436    0    0     0     0 16187 12827 22  5 73  0  0  0
 3  0      0 16986988  85724 4900440    0    0     0     0 16158 11774 22  4 73  0  0  0
 1  0      0 16981260  85724 4900456    0    0     0     0 13189 13564 20  4 76  0  0  0
 1  0      0 16979680  85732 4900460    0    0     0   100 5540 5097 18  3 79  0  0  0
 1  0      0 16982340  85732 4900484    0    0     0     0 5948 5346 17  3 79  0  0  0
 1  0      0 17001804  85732 4875728    0    0     0     0 14940 8698 20  3 77  0  0  0
 2  0      0 16995024  85732 4875788    0    0     0     0 12618 12629 20  4 76  0  0  0
 1  0      0 16982756  85732 4890200    0    0     0     0 12029 10830 23  4 73  0  0  0
 1  0      0 16984296  85740 4875912    0    0     0    24 10471 6962 18  3 78  0  0  0
 3  0      0 16984220  85740 4875696    0    0     0   112 6203 3516 17  3 80  0  0  0
 1  0      0 16976804  85740 4875560    0    0     0     0 6653 10964 19  3 78  0  0  0
 2  0      0 16979684  85740 4875576    0    0     0     0 5435 5114 17  3 80  0  0  0
 1  0      0 16985312  85740 4875584    0    0     0     0 5592 4912 17  3 80  0  0  0
 2  0      0 16988608  85748 4875596    0    0     0    16 5630 3513 17  3 79  0  0  0
 2  0      0 16990236  85748 4875604    0    0     0     0 6760 10182 19  3 78  0  0  0
 1  0      0 16984032  85748 4875608    0    0     0     0 5592 5123 17  3 80  0  0  0
 2  0      0 16998956  85748 4875624    0    0     0     8 5570 5129 18  3 80  0  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 16998212  85748 4879872    0    0     0     0 6158 5120 20  6 74  0  0  0
 1  0      0 16999388  85756 4879932    0    0     0    84 7689 11623 21  6 72  0  0  0
 2  0      0 16995816  85756 4879956    0    0     0   672 5559 5314 17  3 79  0  0  0
 1  0      0 17012480  85756 4879960    0    0     0     0 5288 5020 17  3 79  0  0  0
 2  0      0 17012056  85756 4879972    0    0     0     0 4870 3150 17  3 80  0  0  0
 2  0      0 17008888  85772 4879992    0    0     0   100 6353 9786 19  3 78  1  0  0
 1  0      0 17000720  85772 4880004    0    0     0     8 5490 5028 17  3 80  0  0  0
 2  0      0 17010904  85788 4880004    0    0     0    56 5343 5079 17  3 79  1  0  0
 1  0      0 17008304  85788 4880012    0    0     0     0 4934 3338 17  3 80  0  0  0
 2  0      0 17008396  85788 4880028    0    0     0     0 6718 10808 19  3 78  0  0  0
 1  0      0 16996872  85788 4875608    0    0     0     0 5456 5119 17  3 80  0  0  0
 3  0      0 17017636  85804 4875612    0    0     0   120 5370 4927 17  3 79  1  0  0
 1  0      0 17018820  85804 4875628    0    0     0   352 5256 3254 17  3 80  0  0  0
 1  0      0 17004372  85804 4875652    0    0     0   472 6736 10358 18  3 78  0  0  0
 2  0      0 16997580  85804 4875664    0    0     0     0 5421 4930 18  4 78  0  0  0
 1  0      0 17007076  85804 4875672    0    0     0     0 5408 5023 17  3 80  0  0  0
 2  0      0 17009336  85812 4875672    0    0     0   100 5126 3297 17  3 80  0  0  0
 2  0      0 17002396  85812 4875688    0    0     0     0 6718 10204 18  3 79  0  0  0
 2  0      0 16994896  85812 4875696    0    0     0    12 5577 5069 17  3 80  0  0  0
 3  0      0 16996972  85812 4875700    0    0     0     0 5879 5138 17  3 79  0  0  0
 3  0      0 16991196  85812 4875716    0    0     0     0 5048 3255 17  3 80  0  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 16987624  85820 4875708    0    0     0   192 6538 10309 19  3 78  0  0  0
 2  0      0 16979644  85820 4875756    0    0     0     0 5401 5200 17  3 79  0  0  0
 1  0      0 16992432  85820 4875760    0    0     0     0 5518 4965 17  3 80  0  0  0
 2  0      0 17000740  85820 4875768    0    0     0     0 5121 3221 17  3 80  0  0  0
 6  0      0 16989664  85820 4875776    0    0     0     0 6229 7616 18  4 78  0  0  0
 1  1      0 16979828  85828 4875784    0    0     0   176 5730 4949 17  3 79  0  0  0
 2  0      0 16982984  85828 4875800    0    0     0     0 5139 4897 18  3 79  0  0  0
 1  0      0 16995980  85828 4875804    0    0     0     0 5595 5335 17  3 80  0  0  0
 1  0      0 17000964  85828 4875808    0    0     0     0 5396 3313 17  3 79  0  0  0
 1  0      0 17000780  85828 4875824    0    0     0     0 6617 10289 18  3 78  0  0  0
 3  0      0 16999100  85836 4875828    0    0     0   360 5268 4819 18  3 79  0  0  0
 1  0      0 17016960  85836 4875848    0    0     0   268 5622 5272 18  3 80  0  0  0
 2  0      0 17016952  85836 4875852    0    0     0     0 5023 3080 17  3 80  0  0  0
 3  0      0 17014140  85836 4875860    0    0     0     0 6956 10959 18  4 78  0  0  0
 1  0      0 17005444  85852 4875876    0    0     0    60 5248 4882 17  3 79  1  0  0
 2  0      0 17007488  85852 4875884    0    0     0     0 5576 5346 17  3 79  0  0  0
 1  0      0 17013220  85868 4875896    0    0     0    60 4981 3073 17  3 79  1  0  0
 2  0      0 17009276  85868 4875900    0    0     0     0 6806 11093 18  3 78  0  0  0
 1  0      0 17008416  85868 4875908    0    0     0     0 5188 4776 18  3 80  0  0  0
 3  0      0 17016044  85868 4875912    0    0     0     0 5580 5309 18  3 79  0  0  0
 1  0      0 17017600  85868 4875932    0    0     0     0 5183 3336 18  3 80  0  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0      0 17006792  85884 4875924    0    0     0   104 6833 10780 18  3 78  1  0  0
 1  0      0 16992092  85884 4875944    0    0     0   324 5577 4825 17  3 79  0  0  0
 2  0      0 17010840  85884 4875960    0    0     0     8 5544 5045 17  3 80  0  0  0
 1  0      0 17020040  85884 4875972    0    0     0     0 5395 3103 17  3 80  0  0  0
 2  0      0 17002552  85884 4875980    0    0     0     0 6952 10474 19  3 78  0  0  0
 1  0      0 17005572  85892 4876008    0    0     0    76 5652 5727 18  3 79  0  0  0
 1  0      0 16996796  85892 4876016    0    0     0     8 5430 5225 18  3 79  0  0  0
 2  0      0 16994824  85892 4876024    0    0     0     0 4920 3107 17  3 80  0  0  0
 1  0      0 16981208  85892 4876032    0    0     0     0 6633 9717 18  3 79  0  0  0
 2  0      0 16986980  85892 4876044    0    0     0     0 5326 5007 17  3 80  0  0  0
 2  0      0 17006012  85900 4876048    0    0     0    56 5581 5583 18  3 79  0  0  0
 1  0      0 17010272  85900 4876068    0    0     0     8 5145 3110 17  3 80  0  0  0
 2  0      0 17003948  85900 4876076    0    0     0     0 6631 10689 18  3 78  0  0  0
 1  0      0 17003848  85900 4876088    0    0     0     0 5383 4739 17  3 80  0  0  0
 2  0      0 17012572  85900 4876100    0    0     0     0 5740 5318 17  3 79  0  0  0
 2  0      0 17015944  85908 4876100    0    0     0    56 5019 3169 17  3 80  0  0  0
 2  0      0 17003224  85908 4876112    0    0     0   148 6578 10492 18  3 78  0  0  0
 1  0      0 17001740  85908 4876124    0    0     0     0 5614 5043 17  3 80  0  0  0
 2  0      0 17020284  85908 4876136    0    0     0     0 5445 5268 17  3 80  0  0  0
 1  0      0 17017488  85908 4876144    0    0     0     0 5278 3043 17  3 80  0  0  0
 2  0      0 17010964  85916 4876144    0    0     0   148 6511 10043 18  3 78  0  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 17006624  85916 4876172    0    0     0   468 5612 5066 18  3 79  0  0  0
 1  0      0 17025000  85916 4876184    0    0     0     0 5673 5276 17  3 80  0  0  0
 2  0      0 17023704  85916 4876188    0    0     0     0 5101 3025 17  3 80  0  0  0
 2  0      0 17017264  85932 4876212    0    0     0    76 6843 10513 19  3 77  1  0  0
 1  0      0 17016648  85932 4876216    0    0     0     0 5050 4648 17  3 80  0  0  0
 2  0      0 17025100  85948 4876228    0    0     0    60 5520 5406 17  3 79  1  0  0
 1  0      0 17029520  85948 4876236    0    0     0     0 5007 3235 17  3 80  0  0  0
 2  0      0 17021788  85948 4876500    0    0     0     0 6648 10777 19  3 78  0  0  0
 1  0      0 17000012  85948 4876392    0    0     0     0 5894 5833 19  3 79  0  0  0
 3  0      0 17009968  85948 4876404    0    0     0     0 5857 5316 17  3 80  0  0  0
 2  0      0 17010960  85972 4876416    0    0     0   148 5199 3204 18  3 79  1  0  0
 2  0      0 16997916  85972 4876424    0    0     0   332 7060 10610 19  4 77  0  0  0
 1  0      0 16996256  85972 4880600    0    0     0     8 6535 6342 20  5 75  0  0  0
 1  0      0 17001120  85972 4880656    0    0     0     0 6918 7408 21  5 74  0  0  0
 1  0      0 16999964  85972 4880668    0    0     0     0 5453 3234 17  3 80  0  0  0
 7  0      0 16996436  85980 4880668    0    0     0   144 6576 10021 19  3 78  0  0  0
 2  0      0 17002852  85980 4880684    0    0     0     4 5108 3290 17  3 80  0  0  0
 1  0      0 17005984  85980 4880692    0    0     0     0 5423 5095 17  3 80  0  0  0
 2  0      0 17017000  85980 4880692    0    0     0     0 5437 5233 17  3 80  0  0  0
 1  0      0 17019104  85980 4880708    0    0     0     0 5189 3207 17  3 80  0  0  0
 1  0      0 17003164  85988 4880704    0    0     0    28 6754 10107 19  3 78  0  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 17003500  85988 4880720    0    0     0     8 5402 5148 18  3 79  0  0  0
 1  0      0 17006372  85988 4880736    0    0     0     0 5578 5087 18  3 79  0  0  0
 1  0      0 17010324  85988 4880756    0    0     0     0 4963 3308 17  3 80  0  0  0
 1  0      0 17001988  85988 4880768    0    0     0     0 6275 10201 19  3 78  0  0  0
 1  0      0 16991840  85996 4880776    0    0     0   216 5362 5244 18  3 79  0  0  0
 1  0      0 17009592  85996 4880788    0    0     0     0 5431 5065 17  3 79  0  0  0
 1  0      0 17019832  85996 4880792    0    0     0     0 5002 3328 17  3 80  0  0  0
 2  0      0 17005344  85996 4880836    0    0     0     0 7514 11398 21  5 74  0  0  0
 3  1      0 17005364  86020 4876684    0    0     0  1328 8376 9686 21  6 60 13  0  0
 2  0      0 17007688  86064 4880764    0    0     0   632 6282 5764 18  4 69  9  0  0
 1  0      0 17018256  86064 4880768    0    0     0     0 5558 4984 17  3 79  0  0  0
 2  0      0 17017840  86064 4880780    0    0     0     4 5507 3425 17  3 79  1  0  0
 2  0      0 17013192  86080 4880792    0    0     0    56 6802 10961 19  4 77  1  0  0
 1  0      0 17015760  86080 4880804    0    0     0    84 5342 4691 17  3 80  0  0  0
 3  0      0 17014220  84852 4880932    0    0    20   248 6661 6955 21  5 71  3  0  0
 2  1      0 17023216  84868 4880848    0    0     0   116 5576 4310 18  3 78  1  0  0
 1  0      0 17017292  84868 4880852    0    0     0     0 7072 10642 19  3 78  0  0  0
 3  0      0 17008896  84868 4880868    0    0     0     0 5614 4962 17  3 80  0  0  0
 1  0      0 17022036  84868 4880876    0    0     0     0 5594 5309 18  3 80  0  0  0
 2  1      0 17026060  84880 4880764    0    0     0   176 6213 5610 17  3 77  2  0  0
 2  0      0 17023748  84916 4880780    0    0     0  1276 7795 12243 20  4 64 12  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0      0 17010760  84916 4880804    0    0     0     4 5596 5030 18  3 79  1  0  0
 1  0      0 17030904  84916 4880804    0    0     0     0 7910 5332 17  3 79  0  0  0
 1  0      0 17030832  84916 4876588    0    0     0     0 12871 5484 18  3 79  0  0  0
 2  0      0 17010376  84916 4881656    0    0     0     0 12211 13133 23  5 72  0  0  0
 3  0      0 17003228  84924 4881664    0    0     0    60 15025 9185 19  4 77  1  0  0
 3  0      0 17012608  84924 4872420    0    0     0     0 14129 6366 18  4 79  0  0  0
 6 13      0 16999544  84924 4876832    0    0     0   236 16327 11205 21  5 71  3  0  0
 4  0      0 16939876  84964 4900224    0    0   100   860 12415 16319 43  5 44  8  0  0
 2  0      0 16905104  84964 4911892    0    0     0     0 15165 12172 26  4 69  0  0  0
 1  0      0 16933084  84964 4895068    0    0     0     0 6276 5689 17  3 79  0  0  0
 2  0      0 16927652  84964 4898852    0    0     0     0 5379 3625 18  3 79  0  0  0
 2  0      0 16919952  84964 4901584    0    0     0    40 8003 12774 20  4 75  1  0  0
 2  0      0 16930748  85004 4894536    0    0     0  1312 6970 7248 19  4 68  9  0  0
 1  0      0 16962352  85004 4894556    0    0     0     0 5587 4633 18  3 79  0  0  0
 3  0      0 16970016  85004 4894564    0    0     0     4 5396 3568 17  3 80  0  0  0
 1  0      0 16980476  85044 4894472    0    0     0  1332 8663 13206 19  5 66 10  0  0
 2  0      0 16982112  85044 4894476    0    0     0     0 5639 4716 18  3 79  0  0  0
 1  0      0 16992608  85084 4894356    0    0     0  1004 7644 8673 19  4 69  8  0  0
 2  1      0 16997092  85104 4894236    0    0     0   816 7238 7616 19  4 72  6  0  0
 1  1      0 17009496  85144 4894052    0    0     0   980 8197 11666 19  4 67 10  0  0
 0  2      0 17020932  85176 4893772    0    0     0   736 7349 9617 10  5 67 18  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  2      0 17039520  85240 4893904    0    0     0  1412 9873 7971  8  5 62 25  0  0
 2  1      0 16993324  85316 4897012    0    0    92   944 16824 14859 13  5 74  8  0  0
 1  1      0 17017456  85376 4896928    0    0     0   956 12435 8096  4  4 83  9  0  0
 2  1      0 17036764  85452 4890848    0    0     0  1020 14596 10982 10  3 76 11  0  0
 1  1      0 17037956  85500 4892968    0    0     0  1372 15953 14961  9  5 76 10  0  0
