timestamp,protocol,auth_mode,sig_alg,kem,network_profile,role,n_runs,cpu_usec_total,cpu_usec_per_handshake,mem_peak_bytes,block_index,n_blocks,seed
2026-08-21T09:34:32+01:00,tls,mutual,secp384r1,mlkem768,none,server,125,468148,3745.184,6705152,1,4,1002
2026-08-21T09:34:32+01:00,tls,mutual,secp384r1,mlkem768,none,client,125,3229450,25835.600,5619712,1,4,1002
2026-08-21T09:34:55+01:00,tls,mutual,ed25519,mlkem512,none,server,125,235330,1882.640,6512640,1,4,1002
2026-08-21T09:34:55+01:00,tls,mutual,ed25519,mlkem512,none,client,125,2765151,22121.208,5423104,1,4,1002
2026-08-21T09:35:22+01:00,tls,mutual,mldsa65,mlkem768,none,server,125,226627,1813.016,6615040,1,4,1002
2026-08-21T09:35:22+01:00,tls,mutual,mldsa65,mlkem768,none,client,125,6516757,52134.056,5435392,1,4,1002
2026-08-21T09:35:49+01:00,tls,mutual,mldsa44,p256_mlkem512,none,server,125,380875,3047.000,6561792,1,4,1002
2026-08-21T09:35:49+01:00,tls,mutual,mldsa44,p256_mlkem512,none,client,125,6108146,48865.168,5562368,1,4,1002
2026-08-21T09:36:18+01:00,tls,mutual,mldsa44,p256_hqc128,none,server,125,1259584,10076.672,6901760,1,4,1002
2026-08-21T09:36:18+01:00,tls,mutual,mldsa44,p256_hqc128,none,client,125,6887421,55099.368,5664768,1,4,1002
2026-08-21T09:36:43+01:00,tls,mutual,ed25519,p256_mlkem512,none,server,125,379110,3032.880,6774784,1,4,1002
2026-08-21T09:36:43+01:00,tls,mutual,ed25519,p256_mlkem512,none,client,125,3167758,25342.064,5410816,1,4,1002
2026-08-21T09:37:13+01:00,tls,mutual,mldsa87,p521_mlkem1024,none,server,125,511816,4094.528,6950912,1,4,1002
2026-08-21T09:37:13+01:00,tls,mutual,mldsa87,p521_mlkem1024,none,client,125,8825876,70607.008,5488640,1,4,1002
2026-08-21T09:37:55+01:00,tls,mutual,mldsa87,p521_hqc256,none,server,125,5404954,43239.632,7000064,1,4,1002
2026-08-21T09:37:55+01:00,tls,mutual,mldsa87,p521_hqc256,none,client,125,15533724,124269.792,5578752,1,4,1002
2026-08-21T09:38:20+01:00,tls,mutual,secp384r1,p384_mlkem768,none,server,125,718769,5750.152,6799360,1,4,1002
