procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 8  0      0 13337464 247860 6002144    0    0   154   564 6632   13  9  5 84  2  0  0
 0  1      0 13333892 247868 6002168    0    0     0  2508 3773 7790  4  3 76 18  0  0
 2  0      0 13336264 247892 6002156    0    0     0  1180 3319 5633  4  3 80 13  0  0
 0  1      0 13333168 247916 6002236    0    0     0  1152 7420 11783  9  6 76  9  0  0
 1  0      0 13346500 247944 6002180    0    0     0  1092 3127 4582  3  2 81 14  0  0
 2  0      0 13276036 247944 6002180    0    0     0     0 19020 27824 10  9 81  0  0  0
 0  2      0 13265564 247956 6002188    0    0     0  1340 11543 18697  6  6 78  9  0  0
 5  1      0 13276380 247980 6002208    0    0     0   976 2869 4524  2  2 81 15  0  0
 0  0      0 13283280 247988 6002324    0    0     0   444 6155 9577  6  5 82  7  0  0
 0  0      0 13289936 247988 6002340    0    0     0     4 1958 4101  2  2 95  1  0  0
 0  0      0 13310096 247988 5998256    0    0     0     0 1489 1954  1  2 97  0  0  0
 0  0      0 13310748 247988 6002360    0    0     0     0 1680 2118  1  1 97  0  0  0
 0  1      0 13313628 247992 6002364    0    0     0   120 3418 6980  3  3 94  1  0  0
 0  0      0 13335960 248008 5998240    0    0     0   280 1470 1972  1  2 93  4  0  0
 8  0      0 13330628 248008 6002336    0    0     0     0 1668 4348  2  1 97  0  0  0
 0  1      0 13324672 248024 6002352    0    0     0  2160 3165 6318  3  2 77 18  0  0
 1  1      0 13332936 248044 6002464    0    0     0   760 5242 8855  7  4 79 10  0  0
 1  2      0 13341240 248072 6002492    0    0     0  1696 5596 10703  5  4 78 13  0  0
 0  1      0 13334712 248100 5998416    0    0     0   996 4470 8569  5  4 73 18  0  0
 1  1      0 13331276 248120 6002620    0    0     0   612 8096 15644  8  6 79  8  0  0
 0  1      0 13328756 248120 6002636    0    0     0  1604 3257 4104  3  3 77 17  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0      0 13320868 248136 6002756    0    0     0  1060 6221 9552  7  6 78 10  0  0
 0  2      0 13318420 248156 6002780    0    0     0  1788 5962 10226  6  6 73 15  0  0
 0  1      0 13315292 248168 6002764    0    0     0   972 3804 8131  4  3 76 16  0  0
 1  1      0 13309240 248196 6002884    0    0     0   816 7884 15933  9  6 76  9  0  0
 0  1      0 13309256 248216 6002900    0    0     0  1508 3156 4527  3  2 73 21  0  0
 0  2      0 13300640 248268 6013840    0    0     0 11572 4258 5648  7  5 72 17  0  0
 0  2      0 13281272 248308 6025144    0    0     0 11600 6596 13148  8  5 70 16  0  0
 0  1      0 13299328 248360 5998824    0    0     0  2384 5375 10811  5  4 61 29  0  0
 1  0      0 13295300 248372 6003000    0    0     0  1108 3632 5538  6  4 79 12  0  0
 5  1      0 13281944 248384 6003100    0    0     0   792 8911 17172  9  7 76  9  0  0
 3  2      0 13294680 248400 5998960    0    0     0  1924 3584 4108  5  4 66 25  0  0
 0  1      0 13288260 248408 6003180    0    0     0   480 5775 9039  7  5 79  9  0  0
 0  2      0 13287932 248424 6003204    0    0     0  1700 6834 16583  7  5 77 11  0  0
 1  1      0 13286780 248452 5999428    0    0     0  1528 3261 5025  4  3 79 14  0  0
 1  1      0 13268256 248472 6003640    0    0     0   640 8602 17146  7  6 79  8  0  0
 0  2      0 13266692 248496 6003652    0    0     0  1656 3480 5420  4  3 72 22  0  0
 3  0      0 13275464 248520 6003696    0    0     0  1052 4124 6030  5  4 80 11  0  0
