Linux 6.17.0-19-generic (tolokoum-HP-ProBook-640-G4) 	03/06/2026 	_x86_64_	(8 CPU)

14:24:02     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
14:24:03     all    3,80    0,13    2,28   18,23    0,00    0,00    0,00    0,00    0,00   75,57
14:24:04     all    3,64    0,13    3,39   13,68    0,00    0,13    0,00    0,00    0,00   79,05
14:24:05     all    9,44    0,00    4,97    9,18    0,00    0,00    0,00    0,00    0,00   76,40
14:24:06     all    3,27    0,00    2,39   13,96    0,00    0,13    0,00    0,00    0,00   80,25
14:24:07     all   10,27    0,00    9,00    0,00    0,00    0,00    0,00    0,00    0,00   80,74
14:24:08     all    6,20    0,13    6,08    9,11    0,00    0,00    0,00    0,00    0,00   78,48
14:24:09     all    2,15    0,00    2,28   14,66    0,00    0,13    0,00    0,00    0,00   80,78
14:24:10     all    6,21    0,13    5,20    6,59    0,00    0,13    0,00    0,00    0,00   81,75
14:24:11     all    1,76    0,00    2,14    0,76    0,00    0,00    0,00    0,00    0,00   95,34
14:24:12     all    1,13    0,00    1,63    0,13    0,00    0,00    0,00    0,00    0,00   97,11
14:24:13     all    1,76    0,00    1,13    0,00    0,00    0,00    0,00    0,00    0,00   97,11
14:24:14     all    2,64    0,00    2,64    1,01    0,00    0,00    0,00    0,00    0,00   93,70
14:24:15     all    0,75    0,00    1,64    4,03    0,00    0,00    0,00    0,00    0,00   93,58
14:24:16     all    1,26    0,00    1,38    0,00    0,00    0,00    0,00    0,00    0,00   97,36
14:24:17     all    3,14    0,13    2,39   17,48    0,00    0,00    0,00    0,00    0,00   76,86
14:24:18     all    6,20    0,13    4,05    9,87    0,00    0,00    0,00    0,00    0,00   79,75
14:24:19     all    4,97    0,13    4,46   12,61    0,00    0,00    0,00    0,00    0,00   77,83
14:24:20     all    5,68    0,00    4,04   17,68    0,00    0,13    0,00    0,00    0,00   72,47
14:24:21     all    7,26    0,00    5,61    8,03    0,00    0,00    0,00    0,00    0,00   79,11
14:24:22     all    3,30    0,00    3,04   16,60    0,00    0,00    0,00    0,00    0,00   77,06
14:24:23     all    6,98    0,38    5,33    9,77    0,00    0,00    0,00    0,00    0,00   77,54
14:24:24     all    6,08    0,00    6,21   14,70    0,00    0,00    0,00    0,00    0,00   73,00
14:24:25     all    4,28    0,13    3,27   16,50    0,00    0,13    0,00    0,00    0,00   75,69
14:24:26     all    8,41    0,13    5,99    9,04    0,00    0,00    0,00    0,00    0,00   76,43
14:24:27     all    3,14    0,00    2,63   21,46    0,00    0,13    0,00    0,00    0,00   72,65
14:24:28     all    6,72    0,00    4,44   16,98    0,00    0,00    0,00    0,00    0,00   71,86
14:24:29     all    8,22    0,00    4,80   16,43    0,00    0,13    0,00    0,00    0,00   70,42
14:24:30     all    5,41    0,13    4,15   29,31    0,00    0,13    0,00    0,00    0,00   60,88
14:24:31     all    5,07    0,13    4,06   11,91    0,00    0,00    0,00    0,00    0,00   78,83
14:24:32     all    8,39    0,00    6,23    8,89    0,00    0,13    0,00    0,00    0,00   76,37
14:24:33     all    4,44    0,13    4,06   24,97    0,00    0,00    0,00    0,00    0,00   66,41
14:24:34     all    7,21    0,00    5,06    9,36    0,00    0,25    0,00    0,00    0,00   78,13
14:24:35     all    7,10    0,13    5,20   10,39    0,00    0,00    0,00    0,00    0,00   77,19
14:24:36     all    3,40    0,13    2,77   14,00    0,00    0,13    0,00    0,00    0,00   79,57
14:24:37     all    7,26    0,00    6,11    7,90    0,00    0,00    0,00    0,00    0,00   78,73
14:24:38     all    3,53    0,13    2,90   21,66    0,00    0,00    0,00    0,00    0,00   71,79
14:24:39     all    4,56    0,13    3,68   11,79    0,00    0,00    0,00    0,00    0,00   79,85
14:24:40     all    7,13    0,00    5,86    9,81    0,00    0,00    0,00    0,00    0,00   77,20
14:24:41     all    4,05    0,13    3,03   14,92    0,00    0,13    0,00    0,00    0,00   77,75
14:24:42     all    8,21    0,13    5,93    8,46    0,00    0,00    0,00    0,00    0,00   77,27
14:24:43     all   10,87    0,13    4,80   15,42    0,00    0,13    0,00    0,00    0,00   68,65
14:24:44     all    4,67    0,25    3,91   16,04    0,00    0,00    0,00    0,00    0,00   75,13
14:24:45     all    7,80    0,00    6,27    9,21    0,00    0,00    0,00    0,00    0,00   76,73
14:24:46     all    4,44    0,00    3,55   23,70    0,00    0,00    0,00    0,00    0,00   68,31
14:24:47     all   10,79    0,13    4,70   10,03    0,00    0,13    0,00    0,00    0,00   74,24
14:24:48     all    6,59    0,13    4,44   16,73    0,00    0,00    0,00    0,00    0,00   72,12
14:24:49     all    4,45    0,25    3,56   14,61    0,00    0,00    0,00    0,00    0,00   77,13
14:24:50     all    7,58    0,13    5,18   10,23    0,00    0,00    0,00    0,00    0,00   76,89
14:24:51     all    7,40    0,00    5,36   17,22    0,00    0,13    0,00    0,00    0,00   69,90
14:24:52     all    3,79    0,13    3,66   18,56    0,00    0,13    0,00    0,00    0,00   73,74
14:24:53     all    7,53    0,00    5,99   10,59    0,00    0,26    0,00    0,00    0,00   75,64
14:24:54     all    4,80    0,13    3,28   16,16    0,00    0,00    0,00    0,00    0,00   75,63
14:24:55     all    7,34    0,13    4,81   11,39    0,00    0,00    0,00    0,00    0,00   76,33
14:24:56     all    7,14    0,13    5,10    8,55    0,00    0,00    0,00    0,00    0,00   79,08
14:24:57     all    4,05    0,00    3,67   17,59    0,00    0,13    0,00    0,00    0,00   74,56
14:24:58     all    5,69    0,13    5,06   12,01    0,00    0,00    0,00    0,00    0,00   77,12
14:24:59     all    6,84    0,13    6,59    7,98    0,00    0,00    0,00    0,00    0,00   78,45
14:25:00     all    5,46    0,00    3,43   28,21    0,00    0,13    0,00    0,00    0,00   62,77
14:25:01     all    7,34    0,25    5,44   11,77    0,00    0,00    0,00    0,00    0,00   75,19
14:25:02     all    7,38    0,00    6,11    7,89    0,00    0,13    0,00    0,00    0,00   78,50
14:25:03     all    5,30    0,13    4,67   27,40    0,00    0,00    0,00    0,00    0,00   62,50
14:25:04     all    6,71    0,25    5,06   10,51    0,00    0,13    0,00    0,00    0,00   77,34
14:25:05     all    9,26    0,13    6,73   10,91    0,00    0,13    0,00    0,00    0,00   72,84
14:25:06     all    7,51    0,13    4,96   16,79    0,00    0,00    0,00    0,00    0,00   70,61
14:25:07     all    7,86    0,13    6,46    8,87    0,00    0,00    0,00    0,00    0,00   76,68
14:25:08     all    5,69    0,13    5,06   22,38    0,00    0,13    0,00    0,00    0,00   66,62
14:25:09     all    4,68    0,00    3,42   13,04    0,00    0,00    0,00    0,00    0,00   78,86
14:25:10     all    8,82    0,00    6,27    7,54    0,00    0,26    0,00    0,00    0,00   77,11
14:25:11     all    5,58    0,25    5,45   15,97    0,00    0,00    0,00    0,00    0,00   72,75
14:25:12     all    9,02    0,13    6,48   13,21    0,00    0,00    0,00    0,00    0,00   71,16
14:25:13     all    6,05    0,00    4,41   25,31    0,00    0,00    0,00    0,00    0,00   64,23
14:25:14     all    6,61    0,13    3,94   17,92    0,00    0,13    0,00    0,00    0,00   71,28
14:25:15     all    8,05    0,13    6,64    7,92    0,00    0,00    0,00    0,00    0,00   77,27
14:25:16     all    6,33    0,13    4,94   28,10    0,00    0,00    0,00    0,00    0,00   60,51
14:25:17     all    7,96    0,13    4,55   11,76    0,00    0,00    0,00    0,00    0,00   75,60
14:25:18     all    8,24    0,13    6,46   10,65    0,00    0,25    0,00    0,00    0,00   74,27
14:25:19     all    5,29    0,13    3,27   14,48    0,00    0,00    0,00    0,00    0,00   76,83
14:25:20     all    8,97    0,00    7,18    7,69    0,00    0,00    0,00    0,00    0,00   76,15
14:25:21     all   19,60    0,13    3,89   14,70    0,00    0,00    0,00    0,00    0,00   61,68
14:25:22     all   11,10    0,13    6,89   10,84    0,00    0,13    0,00    0,00    0,00   70,92
14:25:23     all    7,61    0,00    6,73    8,63    0,00    0,00    0,00    0,00    0,00   77,03
14:25:24     all    2,53    0,00    2,65   27,65    0,00    0,00    0,00    0,00    0,00   67,17
14:25:25     all   11,37    0,26    7,15    8,56    0,00    0,00    0,00    0,00    0,00   72,67
14:25:26     all    8,19    0,13    6,93   15,87    0,00    0,25    0,00    0,00    0,00   68,64
14:25:27     all    7,22    0,00    3,04   23,04    0,00    0,00    0,00    0,00    0,00   66,71
14:25:28     all    5,06    0,25    3,16   24,27    0,00    0,00    0,00    0,00    0,00   67,26
14:25:29     all    5,32    0,00    5,44   12,15    0,00    0,00    0,00    0,00    0,00   77,09
14:25:30     all    7,22    0,13    4,43   18,35    0,00    0,13    0,00    0,00    0,00   69,75
14:25:31     all    4,80    0,13    4,29   13,64    0,00    0,00    0,00    0,00    0,00   77,15
14:25:32     all    7,77    0,25    6,37    8,41    0,00    0,00    0,00    0,00    0,00   77,20
14:25:33     all    4,80    0,00    3,92   27,56    0,00    0,13    0,00    0,00    0,00   63,59
14:25:34     all    7,63    0,13    4,33   13,23    0,00    0,00    0,00    0,00    0,00   74,68
14:25:35     all    8,94    0,13    6,90    7,92    0,00    0,13    0,00    0,00    0,00   75,99
14:25:36     all    8,65    0,25    5,47   15,78    0,00    0,00    0,00    0,00    0,00   69,85
14:25:37     all    4,68    0,13    4,05   10,87    0,00    0,00    0,00    0,00    0,00   80,28
14:25:38     all    7,22    0,00    6,20    7,47    0,00    0,25    0,00    0,00    0,00   78,86
14:25:39     all    6,46    0,13    5,32   21,29    0,00    0,00    0,00    0,00    0,00   66,79
14:25:40     all    7,10    0,25    4,56   13,05    0,00    0,13    0,00    0,00    0,00   74,90
14:25:41     all    8,14    0,25    7,12    8,14    0,00    0,13    0,00    0,00    0,00   76,21
14:25:42     all    4,42    0,00    3,41   26,55    0,00    0,00    0,00    0,00    0,00   65,61
14:25:43     all    4,68    0,13    4,30   12,41    0,00    0,13    0,00    0,00    0,00   78,35
14:25:44     all    6,73    0,13    5,84    8,01    0,00    0,13    0,00    0,00    0,00   79,16
14:25:45     all    7,44    0,25    4,41   23,96    0,00    0,00    0,00    0,00    0,00   63,93
14:25:46     all    9,01    0,13    8,12    9,01    0,00    0,00    0,00    0,00    0,00   73,73
14:25:47     all    8,95    0,13    7,16   15,47    0,00    0,13    0,00    0,00    0,00   68,16
14:25:48     all    9,61    0,00    3,54   26,93    0,00    0,00    0,00    0,00    0,00   59,92
14:25:49     all    9,64    0,25    5,46   10,03    0,00    0,13    0,00    0,00    0,00   74,49
14:25:50     all    9,38    0,13    6,84   11,28    0,00    0,00    0,00    0,00    0,00   72,37
14:25:51     all    3,92    0,00    3,92   19,49    0,00    0,13    0,00    0,00    0,00   72,53
14:25:52     all   12,44    0,13    6,85    9,26    0,00    0,13    0,00    0,00    0,00   71,19
14:25:53     all    6,35    0,13    4,57   23,98    0,00    0,00    0,00    0,00    0,00   64,97
14:25:54     all    8,02    0,00    5,60   13,74    0,00    0,00    0,00    0,00    0,00   72,65
14:25:55     all    8,85    0,13    6,70   11,50    0,00    0,00    0,00    0,00    0,00   72,82
14:25:56     all    6,73    0,13    5,84   16,88    0,00    0,13    0,00    0,00    0,00   70,30
14:25:57     all    4,92    0,13    4,29   12,75    0,00    0,00    0,00    0,00    0,00   77,90
14:25:58     all    8,05    0,13    7,79    8,30    0,00    0,00    0,00    0,00    0,00   75,73
14:25:59     all    5,08    0,13    3,68   23,89    0,00    0,13    0,00    0,00    0,00   67,09
14:26:00     all    9,71    0,50    6,18   10,84    0,00    0,00    0,00    0,00    0,00   72,76
14:26:01     all    8,24    0,38    6,84   11,28    0,00    0,13    0,00    0,00    0,00   73,13
14:26:02     all    5,10    0,00    5,10   16,56    0,00    0,00    0,00    0,00    0,00   73,25
14:26:03     all    5,80    0,13    5,17    9,58    0,00    0,13    0,00    0,00    0,00   79,19
14:26:04     all    6,88    0,25    5,99   12,74    0,00    0,00    0,00    0,00    0,00   74,14
14:26:05     all    9,84    0,13    5,42   11,85    0,00    0,00    0,00    0,00    0,00   72,76
14:26:06     all    9,75    0,00    7,97    8,48    0,00    0,00    0,00    0,00    0,00   73,80
14:26:07     all    7,02    0,26    5,87   11,88    0,00    0,13    0,00    0,00    0,00   74,84
14:26:08     all    6,82    0,38    5,56   11,49    0,00    0,00    0,00    0,00    0,00   75,76
14:26:09     all    8,04    0,13    7,14   10,84    0,00    0,00    0,00    0,00    0,00   73,85
14:26:10     all    7,23    0,00    3,17   30,71    0,00    0,00    0,00    0,00    0,00   58,88
14:26:11     all   11,22    0,38    9,84    8,70    0,00    0,13    0,00    0,00    0,00   69,74
14:26:12     all    6,96    0,00    5,57   18,48    0,00    0,13    0,00    0,00    0,00   68,86
14:26:13     all    4,19    0,25    4,44   17,01    0,00    0,13    0,00    0,00    0,00   73,98
14:26:14     all    8,24    0,13    6,72   10,65    0,00    0,00    0,00    0,00    0,00   74,27
14:26:15     all    5,34    0,13    4,45   17,03    0,00    0,00    0,00    0,00    0,00   73,06
14:26:16     all    9,07    0,13    5,67   15,37    0,00    0,13    0,00    0,00    0,00   69,65
14:26:17     all    8,59    0,13    7,83   13,13    0,00    0,00    0,00    0,00    0,00   70,33
14:26:18     all    7,12    0,13    6,23   18,96    0,00    0,00    0,00    0,00    0,00   67,56
14:26:19     all    5,19    0,00    3,80   13,54    0,00    0,00    0,00    0,00    0,00   77,47
14:26:20     all    8,89    0,25    6,35   10,80    0,00    0,00    0,00    0,00    0,00   73,70
14:26:21     all    6,28    0,25    5,28   23,12    0,00    0,00    0,00    0,00    0,00   65,08
14:26:22     all   11,31    0,25    6,73   11,31    0,00    0,13    0,00    0,00    0,00   70,27
14:26:23     all    5,67    0,13    5,30   10,59    0,00    0,13    0,00    0,00    0,00   78,18
14:26:24     all    9,95    0,26    7,53   11,73    0,00    0,00    0,00    0,00    0,00   70,54
14:26:25     all    2,92    0,00    3,55   20,43    0,00    0,00    0,00    0,00    0,00   73,10
14:26:26     all    7,83    0,00    6,44   11,62    0,00    0,00    0,00    0,00    0,00   74,12
14:26:27     all   12,90    0,13    8,05    9,96    0,00    0,00    0,00    0,00    0,00   68,97
14:26:28     all    6,71    0,00    4,68   19,87    0,00    0,13    0,00    0,00    0,00   68,61
14:26:29     all   10,37    0,25    6,95   15,93    0,00    0,25    0,00    0,00    0,00   66,25
14:26:30     all    9,54    0,13    7,51   11,32    0,00    0,13    0,00    0,00    0,00   71,37
14:26:31     all    3,41    0,00    3,16   22,22    0,00    0,00    0,00    0,00    0,00   71,21
14:26:32     all   10,41    0,25    6,09   11,17    0,00    0,00    0,00    0,00    0,00   72,08
14:26:33     all    8,01    0,13    6,86    9,15    0,00    0,00    0,00    0,00    0,00   75,86
14:26:34     all    6,69    0,00    4,55   30,68    0,00    0,13    0,00    0,00    0,00   57,95
14:26:35     all    4,31    0,13    3,81   13,58    0,00    0,00    0,00    0,00    0,00   78,17
14:26:36     all   13,76    0,25    9,72    9,47    0,00    0,25    0,00    0,00    0,00   66,54
14:26:37     all   17,01    0,26    7,67   17,65    0,00    0,26    0,00    0,00    0,00   57,16
14:26:38     all   11,08    0,00    5,29   16,25    0,00    0,38    0,00    0,00    0,00   67,00
14:26:39     all    8,01    0,00    3,68   22,87    0,00    0,00    0,00    0,00    0,00   65,44
14:26:40     all    7,77    0,00    6,75    8,92    0,00    0,00    0,00    0,00    0,00   76,56
14:26:41     all   11,88    0,13    5,69   17,32    0,00    0,13    0,00    0,00    0,00   64,85
14:26:42     all    9,09    0,38    7,83   10,23    0,00    0,00    0,00    0,00    0,00   72,47
14:26:43     all    8,83    0,00    6,66    7,55    0,00    0,00    0,00    0,00    0,00   76,95
14:26:44     all    7,22    0,25    5,57   30,38    0,00    0,13    0,00    0,00    0,00   56,46
14:26:45     all    5,56    0,13    3,79   19,85    0,00    0,00    0,00    0,00    0,00   70,67
14:26:46     all    7,75    0,13    7,50    9,02    0,00    0,00    0,00    0,00    0,00   75,60
14:26:47     all   15,09    0,13    7,42   20,08    0,00    0,13    0,00    0,00    0,00   57,16
14:26:48     all    6,46    0,25    5,45   16,22    0,00    0,13    0,00    0,00    0,00   71,48
14:26:49     all    9,55    0,25    7,64   11,72    0,00    0,13    0,00    0,00    0,00   70,70
14:26:50     all    4,82    0,00    4,57   11,93    0,00    0,13    0,00    0,00    0,00   78,55
14:26:51     all   11,65    0,00    5,32   31,52    0,00    0,00    0,00    0,00    0,00   51,52
14:26:52     all    8,02    0,51    7,51   11,07    0,00    0,00    0,00    0,00    0,00   72,90
14:26:53     all   13,80    0,13    6,71    8,23    0,00    0,13    0,00    0,00    0,00   71,01
14:26:54     all    5,33    0,13    4,82   30,33    0,00    0,13    0,00    0,00    0,00   59,26
14:26:55     all    5,44    0,13    4,93   11,25    0,00    0,00    0,00    0,00    0,00   78,26
14:26:56     all    7,60    0,38    7,35    8,62    0,00    0,00    0,00    0,00    0,00   76,05
14:26:57     all   14,01    0,00    4,08   22,42    0,00    0,13    0,00    0,00    0,00   59,36
14:26:58     all    8,41    0,00    7,52   11,97    0,00    0,00    0,00    0,00    0,00   72,10
14:26:59     all   10,00    0,13    7,69   11,03    0,00    0,00    0,00    0,00    0,00   71,15
14:27:00     all    3,40    0,00    2,65   31,15    0,00    0,00    0,00    0,00    0,00   62,80
14:27:01     all    6,51    0,50    5,38   11,51    0,00    0,13    0,00    0,00    0,00   75,97
14:27:02     all   12,97    0,00    7,83    9,76    0,00    0,00    0,00    0,00    0,00   69,45
14:27:03     all    5,19    0,00    4,56   16,08    0,00    0,13    0,00    0,00    0,00   74,05
14:27:04     all    9,03    0,25    6,87   10,05    0,00    0,00    0,00    0,00    0,00   73,79
14:27:05     all    4,94    0,13    5,06   11,90    0,00    0,00    0,00    0,00    0,00   77,97
14:27:06     all    3,64    0,13    3,27   12,56    0,00    0,13    0,00    0,00    0,00   80,28
