run_id,duration_ms,success,compress_negotiated
1,59,1,0
2,54,1,0
3,55,1,0
4,59,1,0
5,62,1,0
6,57,1,0
7,55,1,0
8,54,1,0
9,55,1,0
10,56,1,0
11,57,1,0
12,60,1,0
13,61,1,0
14,56,1,0
15,57,1,0
16,59,1,0
17,54,1,0
18,55,1,0
19,61,1,0
20,59,1,0
21,58,1,0
22,55,1,0
23,55,1,0
24,55,1,0
25,53,1,0
26,55,1,0
27,54,1,0
28,54,1,0
29,55,1,0
30,55,1,0
31,56,1,0
32,54,1,0
33,56,1,0
34,55,1,0
35,55,1,0
36,54,1,0
37,54,1,0
38,55,1,0
39,54,1,0
40,54,1,0
41,53,1,0
42,56,1,0
43,54,1,0
44,54,1,0
45,55,1,0
46,55,1,0
47,55,1,0
48,55,1,0
49,55,1,0
50,55,1,0
51,55,1,0
52,54,1,0
53,54,1,0
54,54,1,0
55,54,1,0
56,54,1,0
57,54,1,0
58,54,1,0
59,54,1,0
60,56,1,0
61,54,1,0
62,54,1,0
63,54,1,0
64,55,1,0
65,54,1,0
66,54,1,0
67,54,1,0
68,55,1,0
69,54,1,0
70,55,1,0
71,55,1,0
72,56,1,0
73,57,1,0
74,56,1,0
75,55,1,0
76,55,1,0
77,54,1,0
78,58,1,0
79,58,1,0
80,55,1,0
81,56,1,0
82,55,1,0
83,55,1,0
84,57,1,0
85,57,1,0
86,54,1,0
87,53,1,0
88,55,1,0
89,55,1,0
90,57,1,0
91,54,1,0
92,55,1,0
93,58,1,0
94,56,1,0
95,54,1,0
96,55,1,0
97,56,1,0
98,54,1,0
99,54,1,0
100,54,1,0
101,55,1,0
102,59,1,0
103,55,1,0
104,56,1,0
105,58,1,0
106,56,1,0
107,57,1,0
108,58,1,0
109,61,1,0
110,56,1,0
111,57,1,0
112,56,1,0
113,58,1,0
114,57,1,0
115,54,1,0
116,54,1,0
117,54,1,0
118,57,1,0
119,58,1,0
120,55,1,0
121,54,1,0
122,56,1,0
123,55,1,0
124,58,1,0
125,55,1,0
126,56,1,0
127,57,1,0
128,57,1,0
129,56,1,0
130,57,1,0
131,58,1,0
132,58,1,0
133,58,1,0
134,54,1,0
135,54,1,0
136,54,1,0
137,54,1,0
138,55,1,0
139,57,1,0
140,55,1,0
141,55,1,0
142,54,1,0
143,54,1,0
144,55,1,0
145,56,1,0
146,58,1,0
147,58,1,0
148,57,1,0
149,56,1,0
150,55,1,0
151,56,1,0
152,54,1,0
153,54,1,0
154,56,1,0
155,55,1,0
156,55,1,0
157,56,1,0
158,57,1,0
159,55,1,0
160,54,1,0
161,55,1,0
162,54,1,0
163,59,1,0
164,57,1,0
165,60,1,0
166,59,1,0
167,57,1,0
168,58,1,0
169,57,1,0
170,57,1,0
171,58,1,0
172,56,1,0
173,59,1,0
174,54,1,0
175,55,1,0
176,57,1,0
177,56,1,0
178,55,1,0
179,55,1,0
180,55,1,0
181,57,1,0
182,67,1,0
183,67,1,0
184,66,1,0
185,67,1,0
186,71,1,0
187,66,1,0
188,80,1,0
189,64,1,0
190,67,1,0
191,61,1,0
192,60,1,0
193,58,1,0
194,58,1,0
195,55,1,0
196,57,1,0
197,58,1,0
198,62,1,0
199,62,1,0
200,60,1,0
201,59,1,0
202,58,1,0
203,63,1,0
204,60,1,0
205,60,1,0
206,55,1,0
207,57,1,0
208,61,1,0
209,55,1,0
210,58,1,0
211,55,1,0
212,54,1,0
213,59,1,0
214,57,1,0
215,58,1,0
216,61,1,0
217,61,1,0
218,57,1,0
219,62,1,0
220,56,1,0
221,60,1,0
222,57,1,0
223,65,1,0
224,63,1,0
225,64,1,0
226,62,1,0
227,60,1,0
228,61,1,0
229,63,1,0
230,60,1,0
231,61,1,0
232,60,1,0
233,59,1,0
234,60,1,0
235,60,1,0
236,59,1,0
237,59,1,0
238,61,1,0
239,64,1,0
240,60,1,0
241,61,1,0
242,60,1,0
243,58,1,0
244,59,1,0
245,56,1,0
246,55,1,0
247,55,1,0
248,56,1,0
249,57,1,0
250,55,1,0
251,58,1,0
252,59,1,0
253,61,1,0
254,60,1,0
255,61,1,0
256,61,1,0
257,59,1,0
258,58,1,0
259,56,1,0
260,56,1,0
261,55,1,0
262,60,1,0
263,64,1,0
264,60,1,0
265,69,1,0
266,62,1,0
267,64,1,0
268,68,1,0
269,61,1,0
270,63,1,0
271,64,1,0
272,65,1,0
273,59,1,0
274,61,1,0
275,57,1,0
276,70,1,0
277,67,1,0
278,61,1,0
279,60,1,0
280,58,1,0
281,58,1,0
282,57,1,0
283,58,1,0
284,57,1,0
285,60,1,0
