P-384,x448,p384_mlkem768,x448_mlkem768,mlkem768
8.88,5.17,17.02,5.92,5.51
7.81,4.71,15.42,5.89,5.11
8.78,5.16,15.49,5.75,4.52
8.23,5.42,15.35,6.3,4.29
8.24,5.45,15.07,6.16,4.27
8.16,5.82,15.1,6.61,4.27
8.3,5.06,13.91,6.17,4.41
8.21,5.09,15.06,6.27,4.46
8.23,5.1,15.49,5.84,4.79
8.26,5.09,15.34,5.99,4.71
8.86,5.16,15.63,5.88,4.49
9.29,5.33,15.89,5.72,4.38
8.95,5.96,15.27,5.88,4.38
9.13,5.88,15.67,5.82,4.57
9.57,6.48,15.62,6.3,4.97
8.63,5.57,14.75,5.87,4.72
9.07,5.32,15.14,5.86,4.54
8.27,4.94,15.72,5.88,4.3
8.51,5.02,15.68,5.9,4.58
9.52,5.08,14.96,5.84,4.38
9.08,5.11,15.66,6.52,4.38
9.97,5.31,15.23,6.54,4.95
9.57,5.45,15.21,5.92,5.83
9.07,5.7,16.04,6.37,4.73
8.95,5.68,15.76,6.56,4.37
8.65,5.77,15.48,6.62,4.35
8.32,5.1,16.13,6.34,4.36
8.21,5.07,15.07,8.26,4.38
9.13,5.03,14.84,7.39,4.61
8.7,5.1,15.12,6.51,5.19
10.14,5.21,15.33,6.62,5.72
9.54,5.27,14.85,5.95,4.4
9.38,5.68,15.74,6.17,4.41
8.72,5.82,15.0,6.18,4.4
8.52,5.59,15.56,6.19,4.5
9.22,5.66,14.74,6.05,5.4
8.26,5.29,15.39,6.28,5.61
8.97,5.07,15.14,5.85,4.93
9.3,5.11,15.3,5.7,4.58
9.63,5.07,15.44,5.99,4.35
8.88,5.27,15.55,5.77,4.33
9.42,5.32,15.18,5.71,4.66
9.38,5.68,15.98,5.89,4.77
8.74,5.68,15.05,6.01,4.28
8.53,6.9,15.46,6.18,4.41
8.32,5.49,16.08,6.53,4.38
8.39,5.1,15.37,6.39,4.33
8.89,4.89,14.86,7.24,4.56
9.58,5.0,15.77,7.18,4.78
8.85,5.09,15.87,7.33,4.46
8.85,5.19,15.24,6.8,4.39
8.73,5.76,15.4,6.57,4.85
9.25,5.61,16.59,7.13,4.33
8.56,6.28,16.72,5.83,4.5
8.19,5.82,14.15,5.72,4.63
8.24,5.26,14.6,5.89,5.43
9.04,5.12,14.32,5.92,4.77
9.12,5.06,14.87,5.88,4.36
9.74,5.07,14.13,6.0,4.39
8.97,5.06,14.73,5.9,4.39
9.2,5.19,15.12,5.83,4.63
8.72,5.23,14.41,5.64,4.95
8.35,6.25,14.33,5.94,4.43
8.32,7.33,14.99,5.9,4.26
8.54,5.61,15.85,6.08,4.26
9.25,5.09,15.73,6.11,4.34
8.34,5.1,15.37,6.13,4.57
8.84,5.04,14.7,6.7,4.74
8.62,5.03,15.1,6.27,4.26
8.77,5.06,14.8,5.88,4.43
8.59,5.22,14.19,5.93,4.38
8.94,5.57,14.33,5.81,4.54
8.2,5.72,14.82,5.87,5.94
8.3,6.11,15.56,5.74,5.18
9.05,4.89,15.48,5.89,4.53
9.99,5.07,15.45,5.9,4.41
9.22,5.05,15.65,5.86,4.38
9.53,5.05,15.45,6.28,4.37
8.85,5.07,16.08,5.85,4.48
8.9,5.2,15.42,5.89,5.28
8.52,5.83,14.74,5.91,5.49
8.47,5.87,14.56,6.13,4.61
8.51,5.72,18.68,6.13,4.33
8.63,6.02,14.47,6.58,4.47
9.05,5.1,14.41,6.29,4.54
