P-521,p521_mlkem1024,mlkem1024
1284.49,1294.48,1667.39
3314.12,1493.7,1467.14
18.82,26.37,226.45
436.56,25.73,232.06
842.16,251.82,8.65
2101.82,3164.34,1233.68
1076.8,26.25,9.23
18.05,27.3,633.21
1048.7,643.57,8.78
843.83,26.15,225.77
18.92,27.24,11.39
18.06,25.28,1276.92
1061.0,2739.25,1268.85
18.05,1088.28,12.77
17.12,26.21,3089.94
17.29,28.38,1069.37
1062.73,1895.05,7431.06
1073.48,25.95,2718.53
1076.8,1275.11,1436.61
17.87,26.03,629.28
841.43,26.81,227.78
2468.36,27.01,17.37
18.54,30.45,13232.94
433.14,27.16,11.43
18.24,3515.61,12.33
17.43,3793.52,2692.19
1030.97,29.44,1651.77
17.89,1242.74,14.65
1868.19,1058.28,9.81
1500.58,1498.19,10.3
2068.73,27.08,2283.79
1708.34,251.97,1065.46
19.18,25.86,9.44
2081.35,29.24,9.31
20.96,2696.23,9.73
1046.25,26.8,9.92
1075.02,26.06,1062.75
17.96,1291.29,14.68
3347.53,30.93,1051.92
2317.22,30.54,234.16
3109.93,29.82,4152.02
1493.67,25.08,11.44
1045.74,1091.67,8.5
17.92,1513.47,8.53
431.82,1915.3,8.6
439.23,30.62,7.92
18.89,26.98,1252.86
20.23,27.41,8.62
1472.84,26.44,8.47
1043.51,24.55,232.62
1077.89,3767.05,1665.98
1900.45,642.99,9.17
438.04,29.45,1043.66
1084.4,29.67,1702.88
18.08,1061.51,230.64
19675.84,26.12,8830.05
18.83,28.25,3065.23
848.09,1486.28,8.4
1291.89,26.76,8.2
1486.54,26.38,1261.93
18.1,1246.74,231.74
235.12,26.03,1053.98
1053.14,30.44,8.6
1902.99,25.43,1270.17
237.02,445.72,12.54
21.36,1264.63,9.88
840.31,24.83,4400.92
242.35,25.3,8.42
242.6,24.3,8.02
18.63,852.97,8.34
19.21,27.02,12.17
17.15,25.22,1702.64
1279.09,1476.38,9.26
13532.17,1254.34,8.21
17.8,26.8,225.4
843.08,1084.88,8.44
4318.12,857.94,430.28
845.84,4549.56,8.45
1454.36,26.07,218.16
19.75,28.64,9.49
438.72,1079.36,14342.66
18.23,25.34,2041.27
842.97,25.04,1456.83
2051.3,24.3,229.44
437.08,6405.5,11.46
242.14,1508.47,12.77
242.41,26.68,222.4
433.84,26.21,429.31
18.1,27.24,9.68
223.2,26.91,8.67
1094.27,26.94,11.71
438.3,255.51,226.13
1243.76,28.84,1026.66
845.9,6806.15,1288.34
19.45,1319.37,12.45
20.55,1268.72,231.34
238.41,6404.75,8.54
1471.08,11477.33,8.61
1029.37,2108.08,8.94
1709.29,2067.77,1055.71
448.76,26.17,8.51
1067.62,24.6,8.53
238.72,24.68,229.55
2310.78,1461.25,14.42
1693.53,1269.49,14.58
3278.49,1041.07,2494.31
437.9,26.15,8218.15
4131.54,854.3,5158.48
