P-521,p521_mlkem1024,mlkem1024
17.53,27.02,8.45
16.96,26.38,7.62
16.83,24.03,7.83
17.18,25.5,7.98
17.05,25.27,8.2
17.15,24.11,9.77
17.93,24.0,8.35
16.82,24.73,9.27
18.2,24.24,8.8
18.57,24.04,8.26
17.75,24.26,8.27
20.19,24.24,8.89
17.78,23.9,8.88
17.35,24.08,8.31
16.12,24.24,8.33
16.67,23.45,8.25
16.33,23.44,9.8
16.98,25.83,8.6
16.63,25.75,8.98
17.39,23.8,8.87
16.68,23.48,8.46
17.98,24.96,8.2
18.1,23.48,8.25
17.59,23.14,8.24
17.59,25.39,8.58
17.36,25.83,8.45
17.69,24.9,8.18
17.9,25.18,8.22
18.07,24.7,7.94
18.27,24.62,7.92
16.33,25.57,8.25
16.07,25.06,8.62
19.23,24.39,8.68
16.34,24.22,9.25
17.73,24.74,9.18
16.72,24.86,9.64
19.2,24.9,8.97
17.4,25.7,8.64
17.12,24.68,8.32
18.02,24.94,8.33
17.94,24.62,8.12
18.3,24.92,8.18
16.98,25.75,8.17
17.3,25.98,8.41
18.13,25.7,8.68
18.08,24.93,8.53
17.47,24.18,9.03
17.44,25.08,8.39
17.01,25.11,8.72
17.31,25.32,8.95
17.87,25.87,8.34
17.94,25.44,8.35
17.16,27.56,8.32
17.03,25.44,8.47
17.01,25.57,8.59
17.18,27.4,8.59
17.97,28.35,8.21
18.6,26.75,8.31
19.38,25.93,8.09
18.06,24.5,8.62
17.88,24.86,8.29
16.88,25.26,9.13
16.37,26.13,11.78
16.25,26.11,9.2
16.37,26.53,8.01
16.61,26.68,7.76
18.34,25.84,8.5
17.42,26.52,8.89
16.49,26.4,9.0
16.59,26.11,8.5
16.61,26.71,8.8
16.54,25.96,8.16
16.23,26.39,8.01
18.48,25.81,8.02
16.0,25.71,7.96
16.27,23.59,8.03
16.07,24.7,8.8
17.13,25.39,8.57
16.29,25.86,8.24
16.01,25.87,8.64
15.95,26.27,8.26
16.2,25.51,8.14
16.75,25.23,8.67
16.02,24.81,8.15
16.26,23.33,8.17
16.04,24.62,8.17
16.91,27.7,8.46
16.59,25.15,8.84
16.98,24.96,9.18
16.6,25.05,8.86
17.05,25.41,8.04
16.93,25.29,8.69
16.57,25.93,8.43
16.8,24.27,8.28
16.73,25.43,8.7
16.92,25.18,8.15
17.33,24.84,9.1
17.58,25.77,8.19
18.96,25.7,8.73
16.45,23.99,8.36
16.77,24.29,8.42
16.1,23.47,8.69
16.01,24.18,8.75
17.32,24.49,8.42
16.91,23.98,8.57
17.02,25.96,8.29
16.19,26.29,8.89
16.18,25.31,7.93
16.55,24.14,7.94
16.26,29.44,8.32
16.26,24.32,7.81
16.74,24.46,7.87
16.04,24.01,7.87
16.33,23.91,8.09
16.13,27.37,8.01
16.34,24.85,8.28
16.18,26.1,8.04
16.46,24.63,8.57
16.41,25.06,8.38
16.33,24.59,8.49
16.85,23.81,9.43
16.17,25.66,8.49
16.29,25.89,8.37
16.82,24.9,8.49
17.44,25.06,8.29
17.04,23.47,8.1
17.29,23.5,8.62
17.02,24.42,8.67
16.32,23.46,8.67
16.59,23.41,7.98
16.36,23.24,7.96
16.14,25.37,8.06
16.59,25.64,7.88
17.48,27.05,7.9
17.15,23.62,8.1
16.61,24.12,7.8
16.67,23.88,8.14
18.0,23.51,8.37
17.49,23.84,8.69
17.33,23.25,8.39
17.07,28.49,7.8
17.56,24.06,8.82
16.17,24.39,7.99
16.58,24.44,8.14
18.71,24.53,8.2
17.01,25.18,8.01
16.47,24.41,8.04
16.58,24.01,8.04
17.37,27.01,8.27
17.42,24.18,8.29
16.89,23.93,8.7
16.79,25.09,8.41
16.98,29.25,7.89
22.49,24.84,7.71
16.62,26.66,7.76
16.92,24.35,7.92
16.79,24.1,8.04
16.82,26.55,7.89
17.11,25.91,7.86
16.15,1466.82,8.38
19.45,27.19,7.99
16.05,27.77,8.41
16.5,2067.77,7.94
16.85,1317.18,8.69
16.48,25.99,8.47
16.8,28.33,8.32
16.36,24.21,9.04
16.91,2088.04,7.87
17.09,2729.75,9.26
16.59,1087.92,7.96
16.12,25.98,8.36
17.11,28.36,8.35
16.08,24.84,8.8
17.23,25.76,9.17
18.1,1063.29,8.93
18.78,29.81,8.41
17.85,649.54,8.4
20.94,26.48,7.92
18.42,25.49,7.96
18.45,24.37,10.24
17.79,641.88,8.41
17.6,1088.73,8.29
19.23,26.09,9.24
17.85,7187.81,8.37
18.46,29.38,8.31
17.85,1239.49,8.54
17.71,644.31,8.04
17.89,26.36,7.9
18.04,647.2,8.43
22.54,25.82,8.39
16.36,25.43,9.07
16.27,25.31,8.15
16.11,256.63,8.15
16.03,1267.52,8.18
15.99,25.8,8.81
16.1,27.71,8.18
16.35,5356.25,8.09
16.75,2518.64,8.68
16.56,7649.76,7.76
16.87,1039.68,8.19
17.61,105448.22,7.87
16.82,252.74,8.12
17.55,258.44,8.5
17.25,25.92,8.39
16.84,255.63,8.51
18.01,1283.05,9.05
18.73,25.98,8.28
17.21,26.96,8.31
18.14,446.6,8.2
19.07,26.17,8.55
16.29,26.8,8.5
15.94,26.46,8.54
16.86,1060.35,8.75
18.35,28.4,8.31
16.57,29.04,8.6
236.32,243.31,8.22
1077.36,452.18,8.55
240.08,1458.23,8.29
2095.04,254.44,8.35
19.91,1863.42,8.3
16.66,1290.34,8.68
433.14,1884.59,8.6
1293.88,652.0,8.26
240.92,26.84,8.54
450.2,4400.09,8.28
41.3,30.62,7.68
229.91,30.02,7.75
1261.79,251.67,7.66
1061.91,35.44,7.64
433.6,1508.36,7.7
17.86,26.77,7.64
17.33,2087.71,7.66
16.96,2088.76,7.71
237.9,1514.36,7.66
1054.36,1460.82,7.93
17.86,1509.48,8.47
18.32,237.59,12.7
1086.37,26.27,8.26
17.86,26.58,7.67
447.14,2893.13,7.7
1031.44,1080.57,7.53
1493.08,29.41,7.68
1248.93,23.88,7.54
1066.79,6434.56,7.71
2311.74,1459.12,7.67
433.29,1516.15,7.66
1079.72,857.72,8.33
437.71,26.3,8.27
1061.88,255.9,8.25
238.85,24.79,8.99
845.64,28.57,9.57
18.23,1501.79,9.19
18.15,27.52,8.2
235.03,644.31,8.77
1472.55,668.47,8.21
18.79,1048.82,8.12
2735.57,3952.3,7.96
18.07,26.18,9.01
3535.74,26.83,7.99
239.47,53091.77,9.04
242.13,25.91,8.57
436.95,27.23,8.16
2522.16,25.22,8.64
4118.66,23.82,8.15
18.05,1305.99,8.29
17.48,1248.0,8.13
16.69,25.99,9.21
4137.29,5424.78,8.49
18.51,3128.1,8.21
17.02,26.64,9.02
1232.33,29.71,7.85
1269.51,255.27,637.64
1703.78,1888.04,8.44
1068.74,26.83,1281.18
1077.25,5786.09,10.3
239.14,29.87,4365.46
31.34,4406.95,8.32
16.24,3137.64,1062.78
16.29,25.44,6386.29
16.12,25.74,12.55
16.2,1071.99,1886.91
1057.18,651.43,1221.75
242.0,258.25,10.0
18.03,265.81,10.54
2704.11,49.88,2937.06
7645.58,25.89,8.7
18.55,1511.56,26402.15
1082.49,25.9,9.93
17.97,14497.81,1649.9
19.7,1916.87,1064.91
18.27,1293.46,1671.17
237.41,1885.51,8.3
1046.97,25.96,8.25
2099.03,3090.19,427.77
18.07,25.75,8.55
18.23,1041.86,8.17
3133.04,257.13,1267.55
18.53,1498.43,8.45
18.2,26.04,8.85
19.08,1469.72,5534.3
844.14,254.19,8.49
18.0,3140.4,8.24
2729.57,1497.69,3116.09
2108.88,25.3,1013.19
1077.47,248.46,223.78
17.84,254.04,8.61
3731.3,26.88,8.5
845.99,27.63,1469.88
18.06,24.52,8.65
18.32,24.05,8.49
52581.99,1036.7,8.84
19.11,30.36,4558.61
19.63,1036.59,1027.26
17.58,25.89,1226.08
17.52,1254.01,11.09
17.51,26.22,8.2
18.35,1509.31,3126.72
1047.72,1240.68,1015.79
2100.77,25.82,1015.07
18.3,27.14,3135.87
3358.4,646.2,4594.78
231.16,26.32,12.29
16.15,1281.69,10.56
237.35,1268.0,639.46
1461.49,250.99,8.58
7628.81,641.56,12.47
845.22,14201.47,8.86
18.18,26.09,2511.56
1034.69,25.52,1250.09
238.83,26.6,11.91
3379.64,1048.76,12.27
242.36,27.44,12.57
241.07,24.07,12.36
1472.45,24.94,9.22
212055.9,24.06,1064.89
1068.72,23.74,3061.79
17.58,3328.4,632.84
1053.05,26.07,5579.39
843.64,259.62,8.57
18.67,649.09,8.46
18.27,853.23,8.88
18.39,26.8,1057.68
224.58,25.12,8625.0
13524.43,25.42,1231.72
241.81,643.78,10.77
2734.64,252.92,34053.72
2109.9,1095.99,8.92
1079.18,25.84,8.77
2516.84,1253.3,10.57
2702.06,28.69,9.19
18.84,25.7,9.13
17.59,23.61,229.46
1446.06,2103.82,1478.96
18.68,26.06,8.94
242.36,29.26,4346.83
28.89,26.52,1460.62
1443.29,27.08,9.01
18.59,247.28,1440.3
17.16,1476.44,1015.25
430.46,25.47,8.71
242.9,25.53,8.73
241.38,1662.6,8.71
17.87,1073.09,2677.99
431.43,25.18,1014.68
241.2,26568.12,225.74
18.31,25.99,1665.74
1060.91,30.65,8.42
18.2,27.77,8.45
18.56,446.34,9.4
2316.27,2054.29,12.41
438.13,11253.52,8.94
18.87,25.95,1860.1
27646.01,31.15,1222.12
18.47,26.68,8.56
18.38,30581.13,8.28
240.91,25.8,1468.55
27.52,1467.27,11.99
17.52,26.2,8.0
435.62,4387.1,52561.5
19.63,30.12,9.88
1473.45,444.53,28232.94
1045.62,1252.53,1485.14
1077.41,25.95,9.69
1286.16,254.67,11.23
17.99,26.6,1448.92
18.34,27.91,227.18
2302.27,1056.06,637.87
1060.71,649.98,1441.64
18.0,27.03,1048.7
11226.3,25.44,1076.42
7646.63,1072.35,9.06
1028.49,25.17,9.06
