P-256,x25519,p256_mlkem512,x25519_mlkem512,mlkem512
1.76,1.68,8.88,2.16,2.01
1.66,1.48,6.97,1.88,1.56
1.56,1.53,8.22,2.61,1.56
1.59,1.64,8.24,1.82,1.48
1.86,1.54,8.89,1.9,1.63
1.65,1.56,8.35,2.23,1.97
1.71,2.71,7.97,1.9,1.57
1.96,1.53,7.83,1.92,1.68
1.64,1.54,7.79,2.22,1.61
1.66,1.9,8.8,1.83,1.6
1.76,1.6,7.61,1.91,1.67
1.7,1.55,7.57,1.94,1.68
1.63,1.84,7.82,2.01,1.59
1.67,1.61,8.07,1.84,1.85
1.75,1.49,7.68,2.04,1.59
1.63,1.73,8.45,2.63,1.62
1.66,1.55,7.26,1.91,2.1
1.65,1.56,7.37,2.33,1.61
1.65,1.68,7.06,1.94,1.62
1.72,1.56,7.02,2.45,2.34
1.64,1.52,7.3,1.86,1.63
1.7,1.69,7.41,1.91,1.62
1.67,1.6,6.99,2.81,1.85
1.93,1.54,6.94,1.9,1.55
1.63,1.65,6.92,1.92,1.61
1.67,1.54,7.0,2.22,1.83
1.7,1.56,6.98,1.86,1.53
1.67,1.75,7.43,1.9,1.65
1.69,1.65,6.98,2.64,1.64
1.67,1.52,6.8,1.93,2.47
1.65,2.1,7.08,1.87,1.63
1.69,1.8,6.89,1.96,1.65
1.73,1.56,6.99,1.89,2.1
1.65,2.47,6.83,1.82,1.59
1.68,1.52,7.03,1.93,1.73
1.82,1.55,6.97,1.79,2.06
1.65,2.21,7.04,1.88,2.08
1.68,1.55,7.9,2.13,1.79
1.72,1.64,8.58,1.91,1.95
1.67,1.75,8.27,1.88,1.61
1.6,1.57,7.8,1.95,1.66
1.84,1.64,8.22,2.08,2.43
1.67,1.53,7.93,1.82,1.63
1.66,1.53,8.03,1.96,1.68
1.66,1.76,7.33,2.99,1.75
1.65,1.51,7.19,1.83,1.82
1.69,1.78,7.24,1.88,1.83
1.73,1.66,7.22,2.08,1.67
1.66,1.55,7.02,1.82,1.63
1.7,1.53,7.14,1.85,1.61
1.72,2.02,7.03,2.02,1.72
1.64,1.59,7.01,1.85,1.63
1.68,1.52,6.92,1.96,1.61
2.57,1.84,7.1,2.38,1.66
1.63,1.57,6.99,1.96,1.61
1.68,1.67,6.99,1.88,1.68
2.59,1.84,7.04,2.0,1.64
1.67,1.58,6.95,2.64,2.12
1.66,1.57,7.05,1.86,1.64
2.48,1.69,6.97,1.95,1.65
1.66,1.6,6.95,3.12,1.97
1.68,1.53,6.89,1.86,1.59
2.15,2.37,8.96,1.89,1.61
1.64,1.52,7.0,2.03,1.96
1.72,1.49,7.93,2.24,1.63
2.05,2.01,8.2,1.81,1.59
1.63,1.6,7.73,1.87,1.73
1.67,1.59,8.31,2.5,1.61
2.3,1.79,10.59,1.88,1.6
1.65,1.53,8.59,1.95,1.65
1.65,1.58,7.7,2.66,1.63
2.25,1.62,7.85,1.87,1.62
1.65,1.55,7.5,1.91,1.72
1.64,1.73,6.92,2.77,1.65
1.98,1.54,8.12,1.84,1.64
1.6,1.5,7.18,1.89,2.1
1.64,1.56,7.09,2.39,1.73
1.86,1.69,7.34,1.89,1.65
1.71,1.65,7.06,1.89,2.57
1.66,1.57,7.01,1.97,1.63
2.01,1.53,6.74,2.71,1.6
1.64,1.55,8.9,1.82,2.08
1.65,1.59,6.99,1.88,1.59
2.04,1.57,7.06,3.12,1.63
1.57,1.56,7.72,1.91,1.65
1.68,1.9,7.18,1.84,1.68
2.09,1.51,7.72,1.99,1.59
1.6,1.51,7.82,1.87,1.64
1.67,2.0,8.02,1.9,1.85
1.79,1.54,8.06,1.86,1.67
1.73,1.58,7.67,2.77,1.71
1.66,2.21,7.82,1.85,2.05
1.81,1.53,7.87,1.95,1.6
1.69,1.55,8.54,2.78,1.6
1.7,1.71,8.27,1.93,1.97
1.69,1.61,8.86,1.88,1.61
1.99,1.56,10.14,2.68,1.63
1.63,1.65,7.69,1.83,1.79
1.7,1.86,8.16,1.91,1.64
2.59,1.56,7.45,1.9,1.67
1.63,1.64,8.41,1.9,1.88
1.65,1.53,8.31,1.88,1.61
2.51,1.54,7.72,2.05,1.61
1.65,1.89,7.96,2.29,1.74
1.67,1.51,8.82,1.85,1.57
2.45,1.56,7.46,1.86,1.61
1.64,1.62,7.63,2.64,2.38
1.97,1.57,7.83,1.87,1.61
2.17,1.56,7.46,1.88,1.7
1.62,1.74,7.79,2.16,1.68
1.68,1.68,7.79,1.9,1.92
2.13,1.53,7.74,1.9,1.61
1.6,1.58,8.31,2.01,1.66
1.6,1.59,7.77,1.87,1.88
1.92,1.5,7.66,1.81,1.58
1.64,1.54,7.61,1.99,1.6
1.73,1.53,7.8,2.81,2.99
1.89,1.56,7.56,1.96,1.62
1.65,1.6,7.52,1.88,1.55
1.62,1.55,7.38,2.84,2.0
1.77,1.56,7.93,1.87,1.67
1.73,1.53,7.15,1.91,1.6
1.6,2.65,6.95,2.21,1.65
1.72,1.53,7.0,1.88,1.86
1.65,1.55,6.81,1.91,1.61
1.62,1.92,7.02,2.02,1.66
1.94,1.67,6.85,2.48,2.16
1.65,1.57,7.3,1.89,1.61
1.68,1.51,8.85,1.78,1.65
2.02,1.55,7.09,3.23,2.32
2.32,1.66,7.0,1.92,1.61
1.6,1.59,6.9,1.85,1.61
1.67,1.54,6.7,2.99,2.59
2.02,1.98,6.75,1.85,1.62
1.64,1.53,6.87,1.86,1.78
1.7,1.51,6.88,2.48,2.18
2.34,2.41,6.75,1.91,1.59
1.65,1.49,6.78,1.83,1.66
1.71,1.56,6.78,2.47,1.94
2.19,2.15,7.88,1.89,1.63
1.74,1.53,7.96,1.89,1.6
1.67,1.56,10.22,2.74,1.79
2.18,3.49,8.4,1.89,1.64
1.6,1.54,7.73,1.89,1.61
1.63,1.53,8.36,2.08,1.67
1.76,2.29,8.0,1.9,1.64
1.59,1.58,8.07,1.9,1.62
1.63,1.54,7.59,2.01,1.66
1.6,1.82,8.2,1.88,1.62
1.66,1.54,7.77,1.89,1.57
1.67,1.51,7.76,2.07,1.61
2.78,1.7,7.17,2.07,1.62
1.89,1.5,6.97,1.89,1.59
1.73,1.54,7.0,1.9,1.83
2.61,1.92,6.87,2.55,1.62
2.3,1.51,6.94,1.85,1.58
1.65,1.5,6.96,1.84,1.66
1.73,1.7,6.83,2.08,1.66
2.31,1.52,6.9,1.87,1.63
1.65,1.55,8.11,1.9,1.66
1.67,1.7,6.83,1.9,1.91
2.25,1.54,6.79,2.34,1.63
1.67,1.53,6.77,1.96,1.76
1.89,2.06,6.78,1.9,2.0
1.78,1.55,7.53,3.02,1.63
1.66,1.57,6.8,2.03,1.65
1.67,2.14,6.95,1.86,1.74
1.89,1.54,6.76,2.19,1.54
1.69,1.49,6.8,1.89,1.67
1.66,2.28,6.78,1.86,1.61
1.93,1.56,7.11,1.94,1.63
1.59,1.56,6.74,2.15,1.78
1.87,1.97,6.73,1.87,1.58
2.4,1.54,6.7,1.91,1.6
1.66,1.51,6.96,3.07,2.06
1.68,2.39,6.98,1.82,1.62
2.68,1.59,8.09,1.93,1.62
2.2,1.61,6.74,2.83,1.76
1.67,2.31,6.87,1.86,1.67
3.0,1.56,8.14,1.91,1.62
1.6,1.54,7.16,2.77,1.75
1.76,1.85,6.98,1.86,1.62
2.31,1.64,7.72,1.89,1.58
1.67,1.56,8.47,2.77,1.65
1.69,2.03,8.77,1.83,1.63
2.42,1.55,7.78,1.89,1.63
1.59,2.23,7.61,2.09,1.78
1.95,1.93,8.62,1.92,1.58
2.73,1.54,8.06,1.89,1.82
1.67,1.55,6.91,2.16,1.63
1.65,1.98,6.8,1.93,1.67
2.46,1.61,7.09,1.89,1.63
1.59,1.56,7.09,2.03,1.99
1.68,1.99,6.8,1.88,1.58
2.58,1.51,6.71,1.82,1.64
1.69,1.56,6.75,2.04,1.82
1.78,1.63,6.72,1.97,1.61
1.74,1.5,7.21,1.9,1.84
1.64,1.6,6.62,1.97,1.87
1.68,1.57,7.26,1.98,1.57
