run_id,duration_ms,success,compress_negotiated
1,19,1,0
2,15,1,0
3,16,1,0
4,16,1,0
5,15,1,0
6,16,1,0
7,17,1,0
8,17,1,0
9,16,1,0
10,14,1,0
11,14,1,0
12,14,1,0
13,14,1,0
14,14,1,0
15,16,1,0
16,14,1,0
17,16,1,0
18,16,1,0
19,14,1,0
20,14,1,0
21,14,1,0
22,14,1,0
23,15,1,0
24,14,1,0
25,13,1,0
26,16,1,0
27,14,1,0
28,14,1,0
29,13,1,0
30,13,1,0
31,14,1,0
32,13,1,0
33,14,1,0
34,13,1,0
35,13,1,0
36,14,1,0
37,14,1,0
38,13,1,0
39,13,1,0
40,14,1,0
41,14,1,0
42,13,1,0
43,14,1,0
44,14,1,0
45,14,1,0
46,17,1,0
47,13,1,0
48,14,1,0
49,15,1,0
50,14,1,0
51,14,1,0
52,15,1,0
53,14,1,0
54,13,1,0
55,14,1,0
56,14,1,0
57,14,1,0
58,14,1,0
59,13,1,0
60,13,1,0
61,14,1,0
62,13,1,0
63,14,1,0
64,14,1,0
65,14,1,0
66,13,1,0
67,14,1,0
68,16,1,0
69,14,1,0
70,15,1,0
71,13,1,0
72,14,1,0
73,14,1,0
74,14,1,0
75,14,1,0
76,13,1,0
77,15,1,0
78,14,1,0
79,14,1,0
80,14,1,0
81,14,1,0
82,16,1,0
83,14,1,0
84,15,1,0
85,16,1,0
86,14,1,0
87,16,1,0
88,16,1,0
89,16,1,0
90,15,1,0
91,15,1,0
92,14,1,0
93,14,1,0
94,15,1,0
95,14,1,0
96,17,1,0
97,17,1,0
98,15,1,0
99,14,1,0
100,15,1,0
101,14,1,0
102,14,1,0
103,14,1,0
104,14,1,0
105,16,1,0
106,14,1,0
107,13,1,0
108,14,1,0
109,13,1,0
110,14,1,0
111,15,1,0
112,14,1,0
113,14,1,0
114,15,1,0
115,15,1,0
116,13,1,0
117,14,1,0
118,14,1,0
119,14,1,0
120,13,1,0
121,14,1,0
122,14,1,0
123,14,1,0
124,14,1,0
125,15,1,0
126,14,1,0
127,13,1,0
128,14,1,0
129,17,1,0
130,13,1,0
131,17,1,0
132,14,1,0
133,14,1,0
134,14,1,0
135,15,1,0
136,13,1,0
137,14,1,0
138,13,1,0
139,14,1,0
140,13,1,0
141,17,1,0
142,13,1,0
143,13,1,0
144,13,1,0
145,14,1,0
146,13,1,0
147,16,1,0
148,13,1,0
149,13,1,0
150,15,1,0
151,13,1,0
152,13,1,0
153,17,1,0
154,15,1,0
155,14,1,0
156,13,1,0
157,13,1,0
158,13,1,0
159,16,1,0
160,13,1,0
161,14,1,0
162,16,1,0
163,13,1,0
164,14,1,0
165,14,1,0
166,17,1,0
167,15,1,0
168,14,1,0
169,16,1,0
170,14,1,0
171,14,1,0
172,14,1,0
173,15,1,0
174,14,1,0
175,14,1,0
176,14,1,0
177,14,1,0
178,15,1,0
179,15,1,0
180,16,1,0
181,15,1,0
182,14,1,0
183,15,1,0
184,14,1,0
185,13,1,0
186,13,1,0
187,13,1,0
188,14,1,0
189,15,1,0
190,14,1,0
191,14,1,0
192,15,1,0
193,14,1,0
194,15,1,0
195,14,1,0
196,14,1,0
197,14,1,0
198,17,1,0
199,15,1,0
200,13,1,0
201,13,1,0
202,16,1,0
203,13,1,0
204,14,1,0
205,13,1,0
206,14,1,0
207,14,1,0
208,13,1,0
209,14,1,0
210,14,1,0
211,13,1,0
212,13,1,0
213,13,1,0
214,14,1,0
215,16,1,0
216,13,1,0
217,13,1,0
218,13,1,0
219,13,1,0
220,13,1,0
221,14,1,0
222,15,1,0
223,14,1,0
224,16,1,0
225,13,1,0
226,14,1,0
227,17,1,0
228,14,1,0
229,14,1,0
230,14,1,0
231,14,1,0
232,14,1,0
233,14,1,0
234,14,1,0
235,14,1,0
236,14,1,0
237,14,1,0
238,14,1,0
239,17,1,0
240,14,1,0
241,16,1,0
242,15,1,0
243,15,1,0
244,14,1,0
245,13,1,0
246,14,1,0
247,15,1,0
248,14,1,0
249,13,1,0
250,13,1,0
251,14,1,0
252,14,1,0
253,13,1,0
254,14,1,0
255,14,1,0
256,14,1,0
257,14,1,0
258,15,1,0
259,14,1,0
260,16,1,0
261,13,1,0
262,13,1,0
263,15,1,0
264,17,1,0
265,13,1,0
266,17,1,0
267,15,1,0
268,14,1,0
269,16,1,0
270,13,1,0
271,14,1,0
272,14,1,0
273,17,1,0
274,16,1,0
275,13,1,0
276,14,1,0
277,14,1,0
278,14,1,0
279,17,1,0
280,14,1,0
281,14,1,0
282,15,1,0
283,16,1,0
284,14,1,0
285,14,1,0
286,14,1,0
287,14,1,0
288,13,1,0
289,13,1,0
290,15,1,0
291,17,1,0
292,19,1,0
293,16,1,0
294,16,1,0
295,16,1,0
296,14,1,0
297,16,1,0
298,16,1,0
299,15,1,0
300,14,1,0
301,18,1,0
302,15,1,0
303,16,1,0
304,14,1,0
305,14,1,0
306,16,1,0
307,17,1,0
308,15,1,0
309,14,1,0
310,15,1,0
311,15,1,0
312,18,1,0
313,15,1,0
314,15,1,0
315,14,1,0
316,15,1,0
317,15,1,0
318,14,1,0
319,15,1,0
320,15,1,0
321,14,1,0
322,14,1,0
323,14,1,0
324,14,1,0
325,14,1,0
326,14,1,0
