protocol,auth_mode,sig_alg,kem,kem_class,security_level,sig_family,network_profile,n_total,n_success,n_failed,success_rate_pct,n_blocks_pooled,n_files_pooled,mean_ms,stdev_ms,ci95_low_ms,ci95_high_ms,ci95_method,ci95_naive_low_ms,ci95_naive_high_ms,median_ms,p95_ms,p99_ms,min_ms,max_ms
tls,mutual,ed25519,P-256,classique,L1,classique,simple_loss1.5833_delay83.52ms,500,500,0,100.0,4,4,379.672,149.968,365.249,394.094,bootstrap_blocs,366.526,392.817,354.845,361.692,1363.132,340.16,1373.73
tls,mutual,ed25519,hqc128,pq_pur,L1,classique,simple_loss1.5833_delay83.52ms,500,500,0,100.0,4,4,432.58,160.212,425.886,439.275,bootstrap_blocs,418.537,446.624,399.705,567.389,1386.608,356.19,1764.48
tls,mutual,ed25519,mlkem512,pq_pur,L1,classique,simple_loss1.5833_delay83.52ms,500,500,0,100.0,4,4,383.221,170.513,374.709,393.471,bootstrap_blocs,368.275,398.168,352.675,357.178,1365.263,339.45,1553.78
tls,mutual,ed25519,p256_hqc128,hybride,L1,classique,simple_loss1.5833_delay83.52ms,500,500,0,100.0,4,4,454.472,197.054,437.939,476.907,bootstrap_blocs,437.199,471.744,407.975,752.516,1727.969,360.24,1806.48
tls,mutual,ed25519,p256_mlkem512,hybride,L1,classique,simple_loss1.5833_delay83.52ms,500,500,0,100.0,4,4,387.931,164.626,377.383,405.949,bootstrap_blocs,373.501,402.361,364.92,370.03,1548.28,344.9,2061.8
tls,mutual,ed25519,x25519_hqc128,hybride,L1,classique,simple_loss1.5833_delay83.52ms,500,500,0,100.0,4,4,434.052,181.365,427.456,443.377,bootstrap_blocs,418.155,449.949,390.7,759.093,1397.208,355.87,1743.82
tls,mutual,ed25519,x25519_mlkem512,hybride,L1,classique,simple_loss1.5833_delay83.52ms,500,500,0,100.0,4,4,381.902,160.024,365.369,394.94,bootstrap_blocs,367.875,395.929,356.0,363.774,1519.768,339.7,1556.8
tls,mutual,ed25519,x25519,classique,L1,classique,simple_loss1.5833_delay83.52ms,500,500,0,100.0,4,4,382.783,176.911,374.401,392.024,bootstrap_blocs,367.276,398.29,352.115,357.293,1358.811,339.44,2358.58
tls,mutual,mldsa44,P-256,classique,L1,pq,simple_loss1.5833_delay83.52ms,500,500,0,100.0,4,4,436.594,216.765,420.329,456.327,bootstrap_blocs,417.594,455.595,390.27,576.368,1743.784,355.8,2375.54
tls,mutual,mldsa44,hqc128,pq_pur,L1,pq,simple_loss1.5833_delay83.52ms,500,500,0,100.0,4,4,471.367,206.277,446.408,496.325,bootstrap_blocs,453.286,489.448,420.66,615.964,1911.748,373.06,1985.28
tls,mutual,mldsa44,mlkem512,pq_pur,L1,pq,simple_loss1.5833_delay83.52ms,500,500,0,100.0,4,4,435.865,192.853,408.711,477.848,bootstrap_blocs,418.961,452.77,387.64,596.055,1704.275,354.4,1809.42
tls,mutual,mldsa44,p256_hqc128,hybride,L1,pq,simple_loss1.5833_delay83.52ms,500,500,0,100.0,4,4,490.224,210.465,476.111,510.697,bootstrap_blocs,471.776,508.672,431.835,665.546,1910.294,375.52,1983.29
tls,mutual,mldsa44,p256_mlkem512,hybride,L1,pq,simple_loss1.5833_delay83.52ms,500,500,0,100.0,4,4,452.637,196.829,417.054,486.347,bootstrap_blocs,435.384,469.889,399.145,635.838,1736.978,360.73,1805.06
tls,mutual,mldsa44,x25519_hqc128,hybride,L1,pq,simple_loss1.5833_delay83.52ms,500,500,0,100.0,4,4,457.667,217.93,444.344,470.99,bootstrap_blocs,438.565,476.77,411.56,590.615,1915.882,376.63,2250.97
tls,mutual,mldsa44,x25519_mlkem512,hybride,L1,pq,simple_loss1.5833_delay83.52ms,500,500,0,100.0,4,4,440.156,195.095,412.85,467.462,bootstrap_blocs,423.055,457.257,391.125,729.071,1740.041,360.6,1977.08
tls,mutual,mldsa44,x25519,classique,L1,pq,simple_loss1.5833_delay83.52ms,500,500,0,100.0,4,4,424.079,202.834,402.647,447.018,bootstrap_blocs,406.299,441.858,387.395,555.566,1712.118,355.29,1748.16
tls,mutual,mldsa65,P-384,classique,L3,pq,simple_loss1.5833_delay83.52ms,500,500,0,100.0,4,4,466.304,233.687,441.288,502.219,bootstrap_blocs,445.821,486.788,401.385,774.374,1777.291,362.73,1917.44
tls,mutual,mldsa65,hqc192,pq_pur,L3,pq,simple_loss1.5833_delay83.52ms,500,500,0,100.0,4,4,681.591,195.388,648.173,725.025,bootstrap_blocs,664.464,698.717,623.24,877.704,1962.358,562.73,2099.79
tls,mutual,mldsa65,mlkem768,pq_pur,L3,pq,simple_loss1.5833_delay83.52ms,500,500,0,100.0,4,4,462.893,234.776,437.853,492.986,bootstrap_blocs,442.314,483.472,399.57,621.921,1895.886,360.5,2986.64
