P-521,p521_mlkem1024,mlkem1024
8.16,24.5,5.43
9.16,17.95,5.22
10.88,18.42,4.95
7.44,18.52,6.22
7.51,29.2,4.97
11.83,18.41,5.71
12.56,28.38,4.75
11.31,18.23,5.39
10.59,17.84,4.67
7.6,18.29,5.41
7.69,27.02,5.97
7.37,17.96,7.16
9.01,17.72,4.77
17.67,23.25,4.64
12.22,18.48,7.63
10.93,22.1,4.68
7.7,18.36,4.81
7.56,19.57,5.11
11.96,18.0,4.71
8.2,22.67,4.68
11.53,17.84,5.84
11.85,19.2,4.99
7.39,17.91,5.26
7.58,18.13,5.43
7.97,19.06,5.34
8.35,18.44,4.61
11.28,19.16,6.64
7.95,33.24,5.73
8.51,24.37,5.08
8.03,28.99,4.79
7.71,21.22,6.92
11.82,28.62,6.1
10.49,17.82,5.32
7.68,18.65,4.86
11.29,18.1,4.67
8.62,29.63,4.72
15.72,18.95,5.58
7.58,18.85,5.68
8.27,18.41,5.27
8.92,18.81,4.71
8.13,29.29,4.82
9.35,18.82,5.42
8.99,29.9,5.22
8.56,28.83,4.8
9.97,31.78,4.66
7.53,21.8,5.04
8.22,30.34,5.66
8.74,19.83,5.1
8.59,27.54,4.83
7.52,21.69,7.04
8.15,21.14,5.74
8.54,25.34,5.43
8.44,23.6,4.69
7.44,24.06,4.75
7.74,27.79,4.71
8.68,29.52,5.63
12.46,23.09,6.81
7.58,27.07,5.14
7.38,23.3,5.73
8.21,18.92,6.1
9.14,22.21,7.1
9.39,17.76,9.97
10.52,17.79,5.96
10.91,19.32,7.13
8.36,28.1,5.35
10.08,19.19,6.63
8.2,17.77,7.49
9.32,22.8,5.18
11.11,20.42,5.17
13.18,23.42,6.74
8.63,19.61,5.88
7.91,22.12,4.82
7.58,31.17,4.53
9.27,19.55,7.2
8.88,20.3,4.87
11.6,30.45,4.78
10.4,21.26,5.29
8.66,34.69,5.54
8.54,20.49,6.87
7.78,27.11,5.4
7.37,23.03,4.92
7.76,23.52,5.23
11.61,20.39,7.1
8.18,28.05,5.78
7.42,1023.64,5.2
9.22,17.1,4.98
9.86,17.89,6.68
10.3,17.09,4.79
8.39,21.14,5.28
7.71,1061.09,4.7
13.59,18.29,6.85
7.88,20.61,5.49
7.33,23.31,5.59
7.32,26.17,4.77
8.92,27.84,6.37
11.93,19.23,4.65
8.81,18.2,4.82
10.66,18.45,4.9
8.64,22.46,7.77
7.73,22.93,6.99
8.19,17.7,4.76
11.93,1040.1,5.55
11.14,18.84,4.7
7.56,18.17,6.67
8.35,18.11,4.87
7.62,18.34,6.11
12.42,18.21,5.15
8.71,20.64,4.65
10.71,19.59,5.09
10.72,17.94,4.68
8.92,1017.97,4.65
8.62,19.73,4.97
7.5,22.41,4.63
7.37,1018.41,4.77
7.82,17.75,5.01
10.05,17.95,5.3
8.11,18.9,4.83
7.5,18.03,4.79
7.42,18.93,7.5
7.97,19.31,5.1
9.58,18.1,6.7
10.99,18.74,4.63
10.53,17.53,5.0
8.68,23.14,5.26
8.54,17.63,4.71
9.3,17.47,5.0
10.64,26.86,5.38
9.91,27.53,4.69
8.43,18.02,8.39
11.17,17.86,5.28
13.25,1033.07,7.04
8.76,26.81,5.8
9.59,18.43,7.5
13.68,1017.59,5.67
11.59,3022.18,7.84
