P-256,x25519,p256_mlkem512,x25519_mlkem512,mlkem512
3.69,3.1,20.6,7.54,3.91
4.14,5.07,14.61,5.56,2.9
3.72,3.18,23.84,4.89,3.34
3.09,2.48,15.14,7.6,3.97
2.81,2.75,23.7,6.82,4.02
3.01,2.48,21.7,4.98,3.16
3.2,3.65,15.4,4.79,2.73
3.26,2.77,13.85,6.35,2.52
3.05,3.0,16.03,5.13,2.76
3.38,2.53,23.25,6.21,2.8
2.79,2.54,23.06,5.03,3.46
3.89,3.04,17.31,5.16,3.49
3.65,3.07,13.4,4.75,3.83
2.68,2.45,14.97,4.81,2.88
2.71,3.36,16.34,6.27,2.88
2.81,2.42,14.38,7.89,2.71
3.0,4.89,13.64,5.46,3.21
2.78,2.51,13.94,5.21,2.81
2.86,2.45,16.89,4.86,2.55
3.27,2.56,21.32,5.91,2.76
3.45,2.9,14.36,6.8,2.55
2.76,3.45,20.65,6.34,2.38
3.89,2.8,15.25,6.46,2.6
4.35,3.1,15.26,4.71,3.4
3.69,2.56,16.34,5.74,3.04
2.9,3.04,13.53,7.33,2.55
3.23,2.44,14.29,5.23,2.43
2.95,2.44,13.52,6.46,2.54
2.87,2.78,13.49,6.47,3.39
2.84,2.54,15.6,5.96,3.45
3.59,3.21,14.12,6.02,2.58
3.44,2.84,13.52,4.75,3.15
3.66,2.84,13.71,5.22,2.44
3.67,2.4,14.52,5.11,4.04
2.79,3.04,13.78,5.25,3.98
2.83,2.85,14.7,6.32,3.14
3.37,2.4,13.73,5.26,4.28
3.49,5.24,14.34,4.85,3.05
2.73,2.64,14.14,4.79,2.87
2.85,3.14,15.51,5.59,2.75
2.89,2.76,15.45,7.14,2.4
3.51,2.57,13.73,6.67,2.65
2.8,2.48,13.26,4.59,2.52
3.52,2.62,13.99,4.66,2.77
4.45,4.44,13.73,5.3,2.45
3.36,2.77,14.87,6.17,2.42
2.85,3.23,14.07,6.72,2.51
2.72,3.23,14.02,5.95,3.3
3.25,3.33,12.96,4.82,2.51
3.59,3.14,13.51,4.79,3.44
2.81,2.83,15.27,6.19,6.92
2.96,2.58,14.21,5.79,3.79
2.77,3.12,15.56,4.96,2.48
2.88,2.79,13.88,4.75,2.89
3.26,2.89,16.62,5.31,2.36
2.78,3.33,13.45,5.48,3.08
2.82,2.94,17.66,6.43,2.53
2.77,2.41,13.53,5.47,3.37
2.94,2.48,16.32,6.32,3.46
2.84,2.59,13.92,7.42,3.63
3.55,3.53,17.46,5.0,3.21
2.87,3.23,14.91,8.81,2.49
3.26,2.6,18.91,6.6,2.42
2.88,3.16,28.4,5.06,3.08
3.86,2.5,20.14,5.55,2.45
2.88,3.41,16.67,4.7,2.55
3.29,2.98,15.29,4.67,3.31
3.6,4.49,19.85,6.62,3.96
4.16,2.63,14.24,4.65,3.35
