P-384,x448,p384_mlkem768,x448_mlkem768,mlkem768
8.32,8.75,27.27,19.65,7.04
11.7,7.34,20.69,14.93,4.8
13.74,8.34,18.68,11.48,4.46
7.92,7.33,20.71,9.81,6.54
9.19,7.02,22.91,14.12,6.19
11.33,5.67,18.92,15.32,6.72
9.38,6.3,24.77,11.98,5.78
7.72,8.54,20.01,11.36,6.52
10.3,6.04,28.48,15.16,6.53
8.83,5.82,19.16,23.11,5.97
10.99,6.95,21.5,10.95,6.2
11.21,6.02,19.93,10.82,4.58
12.66,10.88,19.24,9.24,5.59
10.81,5.63,22.0,8.89,7.57
8.18,5.62,28.39,11.72,6.68
10.14,5.46,24.37,8.39,6.63
8.51,7.45,19.97,10.78,4.48
8.48,6.49,21.61,12.66,5.74
11.72,7.21,19.49,9.49,6.33
9.16,7.96,25.52,9.99,5.3
7.72,7.83,28.08,10.67,5.06
7.59,6.46,28.22,8.5,4.89
8.26,8.6,25.58,9.13,4.44
8.96,9.06,21.0,11.01,4.93
11.0,6.93,21.41,12.45,5.26
8.34,5.43,18.07,15.67,7.82
11.79,10.62,21.58,10.1,7.07
8.05,8.2,19.76,9.01,4.36
10.88,7.1,19.9,9.39,5.14
9.21,8.02,22.62,10.92,5.61
8.81,9.37,19.05,9.65,5.25
7.59,6.75,18.15,8.88,6.18
7.7,7.38,20.66,13.94,5.04
8.78,5.54,21.17,9.63,4.42
11.79,5.97,20.42,9.05,5.5
7.66,6.5,21.45,13.05,4.52
8.22,6.64,18.23,14.34,4.38
9.41,7.21,21.01,9.84,4.68
7.91,5.61,21.8,9.01,7.97
7.92,6.56,18.27,13.59,5.92
7.87,9.39,24.59,13.39,5.32
8.94,8.2,25.58,10.5,5.77
9.4,5.43,18.32,10.34,4.53
9.95,5.56,21.13,13.11,4.45
8.0,5.45,24.48,9.67,4.8
13.16,8.01,18.07,8.62,5.57
7.61,7.22,21.18,9.04,6.57
10.61,6.67,25.6,9.74,6.41
8.47,5.72,18.03,9.65,4.37
11.37,5.68,26.33,13.35,4.53
7.8,5.46,26.74,8.44,4.34
10.6,6.88,30.32,13.53,4.61
15.08,6.83,24.38,14.68,6.33
7.93,5.74,29.43,9.31,4.4
9.93,5.65,18.7,9.61,4.94
7.66,7.79,24.7,9.66,6.59
11.89,6.36,31.8,9.47,6.58
9.97,7.71,21.82,8.65,7.44
9.58,5.71,21.46,11.41,4.55
8.5,5.62,31.45,8.8,4.5
11.84,5.83,19.07,9.17,6.86
7.91,5.8,20.34,10.62,4.4
7.81,6.87,26.15,9.14,7.62
10.99,7.29,30.05,10.0,5.57
8.88,5.57,25.69,14.03,5.14
8.24,5.71,19.71,8.91,4.98
8.05,6.51,21.05,11.18,4.44
9.56,9.67,22.67,9.92,5.15
7.79,8.33,20.11,10.55,6.02
8.23,5.66,23.63,9.36,5.01
8.23,8.54,18.39,10.41,4.54
10.93,7.23,28.04,13.68,6.47
10.82,8.09,21.24,11.01,4.38
10.94,7.98,21.47,9.37,5.08
9.91,5.63,19.6,11.63,7.58
8.4,8.06,21.04,9.31,5.87
7.48,8.52,23.77,10.15,4.5
12.88,5.42,18.53,13.65,4.49
11.56,7.24,30.12,10.14,4.43
7.53,9.69,22.45,9.62,4.71
8.37,5.84,21.17,10.8,5.56
13.54,5.59,25.03,9.11,7.49
7.82,5.96,21.02,10.61,4.71
7.76,8.19,18.62,13.13,4.64
8.95,7.21,26.3,8.95,4.55
9.81,5.85,24.24,13.24,4.74
10.06,8.04,27.59,10.53,5.47
7.87,7.96,28.8,10.22,5.93
11.12,6.17,28.61,10.7,4.44
8.31,5.71,1018.3,10.88,6.37
7.75,10.05,1046.34,13.66,4.54
8.41,7.93,23.63,14.39,7.28
9.27,5.68,25.66,10.67,6.09
8.22,10.78,25.01,8.35,5.65
8.11,5.65,19.33,12.64,4.82
8.41,7.78,19.91,12.65,4.42
12.02,5.43,20.93,9.39,6.8
7.63,6.57,1044.36,11.27,5.92
7.5,6.39,28.76,9.32,5.09
9.59,6.13,24.18,8.81,6.87
8.8,5.63,19.49,12.15,4.56
7.8,5.67,25.73,8.67,5.49
9.87,7.86,26.04,11.74,4.45
10.33,7.26,29.58,10.4,6.38
12.97,6.25,1037.43,8.76,6.36
11.99,8.1,29.29,11.01,5.37
12.33,5.76,1045.1,11.13,4.53
7.78,8.38,20.66,10.1,7.99
9.9,9.39,3019.92,12.27,6.65
7.96,6.44,1022.54,11.44,5.9
7.81,5.57,22.48,8.94,5.68
8.32,5.41,23.3,11.46,5.28
9.61,6.12,23.57,11.92,4.45
8.0,10.04,20.32,13.76,4.48
7.77,8.76,1019.58,14.04,4.49
16.04,5.67,20.37,8.88,4.42
7.83,7.07,19.18,14.95,4.86
7.59,7.58,19.37,11.21,5.52
7.84,9.28,21.12,13.63,6.25
8.97,5.7,19.73,11.83,4.45
10.8,5.55,22.5,9.32,4.33
8.22,7.37,20.16,8.47,4.39
8.76,7.32,28.9,8.76,4.57
9.15,5.88,19.89,10.65,5.78
10.93,7.99,28.89,12.49,5.54
10.74,7.38,20.81,9.21,4.57
9.47,9.77,19.32,12.28,4.63
9.61,6.4,1019.07,8.72,5.33
10.87,9.0,1023.03,8.45,4.62
11.23,6.91,27.62,3010.13,5.16
12.54,8.36,1019.04,10.13,6.0
8.28,10.95,18.14,11.89,4.98
7.83,7.72,20.31,9.72,5.17
8.8,8.61,18.31,1022.44,6.26
7.77,5.67,20.53,10.77,5.58
7.77,6.88,21.42,8.91,6.28
17.07,3003.24,19.36,8.83,6.86
11.24,6.08,30.74,13.1,6.25
10.2,9.56,20.71,9.84,5.26
9.04,1008.38,19.88,1035.02,4.68
11.28,5.4,20.66,1013.95,5.23
12.46,5.72,1018.98,8.17,4.83
14.36,1006.7,30.05,13.31,5.05
9.65,7.27,22.18,11.68,5.56
8.37,6.39,28.62,1039.63,4.58
10.28,1005.49,20.69,14.41,4.72
1009.61,5.62,22.73,12.14,6.96
11.46,9.14,20.69,16.1,6.77
9.82,7.68,1044.23,8.94,16.08
9.12,5.71,20.62,9.14,16.58
7.94,7.98,21.19,10.49,19.63
10.73,8.11,1034.79,9.94,7.88
8.12,5.22,1101.72,8.34,5.73
1009.17,,1019.28,1034.86,7.31
8.29,1006.24,17.65,8.68,5.05
1007.23,7.61,17.63,10.47,6.26
3006.17,5.91,1042.04,9.75,4.25
1009.12,7.83,19.01,8.7,1004.18
10.98,5.58,20.68,11.12,4.67
11.88,9.1,18.35,10.78,6.05
3007.29,1007.41,22.18,8.78,6.28
10.26,5.66,19.39,12.33,1003.98
11.72,7.27,20.42,10.44,1003.64
10.4,7.75,20.45,8.45,4.76
8.65,7.26,18.29,9.74,4.38
8.22,8.53,25.5,8.61,5.0
8.56,6.73,20.16,8.78,4.98
1007.08,7.01,19.73,10.14,5.78
12.02,3004.64,17.96,9.39,5.95
12.41,5.94,20.14,8.73,7.99
10.13,6.2,18.86,12.38,5.55
9.18,6.12,18.03,8.69,4.38
12.01,,20.53,12.0,6.43
11.51,1009.38,24.03,11.27,4.82
1007.53,6.48,3016.68,8.62,6.49
10.63,5.4,1038.1,8.55,5.99
8.68,5.65,20.61,9.2,4.7
7.78,5.53,17.89,12.54,5.1
