timestamp,protocol,auth_mode,sig_alg,kem,network_profile,role,n_runs,cpu_usec_total,cpu_usec_per_handshake,mem_peak_bytes
2026-08-05T13:20:09+01:00,tls,mutual,ed25519,P-256,simple,server,500,1909595,3819.190,6422528
2026-08-05T13:20:09+01:00,tls,mutual,ed25519,P-256,simple,client,500,23669963,47339.926,5857280
2026-08-05T13:21:50+01:00,tls,mutual,ed25519,x25519,simple,server,500,1652537,3305.074,6389760
2026-08-05T13:21:50+01:00,tls,mutual,ed25519,x25519,simple,client,500,21187550,42375.100,5636096
2026-08-05T13:23:41+01:00,tls,mutual,ed25519,p256_mlkem512,simple,server,500,3533472,7066.944,6803456
2026-08-05T13:23:41+01:00,tls,mutual,ed25519,p256_mlkem512,simple,client,500,26625521,53251.042,5849088
2026-08-05T13:25:27+01:00,tls,mutual,ed25519,x25519_mlkem512,simple,server,500,2123415,4246.830,6492160
2026-08-05T13:25:27+01:00,tls,mutual,ed25519,x25519_mlkem512,simple,client,500,24822745,49645.490,5877760
2026-08-05T13:27:14+01:00,tls,mutual,ed25519,mlkem512,simple,server,500,1933654,3867.308,6483968
2026-08-05T13:27:14+01:00,tls,mutual,ed25519,mlkem512,simple,client,500,25496907,50993.814,5488640
2026-08-05T13:29:16+01:00,tls,mutual,ed25519,hqc128,simple,server,500,13635010,27270.020,6479872
2026-08-05T13:29:16+01:00,tls,mutual,ed25519,hqc128,simple,client,500,27320206,54640.412,6156288
2026-08-05T13:31:19+01:00,tls,mutual,ed25519,p256_hqc128,simple,server,500,13747217,27494.434,6840320
2026-08-05T13:31:19+01:00,tls,mutual,ed25519,p256_hqc128,simple,client,500,27780077,55560.154,5455872
2026-08-05T13:33:24+01:00,tls,mutual,ed25519,x25519_hqc128,simple,server,500,13917415,27834.830,6533120
2026-08-05T13:33:24+01:00,tls,mutual,ed25519,x25519_hqc128,simple,client,500,26799390,53598.780,5353472
2026-08-05T13:35:10+01:00,tls,mutual,secp384r1,P-384,simple,server,500,3647110,7294.220,6410240
2026-08-05T13:35:10+01:00,tls,mutual,secp384r1,P-384,simple,client,500,20927408,41854.816,5623808
2026-08-05T13:36:57+01:00,tls,mutual,secp384r1,x448,simple,server,500,3504066,7008.132,6418432
2026-08-05T13:36:57+01:00,tls,mutual,secp384r1,x448,simple,client,500,22874671,45749.342,5849088
2026-08-05T13:38:49+01:00,tls,mutual,secp384r1,p384_mlkem768,simple,server,500,6280585,12561.170,6766592
2026-08-05T13:38:49+01:00,tls,mutual,secp384r1,p384_mlkem768,simple,client,500,26276979,52553.958,5648384
2026-08-05T13:40:38+01:00,tls,mutual,secp384r1,x448_mlkem768,simple,server,500,4162717,8325.434,6709248
2026-08-05T13:40:38+01:00,tls,mutual,secp384r1,x448_mlkem768,simple,client,500,23967954,47935.908,5627904
2026-08-05T13:42:25+01:00,tls,mutual,secp384r1,mlkem768,simple,server,500,2690718,5381.436,6422528
2026-08-05T13:42:25+01:00,tls,mutual,secp384r1,mlkem768,simple,client,500,23765595,47531.190,5758976
2026-08-05T13:44:40+01:00,tls,mutual,secp384r1,hqc192,simple,server,500,25810640,51621.280,6541312
2026-08-05T13:44:40+01:00,tls,mutual,secp384r1,hqc192,simple,client,500,25890617,51781.234,5931008
2026-08-05T13:46:55+01:00,tls,mutual,secp384r1,p384_hqc192,simple,server,500,27125431,54250.862,6881280
2026-08-05T13:46:55+01:00,tls,mutual,secp384r1,p384_hqc192,simple,client,500,28250076,56500.152,5500928
2026-08-05T13:49:12+01:00,tls,mutual,secp384r1,x448_hqc192,simple,server,500,26574453,53148.906,6578176
2026-08-05T13:49:12+01:00,tls,mutual,secp384r1,x448_hqc192,simple,client,500,26023095,52046.190,5730304
