frame.number,frame.time_relative,Length,ip.src,ip.dst,Protocol,_ws.col.info
"1","0.000000000","1262","172.18.0.3","172.18.0.2","QUIC","Initial, DCID=e9a1948c1025b77e, PKN: 0, CRYPTO, PADDING"
"2","0.005012733","1262","172.18.0.2","172.18.0.3","QUIC","Handshake, SCID=006f5638ad47f2744b"
"3","0.009568281","177","172.18.0.3","172.18.0.2","QUIC","Protected Payload (KP0), DCID=006f5638ad47f2744b"
"4","0.009766428","1262","172.18.0.2","172.18.0.3","QUIC","Protected Payload (KP0)"
