frame.number,frame.time_relative,Length,ip.src,ip.dst,Protocol,_ws.col.info
"1","0.000000000","1262","172.18.0.3","172.18.0.2","QUIC","Initial, DCID=af05bbbc6d1577ff, PKN: 0, CRYPTO, PADDING"
"2","0.001658939","1262","172.18.0.2","172.18.0.3","QUIC","Handshake, SCID=f060766497d3724e50"
"3","0.002955100","177","172.18.0.3","172.18.0.2","QUIC","Protected Payload (KP0), DCID=f060766497d3724e50"
"4","0.003205378","1262","172.18.0.2","172.18.0.3","QUIC","Protected Payload (KP0)"
