frame.number,frame.time_relative,Length,ip.src,ip.dst,Protocol,_ws.col.info
"1","0.000000000","2482","172.18.0.3","172.18.0.2","QUIC","Initial, DCID=f37e43e518fe21f8, PKN: 1, CRYPTO, PADDING"
"2","0.005066150","2482","172.18.0.2","172.18.0.3","QUIC","Handshake, SCID=950f5f47be519579ef"
"3","0.009054388","177","172.18.0.3","172.18.0.2","QUIC","Protected Payload (KP0), DCID=950f5f47be519579ef"
"4","0.009224179","1262","172.18.0.2","172.18.0.3","QUIC","Protected Payload (KP0)"
