procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  0      0 10350908 291336 7260324    0    0   117   469 7032   16  9  5 84  2  0  0
 1  1      0 10327252 291348 7264460    0    0     0  2124 17526 54324 21  7 56 15  0  0
 1  0      0 10316920 291372 7264476    0    0     0  1060 8322 21233 12 11 67 11  0  0
 7  8      0 10301836 291380 7265500    0    0     0  2008 12163 32153 15 11 64 10  0  0
 0  2      0 10304292 291384 7264632    0    0     0  1796 2728 3299  3  3 51 44  0  0
 1  0      0 10306004 291396 7260544    0    0     0   944 13004 32260 16  5 65 14  0  0
 0  1      0 10282332 291408 7264624    0    0     0  1472 10665 26908 10 10 73  8  0  0
 1  1      0 10287036 291416 7264760    0    0     0  1008 10029 27049 13 11 66 10  0  0
 1  0      0 10303776 291416 7260688    0    0     0   304 3890 4520 11  2 84  3  0  0
 3  0      0 10309636 291420 7260692    0    0     0   144 6132 13399 20  2 77  2  0  0
 2  0      0 10309616 291420 7260696    0    0     0     4 7132 14257 20  2 77  1  0  0
 1  0      0 10295856 291420 7264800    0    0     0     0 5538 16613 15  2 83  0  0  0
 2  0      0 10329032 291424 7264824    0    0     0    56 6417 21198 16  3 81  1  0  0
 1  2      0 10333432 291436 7264860    0    0     0  1964 4670 8263 17  3 69 11  0  0
 1  1      0 10325632 291456 7260768    0    0     0  1056 11005 26938 28  4 55 13  0  0
 2  1      0 10280752 291476 7264992    0    0     0  1136 11470 30851 22  6 62 10  0  0
 2  1      0 10260000 291484 7265080    0    0     0  2548 12519 30076 28  9 47 16  0  0
 4  1      0 10263436 291500 7265116    0    0     0  1520 9578 12319 25  8 57 10  0  0
 4  2      0 10257088 291520 7265172    0    0     0  1912 12912 23798 34 12 47  8  0  0
 8  1      0 10255228 291532 7265184    0    0     0   920 12932 25191 36 11 41 12  0  0
 3  1      0 10255712 291544 7265012    0    0     0   728 17068 35838 49 14 31  6  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  2      0 10235064 291556 7265348    0    0     0  1932 14315 36929 45 15 26 14  0  0
 4  1      0 10237944 291568 7261268    0    0     0  1096 15010 36779 48 16 32  4  0  0
 6  1      0 10236228 291584 7265504    0    0     0  1216 12734 25995 46 16 31  7  0  0
13  2      0 10214084 291588 7265524    0    0     0  1696 14371 31056 59 19 19  4  0  0
 5  1      0 10192980 291604 7261460    0    0     0  1076 16317 34464 62 18 17  4  0  0
10  1      0 10167908 291612 7265680    0    0     0   852 15342 36671 56 20 20  4  0  0
 8  2      0 10155368 291620 7265732    0    0     0  1472 17692 41862 63 22 13  3  0  0
 7  1      0 10177780 291636 7261668    0    0     0  1364 12061 23229 63 20 14  3  0  0
 7  1      0 10165112 291664 7265948    0    0     0   696 14306 30688 65 22 11  2  0  0
14  2      0 10186004 291672 7265984    0    0     0  1812 14422 26131 70 23  6  1  0  0
 7  1      0 10170876 291676 7261896    0    0     0  1116 21632 45750 74 22  3  1  0  0
 9  1      0 10175712 291684 7266168    0    0     0   604 16685 33246 70 24  6  1  0  0
 8  1      0 10173632 291696 7262120    0    0     0  1748 16205 29890 73 23  3  1  0  0
 7  3      0 10167468 291704 7262088    0    0     0  1492 18649 38223 67 22  5  6  0  0
 9 13      0 10175972 291720 7266192    0    0     0  1216 14005 24312 68 23  6  4  0  0
 9  0      0 10188612 291732 7262124    0    0     0   736 15186 28325 69 22  7  3  0  0
12 11      0 10211632 291736 7262244    0    0     0  1852 14445 24085 72 24  3  0  0  0
16  1      0 10185464 291748 7262264    0    0     0   976 14379 23089 73 24  3  0  0  0
19  1      0 10164928 291756 7266420    0    0     0   544 20050 40194 75 23  1  0  0  0
 9  1      0 10153540 291760 7266428    0    0     0  1656 15786 27950 71 23  3  2  0  0
 9  1      0 10163584 291780 7262364    0    0     0  1224 17397 34399 72 25  2  1  0  0
procs ----------mémoire---------- -échange- -----io---- -système- ------cpu--------
 r  b   swpd  libre tampon  cache   si   so    bi    bo   in   cs us sy id wa st gu
