timestamp,protocol,auth_mode,sig_alg,kem,network_profile,role,n_runs,cpu_usec_total,cpu_usec_per_handshake,mem_peak_bytes,block_index,n_blocks,seed
2026-08-22T15:56:10+01:00,tls,mutual,mldsa65,p384_hqc192,unstable,server,125,8425530,67404.240,7323648,1,4,5002
2026-08-22T15:56:10+01:00,tls,mutual,mldsa65,p384_hqc192,unstable,client,125,26830314,214642.512,5427200,1,4,5002
2026-08-22T16:00:27+01:00,tls,mutual,ed25519,mlkem512,unstable,server,125,928314,7426.512,6836224,1,4,5002
2026-08-22T16:00:27+01:00,tls,mutual,ed25519,mlkem512,unstable,client,125,8965863,71726.904,5652480,1,4,5002
2026-08-22T16:09:12+01:00,tls,mutual,mldsa65,x448_mlkem768,unstable,server,125,854086,6832.688,6778880,1,4,5002
2026-08-22T16:09:12+01:00,tls,mutual,mldsa65,x448_mlkem768,unstable,client,125,17261298,138090.384,5574656,1,4,5002
2026-08-22T16:18:52+01:00,tls,mutual,secp384r1,x448_hqc192,unstable,server,125,6720306,53762.448,6561792,1,4,5002
2026-08-22T16:18:52+01:00,tls,mutual,secp384r1,x448_hqc192,unstable,client,125,13116298,104930.384,5894144,1,4,5002
2026-08-22T16:23:36+01:00,tls,mutual,secp384r1,p384_mlkem768,unstable,server,125,1367414,10939.312,6766592,1,4,5002
2026-08-22T16:23:36+01:00,tls,mutual,secp384r1,p384_mlkem768,unstable,client,125,5900589,47204.712,5836800,1,4,5002
2026-08-22T16:30:52+01:00,tls,mutual,ed25519,hqc128,unstable,server,125,1633945,13071.560,6524928,1,4,5002
2026-08-22T16:30:52+01:00,tls,mutual,ed25519,hqc128,unstable,client,125,5132642,41061.136,5632000,1,4,5002
2026-08-22T16:34:37+01:00,tls,mutual,secp384r1,P-384,unstable,server,125,964458,7715.664,6406144,1,4,5002
2026-08-22T16:34:37+01:00,tls,mutual,secp384r1,P-384,unstable,client,125,4829727,38637.816,5660672,1,4,5002
2026-08-22T16:39:53+01:00,tls,mutual,ed25519,p256_mlkem512,unstable,server,125,768887,6151.096,6811648,1,4,5002
2026-08-22T16:39:53+01:00,tls,mutual,ed25519,p256_mlkem512,unstable,client,125,5241196,41929.568,5623808,1,4,5002
2026-08-22T16:44:28+01:00,tls,mutual,mldsa44,mlkem512,unstable,server,125,322833,2582.664,6549504,1,4,5002
2026-08-22T16:44:28+01:00,tls,mutual,mldsa44,mlkem512,unstable,client,125,7174932,57399.456,5312512,1,4,5002
2026-08-22T16:54:34+01:00,tls,mutual,mldsa65,P-384,unstable,server,125,498867,3990.936,6565888,1,4,5002
2026-08-22T16:54:34+01:00,tls,mutual,mldsa65,P-384,unstable,client,125,7206796,57654.368,5513216,1,4,5002
2026-08-22T17:07:45+01:00,tls,mutual,secp521r1,p521_hqc256,unstable,server,125,5557333,44458.664,7016448,1,4,5002
2026-08-22T17:07:45+01:00,tls,mutual,secp521r1,p521_hqc256,unstable,client,125,10608566,84868.528,5603328,1,4,5002
2026-08-22T17:16:11+01:00,tls,mutual,mldsa44,P-256,unstable,server,125,368548,2948.384,6778880,1,4,5002
2026-08-22T17:16:11+01:00,tls,mutual,mldsa44,P-256,unstable,client,125,5940063,47520.504,5505024,1,4,5002
