Linux 6.17.0-19-generic (tolokoum-HP-ProBook-640-G4) 	03/06/2026 	_x86_64_	(8 CPU)

13:35:11     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
13:35:12     all    4,29    0,13    2,90   16,77    0,00    0,00    0,00    0,00    0,00   75,91
13:35:13     all   12,48    0,13    4,04   10,84    0,00    0,00    0,00    0,00    0,00   72,51
13:35:14     all    9,80    0,13    4,33   15,01    0,00    0,13    0,00    0,00    0,00   70,61
13:35:15     all    8,67    0,00    5,74    6,89    0,00    0,00    0,00    0,00    0,00   78,70
13:35:16     all   10,76    0,00    9,60    1,41    0,00    0,00    0,00    0,00    0,00   78,23
13:35:17     all    7,35    0,00    3,80   11,41    0,00    0,13    0,00    0,00    0,00   77,31
13:35:18     all    8,18    0,13    6,01    9,21    0,00    0,00    0,00    0,00    0,00   76,47
13:35:19     all    3,30    0,00    3,18    2,54    0,00    0,00    0,00    0,00    0,00   90,98
13:35:20     all    3,82    0,00    2,67    0,00    0,00    0,00    0,00    0,00    0,00   93,51
13:35:21     all    2,17    0,00    2,69    0,00    0,00    0,13    0,00    0,00    0,00   95,01
13:35:22     all    3,41    0,00    3,16    0,00    0,00    0,00    0,00    0,00    0,00   93,43
13:35:23     all    3,46    0,00    2,94    0,00    0,00    0,00    0,00    0,00    0,00   93,60
13:35:24     all    5,37    0,00    3,84   15,47    0,00    0,00    0,00    0,00    0,00   75,32
13:35:25     all    4,05    0,13    2,91   11,63    0,00    0,13    0,00    0,00    0,00   81,16
13:35:26     all    9,45    0,00    7,66   11,62    0,00    0,00    0,00    0,00    0,00   71,26
13:35:27     all    9,24    0,00    7,47   15,95    0,00    0,13    0,00    0,00    0,00   67,22
13:35:28     all   17,39    0,00   11,04    8,63    0,00    0,00    0,00    0,00    0,00   62,94
13:35:29     all   18,68    0,13   13,47   12,33    0,00    0,25    0,00    0,00    0,00   55,15
13:35:30     all   22,26    0,13   15,52    7,63    0,00    0,13    0,00    0,00    0,00   54,33
