sig_alg,kem_alg,num_clients,total_handshakes,success_rate,throughput_hs_s,total_time_ms,median_ms,mean_ms,p95_ms,p99_ms,min_ms,max_ms,std_ms,cpu_avg_pct,mem_avg_mib
mldsa65,mlkem768,100,50000,100.0,115.68,432190,1.63,1.83,2.71,4.56,1.19,27.71,0.74,67.27,3.6
