handshake_duration_ms,config_id,cell_id,sweep_position,block_index,n_blocks
1013.13,mldsa65|x448,tls|single|stable,9,2,4
831.16,mldsa65|x448,tls|single|stable,9,2,4
8.77,mldsa65|x448,tls|single|stable,9,2,4
6.33,mldsa65|x448,tls|single|stable,9,2,4
5.15,mldsa65|x448,tls|single|stable,9,2,4
4.08,mldsa65|x448,tls|single|stable,9,2,4
4.3,mldsa65|x448,tls|single|stable,9,2,4
4.07,mldsa65|x448,tls|single|stable,9,2,4
3.0,mldsa65|x448,tls|single|stable,9,2,4
2.42,mldsa65|x448,tls|single|stable,9,2,4
2.34,mldsa65|x448,tls|single|stable,9,2,4
2.35,mldsa65|x448,tls|single|stable,9,2,4
207.42,mldsa65|x448,tls|single|stable,9,2,4
8.74,mldsa65|x448,tls|single|stable,9,2,4
2.69,mldsa65|x448,tls|single|stable,9,2,4
2.3,mldsa65|x448,tls|single|stable,9,2,4
2.95,mldsa65|x448,tls|single|stable,9,2,4
2.28,mldsa65|x448,tls|single|stable,9,2,4
2.48,mldsa65|x448,tls|single|stable,9,2,4
1835.02,mldsa65|x448,tls|single|stable,9,2,4
3.81,mldsa65|x448,tls|single|stable,9,2,4
1481.05,mldsa65|x448,tls|single|stable,9,2,4
2.83,mldsa65|x448,tls|single|stable,9,2,4
4297.79,mldsa65|x448,tls|single|stable,9,2,4
4.26,mldsa65|x448,tls|single|stable,9,2,4
2.74,mldsa65|x448,tls|single|stable,9,2,4
2.88,mldsa65|x448,tls|single|stable,9,2,4
207.97,mldsa65|x448,tls|single|stable,9,2,4
622.25,mldsa65|x448,tls|single|stable,9,2,4
1269.27,mldsa65|x448,tls|single|stable,9,2,4
2.69,mldsa65|x448,tls|single|stable,9,2,4
2.84,mldsa65|x448,tls|single|stable,9,2,4
2.41,mldsa65|x448,tls|single|stable,9,2,4
2.3,mldsa65|x448,tls|single|stable,9,2,4
2.2,mldsa65|x448,tls|single|stable,9,2,4
2.27,mldsa65|x448,tls|single|stable,9,2,4
2.33,mldsa65|x448,tls|single|stable,9,2,4
2.34,mldsa65|x448,tls|single|stable,9,2,4
2.18,mldsa65|x448,tls|single|stable,9,2,4
2.23,mldsa65|x448,tls|single|stable,9,2,4
2.83,mldsa65|x448,tls|single|stable,9,2,4
208.83,mldsa65|x448,tls|single|stable,9,2,4
5.56,mldsa65|x448,tls|single|stable,9,2,4
5.66,mldsa65|x448,tls|single|stable,9,2,4
3.62,mldsa65|x448,tls|single|stable,9,2,4
2.65,mldsa65|x448,tls|single|stable,9,2,4
2.35,mldsa65|x448,tls|single|stable,9,2,4
2.32,mldsa65|x448,tls|single|stable,9,2,4
2.21,mldsa65|x448,tls|single|stable,9,2,4
2.69,mldsa65|x448,tls|single|stable,9,2,4
2.46,mldsa65|x448,tls|single|stable,9,2,4
2.29,mldsa65|x448,tls|single|stable,9,2,4
1239.82,mldsa65|x448,tls|single|stable,9,2,4
2.58,mldsa65|x448,tls|single|stable,9,2,4
1044.19,mldsa65|x448,tls|single|stable,9,2,4
1238.52,mldsa65|x448,tls|single|stable,9,2,4
2.77,mldsa65|x448,tls|single|stable,9,2,4
2.64,mldsa65|x448,tls|single|stable,9,2,4
2.35,mldsa65|x448,tls|single|stable,9,2,4
5.81,mldsa65|x448,tls|single|stable,9,2,4
2.61,mldsa65|x448,tls|single|stable,9,2,4
1067.29,mldsa65|x448,tls|single|stable,9,2,4
2.61,mldsa65|x448,tls|single|stable,9,2,4
2.75,mldsa65|x448,tls|single|stable,9,2,4
2.32,mldsa65|x448,tls|single|stable,9,2,4
2270.19,mldsa65|x448,tls|single|stable,9,2,4
3.19,mldsa65|x448,tls|single|stable,9,2,4
2.84,mldsa65|x448,tls|single|stable,9,2,4
2.4,mldsa65|x448,tls|single|stable,9,2,4
621.94,mldsa65|x448,tls|single|stable,9,2,4
3.18,mldsa65|x448,tls|single|stable,9,2,4
3.31,mldsa65|x448,tls|single|stable,9,2,4
1660.21,mldsa65|x448,tls|single|stable,9,2,4
2.83,mldsa65|x448,tls|single|stable,9,2,4
1014.79,mldsa65|x448,tls|single|stable,9,2,4
3.18,mldsa65|x448,tls|single|stable,9,2,4
3.15,mldsa65|x448,tls|single|stable,9,2,4
2.71,mldsa65|x448,tls|single|stable,9,2,4
2.71,mldsa65|x448,tls|single|stable,9,2,4
4.12,secp384r1|P-384,tls|single|stable,32,3,4
1021.09,secp384r1|P-384,tls|single|stable,32,3,4
9.6,secp384r1|P-384,tls|single|stable,32,3,4
1026.67,secp384r1|P-384,tls|single|stable,32,3,4
7.8,secp384r1|P-384,tls|single|stable,32,3,4
4.75,secp384r1|P-384,tls|single|stable,32,3,4
4.81,secp384r1|P-384,tls|single|stable,32,3,4
4375.0,secp384r1|P-384,tls|single|stable,32,3,4
212.34,secp384r1|P-384,tls|single|stable,32,3,4
1037.23,secp384r1|P-384,tls|single|stable,32,3,4
6.34,secp384r1|P-384,tls|single|stable,32,3,4
212.21,secp384r1|P-384,tls|single|stable,32,3,4
5.72,secp384r1|P-384,tls|single|stable,32,3,4
4.83,secp384r1|P-384,tls|single|stable,32,3,4
216.13,secp384r1|P-384,tls|single|stable,32,3,4
218.59,secp384r1|P-384,tls|single|stable,32,3,4
9.05,secp384r1|P-384,tls|single|stable,32,3,4
4.2,secp384r1|P-384,tls|single|stable,32,3,4
4.21,secp384r1|P-384,tls|single|stable,32,3,4
4.12,secp384r1|P-384,tls|single|stable,32,3,4
4.48,secp384r1|P-384,tls|single|stable,32,3,4
4.5,secp384r1|P-384,tls|single|stable,32,3,4
3.99,secp384r1|P-384,tls|single|stable,32,3,4
3.98,secp384r1|P-384,tls|single|stable,32,3,4
1061.7,secp384r1|P-384,tls|single|stable,32,3,4
9.35,secp384r1|P-384,tls|single|stable,32,3,4
5.53,secp384r1|P-384,tls|single|stable,32,3,4
5.0,secp384r1|P-384,tls|single|stable,32,3,4
4.23,secp384r1|P-384,tls|single|stable,32,3,4
1036.57,secp384r1|P-384,tls|single|stable,32,3,4
2099.14,secp384r1|P-384,tls|single|stable,32,3,4
13.23,secp384r1|P-384,tls|single|stable,32,3,4
217.0,secp384r1|P-384,tls|single|stable,32,3,4
1034.14,secp384r1|P-384,tls|single|stable,32,3,4
4.93,secp384r1|P-384,tls|single|stable,32,3,4
4.78,secp384r1|P-384,tls|single|stable,32,3,4
1037.98,secp384r1|P-384,tls|single|stable,32,3,4
4.58,secp384r1|P-384,tls|single|stable,32,3,4
4.58,secp384r1|P-384,tls|single|stable,32,3,4
214.33,secp384r1|P-384,tls|single|stable,32,3,4
5.65,secp384r1|P-384,tls|single|stable,32,3,4
421.06,secp384r1|P-384,tls|single|stable,32,3,4
4.61,secp384r1|P-384,tls|single|stable,32,3,4
4.1,secp384r1|P-384,tls|single|stable,32,3,4
4.04,secp384r1|P-384,tls|single|stable,32,3,4
4.13,secp384r1|P-384,tls|single|stable,32,3,4
215.97,secp384r1|P-384,tls|single|stable,32,3,4
9.74,secp384r1|P-384,tls|single|stable,32,3,4
6.13,secp384r1|P-384,tls|single|stable,32,3,4
4.66,secp384r1|P-384,tls|single|stable,32,3,4
4.01,secp384r1|P-384,tls|single|stable,32,3,4
4.45,secp384r1|P-384,tls|single|stable,32,3,4
4.39,secp384r1|P-384,tls|single|stable,32,3,4
4.03,secp384r1|P-384,tls|single|stable,32,3,4
4.06,secp384r1|P-384,tls|single|stable,32,3,4
3.94,secp384r1|P-384,tls|single|stable,32,3,4
218.31,secp384r1|P-384,tls|single|stable,32,3,4
1060.19,secp384r1|P-384,tls|single|stable,32,3,4
4.75,secp384r1|P-384,tls|single|stable,32,3,4
4.18,secp384r1|P-384,tls|single|stable,32,3,4
4.16,secp384r1|P-384,tls|single|stable,32,3,4
4.31,secp384r1|P-384,tls|single|stable,32,3,4
4.73,secp384r1|P-384,tls|single|stable,32,3,4
4.44,secp384r1|P-384,tls|single|stable,32,3,4
4.16,secp384r1|P-384,tls|single|stable,32,3,4
4.0,secp384r1|P-384,tls|single|stable,32,3,4
831.1,secp384r1|P-384,tls|single|stable,32,3,4
218.18,secp384r1|P-384,tls|single|stable,32,3,4
9.85,secp384r1|P-384,tls|single|stable,32,3,4
1236.67,secp384r1|P-384,tls|single|stable,32,3,4
5.66,secp384r1|P-384,tls|single|stable,32,3,4
1037.42,secp384r1|P-384,tls|single|stable,32,3,4
5.0,secp384r1|P-384,tls|single|stable,32,3,4
4.27,secp384r1|P-384,tls|single|stable,32,3,4
5.05,secp384r1|P-384,tls|single|stable,32,3,4
4.93,secp384r1|P-384,tls|single|stable,32,3,4
4.74,secp384r1|P-384,tls|single|stable,32,3,4
1060.1,secp384r1|P-384,tls|single|stable,32,3,4
6.64,secp384r1|P-384,tls|single|stable,32,3,4
1047.76,secp384r1|P-384,tls|single|stable,32,3,4
1067.37,secp384r1|P-384,tls|single|stable,32,3,4
5.17,secp384r1|P-384,tls|single|stable,32,3,4
5.09,secp384r1|P-384,tls|single|stable,32,3,4
1049.93,secp384r1|P-384,tls|single|stable,32,3,4
4.62,secp384r1|P-384,tls|single|stable,32,3,4
5.01,secp384r1|P-384,tls|single|stable,32,3,4
4.74,secp384r1|P-384,tls|single|stable,32,3,4
4.67,secp384r1|P-384,tls|single|stable,32,3,4
5.29,secp384r1|P-384,tls|single|stable,32,3,4
4.62,secp384r1|P-384,tls|single|stable,32,3,4
3.99,secp384r1|P-384,tls|single|stable,32,3,4
3.98,secp384r1|P-384,tls|single|stable,32,3,4
1014.73,secp384r1|P-384,tls|single|stable,32,3,4
6.24,secp384r1|P-384,tls|single|stable,32,3,4
1034.81,secp384r1|P-384,tls|single|stable,32,3,4
1045.74,secp384r1|P-384,tls|single|stable,32,3,4
6.29,secp384r1|P-384,tls|single|stable,32,3,4
4.91,secp384r1|P-384,tls|single|stable,32,3,4
4.45,secp384r1|P-384,tls|single|stable,32,3,4
420.76,secp384r1|P-384,tls|single|stable,32,3,4
5.38,secp384r1|P-384,tls|single|stable,32,3,4
4.46,secp384r1|P-384,tls|single|stable,32,3,4
4.39,secp384r1|P-384,tls|single|stable,32,3,4
4.85,secp384r1|P-384,tls|single|stable,32,3,4
4.37,secp384r1|P-384,tls|single|stable,32,3,4
4.49,secp384r1|P-384,tls|single|stable,32,3,4
3.98,secp384r1|P-384,tls|single|stable,32,3,4
3.96,secp384r1|P-384,tls|single|stable,32,3,4
3.99,secp384r1|P-384,tls|single|stable,32,3,4
1048.22,secp384r1|P-384,tls|single|stable,32,3,4
5.0,secp384r1|P-384,tls|single|stable,32,3,4
1054.25,secp384r1|P-384,tls|single|stable,32,3,4
216.72,secp384r1|P-384,tls|single|stable,32,3,4
5.64,secp384r1|P-384,tls|single|stable,32,3,4
1073.86,secp384r1|P-384,tls|single|stable,32,3,4
4.79,secp384r1|P-384,tls|single|stable,32,3,4
213.61,secp384r1|P-384,tls|single|stable,32,3,4
1065.32,secp384r1|P-384,tls|single|stable,32,3,4
4.6,secp384r1|P-384,tls|single|stable,32,3,4
4.71,secp384r1|P-384,tls|single|stable,32,3,4
1245.45,secp384r1|P-384,tls|single|stable,32,3,4
218.44,secp384r1|P-384,tls|single|stable,32,3,4
1066.71,secp384r1|P-384,tls|single|stable,32,3,4
4.96,secp384r1|P-384,tls|single|stable,32,3,4
426.8,secp384r1|P-384,tls|single|stable,32,3,4
15.74,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
1065.15,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
20.18,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
1030.33,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
229.22,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
12.15,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
11.38,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
10.65,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
10.17,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
1065.08,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
14.34,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
11.88,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
13.3,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
10.23,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
10.23,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
229.45,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
16.82,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
1466.06,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
12.52,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
12.81,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
11.47,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
10.25,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
10.09,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
9.69,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
9.66,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
10.19,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
1064.47,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
1068.79,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
24.68,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
9.84,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
9.93,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
11.45,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
10.06,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
10.06,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
10.44,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
1281.2,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
639.56,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
11.55,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
11.64,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
10.49,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
1245.99,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
1264.37,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
14.6,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
10.28,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
9.92,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
1046.34,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
10.49,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
10.71,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
10.48,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
433.57,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
1070.01,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
12.81,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
10.83,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
9.96,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
9.68,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
9.87,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
10.06,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
13.94,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
9.45,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
15.21,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
9.74,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
1047.93,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
13.34,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
17.65,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
11.32,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
10.74,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
10.27,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
9.63,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
10.43,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
10.37,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
221.36,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
19.12,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
12.04,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
10.6,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
9.92,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
9.75,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
10.32,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
10.72,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
1258.93,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
14.41,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
225.89,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
12.99,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
10.03,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
9.85,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
10.1,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
11.63,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
15.05,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
13.95,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
1050.63,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
11.66,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
11.21,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
9.97,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
9.93,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
10.1,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
10.46,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
9.95,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
9.58,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
10.04,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
11.01,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
227.81,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
20.76,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
10.71,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
1478.51,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
11.82,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
10.32,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
9.91,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
14.89,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
9.66,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
9.38,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
9.6,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
1078.64,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
1072.09,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
10.68,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
10.69,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
1443.81,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
12.47,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
1020.06,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
16.36,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
10.49,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
9.77,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
13.62,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
1243.71,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
16.8,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
17.77,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
10.78,secp521r1|p521_mlkem1024,tls|single|stable,23,3,4
1048.9,mldsa44|hqc128,tls|single|stable,28,2,4
224.31,mldsa44|hqc128,tls|single|stable,28,2,4
27.65,mldsa44|hqc128,tls|single|stable,28,2,4
18.56,mldsa44|hqc128,tls|single|stable,28,2,4
1079.25,mldsa44|hqc128,tls|single|stable,28,2,4
18.21,mldsa44|hqc128,tls|single|stable,28,2,4
246.23,mldsa44|hqc128,tls|single|stable,28,2,4
429.8,mldsa44|hqc128,tls|single|stable,28,2,4
25.06,mldsa44|hqc128,tls|single|stable,28,2,4
1661.56,mldsa44|hqc128,tls|single|stable,28,2,4
229.58,mldsa44|hqc128,tls|single|stable,28,2,4
31.67,mldsa44|hqc128,tls|single|stable,28,2,4
1234.87,mldsa44|hqc128,tls|single|stable,28,2,4
19.0,mldsa44|hqc128,tls|single|stable,28,2,4
20.18,mldsa44|hqc128,tls|single|stable,28,2,4
16.18,mldsa44|hqc128,tls|single|stable,28,2,4
16.22,mldsa44|hqc128,tls|single|stable,28,2,4
16.02,mldsa44|hqc128,tls|single|stable,28,2,4
1049.69,mldsa44|hqc128,tls|single|stable,28,2,4
1298.96,mldsa44|hqc128,tls|single|stable,28,2,4
20.06,mldsa44|hqc128,tls|single|stable,28,2,4
17.11,mldsa44|hqc128,tls|single|stable,28,2,4
16.33,mldsa44|hqc128,tls|single|stable,28,2,4
212.64,mldsa44|hqc128,tls|single|stable,28,2,4
18.94,mldsa44|hqc128,tls|single|stable,28,2,4
17.71,mldsa44|hqc128,tls|single|stable,28,2,4
242.59,mldsa44|hqc128,tls|single|stable,28,2,4
1039.92,mldsa44|hqc128,tls|single|stable,28,2,4
23.74,mldsa44|hqc128,tls|single|stable,28,2,4
2906.91,mldsa44|hqc128,tls|single|stable,28,2,4
221.92,mldsa44|hqc128,tls|single|stable,28,2,4
1042.03,mldsa44|hqc128,tls|single|stable,28,2,4
1075.54,mldsa44|hqc128,tls|single|stable,28,2,4
20.32,mldsa44|hqc128,tls|single|stable,28,2,4
17.59,mldsa44|hqc128,tls|single|stable,28,2,4
17.41,mldsa44|hqc128,tls|single|stable,28,2,4
16.93,mldsa44|hqc128,tls|single|stable,28,2,4
1640.26,mldsa44|hqc128,tls|single|stable,28,2,4
222.63,mldsa44|hqc128,tls|single|stable,28,2,4
1046.47,mldsa44|hqc128,tls|single|stable,28,2,4
18.1,mldsa44|hqc128,tls|single|stable,28,2,4
629.17,mldsa44|hqc128,tls|single|stable,28,2,4
19.5,mldsa44|hqc128,tls|single|stable,28,2,4
18.51,mldsa44|hqc128,tls|single|stable,28,2,4
16.49,mldsa44|hqc128,tls|single|stable,28,2,4
15.91,mldsa44|hqc128,tls|single|stable,28,2,4
15.72,mldsa44|hqc128,tls|single|stable,28,2,4
839.36,mldsa44|hqc128,tls|single|stable,28,2,4
631.62,mldsa44|hqc128,tls|single|stable,28,2,4
1100.48,mldsa44|hqc128,tls|single|stable,28,2,4
18.23,mldsa44|hqc128,tls|single|stable,28,2,4
219.84,mldsa44|hqc128,tls|single|stable,28,2,4
228.19,mldsa44|hqc128,tls|single|stable,28,2,4
20.23,mldsa44|hqc128,tls|single|stable,28,2,4
1046.04,mldsa44|hqc128,tls|single|stable,28,2,4
18.66,mldsa44|hqc128,tls|single|stable,28,2,4
16.74,mldsa44|hqc128,tls|single|stable,28,2,4
218.69,mldsa44|hqc128,tls|single|stable,28,2,4
1039.29,mldsa44|hqc128,tls|single|stable,28,2,4
17.54,mldsa44|hqc128,tls|single|stable,28,2,4
17.55,mldsa44|hqc128,tls|single|stable,28,2,4
17.61,mldsa44|hqc128,tls|single|stable,28,2,4
17.53,mldsa44|hqc128,tls|single|stable,28,2,4
241.48,mldsa44|hqc128,tls|single|stable,28,2,4
1071.45,mldsa44|hqc128,tls|single|stable,28,2,4
22.78,mldsa44|hqc128,tls|single|stable,28,2,4
22.75,mldsa44|hqc128,tls|single|stable,28,2,4
1697.76,mldsa44|hqc128,tls|single|stable,28,2,4
1093.38,mldsa44|hqc128,tls|single|stable,28,2,4
17.46,mldsa44|hqc128,tls|single|stable,28,2,4
1034.94,mldsa44|hqc128,tls|single|stable,28,2,4
18.15,mldsa44|hqc128,tls|single|stable,28,2,4
6404.53,mldsa44|hqc128,tls|single|stable,28,2,4
1708.42,mldsa44|hqc128,tls|single|stable,28,2,4
22.31,mldsa44|hqc128,tls|single|stable,28,2,4
427.6,mldsa44|hqc128,tls|single|stable,28,2,4
29.33,mldsa44|hqc128,tls|single|stable,28,2,4
222.98,mldsa44|hqc128,tls|single|stable,28,2,4
27.86,mldsa44|hqc128,tls|single|stable,28,2,4
17.19,mldsa44|hqc128,tls|single|stable,28,2,4
620.36,mldsa44|hqc128,tls|single|stable,28,2,4
221.87,mldsa44|hqc128,tls|single|stable,28,2,4
20.22,mldsa44|hqc128,tls|single|stable,28,2,4
20.43,mldsa44|hqc128,tls|single|stable,28,2,4
20.54,mldsa44|hqc128,tls|single|stable,28,2,4
20.38,mldsa44|hqc128,tls|single|stable,28,2,4
20.37,mldsa44|hqc128,tls|single|stable,28,2,4
222.23,mldsa44|hqc128,tls|single|stable,28,2,4
1241.2,mldsa44|hqc128,tls|single|stable,28,2,4
1257.93,mldsa44|hqc128,tls|single|stable,28,2,4
32.35,mldsa44|hqc128,tls|single|stable,28,2,4
16.57,mldsa44|hqc128,tls|single|stable,28,2,4
15.92,mldsa44|hqc128,tls|single|stable,28,2,4
