protocol,auth_mode,network,network_label,level,sig,kem,blocks_found_of_4,attempted,success,failure
quic,single,simple_loss1.5833_delay83.52ms,Degraded,L3,secp384r1,hqc192,4,500,500,0
quic,single,simple_loss1.5833_delay83.52ms,Degraded,L3,secp384r1,mlkem768,4,500,500,0
quic,single,simple_loss1.5833_delay83.52ms,Degraded,L3,secp384r1,p384_hqc192,4,500,500,0
quic,single,simple_loss1.5833_delay83.52ms,Degraded,L3,secp384r1,p384_mlkem768,4,500,500,0
quic,single,simple_loss1.5833_delay83.52ms,Degraded,L3,secp384r1,x448,4,500,500,0
quic,single,simple_loss1.5833_delay83.52ms,Degraded,L3,secp384r1,x448_hqc192,4,500,500,0
quic,single,simple_loss1.5833_delay83.52ms,Degraded,L3,secp384r1,x448_mlkem768,4,500,500,0
quic,single,simple_loss1.5833_delay83.52ms,Degraded,L5,mldsa87,P-521,4,500,500,0
quic,single,simple_loss1.5833_delay83.52ms,Degraded,L5,mldsa87,hqc256,4,500,500,0
quic,single,simple_loss1.5833_delay83.52ms,Degraded,L5,mldsa87,mlkem1024,4,500,500,0
quic,single,simple_loss1.5833_delay83.52ms,Degraded,L5,mldsa87,p521_hqc256,4,500,500,0
quic,single,simple_loss1.5833_delay83.52ms,Degraded,L5,mldsa87,p521_mlkem1024,4,500,500,0
quic,single,simple_loss1.5833_delay83.52ms,Degraded,L5,secp521r1,P-521,4,500,500,0
quic,single,simple_loss1.5833_delay83.52ms,Degraded,L5,secp521r1,hqc256,4,500,500,0
quic,single,simple_loss1.5833_delay83.52ms,Degraded,L5,secp521r1,mlkem1024,4,500,500,0
quic,single,simple_loss1.5833_delay83.52ms,Degraded,L5,secp521r1,p521_hqc256,4,500,500,0
quic,single,simple_loss1.5833_delay83.52ms,Degraded,L5,secp521r1,p521_mlkem1024,4,500,500,0
quic,single,stable,GE-Stable,L1,ed25519,P-256,4,500,499,1
quic,single,stable,GE-Stable,L1,ed25519,hqc128,4,500,500,0
quic,single,stable,GE-Stable,L1,ed25519,mlkem512,4,500,499,1
quic,single,stable,GE-Stable,L1,ed25519,p256_hqc128,4,500,500,0
quic,single,stable,GE-Stable,L1,ed25519,p256_mlkem512,4,500,500,0
quic,single,stable,GE-Stable,L1,ed25519,x25519,4,500,494,6
quic,single,stable,GE-Stable,L1,ed25519,x25519_hqc128,4,500,500,0
quic,single,stable,GE-Stable,L1,ed25519,x25519_mlkem512,4,500,500,0
quic,single,stable,GE-Stable,L1,mldsa44,P-256,4,500,500,0
quic,single,stable,GE-Stable,L1,mldsa44,hqc128,4,500,500,0
quic,single,stable,GE-Stable,L1,mldsa44,mlkem512,4,500,500,0
quic,single,stable,GE-Stable,L1,mldsa44,p256_hqc128,4,500,500,0
quic,single,stable,GE-Stable,L1,mldsa44,p256_mlkem512,4,500,500,0
quic,single,stable,GE-Stable,L1,mldsa44,x25519,4,500,499,1
quic,single,stable,GE-Stable,L1,mldsa44,x25519_hqc128,4,500,500,0
quic,single,stable,GE-Stable,L1,mldsa44,x25519_mlkem512,4,500,500,0
quic,single,stable,GE-Stable,L3,mldsa65,P-384,4,500,492,8
quic,single,stable,GE-Stable,L3,mldsa65,hqc192,4,500,500,0
quic,single,stable,GE-Stable,L3,mldsa65,mlkem768,4,500,499,1
quic,single,stable,GE-Stable,L3,mldsa65,p384_hqc192,4,500,499,1
quic,single,stable,GE-Stable,L3,mldsa65,p384_mlkem768,4,500,500,0
quic,single,stable,GE-Stable,L3,mldsa65,x448,4,500,499,1
quic,single,stable,GE-Stable,L3,mldsa65,x448_hqc192,4,500,500,0
quic,single,stable,GE-Stable,L3,mldsa65,x448_mlkem768,4,500,500,0
quic,single,stable,GE-Stable,L3,secp384r1,P-384,4,500,498,2
quic,single,stable,GE-Stable,L3,secp384r1,hqc192,4,500,500,0
quic,single,stable,GE-Stable,L3,secp384r1,mlkem768,4,500,500,0
quic,single,stable,GE-Stable,L3,secp384r1,p384_hqc192,4,500,500,0
quic,single,stable,GE-Stable,L3,secp384r1,p384_mlkem768,4,500,500,0
quic,single,stable,GE-Stable,L3,secp384r1,x448,4,500,498,2
quic,single,stable,GE-Stable,L3,secp384r1,x448_hqc192,4,500,499,1
quic,single,stable,GE-Stable,L3,secp384r1,x448_mlkem768,4,500,499,1
quic,single,stable,GE-Stable,L5,mldsa87,P-521,4,500,498,2
quic,single,stable,GE-Stable,L5,mldsa87,hqc256,4,500,500,0
quic,single,stable,GE-Stable,L5,mldsa87,mlkem1024,4,500,498,2
quic,single,stable,GE-Stable,L5,mldsa87,p521_hqc256,4,500,500,0
quic,single,stable,GE-Stable,L5,mldsa87,p521_mlkem1024,4,500,499,1
quic,single,stable,GE-Stable,L5,secp521r1,P-521,4,500,498,2
quic,single,stable,GE-Stable,L5,secp521r1,hqc256,4,500,500,0
quic,single,stable,GE-Stable,L5,secp521r1,mlkem1024,4,500,500,0
quic,single,stable,GE-Stable,L5,secp521r1,p521_hqc256,4,500,500,0
quic,single,stable,GE-Stable,L5,secp521r1,p521_mlkem1024,4,500,500,0
quic,single,unstable,GE-Unstable,L1,ed25519,P-256,4,500,475,25
quic,single,unstable,GE-Unstable,L1,ed25519,hqc128,4,500,497,3
quic,single,unstable,GE-Unstable,L1,ed25519,mlkem512,4,500,486,14
quic,single,unstable,GE-Unstable,L1,ed25519,p256_hqc128,4,500,496,4
quic,single,unstable,GE-Unstable,L1,ed25519,p256_mlkem512,4,500,487,13
quic,single,unstable,GE-Unstable,L1,ed25519,x25519,4,500,479,21
quic,single,unstable,GE-Unstable,L1,ed25519,x25519_hqc128,4,500,495,5
quic,single,unstable,GE-Unstable,L1,ed25519,x25519_mlkem512,4,500,490,10
quic,single,unstable,GE-Unstable,L1,mldsa44,P-256,4,500,492,8
quic,single,unstable,GE-Unstable,L1,mldsa44,hqc128,4,500,492,8
quic,single,unstable,GE-Unstable,L1,mldsa44,mlkem512,4,500,484,16
quic,single,unstable,GE-Unstable,L1,mldsa44,p256_hqc128,4,500,494,6
quic,single,unstable,GE-Unstable,L1,mldsa44,p256_mlkem512,4,500,492,8
quic,single,unstable,GE-Unstable,L1,mldsa44,x25519,4,500,481,19
quic,single,unstable,GE-Unstable,L1,mldsa44,x25519_hqc128,4,500,493,7
quic,single,unstable,GE-Unstable,L1,mldsa44,x25519_mlkem512,4,500,487,13
quic,single,unstable,GE-Unstable,L3,mldsa65,P-384,4,500,454,46
quic,single,unstable,GE-Unstable,L3,mldsa65,hqc192,4,500,493,7
quic,single,unstable,GE-Unstable,L3,mldsa65,mlkem768,4,500,484,16
quic,single,unstable,GE-Unstable,L3,mldsa65,p384_hqc192,4,500,495,5
quic,single,unstable,GE-Unstable,L3,mldsa65,p384_mlkem768,4,500,488,12
quic,single,unstable,GE-Unstable,L3,mldsa65,x448,4,500,475,25
quic,single,unstable,GE-Unstable,L3,mldsa65,x448_hqc192,4,500,492,8
quic,single,unstable,GE-Unstable,L3,mldsa65,x448_mlkem768,4,500,487,13
quic,single,unstable,GE-Unstable,L3,secp384r1,P-384,4,500,472,28
quic,single,unstable,GE-Unstable,L3,secp384r1,hqc192,4,500,495,5
quic,single,unstable,GE-Unstable,L3,secp384r1,mlkem768,4,500,492,8
quic,single,unstable,GE-Unstable,L3,secp384r1,p384_hqc192,4,500,495,5
quic,single,unstable,GE-Unstable,L3,secp384r1,p384_mlkem768,4,500,496,4
quic,single,unstable,GE-Unstable,L3,secp384r1,x448,4,500,471,29
quic,single,unstable,GE-Unstable,L3,secp384r1,x448_hqc192,4,500,496,4
quic,single,unstable,GE-Unstable,L3,secp384r1,x448_mlkem768,4,500,492,8
quic,single,unstable,GE-Unstable,L5,mldsa87,P-521,4,500,452,48
quic,single,unstable,GE-Unstable,L5,mldsa87,hqc256,4,500,494,6
quic,single,unstable,GE-Unstable,L5,mldsa87,mlkem1024,4,500,475,25
quic,single,unstable,GE-Unstable,L5,mldsa87,p521_hqc256,4,500,493,7
quic,single,unstable,GE-Unstable,L5,mldsa87,p521_mlkem1024,4,500,480,20
quic,single,unstable,GE-Unstable,L5,secp521r1,P-521,4,500,472,28
quic,single,unstable,GE-Unstable,L5,secp521r1,hqc256,4,500,495,5
quic,single,unstable,GE-Unstable,L5,secp521r1,mlkem1024,4,500,491,9
quic,single,unstable,GE-Unstable,L5,secp521r1,p521_hqc256,4,500,496,4
quic,single,unstable,GE-Unstable,L5,secp521r1,p521_mlkem1024,4,500,494,6
tls,mutual,none,Ideal,L1,ed25519,P-256,4,500,500,0
tls,mutual,none,Ideal,L1,ed25519,hqc128,4,500,500,0
tls,mutual,none,Ideal,L1,ed25519,mlkem512,4,500,500,0
tls,mutual,none,Ideal,L1,ed25519,p256_hqc128,4,500,500,0
tls,mutual,none,Ideal,L1,ed25519,p256_mlkem512,4,500,500,0
tls,mutual,none,Ideal,L1,ed25519,x25519,4,500,500,0
tls,mutual,none,Ideal,L1,ed25519,x25519_hqc128,4,500,500,0
tls,mutual,none,Ideal,L1,ed25519,x25519_mlkem512,4,500,500,0
tls,mutual,none,Ideal,L1,mldsa44,P-256,4,500,500,0
tls,mutual,none,Ideal,L1,mldsa44,hqc128,4,500,500,0
tls,mutual,none,Ideal,L1,mldsa44,mlkem512,4,500,500,0
tls,mutual,none,Ideal,L1,mldsa44,p256_hqc128,4,500,500,0
tls,mutual,none,Ideal,L1,mldsa44,p256_mlkem512,4,500,500,0
tls,mutual,none,Ideal,L1,mldsa44,x25519,4,500,500,0
tls,mutual,none,Ideal,L1,mldsa44,x25519_hqc128,4,500,500,0
tls,mutual,none,Ideal,L1,mldsa44,x25519_mlkem512,4,500,500,0
tls,mutual,none,Ideal,L3,mldsa65,P-384,4,500,500,0
tls,mutual,none,Ideal,L3,mldsa65,hqc192,4,500,500,0
tls,mutual,none,Ideal,L3,mldsa65,mlkem768,4,500,500,0
tls,mutual,none,Ideal,L3,mldsa65,p384_hqc192,4,500,500,0
tls,mutual,none,Ideal,L3,mldsa65,p384_mlkem768,4,500,500,0
tls,mutual,none,Ideal,L3,mldsa65,x448,4,500,500,0
tls,mutual,none,Ideal,L3,mldsa65,x448_hqc192,4,500,500,0
tls,mutual,none,Ideal,L3,mldsa65,x448_mlkem768,4,500,500,0
tls,mutual,none,Ideal,L3,secp384r1,P-384,4,500,500,0
tls,mutual,none,Ideal,L3,secp384r1,hqc192,4,500,500,0
tls,mutual,none,Ideal,L3,secp384r1,mlkem768,4,500,500,0
tls,mutual,none,Ideal,L3,secp384r1,p384_hqc192,4,500,500,0
tls,mutual,none,Ideal,L3,secp384r1,p384_mlkem768,4,500,500,0
tls,mutual,none,Ideal,L3,secp384r1,x448,4,500,500,0
tls,mutual,none,Ideal,L3,secp384r1,x448_hqc192,4,500,500,0
tls,mutual,none,Ideal,L3,secp384r1,x448_mlkem768,4,500,500,0
tls,mutual,none,Ideal,L5,mldsa87,P-521,4,500,500,0
tls,mutual,none,Ideal,L5,mldsa87,hqc256,4,500,500,0
tls,mutual,none,Ideal,L5,mldsa87,mlkem1024,4,500,500,0
tls,mutual,none,Ideal,L5,mldsa87,p521_hqc256,4,500,500,0
tls,mutual,none,Ideal,L5,mldsa87,p521_mlkem1024,4,500,500,0
tls,mutual,none,Ideal,L5,secp521r1,P-521,4,500,500,0
tls,mutual,none,Ideal,L5,secp521r1,hqc256,4,500,500,0
tls,mutual,none,Ideal,L5,secp521r1,mlkem1024,4,500,500,0
tls,mutual,none,Ideal,L5,secp521r1,p521_hqc256,4,500,500,0
tls,mutual,none,Ideal,L5,secp521r1,p521_mlkem1024,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L1,ed25519,P-256,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L1,ed25519,hqc128,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L1,ed25519,mlkem512,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L1,ed25519,p256_hqc128,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L1,ed25519,p256_mlkem512,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L1,ed25519,x25519,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L1,ed25519,x25519_hqc128,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L1,ed25519,x25519_mlkem512,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L1,mldsa44,P-256,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L1,mldsa44,hqc128,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L1,mldsa44,mlkem512,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L1,mldsa44,p256_hqc128,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L1,mldsa44,p256_mlkem512,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L1,mldsa44,x25519,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L1,mldsa44,x25519_hqc128,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L1,mldsa44,x25519_mlkem512,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L3,mldsa65,P-384,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L3,mldsa65,hqc192,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L3,mldsa65,mlkem768,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L3,mldsa65,p384_hqc192,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L3,mldsa65,p384_mlkem768,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L3,mldsa65,x448,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L3,mldsa65,x448_hqc192,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L3,mldsa65,x448_mlkem768,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L3,secp384r1,P-384,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L3,secp384r1,hqc192,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L3,secp384r1,mlkem768,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L3,secp384r1,p384_hqc192,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L3,secp384r1,p384_mlkem768,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L3,secp384r1,x448,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L3,secp384r1,x448_hqc192,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L3,secp384r1,x448_mlkem768,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L5,mldsa87,P-521,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L5,mldsa87,hqc256,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L5,mldsa87,mlkem1024,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L5,mldsa87,p521_hqc256,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L5,mldsa87,p521_mlkem1024,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L5,secp521r1,P-521,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L5,secp521r1,hqc256,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L5,secp521r1,mlkem1024,4,500,500,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L5,secp521r1,p521_hqc256,3,375,375,0
tls,mutual,simple_loss1.3_delay62.51ms,Moderate,L5,secp521r1,p521_mlkem1024,4,500,500,0
tls,mutual,simple_loss1.5833_delay83.52ms,Degraded,L1,ed25519,P-256,4,500,500,0
tls,mutual,simple_loss1.5833_delay83.52ms,Degraded,L1,ed25519,hqc128,4,500,500,0
tls,mutual,simple_loss1.5833_delay83.52ms,Degraded,L1,ed25519,mlkem512,4,500,500,0
tls,mutual,simple_loss1.5833_delay83.52ms,Degraded,L1,ed25519,p256_hqc128,4,500,500,0
tls,mutual,simple_loss1.5833_delay83.52ms,Degraded,L1,ed25519,p256_mlkem512,4,500,500,0
tls,mutual,simple_loss1.5833_delay83.52ms,Degraded,L1,ed25519,x25519,4,500,500,0
tls,mutual,simple_loss1.5833_delay83.52ms,Degraded,L1,ed25519,x25519_hqc128,4,500,500,0
tls,mutual,simple_loss1.5833_delay83.52ms,Degraded,L1,ed25519,x25519_mlkem512,4,500,500,0
tls,mutual,simple_loss1.5833_delay83.52ms,Degraded,L1,mldsa44,P-256,4,500,500,0
tls,mutual,simple_loss1.5833_delay83.52ms,Degraded,L1,mldsa44,hqc128,4,500,500,0
tls,mutual,simple_loss1.5833_delay83.52ms,Degraded,L1,mldsa44,mlkem512,4,500,500,0
tls,mutual,simple_loss1.5833_delay83.52ms,Degraded,L1,mldsa44,p256_hqc128,4,500,500,0
tls,mutual,simple_loss1.5833_delay83.52ms,Degraded,L1,mldsa44,p256_mlkem512,4,500,500,0
tls,mutual,simple_loss1.5833_delay83.52ms,Degraded,L1,mldsa44,x25519,4,500,500,0
tls,mutual,simple_loss1.5833_delay83.52ms,Degraded,L1,mldsa44,x25519_hqc128,4,500,500,0
tls,mutual,simple_loss1.5833_delay83.52ms,Degraded,L1,mldsa44,x25519_mlkem512,4,500,500,0
tls,mutual,simple_loss1.5833_delay83.52ms,Degraded,L3,mldsa65,P-384,4,500,500,0
tls,mutual,simple_loss1.5833_delay83.52ms,Degraded,L3,mldsa65,hqc192,4,500,500,0
tls,mutual,simple_loss1.5833_delay83.52ms,Degraded,L3,mldsa65,mlkem768,4,500,500,0
