P-384,x448,hqc192,p384_hqc192,x448_hqc192
4.35,3.3,47.19,58.23,53.31
5.37,2.91,60.48,53.85,56.93
4.27,2.86,44.47,53.15,49.3
4.32,2.74,44.78,54.04,59.56
4.39,2.72,44.56,57.33,57.28
4.14,3.65,44.57,55.62,51.19
5.92,2.84,49.28,60.53,57.91
4.3,2.85,45.31,57.28,49.7
5.27,2.78,60.07,72.82,70.01
4.04,3.51,56.57,55.23,48.93
4.29,2.66,45.99,61.7,70.95
4.07,2.8,43.95,59.23,47.1
4.04,2.93,44.08,56.6,46.71
5.64,3.3,44.52,57.2,54.03
4.16,3.68,48.71,58.95,47.29
3.99,2.61,44.35,58.29,46.83
3.91,3.26,51.59,53.33,47.45
4.23,3.21,44.24,57.77,48.12
4.08,3.5,60.24,54.88,46.7
4.13,2.66,45.66,55.14,47.72
4.31,4.29,45.73,69.31,46.88
4.1,3.27,44.21,61.67,47.18
4.13,2.61,45.32,76.83,47.27
5.65,2.49,44.35,69.17,47.07
5.17,3.28,43.98,54.26,47.94
3.96,2.67,58.12,63.64,46.89
4.07,2.71,45.51,59.51,47.62
4.39,3.0,44.2,66.52,46.45
4.01,3.31,45.47,59.69,48.1
4.34,3.5,45.27,56.32,47.09
4.29,3.28,44.04,56.0,46.62
4.04,2.75,45.53,56.26,47.48
4.17,2.66,44.29,56.25,57.83
4.17,2.64,44.17,64.65,46.76
4.1,2.8,44.74,52.97,46.59
4.08,3.15,61.06,53.16,47.67
4.03,2.77,44.14,53.66,47.06
4.16,3.71,44.59,73.49,46.6
5.15,3.37,44.26,58.78,48.67
4.16,2.72,43.96,54.05,46.94
5.15,3.22,44.18,55.66,46.75
4.16,3.25,44.16,54.41,46.91
5.1,2.7,44.08,74.31,46.56
4.11,2.66,44.35,56.61,47.33
4.13,2.87,43.89,56.84,47.09
4.06,2.8,58.3,54.28,46.75
3.93,3.44,44.34,53.29,46.94
3.96,2.59,44.61,69.61,46.98
5.32,3.31,54.84,53.43,46.93
4.2,3.23,44.83,78.08,46.79
4.41,2.78,60.1,53.33,51.05
4.04,2.96,49.82,53.24,46.77
3.95,3.19,44.17,53.7,46.67
3.85,2.85,43.99,53.14,47.0
5.15,2.68,44.51,54.16,46.55
5.12,2.55,53.43,53.07,61.75
4.11,3.51,44.09,53.41,64.98
4.56,2.49,44.52,54.32,47.35
