P-521,hqc256,p521_hqc256
6.1,110.15,102.75
4.78,185.1,89.37
4.6,103.15,194.79
5.14,104.53,88.42
4.48,3112.91,88.14
4.72,81.38,442.59
5.87,80.4,88.82
6.02,105.21,87.64
5.24,82.83,90.68
5.92,2394.68,172.32
5.57,82.97,1084.64
5.55,104.68,197.12
6.07,101.15,88.37
5.59,80.57,89.18
4.48,80.52,88.58
4.6,82.0,88.42
6.07,88.37,88.71
6.01,91.47,88.26
6.39,91.87,88.68
5.79,133.85,113.6
5.89,91.5,88.19
5.63,109.23,1058.58
4.93,107.98,93.77
6.39,80.81,103.14
4.83,83.87,88.44
5.71,166.46,115.12
5.72,81.25,98.55
5.72,275.15,202.29
8.99,1129.83,89.24
6.01,90.98,89.42
4.28,1045.86,87.75
4.59,79.22,111.39
6.28,79.0,99.06
6.17,79.62,114.25
5.5,79.18,88.37
5.79,79.66,90.91
4.62,79.43,1057.02
4.77,100.6,352.15
6.14,79.96,98.8
4.31,81.43,114.71
4.44,80.04,88.01
5.94,113.69,90.28
4.89,195.46,1145.67
5.9,79.41,87.6
6.11,176.18,87.81
5.11,81.5,88.02
5.75,79.41,110.06
5.41,79.68,88.06
4.86,81.21,598.25
4.62,79.23,89.02
4.7,88.0,99.33
5.88,94.73,337.5
6.24,172.59,91.87
4.72,79.34,235.11
5.89,79.45,158.3
6.18,91.74,88.1
4.42,79.11,92.81
5.89,79.33,1062.67
6.29,79.23,111.51
7.34,83.79,1202.34
4.7,107.51,176.89
6.22,79.12,115.64
5.12,79.94,92.13
4.95,80.16,110.92
7.47,79.04,90.53
5.6,80.07,99.14
7.82,79.48,87.59
4.7,88.09,89.11
5.2,88.06,119.73
4.74,79.47,88.46
6.31,157.23,136.87
6.43,91.72,100.09
6.13,88.14,111.99
3001.01,81.83,88.69
4.05,144.92,88.69
3082.79,81.46,101.14
3002.21,79.39,1166.49
3.93,78.99,92.09
3.91,79.71,1051.65
3.94,98.39,154.39
3.98,94.19,97.4
3.91,80.06,89.0
3.93,100.61,115.1
5.38,79.25,88.42
4.01,1074.56,112.47
3.98,81.45,88.46
5.02,107.04,89.9
32.56,107.54,375.25
5.11,79.79,157.55
4.01,1465.29,88.52
4.61,79.24,88.08
3.95,79.75,88.33
4.03,83.34,88.87
3001.91,79.75,88.67
4.26,79.19,141.35
4.13,79.4,1110.83
61.14,149.29,88.25
3.89,79.01,89.22
3000.88,78.78,571.03
4.05,125.73,168.19
3.94,79.63,88.57
3.94,201.06,92.14
5.08,79.66,87.8
4.02,79.92,88.04
3.93,79.14,114.34
3.96,79.68,88.64
3000.93,79.69,87.77
32.58,79.87,104.36
4.08,79.5,1156.25
3000.9,79.91,88.08
4.18,78.93,106.29
3000.73,79.03,1149.83
4.26,94.56,99.89
5.23,79.33,266.0
61.9,79.44,103.36
4.02,79.75,88.16
4.59,107.07,89.58
5.37,79.22,110.67
3000.23,80.15,88.18
4.03,1046.21,149.33
3.99,79.73,92.61
7000.1,106.92,87.98
5.26,79.3,138.64
6999.97,98.02,110.66
5.01,106.82,156.09
4.43,79.47,98.36
5.0,108.23,88.37
4.47,90.14,88.2
3028.13,80.01,87.99
5.1,79.62,98.91
4.33,83.58,88.43
3.98,122.18,89.05
5.33,171.97,213.77
4.09,84.52,519.65
3.8,85.8,88.54
4.24,92.71,1420.01
5.64,80.51,1057.03
32.43,82.79,1078.34
3000.72,81.91,91.81
32.58,111.48,88.44
4.38,90.51,110.75
4.44,2422.83,88.45
3000.68,96.6,88.15
5.11,98.25,88.11
4.15,93.58,141.95
5.04,1124.56,88.76
3.93,166.62,101.22
4.02,87.81,1233.22
3.83,83.75,88.51
5.06,83.31,143.91
3000.99,84.94,88.26
5.07,135.66,88.11
5.08,84.63,88.58
32.44,154.92,140.25
3.97,85.51,92.31
3.95,82.7,87.89
3.97,86.26,560.65
4.4,88.53,88.54
3.93,104.9,87.88
5.0,85.38,88.53
5.06,84.32,110.39
4.66,86.68,88.33
5.06,118.18,89.1
3.98,82.4,88.81
4.94,1151.35,88.42
3.93,85.22,89.27
3001.15,82.78,290.37
5.01,103.88,93.48
3000.67,104.11,88.36
5.14,86.11,87.88
5.01,107.3,87.9
7083.35,113.47,88.19
32.6,99.37,88.33
32.69,81.99,88.31
5.54,1054.94,90.2
4.11,79.58,98.32
4.69,79.34,87.93
3.78,197.95,95.11
4.67,80.16,265.07
3001.17,255.05,88.07
32.61,89.95,202.54
4.02,1050.1,88.96
32.32,81.78,114.78
3.99,98.56,89.11
5.01,79.68,98.6
4.72,111.78,113.98
4.48,90.01,1057.26
5.43,79.64,1114.75
4.96,98.27,227.47
4.68,108.61,103.11
4.01,79.28,87.82
3.89,81.06,90.41
3.96,2401.13,88.17
33.27,156.01,88.88
5.5,158.36,99.1
3.87,323.17,88.25
117.99,124.61,95.73
3028.5,118.98,89.17
3.89,115.9,88.41
5.01,117.24,148.37
4.01,114.11,99.45
5.07,293.73,87.86
5.14,136.15,117.0
3.82,160.11,88.99
3.83,113.41,90.01
3002.21,1186.14,111.22
5.28,123.07,89.34
4.02,93.71,87.72
4.81,166.1,99.92
5.22,231.07,1081.58
4.38,199.2,88.97
4.02,238.76,138.16
3030.28,1099.59,123.66
32.85,79.48,88.11
3000.82,79.27,88.47
3.95,79.39,144.57
5.01,79.19,1079.22
35.28,90.06,88.53
4.48,489.5,88.19
3001.5,99.15,152.74
4.17,79.19,106.85
4.01,79.33,1190.38
5.62,79.22,87.94
3001.92,79.61,101.8
5.06,90.63,89.29
4.47,82.31,88.54
36.99,2130.15,88.12
6.25,132.52,88.55
4.29,78.95,88.8
33.06,79.06,114.97
3000.13,79.34,88.71
4.81,82.08,1301.5
4.01,168.06,1058.9
4.42,103.64,88.77
4.09,246.16,100.36
117.35,130.48,3089.58
4.04,78.92,1057.37
32.89,87.75,88.55
7.46,78.97,117.7
7.61,79.8,91.58
4.88,96.6,88.34
4.38,79.73,88.71
32.58,79.03,116.0
5.01,98.02,87.88
88.75,79.1,88.45
3001.09,79.78,144.43
4.23,136.02,89.28
3.95,79.64,88.08
3.91,79.19,230.92
3.97,79.16,156.73
3000.98,191.26,1076.65
3.77,79.23,379.17
4.19,249.79,115.58
3.95,91.58,105.89
3.94,91.06,106.97
4.14,133.43,1071.88
32.64,1055.84,118.21
3.93,107.16,115.67
3000.89,148.94,113.05
32.42,79.1,110.1
5.11,104.05,109.05
4.01,1107.63,113.95
3000.71,79.16,129.73
5.33,84.41,108.84
3.89,107.23,116.72
32.56,109.73,114.32
3001.78,165.5,120.98
5.12,84.43,122.4
4.91,84.9,141.52
4.6,195.76,3141.74
6.32,82.44,89.05
4.47,86.85,95.4
4.65,80.21,110.62
36.21,1050.31,87.82
3001.21,82.75,98.67
34.97,1309.06,724.76
7000.33,1057.04,684.07
3.79,128.48,91.65
299.73,104.34,141.37
121.3,111.65,88.33
3.86,86.3,87.98
3.95,1165.75,112.83
4.03,81.78,88.02
3.93,110.37,88.1
5.1,88.73,88.19
3.92,95.11,87.71
200.84,457.21,89.1
7000.36,83.59,88.06
3.94,117.21,87.97
5.09,100.66,88.74
5.07,79.29,88.25
3.98,79.82,88.66
3.79,138.59,1376.56
4.97,79.67,202.39
32.23,80.08,89.89
7081.99,118.75,87.94
3.81,1074.87,145.04
3.94,79.4,88.69
3.94,79.32,88.19
3.95,79.77,88.44
3000.9,160.28,88.31
3.95,81.52,88.66
5.03,79.11,212.2
5.04,79.26,149.76
3.91,89.92,87.73
4.06,98.33,88.73
32.7,88.84,88.02
4.01,83.25,1506.35
3.99,80.05,87.96
3000.99,1055.45,161.31
3.8,98.56,1133.2
5.31,98.9,88.98
4.17,105.93,88.39
3.81,81.96,116.67
5.19,79.18,140.77
4.22,79.23,154.95
3.84,80.65,88.32
3000.89,87.28,103.64
3.77,89.7,1053.04
5.14,90.26,165.11
3.97,88.73,87.93
5.25,96.91,89.02
3.94,101.69,88.3
3.95,110.17,88.09
5.03,94.53,102.3
32.61,80.47,88.34
5.08,80.27,88.76
5.12,79.33,1113.9
4.36,86.2,91.86
4.33,79.46,120.03
5.09,108.38,88.04
4.17,79.03,88.02
3001.87,159.43,87.69
3085.9,82.53,99.54
3000.2,79.21,115.14
3.98,86.64,87.94
6.19,90.59,87.93
3.88,96.7,1057.46
5.03,79.52,88.57
5.04,261.36,933.56
36.55,1174.42,115.72
4.02,86.27,95.95
4.03,80.61,1056.52
3001.01,94.01,87.98
5.0,1045.78,88.4
4.89,132.71,88.68
3.95,84.81,169.05
4.42,102.87,88.14
5.03,85.56,87.78
3.96,83.88,88.23
4.05,87.37,139.75
3.9,82.89,88.74
229.92,129.11,88.29
3001.03,84.87,88.63
3.88,106.43,88.45
4.98,90.74,252.27
4.81,118.65,88.22
4.05,153.38,87.81
3000.71,90.03,88.59
4.17,81.45,87.76
3000.65,89.24,87.98
4.43,91.51,215.28
5.17,80.83,88.73
4.13,82.33,256.07
89.69,79.79,96.27
6999.66,207.23,169.11
33.12,86.67,101.85
5.0,80.1,357.49
32.59,82.34,88.34
90.38,80.79,98.07
5.02,81.95,99.3
3.87,83.19,88.25
3001.56,105.95,99.0
3.85,259.19,88.98
5.4,90.91,88.02
5.03,81.09,90.33
4.07,139.48,87.88
3000.46,136.79,151.3
33.43,90.97,88.7
3.82,306.36,110.48
33.14,111.35,98.44
39.76,87.02,90.63
3085.89,1055.58,88.44
5.11,111.36,87.85
3.92,80.05,88.26
60.99,79.21,1068.61
5.05,80.48,120.27
4.05,1146.84,88.08
3.95,79.07,88.47
32.45,106.67,88.3
4.04,79.28,1056.62
7054.98,519.36,201.37
4.08,79.31,116.62
5.1,1214.74,571.04
5.04,152.17,88.53
4.08,79.25,88.85
,79.33,92.08
,3070.07,87.97
