P-256,x25519,hqc128,p256_hqc128,x25519_hqc128
3.41,3.2,24.6,51.08,28.48
3.73,2.81,26.46,37.09,26.36
2.86,3.27,33.73,34.16,38.24
3.23,2.86,31.87,35.74,25.93
3.63,3.28,27.0,47.25,34.72
3.07,2.92,41.91,45.32,25.87
3.26,2.75,30.34,35.27,36.26
3.04,2.61,24.52,41.92,36.72
3.69,2.82,32.79,33.68,26.85
3.21,2.64,23.43,34.09,26.03
3.25,2.81,25.97,34.29,25.59
3.27,2.79,29.9,34.87,28.04
3.36,3.52,23.68,34.85,33.25
2.98,2.63,33.94,34.62,26.07
3.66,3.19,23.78,34.29,25.86
3.06,2.76,40.83,34.96,27.93
2.99,3.07,23.8,49.94,25.5
2.89,2.69,23.58,41.73,25.51
3.22,3.13,25.86,37.93,32.57
2.92,2.91,23.6,36.35,26.26
3.32,2.89,23.67,50.09,25.43
3.36,3.5,23.82,41.21,27.23
2.94,3.29,23.48,41.19,37.11
3.56,3.02,26.64,34.56,33.24
2.8,2.57,23.8,33.63,25.38
2.89,2.91,26.29,36.13,35.51
4.07,2.61,24.34,34.88,34.43
2.89,3.33,23.18,33.96,26.59
3.42,3.03,24.1,43.43,26.39
4.31,2.74,32.68,35.67,26.3
2.81,3.17,30.22,35.1,27.22
2.9,2.95,31.35,34.3,26.65
3.53,2.67,24.58,42.11,35.61
2.87,3.46,25.02,39.19,25.86
2.96,2.52,22.76,37.03,26.26
3.49,3.18,23.34,37.56,26.8
3.1,3.08,23.46,45.9,29.09
2.93,2.89,23.89,41.29,33.57
3.35,2.57,24.72,34.77,25.68
3.56,3.1,23.48,42.16,25.57
4.5,3.31,33.64,35.31,28.18
4.16,3.27,24.3,34.68,29.43
4.46,4.98,24.06,34.47,25.95
2.86,2.59,34.58,42.83,25.94
2.96,3.11,25.88,38.28,35.38
3.76,2.99,23.54,36.24,26.88
3.57,2.86,32.88,34.23,30.16
3.34,2.87,23.84,41.59,27.31
4.36,2.83,24.44,38.7,35.91
2.77,2.87,24.61,37.12,27.2
3.32,3.22,24.92,42.28,26.26
2.75,3.69,23.64,47.41,25.48
3.3,3.25,29.73,42.97,25.88
