P-521,hqc256,p521_hqc256
4.67,80.68,99.7
5.31,85.71,96.21
5.3,93.13,95.11
5.32,79.97,126.3
4.26,79.92,96.1
4.41,80.1,123.26
5.02,90.47,131.39
5.18,83.11,105.66
4.96,81.78,96.78
4.99,81.19,92.53
5.1,80.44,124.63
5.09,79.98,122.35
5.0,80.09,108.92
4.96,80.75,96.42
4.02,80.85,93.64
4.99,83.67,90.83
5.29,85.05,99.43
5.38,81.07,95.35
4.81,98.88,112.29
5.04,80.08,93.16
6.07,86.02,107.2
4.32,92.09,99.3
5.01,80.05,100.01
4.13,81.77,94.58
5.27,80.52,100.48
4.97,101.11,95.38
4.57,80.8,100.63
5.26,90.4,92.91
4.43,81.72,93.87
5.53,88.39,96.53
4.04,80.67,96.4
5.13,79.49,90.64
4.37,79.53,94.11
4.52,90.2,90.49
4.06,81.73,91.06
5.04,80.01,102.67
4.05,86.48,94.39
3.9,79.41,98.15
4.0,80.44,99.64
4.93,87.18,95.78
5.34,80.21,100.62
3.93,79.72,92.45
4.09,80.47,93.14
3.87,95.07,102.4
4.13,92.41,105.22
5.03,80.33,93.99
4.02,80.14,109.63
4.48,81.39,91.66
4.23,87.63,93.87
3.97,80.07,92.45
3.87,81.65,94.01
4.12,99.84,112.77
5.31,81.44,105.35
4.39,79.85,116.0
3.99,80.38,113.61
4.25,93.23,95.16
4.06,80.33,108.41
4.2,80.12,95.12
3.9,83.27,105.97
4.35,80.26,99.54
4.28,79.54,91.85
3.87,80.24,92.75
5.76,99.62,105.28
4.09,88.43,92.32
4.18,81.77,106.1
4.2,79.99,91.43
4.24,79.75,91.83
3.95,94.67,99.92
5.09,79.55,91.36
4.43,79.64,92.48
4.2,79.6,93.79
3.87,80.27,94.93
5.08,79.43,93.42
4.53,79.85,90.67
4.06,79.65,92.79
5.16,87.29,93.71
3.98,80.6,103.3
4.5,97.78,92.67
4.2,80.41,94.51
5.3,80.18,95.48
3.99,86.04,107.21
4.59,87.01,94.97
4.11,84.05,93.52
4.96,87.96,93.0
4.12,80.03,100.05
4.09,79.95,110.02
4.01,85.84,94.81
3.9,79.46,103.55
4.57,79.55,94.19
3.89,79.61,92.81
3.93,80.13,101.84
3.97,91.11,90.08
4.08,93.13,98.75
5.07,81.12,96.92
4.26,100.06,89.92
3.83,85.42,94.44
4.2,84.89,89.01
3.92,105.33,91.13
3.98,80.67,108.56
3.84,713.12,91.86
4.07,440.82,90.93
3.88,80.64,97.98
4.02,261.81,90.4
4.03,135.77,105.29
5.67,3049.21,88.5
3.94,366.74,89.2
4.08,1279.83,89.38
4.02,1865.01,89.45
4.2,89.31,91.81
4.18,7264.66,90.21
4.0,81.54,97.74
4.07,133.26,90.2
3.84,79.49,104.37
3.91,81.43,90.0
4.13,5096.93,89.26
4.57,80.02,89.11
4.0,206.01,89.81
3.98,98.37,89.23
3.99,79.34,89.55
5.76,87.67,104.69
4.32,79.71,89.33
5.57,3070.15,153.91
4.2,4171.77,127.62
5.7,79.3,197.78
4.25,161.41,103.71
5.02,98.11,105.95
4.19,79.57,92.66
4.93,1122.74,93.07
5.37,79.71,88.89
3.93,163.62,91.46
3.95,200.12,111.91
5.78,395.35,122.22
6.21,80.0,95.05
4.19,1393.84,90.75
5.76,175.42,90.63
3.8,7438.03,103.95
5.01,114.48,88.12
4.37,5294.09,99.54
5.14,3105.35,88.65
4.02,1070.61,89.85
4.3,5728.59,114.02
5.32,1113.45,95.78
3.99,94.93,97.92
3.88,3327.13,90.67
4.0,8947.49,100.33
4.14,2851.0,99.35
4.42,1689.67,121.5
3.83,257.52,88.75
3.85,637.15,88.72
3.96,413.06,88.38
4.08,1448.48,99.9
4.05,132.35,100.03
4.53,79.59,106.67
3.82,1045.48,88.23
4.43,929.81,108.09
4.07,455.44,91.23
4.17,753.48,103.03
4.22,513.66,103.56
3.98,79.7,98.9
4.19,79.43,90.83
3.78,1047.17,102.52
3.81,1163.62,101.34
4.0,107.37,90.88
4.02,289.76,90.64
3.88,132.5,95.04
4.17,311.98,92.38
3.92,79.97,117.17
4.46,2345.67,101.62
4.11,2083.13,91.08
4.18,1222.58,91.73
4.11,7067.79,108.38
4.0,81.04,89.66
3.77,80.54,89.8
4.07,1083.7,90.43
4.58,133.94,89.21
3.88,183.1,89.1
4.93,158.3,91.83
4.45,80.48,104.9
5.07,440.62,88.09
3.93,1232.98,88.49
3.94,1977.11,89.94
4.11,3763.85,91.58
4.14,94.04,91.4
4.38,88.5,90.18
5.05,132.78,89.99
4.51,94.32,88.51
3.87,79.33,88.2
3.98,162.83,88.04
5.19,1926.29,91.11
3.99,1488.59,88.4
5.27,1065.87,88.22
5.52,79.39,88.74
3.91,834.25,88.55
4.51,1090.02,88.96
3.89,3079.91,91.81
4.01,79.48,90.28
3.94,79.76,91.62
3.93,1087.72,92.97
3.98,1058.36,91.7
4.3,1114.88,90.13
5.02,79.32,92.4
4.42,147.03,90.41
4.17,94.63,96.71
4.0,566.23,100.83
5.07,600.64,88.59
4.14,124.47,87.94
5.02,80.08,88.74
4.49,79.89,88.17
4.04,79.39,90.08
3.96,631.3,90.5
4.45,99.68,91.22
3.97,1052.07,98.97
4.26,119.42,90.34
3.85,481.57,101.35
5.46,168.7,123.94
3.98,79.49,90.78
4.03,103.65,105.77
4.2,79.71,90.93
5.83,91.18,100.28
4.28,424.12,105.99
3.92,79.54,107.96
4.28,155.91,100.44
3.91,1099.96,89.39
4.35,246.75,102.96
4.01,3082.1,89.5
4.04,132.21,88.2
4.24,4315.14,88.22
4.12,163.0,98.89
4.36,79.73,96.73
5.35,1837.31,88.86
5.27,399.78,88.5
4.32,80.08,88.04
4.18,4387.67,88.9
3.96,79.95,88.4
4.07,79.91,99.59
4.8,3508.0,112.2
4.67,1184.46,88.58
4.14,125.98,94.74
4.97,157.1,91.18
4.47,122.79,94.19
5.15,86.7,90.35
5.13,81.45,96.34
3.94,529.2,89.49
4.19,141.95,90.91
4.09,205.0,89.76
3.98,90.16,92.26
4.47,83.35,88.59
5.42,81.92,101.78
3.84,1639.61,94.84
4.34,1074.57,101.95
4.16,7049.34,125.62
4.16,79.88,93.94
4.11,2002.75,111.19
5.39,79.46,122.48
3.86,759.36,92.73
3.98,80.01,90.46
3.93,289.42,89.42
4.45,1302.99,92.42
3.93,79.48,105.32
3.89,80.04,111.32
5.0,1074.82,89.45
4.12,1259.36,102.98
4.21,79.39,113.66
3.92,2066.27,90.47
4.47,79.59,89.79
5.53,416.54,99.69
3.84,1104.0,91.87
3.92,79.38,91.2
4.58,107.61,92.39
3.93,2365.41,89.43
3.9,79.54,94.83
4.01,397.58,89.08
5.02,1109.91,88.45
5.11,103.39,88.36
3.89,99.31,90.64
5.06,887.45,88.37
3.89,79.59,89.77
5.04,79.66,91.08
3.96,1412.07,90.5
3.98,1059.77,97.34
4.0,163.53,101.74
4.11,290.56,89.43
3.99,1339.89,101.92
3.91,1071.92,95.14
5.14,79.69,90.26
4.03,320.56,91.91
3.98,877.63,128.32
4.12,1084.96,109.69
4.99,79.8,88.74
