P-521,hqc256,p521_hqc256
3.93,1145.44,102.07
4.32,102.22,89.61
4.93,79.29,89.23
3.97,1055.45,90.39
5.05,99.39,90.71
4.0,1252.21,89.85
4.03,79.76,91.35
3.95,86.29,110.75
4.96,1442.25,149.8
5.0,79.61,135.87
4.0,1099.2,88.71
5.01,79.51,88.45
4.02,79.9,99.27
3.99,1099.74,89.31
4.06,1050.47,97.35
4.16,318.81,88.17
4.21,79.78,88.66
5.17,1050.85,88.18
3.97,137.0,89.05
3.9,79.29,88.11
4.99,90.55,99.61
4.25,85.95,89.28
4.16,4930.76,88.36
3.99,79.56,95.31
4.05,553.74,102.5
4.05,519.71,89.06
4.21,2558.75,99.03
3.84,333.34,112.29
6.16,1137.52,90.09
3.95,198.69,87.92
4.1,79.07,88.59
4.03,12037.53,90.1
4.05,90.14,91.63
5.17,216.95,89.33
3.98,2253.32,99.62
4.62,551.0,100.68
4.1,128.13,88.23
5.15,115.31,88.32
3.9,2702.84,88.86
3.82,81.13,89.12
5.05,86.39,93.66
3.91,811.64,88.13
5.06,105.97,88.47
5.17,80.99,88.57
4.51,1093.08,90.11
3.92,244.07,88.53
4.97,81.23,88.12
3.92,936.77,88.11
4.23,8171.56,98.53
3.96,598.19,95.48
4.27,842.15,88.09
4.03,3149.65,90.12
4.13,685.24,102.12
4.93,545.58,89.09
3.97,8049.57,89.81
4.04,1282.27,88.62
3.98,1083.4,88.07
4.0,1217.8,92.95
3.75,137.13,95.88
4.03,89.71,88.98
4.45,503.58,88.93
5.09,2407.73,88.34
3.86,2001.88,99.42
5.14,113.66,89.39
3.98,1206.58,88.18
3.91,84.14,88.26
3.95,287.24,88.56
4.07,1223.92,95.0
4.26,84.98,88.55
3.91,97.13,88.67
3.93,85.39,88.0
3.98,10345.29,92.18
3.83,92.58,111.84
4.43,183.42,88.22
5.07,2537.24,98.77
4.3,1134.84,88.79
3.91,182.43,97.91
4.12,83.26,88.44
4.11,1082.54,88.05
4.05,83.05,89.48
4.07,1046.71,89.05
3.92,87.64,101.81
4.46,82.1,90.29
3.81,3050.43,91.02
3.96,87.8,88.63
4.27,253.57,87.84
4.0,243.22,100.01
3.87,79.42,88.93
3.94,83.95,93.54
4.33,100.78,88.97
5.07,295.81,89.03
3.95,82.99,88.46
4.16,84.74,88.25
6.24,89.86,95.85
3.88,184.04,98.55
5.29,7246.43,88.4
4.36,87.94,88.02
5.28,112.76,89.35
3.91,1294.8,88.31
4.91,83.45,87.8
3.98,184.02,98.76
4.18,85.81,88.54
3.9,441.38,95.58
5.28,337.94,88.36
5.09,940.35,89.44
229.87,88.39,88.45
3000.92,857.37,101.02
4.04,3795.43,89.17
3.92,82.16,88.87
61.32,204.46,88.43
3029.25,1754.55,88.03
3000.52,92.79,98.89
3.92,85.72,88.06
3.98,3081.3,88.59
33.78,4044.68,88.82
5.06,1238.03,88.56
7000.97,1354.4,88.95
5.28,1640.68,88.33
3000.74,1082.87,100.0
3058.07,4298.59,89.84
33.33,81.47,96.1
3001.96,620.21,87.89
33.45,2755.47,88.04
3.8,354.84,87.9
5.01,83.22,88.94
32.79,1104.64,88.64
3000.9,311.67,88.56
923.72,102.51,88.23
3002.66,3617.09,88.14
664.3,201.96,93.85
314.11,95.48,88.09
3.95,7264.34,90.65
7000.09,79.59,88.03
3030.57,3215.57,88.31
3000.9,831.48,88.49
7028.39,154.17,100.03
285.45,95.82,88.0
3057.53,87.97,88.5
32.48,1937.78,103.66
7976.9,3440.21,98.43
3866.46,1367.3,89.34
89.06,83.47,88.56
3.92,81.6,90.23
35.02,100.43,88.5
4.33,1104.57,90.09
233.54,781.71,88.89
4.01,1468.76,88.77
5.02,534.52,88.55
3113.76,151.29,90.56
257.28,84.82,88.94
3.9,2281.14,89.79
4.06,2438.83,88.19
40.1,1046.25,89.78
3029.33,3216.88,109.94
3000.8,83.44,99.33
3029.18,643.91,95.57
7084.94,88.95,88.5
3084.71,1194.4,100.57
4.21,82.66,87.93
517.65,855.43,90.21
88.94,88.1,88.17
3.97,85.67,88.62
4.12,81.25,88.44
117.54,82.44,89.33
5.04,7102.57,95.36
5.27,1785.22,88.56
3001.34,81.67,103.91
3.91,115.63,88.72
3.93,89.61,88.57
2193.68,99.38,97.64
3000.91,1055.42,88.6
7028.41,95.01,88.62
3.99,841.57,88.32
201.69,293.18,95.69
458.28,333.05,88.25
3029.45,83.76,98.2
173.83,1057.89,88.56
7000.88,88.36,89.35
32.98,1251.22,89.23
3056.92,79.74,89.73
3.98,79.56,88.03
471.32,297.98,89.32
3000.93,844.14,101.82
3.98,107.38,98.92
327.19,107.41,89.51
4.04,79.55,88.5
3029.5,3303.62,88.64
3000.88,106.28,88.09
5.62,1709.7,88.56
4.02,651.85,88.01
3.93,86.38,88.28
3029.41,87.07,112.44
3.93,3167.78,90.6
3002.12,1199.56,88.18
5.04,104.34,90.35
3001.06,79.24,88.77
4.05,1449.83,89.43
3.94,3179.43,90.25
7031.76,4280.63,88.45
5.76,7697.91,91.92
627.46,3180.7,89.04
7001.03,86.11,96.55
4.47,1352.62,99.09
4.05,149.97,111.44
3111.16,3084.69,88.69
,1505.32,99.77
,240.68,99.78
,,88.08
,,94.69
,,88.67
,,88.45
