P-521,hqc256,p521_hqc256
10.71,172.84,135.03
7.91,203.43,190.24
18.17,185.14,136.41
14.25,180.72,292.07
30.92,247.36,166.35
24.33,178.49,145.15
25.04,200.96,143.64
18.37,1150.56,1091.22
15.25,175.09,177.08
26.06,406.47,176.72
17.91,449.27,146.06
13.95,328.13,250.99
12.12,436.5,162.14
8.89,1139.12,191.55
12.86,178.8,151.08
10.52,166.17,143.21
10.86,236.16,143.65
21.26,381.71,173.15
11.8,157.15,153.22
13.39,149.13,139.43
13.24,616.78,326.61
15.51,139.35,143.86
10.58,1092.86,151.44
11.15,362.36,141.44
10.33,215.24,188.32
11.85,186.0,200.88
15.03,245.18,189.17
9.05,221.16,178.74
14.36,159.75,171.75
8.48,185.32,151.78
9.27,226.94,128.42
8.54,1598.69,165.21
14.72,543.02,166.72
14.3,398.72,298.2
7.94,307.51,257.35
12.49,453.2,157.49
9.39,314.04,145.33
9.66,359.39,286.98
25.48,372.11,215.78
25.51,490.71,1243.5
21.7,184.78,1159.92
20.52,248.62,133.54
9.76,221.27,143.76
10.34,183.54,152.99
11.06,149.04,191.72
9.04,164.31,134.74
13.22,1147.74,1204.09
10.56,141.32,270.19
10.56,277.44,195.61
9.38,141.38,231.95
11.91,547.24,231.22
8.35,195.42,163.26
9.08,142.98,154.67
9.11,1183.4,1088.21
12.23,264.71,149.04
13.48,372.69,155.88
10.97,272.44,248.0
13.54,284.47,151.69
10.78,610.01,137.37
8.43,168.69,203.84
8.46,244.55,210.52
8.37,157.52,149.19
9.43,188.97,160.24
10.71,181.78,168.66
8.53,485.07,1094.45
8.8,164.44,327.44
9.9,155.29,139.89
9.73,185.12,144.09
8.05,158.61,1253.12
10.63,158.14,234.09
12.88,153.85,326.85
12.45,162.99,198.46
8.3,182.98,147.05
9.1,180.5,163.14
9.16,177.48,1093.55
8.4,1194.71,152.19
8.84,139.47,171.34
10.69,169.14,146.57
9.34,138.67,251.96
9.04,136.39,168.42
9.23,143.0,154.46
11.84,167.18,171.71
7.73,158.71,145.0
9.2,159.84,153.2
8.74,135.76,154.9
11.47,1092.56,251.19
12.12,419.74,432.91
14.92,313.28,170.78
9.06,167.78,174.35
9.37,172.19,264.18
8.45,201.54,183.37
8.87,203.16,176.29
8.55,280.06,179.46
9.41,225.99,160.04
8.56,192.76,166.1
10.24,512.45,154.98
10.07,152.78,151.63
11.99,222.21,169.99
8.3,233.02,350.32
10.12,151.49,1350.73
8.63,367.36,166.84
8.64,136.56,156.62
7.61,224.63,162.36
8.3,174.09,200.04
10.79,1148.87,229.35
8.23,150.62,155.1
11.76,172.33,175.09
10.67,1091.53,150.17
10.59,154.31,146.1
10.62,139.97,143.0
9.55,198.39,171.9
11.35,214.65,1147.15
8.21,197.62,169.53
7.74,181.59,1106.0
9.79,233.28,169.68
7.95,380.62,873.55
8.45,272.74,1099.53
14.23,195.81,1000.39
9.15,232.48,154.3
11.85,341.77,190.25
7.39,216.89,164.9
10.14,154.58,181.75
9.13,187.47,149.34
7.88,217.61,148.74
12.9,164.2,143.86
12.28,281.4,407.07
13.65,395.83,1200.68
9.75,163.98,146.42
9.14,177.85,143.15
8.26,135.25,151.82
11.45,135.15,149.51
15.12,149.03,151.3
11.82,156.49,177.34
42.05,268.75,144.87
17.41,141.26,174.41
14.26,135.58,140.89
28.86,150.77,181.38
14.78,136.21,158.46
13.43,171.09,220.11
22.71,1092.78,144.92
21.64,158.16,149.64
11.11,165.72,162.47
25.12,148.76,210.26
23.01,135.06,149.94
30.01,152.88,145.62
30.5,150.49,148.55
28.02,137.75,154.74
23.59,137.59,151.34
27.34,157.71,150.03
19.65,221.25,178.82
15.43,139.98,198.17
15.21,194.9,140.59
22.23,362.02,158.51
24.73,185.29,178.04
25.53,154.9,141.89
21.11,3147.81,1104.14
18.21,1142.47,142.4
26.11,151.16,202.32
35.36,161.42,167.4
15.17,143.85,141.68
20.78,145.13,149.45
24.57,1185.91,168.03
34.92,141.51,133.18
33.24,173.81,128.82
25.16,236.85,128.77
13.69,258.76,137.82
24.1,167.85,741.66
35.27,247.66,128.12
17.88,135.62,145.22
15.32,532.14,285.58
21.38,147.16,128.05
12.91,244.9,159.79
11.11,145.96,129.29
20.5,161.58,129.19
12.09,170.92,130.5
25.13,190.26,129.92
13.5,196.73,128.39
11.2,240.7,186.5
33.9,152.72,139.52
33.52,178.21,130.43
15.31,177.32,150.31
24.84,157.68,1089.54
15.96,170.84,155.28
27.04,161.56,154.39
13.94,305.24,153.32
27.01,172.68,168.91
30.29,164.06,133.9
10.74,200.18,148.16
10.05,157.28,188.11
15.02,145.02,799.62
9.7,156.24,136.42
9.65,156.26,134.4
11.53,193.41,135.78
11.25,142.27,132.32
10.54,136.71,132.25
10.98,154.85,143.91
12.64,152.81,134.11
8.58,263.27,586.22
12.56,231.46,136.74
12.7,161.62,654.14
10.8,154.33,556.59
71.26,155.65,155.61
20.74,1151.99,143.97
33.14,336.4,139.74
13.36,423.57,193.7
15.94,282.13,132.42
9.92,155.55,131.96
8.28,183.57,132.94
9.36,1164.71,160.66
10.18,189.96,133.76
10.5,226.98,133.07
9.78,135.47,134.12
10.64,159.92,132.4
10.88,142.38,185.05
10.4,254.16,150.2
10.19,133.77,133.01
11.72,136.55,133.54
22.64,135.05,163.68
16.34,133.56,151.0
11.49,162.83,234.8
13.51,180.66,132.85
11.82,145.12,137.47
14.92,139.31,134.47
10.8,148.74,240.29
15.06,1120.89,262.43
19.99,136.21,132.1
10.49,142.99,132.88
12.43,144.13,140.19
11.75,135.53,134.84
9.81,138.61,177.91
13.99,158.15,159.93
10.03,164.96,133.14
12.21,196.24,151.96
10.28,166.72,134.75
11.9,165.22,133.5
9.49,167.95,218.89
9.56,169.04,138.96
14.51,159.62,169.83
14.55,155.64,132.82
10.47,257.04,148.15
10.29,169.65,157.8
10.66,1092.39,307.66
10.09,156.27,1082.73
10.66,176.86,143.26
11.71,168.65,136.84
12.93,155.13,132.25
14.2,426.59,281.57
9.74,213.51,133.4
14.44,166.68,133.11
8.8,156.93,144.31
8.27,168.93,133.65
10.51,149.4,131.61
10.09,174.81,143.89
12.91,188.99,132.1
14.49,136.41,132.38
11.01,130.59,135.03
17.85,164.44,190.89
15.43,145.18,142.25
8.78,318.25,143.69
12.32,131.97,139.54
8.79,1106.74,143.22
9.94,624.16,188.42
9.04,169.21,145.73
9.72,212.0,132.05
10.72,287.78,133.26
11.03,1073.58,132.84
13.36,249.35,143.25
14.41,131.49,132.53
13.54,127.69,144.09
13.04,150.35,144.96
14.1,121.88,134.26
13.22,163.01,134.58
15.33,161.17,132.43
15.65,131.49,1079.44
14.18,136.51,135.31
13.57,212.48,131.65
11.02,161.78,397.29
20.23,170.26,130.0
26.06,139.56,140.44
22.92,240.39,139.34
42.27,169.09,135.28
26.21,159.98,177.05
24.44,1217.82,138.88
36.85,120.66,133.17
32.48,126.77,1088.5
39.48,128.7,133.66
26.36,1087.76,161.8
14.9,147.45,143.45
13.36,140.67,315.13
19.73,144.36,134.44
16.01,153.51,134.47
18.64,1117.96,133.67
15.96,140.49,242.81
12.44,187.84,132.57
17.17,148.15,1130.32
22.4,146.53,1077.54
12.28,146.35,128.66
9.52,294.58,139.81
12.34,158.78,133.51
18.18,153.29,132.3
14.55,150.1,138.97
13.39,176.35,161.75
10.5,1082.22,136.9
11.44,120.88,133.41
11.3,146.97,147.33
10.5,123.21,134.66
12.36,120.46,138.19
