P-521,hqc256,p521_hqc256
14.77,248.22,139.04
10.04,216.64,130.21
13.56,253.65,130.56
13.2,183.76,134.35
10.36,175.22,134.33
11.48,173.76,129.14
10.89,216.18,134.69
17.27,195.96,132.76
8.44,203.12,134.61
12.48,381.12,131.27
9.26,241.19,135.0
11.54,219.63,143.68
11.93,229.69,139.52
12.54,164.46,136.11
19.11,392.23,137.43
15.14,246.24,138.6
12.19,314.93,172.64
10.06,268.35,175.2
14.97,261.67,144.47
22.24,182.37,133.35
13.0,159.01,133.34
21.66,169.44,145.5
14.05,288.28,148.85
26.18,158.5,166.56
23.82,150.68,146.89
20.08,142.06,141.61
15.34,141.9,139.95
24.48,151.46,150.62
34.01,205.86,154.02
12.21,1097.95,133.28
23.82,230.51,135.72
22.51,136.21,272.94
19.06,147.48,135.32
31.44,139.77,182.23
10.76,331.71,134.0
12.86,252.53,1107.12
24.55,162.22,132.32
14.73,165.43,127.98
18.51,1103.22,138.89
15.92,178.88,141.45
19.11,163.03,133.99
19.67,164.91,133.38
22.22,258.71,164.4
15.42,178.4,177.89
12.24,154.65,254.86
21.5,417.52,134.13
11.33,446.98,241.63
9.81,365.79,133.87
8.48,181.97,133.73
14.23,144.18,149.29
8.21,139.42,147.81
10.28,146.0,132.38
10.02,227.87,178.82
11.13,141.38,247.86
8.41,171.78,133.4
7.61,162.81,144.5
8.34,182.88,132.71
8.77,143.63,128.3
7.52,138.66,129.65
8.37,141.1,133.31
11.57,196.97,141.48
9.09,1166.92,139.16
10.93,146.06,133.53
7.56,138.72,142.4
9.86,894.87,132.71
9.78,176.0,139.83
8.32,159.97,137.63
11.81,174.32,218.63
8.17,406.71,133.28
11.71,408.44,142.43
9.11,517.76,133.89
7.88,161.91,132.3
9.04,207.57,134.27
9.7,364.07,209.48
9.29,181.92,134.69
10.47,555.65,143.13
9.27,183.86,136.1
10.73,1121.58,179.85
8.8,137.51,219.29
7.89,138.56,136.5
9.25,137.01,1130.44
12.18,162.6,147.57
7.58,246.31,136.93
10.68,150.93,181.11
14.2,183.44,134.63
8.81,199.62,132.26
9.03,140.44,145.65
8.02,192.22,134.4
13.58,139.7,132.82
8.92,159.89,131.94
7.97,143.43,168.66
8.85,171.38,166.58
9.36,138.78,178.94
8.44,377.27,139.07
8.29,196.31,133.28
12.06,141.52,169.43
8.75,190.31,131.86
7.42,202.77,142.8
9.76,158.93,134.39
7.95,149.44,132.59
7.96,242.76,160.47
8.9,1292.39,133.62
8.22,192.86,132.55
9.2,444.39,133.16
9.47,439.57,136.23
8.51,379.49,149.55
9.64,1131.97,133.61
10.18,3246.5,145.8
10.15,161.42,136.22
9.33,170.23,1008.07
11.87,142.37,144.51
11.44,1214.43,134.02
9.13,201.85,133.64
8.73,236.31,137.62
8.75,257.5,211.36
7.67,355.62,132.0
8.6,168.36,134.55
8.47,172.81,143.62
10.66,443.42,1130.52
12.3,180.37,1078.4
9.37,218.44,142.11
10.24,175.22,131.14
9.8,352.03,210.7
12.7,296.8,134.1
8.97,249.37,133.73
11.32,189.17,134.0
9.8,191.86,133.36
8.73,147.86,133.95
8.97,164.82,132.69
8.74,149.86,176.8
11.62,189.0,209.21
9.68,1082.27,1159.27
11.91,137.18,164.09
7.72,142.56,128.52
10.08,158.43,132.69
9.84,138.48,139.65
10.92,139.15,205.36
10.14,138.08,132.97
11.79,157.37,131.41
12.52,395.39,139.13
11.85,173.23,132.32
8.62,297.5,212.17
9.55,422.17,300.75
11.55,302.6,177.27
9.57,409.63,141.62
12.69,440.41,132.52
11.12,282.36,128.17
8.38,266.82,1081.42
9.54,246.01,130.96
11.25,292.22,1128.46
11.79,248.22,171.39
7.84,156.11,140.12
9.87,215.08,131.36
11.18,212.53,137.1
9.35,264.47,174.62
9.26,1135.4,179.61
9.51,256.5,134.85
8.1,141.88,216.8
11.49,152.58,438.49
12.77,271.99,127.57
9.81,184.36,132.55
10.02,168.04,144.42
14.89,184.04,136.61
27.78,181.06,184.97
14.57,1074.54,132.21
15.4,158.58,133.97
11.24,135.03,137.58
9.68,135.73,135.15
11.19,139.43,137.41
10.75,153.63,149.73
9.24,167.57,139.66
15.94,180.03,156.57
16.97,178.72,153.57
13.97,248.06,159.35
12.74,157.18,140.53
11.55,1136.58,154.34
8.56,147.89,134.88
12.53,195.21,199.63
26.33,189.49,132.43
12.14,160.5,147.08
10.97,196.75,144.95
20.53,135.16,517.89
18.94,1090.33,156.71
12.87,165.99,160.13
13.2,131.06,149.18
19.4,126.46,142.03
8.37,1103.72,151.36
20.71,448.95,134.02
20.59,527.3,133.7
14.73,536.36,141.54
9.66,552.98,147.75
11.72,165.65,149.24
18.63,1105.54,135.86
