P-256,x25519,hqc128,p256_hqc128,x25519_hqc128
3.43,2.91,24.33,39.65,28.26
3.48,2.89,23.79,34.33,25.82
3.2,3.58,23.45,33.59,25.52
2.78,2.58,23.8,33.67,25.4
3.07,3.04,33.71,41.5,35.29
2.94,2.39,32.03,40.09,27.44
2.86,3.39,22.87,39.4,27.09
3.08,2.52,32.56,34.26,25.98
3.92,2.55,23.0,34.1,33.62
2.77,2.8,23.73,34.66,32.93
2.73,2.44,23.68,33.45,25.64
2.99,2.58,33.2,32.7,32.2
2.74,3.0,23.21,41.0,24.64
3.51,3.65,25.2,32.63,25.21
4.46,2.45,24.69,39.73,25.5
4.52,2.9,26.05,46.07,34.41
3.69,2.52,23.54,40.85,25.34
2.83,2.73,30.18,33.02,25.37
3.47,2.45,23.94,42.89,24.68
3.47,2.89,31.51,42.67,31.09
3.29,2.65,23.73,33.55,24.66
2.96,2.54,33.47,46.72,25.1
3.14,2.49,23.48,39.64,24.53
3.36,2.81,24.6,33.51,24.92
3.26,2.66,35.25,41.43,32.34
3.54,2.45,44.88,33.69,25.31
3.5,2.52,32.84,33.6,35.25
3.81,2.34,43.04,33.58,26.44
2.84,2.5,24.37,32.67,26.27
3.01,2.61,34.83,33.63,25.33
3.04,3.39,23.25,34.16,25.41
3.37,2.48,23.64,33.21,34.62
2.84,2.64,23.74,32.75,29.14
2.86,3.25,23.3,33.64,25.37
3.27,2.88,25.23,46.3,32.22
2.77,3.17,25.14,36.85,25.38
2.84,2.79,24.02,33.03,31.71
2.73,3.08,23.25,44.19,24.98
3.08,2.76,23.59,47.59,24.85
2.87,3.11,33.63,33.5,25.14
3.57,2.53,23.9,33.2,25.52
3.65,2.51,23.64,42.6,39.48
3.62,2.46,36.15,33.08,30.64
3.47,4.02,24.2,32.56,38.01
3.18,2.49,23.75,32.44,40.11
3.19,2.4,23.51,33.06,27.69
2.84,3.04,30.07,32.99,36.82
2.71,2.42,23.68,33.03,25.94
2.76,2.44,26.34,35.02,38.2
3.11,2.55,29.53,32.03,25.58
3.53,2.33,31.85,33.64,37.33
2.75,2.6,30.03,34.07,36.83
2.73,2.52,31.39,33.03,25.69
2.76,2.45,26.83,32.54,25.82
3.23,2.48,83.3,34.03,25.52
4.12,2.4,34.58,33.98,33.15
2.72,2.57,33.14,48.0,25.71
3.64,2.4,31.76,34.5,36.38
2.75,2.63,26.04,34.08,24.89
2.91,2.8,30.21,32.9,37.29
2.77,3.93,47.7,34.16,27.37
2.86,2.44,32.13,33.16,26.38
3.26,2.49,31.99,32.67,26.82
3.38,2.5,132.59,41.71,26.3
2.78,3.26,23.83,33.99,27.03
4.35,2.41,32.92,34.11,34.36
3.16,3.36,29.85,33.67,76.57
3.16,2.43,1025.63,45.12,32.91
2.94,4.15,22.88,43.89,26.23
2.77,2.57,75.77,73.51,33.54
3.28,2.42,29.11,61.57,32.48
3.48,2.46,23.24,57.66,26.17
3.22,3.16,23.37,34.88,40.29
3.38,2.56,23.3,34.61,28.74
3.58,2.48,23.07,33.97,34.72
2.79,2.58,33.52,44.34,26.01
3.54,2.71,31.93,49.21,30.8
2.73,2.7,3027.93,35.74,37.15
3.52,3.13,1052.25,34.39,25.66
2.8,2.93,23.04,41.46,36.12
3.83,3.18,22.33,34.44,33.3
2.77,2.92,22.43,33.71,99.39
2.76,3.08,32.03,34.21,32.46
2.8,2.53,22.55,41.94,27.64
2.97,2.4,22.46,50.65,26.9
2.83,2.5,22.39,44.61,26.94
2.85,2.49,33.3,35.69,25.48
2.77,2.33,22.44,35.6,230.92
2.83,3.12,23.12,40.93,63.58
2.73,2.51,27.39,39.19,36.57
2.66,3.04,23.3,48.23,227.7
2.73,2.92,23.73,35.56,25.48
3.7,3.49,1027.11,49.05,24.91
3.75,2.68,22.58,32.72,25.69
2.8,2.49,135.04,118.64,25.49
2.72,3.05,25.41,169.36,25.09
3.55,2.51,66.74,33.34,25.63
4.69,2.77,22.64,33.8,33.29
4.12,3.4,23.3,32.23,25.28
2.86,2.52,23.69,49.3,25.61
2.89,2.71,22.84,3040.46,56.37
5.33,2.5,23.68,40.06,35.61
3.06,3.14,23.63,59.3,24.78
4.05,2.77,22.84,47.93,25.89
2.95,3.59,23.52,56.9,35.97
4.15,3.1,30.59,61.44,24.74
2.92,2.48,23.13,70.08,25.62
2.9,2.47,33.66,53.3,35.17
3.56,2.45,23.69,33.67,32.38
3.61,2.5,33.28,33.82,32.87
2.9,4.0,32.88,32.3,69.33
3.77,5.4,31.85,33.55,25.44
3.67,2.66,31.51,34.97,56.28
3.42,2.66,22.53,33.65,24.69
2.95,3.26,32.25,1049.68,36.89
3.79,3.62,23.37,47.62,24.4
2.84,2.76,52.44,1049.02,60.73
3.16,2.9,22.75,47.18,51.9
3.21,2.93,1039.62,33.16,34.53
3.29,2.71,32.63,34.38,24.54
3.15,3.98,24.97,32.67,24.81
3.06,3.2,93.09,47.24,24.5
2.71,2.99,1026.59,101.71,25.97
4.12,2.73,101.1,32.87,1037.44
2.69,3.02,23.21,32.89,31.35
2.96,3.44,23.39,33.5,25.19
2.68,3.65,40.79,32.75,68.9
2.87,2.4,22.68,32.54,31.57
3.46,1003.07,23.53,42.09,24.93
3.65,3.71,56.39,32.54,40.61
3.11,3.49,22.77,32.28,24.86
2.86,3.32,23.35,157.8,24.79
3.08,3.14,22.66,48.4,24.99
2.87,3.11,23.27,40.56,26.98
3.06,4.01,23.7,49.3,1076.18
2.83,3.37,23.66,32.71,24.96
2.79,2.7,23.65,41.29,26.2
2.82,3.68,23.32,32.37,25.43
2.78,3.68,1018.3,32.69,1029.06
3.19,3.37,22.71,57.85,24.7
2.81,3.18,31.69,1056.76,116.36
2.81,1002.35,23.03,33.53,24.78
3.19,3001.15,23.27,48.0,1019.46
3.53,1003.0,294.83,32.37,24.71
2.74,2.47,22.62,33.12,24.95
3.54,3.14,23.41,32.21,25.12
2.67,2.96,22.94,33.58,25.09
3.33,2.42,23.95,51.21,24.82
3.19,1002.19,22.92,32.23,26.0
3.0,2.34,23.18,33.8,32.03
2.74,2.88,23.2,32.16,24.94
2.72,2.95,44.11,32.94,31.66
2.81,2.48,22.89,201.79,30.98
3.52,2.48,23.11,46.94,24.96
3.47,2.43,29.28,47.42,25.04
3.57,2.34,23.02,59.27,35.49
3.85,2.4,49.51,33.14,467.84
2.67,2.49,231.53,47.83,1019.2
2.7,2.94,23.93,32.65,25.07
2.8,1001.95,22.82,46.28,286.32
3.55,1001.6,23.81,32.37,24.93
3.88,2.52,22.73,37.41,25.03
3.5,2.62,31.57,37.22,25.65
3.56,2.77,22.6,48.81,25.41
2.84,2.49,23.48,32.65,34.84
2.67,2.46,22.56,43.63,31.18
2.77,1001.76,22.65,66.12,25.34
2.75,1001.9,23.32,65.01,25.34
3.62,3.19,32.59,34.55,24.92
3.13,4.63,31.9,33.61,25.29
3.81,3.86,23.18,33.83,25.69
3.41,3.19,57.57,47.13,25.66
2.63,3.57,52.78,33.57,26.43
3.07,2.67,40.49,32.9,35.05
3.74,4.33,22.47,41.05,25.32
3.37,3.31,23.15,1026.44,24.93
3.47,3.29,23.16,32.59,25.05
3.27,3.06,22.89,33.22,24.99
2.98,2.55,22.98,32.61,63.84
3.0,2.96,23.26,40.36,24.86
2.78,3.16,23.34,32.15,31.77
4.04,6999.09,23.45,47.76,25.14
2.71,2.39,23.09,33.05,24.84
2.74,3.01,23.22,48.93,26.6
3.21,2.49,23.31,32.93,25.12
4.32,2.4,23.42,43.47,25.3
3.33,2.42,23.18,32.79,33.34
2.9,2.43,23.07,32.75,1106.57
3.04,2999.91,61.17,1025.99,58.94
2.71,3.02,23.09,46.5,25.2
3.1,2.77,23.26,1027.21,25.03
3.1,2.98,23.39,34.14,24.82
3.14,2.48,22.71,32.77,24.55
3.06,2.51,22.72,569.58,24.84
3.34,1001.85,22.4,31.72,25.26
2.88,2.45,23.34,1041.9,25.57
3.38,1002.44,22.79,32.85,25.8
2.73,2.36,31.64,33.92,37.4
2.72,3.35,22.78,33.61,26.17
2.72,2.89,50.65,40.89,25.77
2.82,1002.41,23.07,32.92,32.1
2.69,2.59,23.13,40.2,25.06
2.92,2.65,23.07,98.0,36.44
3.73,2.46,24.0,129.91,25.05
2.73,1002.07,47.43,105.28,31.41
2.81,2.33,23.36,31.96,24.68
2.85,2.53,22.5,82.01,32.09
2.77,2.43,22.93,33.47,28.33
3.46,2.46,23.6,40.58,1106.52
2.86,2.43,22.66,40.7,27.01
2.9,1001.99,33.09,33.33,25.66
2.82,2.68,24.18,41.77,25.39
2.84,3.01,1026.62,41.35,54.04
3.45,3.06,1017.18,43.45,25.09
3.22,2.77,22.53,190.85,36.71
2.78,1001.59,22.8,113.81,31.48
2.86,2.57,23.06,34.02,31.7
3.13,2.39,23.05,33.42,25.41
2.94,2.93,64.08,33.16,25.03
3.31,3.42,22.64,33.72,25.01
3.61,3000.21,22.79,33.63,31.59
3.2,1002.4,40.81,33.52,35.05
2.82,2.56,1031.94,33.24,25.04
3.03,2.48,22.91,33.3,24.96
3.15,2.58,22.84,33.93,36.16
2.79,2.37,22.48,33.73,25.73
3.82,2.45,23.28,62.01,31.84
3.57,2.54,22.67,32.6,24.71
3.39,2.83,23.07,33.32,27.79
3.85,2.52,22.51,1026.11,34.09
2.8,2.44,23.6,32.86,24.58
3.5,2.48,23.17,40.75,24.84
3.3,2.5,112.68,39.87,1019.33
3.07,2.69,23.01,46.71,26.13
3.46,2.8,41.86,32.68,24.9
4.66,2.54,23.24,33.12,24.79
4.34,2.78,22.47,47.97,24.85
3.52,2.45,493.13,32.13,25.52
3.03,2.54,22.94,57.97,24.86
2.9,3.37,22.97,124.44,363.21
3001.3,2.45,61.39,32.26,24.94
2.67,2.87,42.73,52.16,35.17
3.51,2.48,28.96,1038.06,35.97
2.92,3001.56,29.9,34.95,24.52
3.0,6999.61,31.92,33.7,36.39
2.79,2.35,28.95,40.06,25.4
1003.09,2.81,29.64,32.29,1019.39
1002.06,2.38,24.52,40.22,35.08
2.97,2.48,22.87,39.4,25.52
3.42,2.49,40.78,39.11,24.74
4.37,3.28,22.56,32.88,38.44
4.14,2.55,32.44,37.69,33.98
4.08,3.0,50.8,1033.31,25.4
3.69,3.03,25.0,39.84,25.57
1003.61,2.47,23.34,102.89,31.51
3.23,3.49,22.9,32.77,178.91
2.82,2.92,1041.64,33.04,31.34
3.57,2.45,42.82,31.79,31.17
3.16,3.32,36.2,32.97,55.18
3.19,2.57,1040.42,1087.26,25.03
2.73,2.98,39.6,32.49,51.58
1002.95,2.44,22.42,42.92,25.08
2.85,3001.37,22.54,59.17,34.51
4.52,2.62,23.02,42.3,25.23
3.12,2.49,32.71,44.1,7016.66
2.74,2.38,23.11,42.78,25.02
2.77,2.46,1017.64,52.7,25.21
3.46,3.15,22.77,49.72,35.1
2.72,2.61,23.13,36.32,25.32
2.83,2.69,29.09,200.03,25.88
2.73,1001.96,28.88,32.14,207.81
2.78,2.43,25.19,32.75,24.94
2.68,2.52,29.13,33.3,24.41
3.31,1001.88,23.49,32.02,63.02
3000.17,2.31,75.75,32.31,35.19
1002.03,2.47,29.49,43.16,24.65
2.59,2.35,29.09,32.53,24.78
2.79,6998.53,28.87,33.67,24.83
2.63,2.25,34.13,32.66,25.64
2.78,2.45,28.7,32.32,35.0
3.04,1001.92,22.58,32.65,31.5
2.86,2.45,22.49,42.95,25.2
2.81,6999.49,1034.01,35.02,24.98
3000.12,2.33,28.17,32.57,25.54
2.78,2.4,23.58,39.88,32.4
2.75,2.48,38.25,43.14,25.49
2.9,2.55,23.34,45.51,25.6
2.68,2.4,23.05,33.0,25.72
2.67,2.55,22.97,32.49,35.22
2.69,2.53,23.43,178.48,25.0
2.56,2.82,26.87,37.48,42.76
1002.46,2.69,23.61,47.67,41.72
1002.06,2.55,32.62,32.84,1030.09
2.6,2.47,22.85,32.16,34.92
3.33,2.49,212.74,32.33,1019.66
3.28,2.54,22.51,32.53,3048.07
3.43,2.48,24.66,33.25,24.79
2.75,2.46,1017.79,32.55,25.66
2.92,3.41,31.89,33.61,32.12
2.7,2.4,23.73,35.72,24.41
4.07,2.76,23.86,33.68,31.38
3.34,2.97,23.32,33.84,25.14
2.71,2.42,23.32,32.39,25.82
2.73,3000.56,94.51,33.28,24.82
2.87,1001.99,32.33,33.6,1026.11
3.05,1001.82,1024.3,33.36,25.2
3000.07,3.07,22.83,55.96,24.59
1002.72,2.3,22.74,1048.45,34.58
3.32,3.13,23.93,68.75,25.28
2.69,3.87,23.45,40.64,49.24
3.01,1002.68,23.75,32.43,25.17
3.68,1002.05,23.51,33.42,25.2
2.82,3001.26,1026.95,32.56,25.46
2.81,3.09,66.92,67.69,25.03
2.82,2.57,22.75,32.99,25.01
1002.48,1001.91,466.79,32.45,24.72
2.68,2.71,23.21,32.3,25.42
3000.37,2.4,22.78,1025.65,25.3
2.66,2.52,22.84,100.45,25.42
2.71,3.06,77.23,42.92,25.43
3.56,2.56,23.09,32.57,25.57
3.29,1001.99,26.78,32.4,25.56
1001.97,2.39,23.86,56.24,25.82
2.76,3.08,22.48,33.17,26.58
2.7,2.48,23.61,33.91,53.85
