P-521,hqc256,p521_hqc256
5.61,81.36,144.21
6.32,81.74,134.48
5.23,92.67,145.82
5.19,102.02,144.48
5.29,81.92,144.45
5.16,80.74,138.86
6.73,81.41,133.32
6.21,80.71,155.11
5.22,81.15,152.57
5.07,100.31,134.29
5.11,89.09,134.75
5.31,81.14,143.2
4.98,80.99,135.51
6.37,80.91,144.11
5.0,80.69,141.98
5.54,81.96,135.03
5.2,80.65,133.73
5.25,80.81,133.89
5.03,81.0,134.39
6.19,82.82,135.84
5.49,110.43,136.02
6.28,80.95,146.14
6.37,81.14,138.38
4.9,99.89,143.34
4.85,80.76,132.28
7.14,80.37,134.83
6.23,81.01,146.67
5.04,81.13,133.68
5.02,80.63,139.65
4.92,99.72,142.29
6.63,81.82,161.14
4.95,93.69,145.23
6.57,99.75,148.29
6.45,80.57,642.48
4.99,80.7,7209.91
4.97,80.63,3102.82
5.05,80.8,211.91
4.95,80.86,497.07
5.03,81.07,129.77
5.08,88.85,374.37
4.93,81.08,199.79
4.92,81.04,138.65
4.93,81.42,414.37
4.95,89.11,127.64
5.33,81.21,139.0
4.99,83.25,1762.9
5.02,80.74,133.26
7.1,95.96,3098.37
6.42,81.32,254.2
4.97,92.47,211.86
5.05,80.53,1080.19
7.1,88.74,239.78
6.24,80.41,141.64
5.26,81.3,127.14
6.53,88.55,135.85
5.24,81.48,1370.64
4.99,93.46,129.62
5.31,81.41,130.9
4.99,82.26,141.93
7.2,84.79,537.85
4.94,84.42,170.55
4.93,101.31,585.07
5.02,1725.12,1473.46
4.98,244.87,1814.57
4.98,86.71,134.89
4.91,1566.24,1105.55
5.41,1078.71,128.43
4.86,3172.04,180.22
5.35,136.9,542.35
4.97,130.49,212.15
5.5,80.63,254.12
6.86,91.13,202.25
5.32,92.22,2228.56
4.99,80.47,127.8
6.44,1069.32,1127.31
5.21,701.19,255.09
5.42,270.13,265.8
4.93,81.17,195.71
6.2,1069.12,156.22
5.02,1248.43,3155.34
7.01,1081.0,142.82
7.03,170.42,176.1
6.26,1048.18,222.99
6.43,110.28,856.58
4.99,1079.88,226.98
4.92,108.65,152.83
6.24,530.56,199.94
5.37,3046.47,182.69
4.99,1047.98,1187.69
6.22,81.88,148.59
4.98,80.4,133.76
7.89,130.51,1262.7
5.32,81.33,1165.29
5.0,3268.42,376.13
4.94,81.29,307.42
5.31,161.86,491.25
5.03,80.55,3117.43
4.99,80.94,262.34
4.95,85.82,528.85
4.99,111.3,266.84
7.04,97.76,95.72
5.14,183.63,98.43
5.19,516.62,89.62
7.15,100.45,89.4
5.34,3070.82,89.24
6.26,454.0,104.56
6.57,210.06,383.16
6.21,7075.03,100.28
6.32,133.47,90.0
5.1,133.17,89.15
5.03,80.32,1314.7
5.18,3104.42,3204.16
5.01,80.37,103.64
6.4,179.19,99.48
6.16,189.52,119.84
5.38,7888.66,91.16
4.96,465.67,196.14
5.13,80.69,89.01
5.07,261.55,90.46
5.41,3438.61,90.94
4.97,1048.68,1296.15
6.45,119.06,460.17
5.24,584.84,107.16
4.99,1965.62,164.9
4.91,88.87,108.14
5.02,322.51,357.41
4.96,200.19,105.26
7.25,107.64,101.4
5.02,100.0,510.29
5.58,3697.34,1276.27
4.93,108.52,1080.02
5.48,83.12,89.9
7.04,1054.62,117.33
7.42,3046.95,646.54
5.12,82.06,1055.32
7.07,101.33,99.45
5.49,7303.76,1116.6
5.03,147.48,1223.78
6.2,1083.04,462.08
4.99,538.07,2096.75
4.91,140.87,89.08
6.72,1402.81,1089.52
5.07,285.74,166.51
7.22,202.8,1130.78
7.05,2256.83,89.49
5.05,80.79,1453.64
5.02,1068.69,3087.62
5.27,190.07,139.22
5.29,175.08,88.97
7.0,170.82,89.62
5.54,116.92,1068.2
4.96,81.24,1107.9
5.18,210.49,134.88
5.42,82.63,701.52
4.93,81.65,1072.51
5.44,81.01,213.38
5.14,82.08,207.36
5.21,1759.29,652.72
4.87,211.88,1102.51
5.0,167.79,1054.3
5.33,3515.69,90.05
5.39,81.07,89.51
5.02,81.02,89.02
5.14,81.53,89.21
4.99,1107.47,240.98
7.0,108.09,599.61
7.03,80.57,139.39
7.12,163.31,89.89
6.99,101.42,1655.97
5.44,91.14,100.22
4.92,211.29,90.79
5.39,82.01,110.72
4.99,3046.78,88.86
5.27,80.34,649.95
6.99,508.16,89.95
6.99,81.36,89.22
5.04,80.76,91.48
4.96,80.8,89.02
7.2,3218.16,89.21
5.31,80.58,4239.65
4.97,1137.58,117.98
5.34,360.03,90.11
5.17,80.57,3054.69
5.5,80.34,289.15
4.91,3093.34,244.23
5.32,110.17,3101.17
5.21,117.43,89.52
4.89,130.7,842.62
5.02,1081.1,1068.17
6.81,132.03,92.23
6.33,250.12,91.25
5.17,903.37,89.47
5.17,91.32,89.04
5.26,3046.94,1054.16
6.59,854.31,197.79
4.93,80.64,90.25
6.9,1047.46,417.11
4.96,80.8,1541.08
7.49,116.54,89.29
6.31,99.67,158.08
5.26,107.76,91.5
5.42,80.66,89.06
5.0,322.95,1082.91
5.22,1174.93,346.14
4.93,80.49,1055.06
5.06,80.58,89.2
5.05,80.68,89.48
1006.23,160.94,198.28
5.96,103.0,89.32
4.88,80.76,533.49
1004.5,83.16,3146.81
1004.68,4135.71,116.65
4.98,80.71,376.89
6999.8,80.5,142.41
4.93,1047.53,88.87
5.09,2017.15,185.63
5.16,90.68,91.3
5.63,179.03,196.96
4.87,107.89,149.6
4.91,1120.33,224.04
5.08,1048.3,539.74
5.47,1048.04,179.17
5.01,99.19,120.44
7.01,1144.34,117.0
4.97,88.88,146.85
4.98,3169.07,1155.37
1004.67,1115.77,100.94
4.95,100.03,1134.48
5.09,148.62,116.89
4.9,155.24,656.01
7000.72,81.02,99.47
5.11,80.58,89.28
4.87,80.68,1250.72
1004.99,80.65,169.51
5.03,1140.01,2805.86
5.03,1092.0,1054.21
1005.13,3053.34,143.31
2023.48,1080.6,326.95
4.91,80.66,99.25
3003.07,80.62,3118.99
6.28,1295.59,89.52
3003.61,950.99,89.53
5.09,202.66,88.96
4.92,1079.75,89.45
6.98,80.52,3162.41
6.7,1047.53,918.26
5.04,80.59,118.26
5.69,89.18,89.37
3005.88,80.54,1896.36
